时间,中间价:欧元兑人民币
2008-12-29,9.6506
2008-12-30,9.6104
2008-12-31,9.659
2009-01-05,9.5382
2009-01-06,9.2927
2009-01-07,9.2134
2009-01-08,9.2795
2009-01-09,9.338
2009-01-12,9.1659
2009-01-13,9.115699999999999
2009-01-14,9.0379
2009-01-15,9.017100000000001
2009-01-16,8.992700000000001
2009-01-19,9.1097
2009-01-20,8.8938
2009-01-21,8.8142
2009-01-22,8.8762
2009-01-23,8.8795
2009-02-02,8.726099999999999
2009-02-03,8.784
2009-02-04,8.8668
2009-02-05,8.7593
2009-02-06,8.7457
2009-02-09,8.8652
2009-02-10,8.8071
2009-02-11,8.8062
2009-02-12,8.8183
2009-02-13,8.804499999999999
2009-02-16,8.7284
2009-02-17,8.7241
2009-02-18,8.6103
2009-02-19,8.5967
2009-02-20,8.6372
2009-02-23,8.7396
2009-02-24,8.663699999999999
2009-02-25,8.788499999999999
2009-02-26,8.7122
2009-02-27,8.6804
2009-03-02,8.5996
2009-03-03,8.5962
2009-03-04,8.530899999999999
2009-03-05,8.6222
2009-03-06,8.5886
2009-03-09,8.6872
2009-03-10,8.634300000000001
2009-03-11,8.6978
2009-03-12,8.773
2009-03-13,8.8257
2009-03-16,8.7996
2009-03-17,8.8613
2009-03-18,8.888
2009-03-19,9.1896
2009-03-20,9.327100000000002
2009-03-23,9.3146
2009-03-24,9.3374
2009-03-25,9.203100000000001
2009-03-26,9.2882
2009-03-27,9.2658
2009-03-30,9.0684
2009-03-31,9.032300000000001
2009-04-01,9.0159
2009-04-02,9.0528
2009-04-03,9.187299999999999
2009-04-07,9.1224
2009-04-08,9.0303
2009-04-09,9.0503
2009-04-10,8.961
2009-04-13,8.9822
2009-04-14,9.1035
2009-04-15,9.043
2009-04-16,9.0557
2009-04-17,8.9884
2009-04-20,8.8712
2009-04-21,8.830499999999999
2009-04-22,8.827900000000001
2009-04-23,8.8766
2009-04-24,8.9642
2009-04-27,9.002899999999999
2009-04-28,8.886899999999999
2009-04-29,8.9738
2009-04-30,9.083699999999999
2009-05-04,9.0869
2009-05-05,9.1294
2009-05-06,9.073500000000001
2009-05-07,9.066099999999999
2009-05-08,9.1211
2009-05-11,9.297699999999999
2009-05-12,9.2734
2009-05-13,9.3537
2009-05-14,9.259500000000001
2009-05-15,9.312
2009-05-18,9.1778
2009-05-19,9.2414
2009-05-20,9.2886
2009-05-21,9.3973
2009-05-22,9.5122
2009-05-25,9.554300000000001
2009-05-26,9.564
2009-05-27,9.55
2009-06-01,9.637500000000001
2009-06-02,9.663
2009-06-03,9.7621
2009-06-04,9.6844
2009-06-05,9.6942
2009-06-08,9.5513
2009-06-09,9.5203
2009-06-10,9.6118
2009-06-11,9.5701
2009-06-12,9.6379
2009-06-15,9.5489
2009-06-16,9.4136
2009-06-17,9.4538
2009-06-18,9.5366
2009-06-19,9.5017
2009-06-22,9.5072
2009-06-23,9.4639
2009-06-24,9.623
2009-06-25,9.5376
2009-06-26,9.589500000000001
2009-06-29,9.5868
2009-06-30,9.6408
2009-07-01,9.5911
2009-07-02,9.65
2009-07-03,9.5461
2009-07-06,9.550099999999999
2009-07-07,9.5482
2009-07-08,9.4878
2009-07-09,9.4907
2009-07-10,9.558
2009-07-13,9.5464
2009-07-14,9.561
2009-07-15,9.554
2009-07-16,9.6167
2009-07-17,9.6474
2009-07-20,9.6633
2009-07-21,9.710099999999999
2009-07-22,9.692
2009-07-23,9.710899999999999
2009-07-24,9.6694
2009-07-27,9.7016
2009-07-28,9.7229
2009-07-29,9.6869
2009-07-30,9.6045
2009-07-31,9.625
2009-08-03,9.741
2009-08-04,9.8315
2009-08-05,9.8408
2009-08-06,9.8433
2009-08-07,9.8105
2009-08-10,9.7068
2009-08-11,9.6691
2009-08-12,9.6816
2009-08-13,9.717
2009-08-14,9.7644
2009-08-17,9.679
2009-08-18,9.644300000000001
2009-08-19,9.6692
2009-08-20,9.7138
2009-08-21,9.7356
2009-08-24,9.802700000000002
2009-08-25,9.7593
2009-08-26,9.7643
2009-08-27,9.721900000000002
2009-08-28,9.8116
2009-08-31,9.7727
2009-09-01,9.788499999999999
2009-09-02,9.703299999999999
2009-09-03,9.745
2009-09-04,9.7379
2009-09-07,9.7864
2009-09-08,9.7952
2009-09-09,9.903
2009-09-10,9.939
2009-09-11,9.9562
2009-09-14,9.9242
2009-09-15,9.9964
2009-09-16,10.023299999999999
2009-09-17,10.0428
2009-09-18,10.0584
2009-09-21,10.0426
2009-09-22,10.0416
2009-09-23,10.0959
2009-09-24,10.0662
2009-09-25,9.9924
2009-09-28,10.0012
2009-09-29,9.9724
2009-09-30,9.965900000000001
2009-10-09,10.0807
2009-10-12,10.0368
2009-10-13,10.0941
2009-10-14,10.1339
2009-10-15,10.1998
2009-10-16,10.2132
2009-10-19,10.1382
2009-10-20,10.217699999999999
2009-10-21,10.1878
2009-10-22,10.2626
2009-10-23,10.2692
2009-10-26,10.2464
2009-10-27,10.153500000000001
2009-10-28,10.0994
2009-10-29,10.0362
2009-10-30,10.1288
2009-11-02,10.0624
2009-11-03,10.106
2009-11-04,10.0505
2009-11-05,10.1429
2009-11-06,10.153699999999999
2009-11-09,10.1624
2009-11-10,10.235100000000001
2009-11-11,10.2407
2009-11-12,10.2433
2009-11-13,10.142
2009-11-16,10.2046
2009-11-17,10.2287
2009-11-18,10.1644
2009-11-19,10.2022
2009-11-20,10.1956
2009-11-23,10.1732
2009-11-24,10.2028
2009-11-25,10.217699999999999
2009-11-26,10.3238
2009-11-27,10.2192
2009-11-30,10.235
2009-12-01,10.2518
2009-12-02,10.3047
2009-12-03,10.294099999999998
2009-12-04,10.2746
2009-12-07,10.166300000000001
2009-12-08,10.144300000000001
2009-12-09,10.0455
2009-12-10,10.0717
2009-12-11,10.0541
2009-12-14,9.9926
2009-12-15,10.001
2009-12-16,9.926499999999999
2009-12-17,9.9188
2009-12-18,9.7984
2009-12-21,9.7873
2009-12-22,9.7562
2009-12-23,9.731900000000001
2009-12-24,9.7904
2009-12-25,9.8157
2009-12-28,9.811100000000001
2009-12-29,9.8097
2009-12-30,9.7836
2009-12-31,9.7971
2010-01-04,9.7635
2010-01-05,9.8419
2010-01-06,9.789900000000001
2010-01-07,9.8529
2010-01-08,9.769
2010-01-11,9.8941
2010-01-12,9.8973
2010-01-13,9.8829
2010-01-14,9.922
2010-01-15,9.886
2010-01-18,9.7984
2010-01-19,9.8288
2010-01-20,9.7535
2010-01-21,9.6424
2010-01-22,9.6303
2010-01-25,9.660499999999999
2010-01-26,9.6734
2010-01-27,9.61
2010-01-28,9.5672
2010-01-29,9.5049
2010-02-01,9.477
2010-02-02,9.5078
2010-02-03,9.5362
2010-02-04,9.4783
2010-02-05,9.3761
2010-02-08,9.3285
2010-02-09,9.3234
2010-02-10,9.417
2010-02-11,9.401100000000001
2010-02-12,9.3259
2010-02-22,9.306
2010-02-23,9.2898
2010-02-24,9.228499999999999
2010-02-25,9.2332
2010-02-26,9.2545
2010-03-01,9.314
2010-03-02,9.2428
2010-03-03,9.3081
2010-03-04,9.3482
2010-03-05,9.2746
2010-03-08,9.3231
2010-03-09,9.3014
2010-03-10,9.281500000000001
2010-03-11,9.3104
2010-03-12,9.337900000000001
2010-03-15,9.388300000000001
2010-03-16,9.329500000000001
2010-03-17,9.3997
2010-03-18,9.3638
2010-03-19,9.296700000000001
2010-03-22,9.223500000000001
2010-03-23,9.2466
2010-03-24,9.2013
2010-03-25,9.1036
2010-03-26,9.0875
2010-03-29,9.1719
2010-03-30,9.1979
2010-03-31,9.1588
2010-04-01,9.2466
2010-04-02,9.2694
2010-04-06,9.1806
2010-04-07,9.1331
2010-04-08,9.104700000000001
2010-04-09,9.1219
2010-04-12,9.3081
2010-04-13,9.268
2010-04-14,9.3118
2010-04-15,9.3233
2010-04-16,9.2456
2010-04-19,9.203100000000001
2010-04-20,9.2131
2010-04-21,9.1539
2010-04-22,9.1414
2010-04-23,9.0296
2010-04-26,9.144499999999999
2010-04-27,9.128300000000001
2010-04-28,8.9917
2010-04-29,9.0052
2010-04-30,9.038
2010-05-04,9.0144
2010-05-05,8.8542
2010-05-06,8.764700000000001
2010-05-07,8.6161
2010-05-10,8.779100000000001
2010-05-11,8.7252
2010-05-12,8.6264
2010-05-13,8.6262
2010-05-14,8.557699999999999
2010-05-17,8.427900000000001
2010-05-18,8.43
2010-05-19,8.306
2010-05-20,8.4291
2010-05-21,8.5427
2010-05-24,8.5404
2010-05-25,8.4062
2010-05-26,8.409699999999999
2010-05-27,8.3258
2010-05-28,8.423900000000001
2010-05-31,8.4015
2010-06-01,8.3655
2010-06-02,8.3528
2010-06-03,8.3752
2010-06-04,8.3136
2010-06-07,8.130099999999999
2010-06-08,8.1562
2010-06-09,8.1501
2010-06-10,8.1708
2010-06-11,8.2703
2010-06-17,8.3878
2010-06-18,8.4538
2010-06-21,8.4825
2010-06-22,8.3816
2010-06-23,8.3507
2010-06-24,8.3964
2010-06-25,8.353900000000001
2010-06-28,8.416
2010-06-29,8.3393
2010-06-30,8.271
2010-07-01,8.293299999999999
2010-07-02,8.4741
2010-07-05,8.491
2010-07-06,8.4666
2010-07-07,8.5462
2010-07-08,8.5838
2010-07-09,8.5884
2010-07-12,8.540899999999999
2010-07-13,8.5471
2010-07-14,8.6062
2010-07-15,8.618
2010-07-16,8.749500000000001
2010-07-19,8.7354
2010-07-20,8.7772
2010-07-21,8.742700000000001
2010-07-22,8.6554
2010-07-23,8.7456
2010-07-26,8.7576
2010-07-27,8.797
2010-07-28,8.797500000000001
2010-07-29,8.8065
2010-07-30,8.8441
2010-08-02,8.862
2010-08-03,8.9214
2010-08-04,8.9519
2010-08-05,8.9284
2010-08-06,8.9282
2010-08-09,8.992
2010-08-10,8.9406
2010-08-11,8.879
2010-08-12,8.7603
2010-08-13,8.7323
2010-08-16,8.6754
2010-08-17,8.7156
2010-08-18,8.733
2010-08-19,8.693299999999999
2010-08-20,8.6956
2010-08-23,8.6414
2010-08-24,8.5924
2010-08-25,8.604899999999999
2010-08-26,8.6082
2010-08-27,8.638499999999999
2010-08-30,8.6694
2010-08-31,8.6085
2010-09-01,8.6333
2010-09-02,8.704
2010-09-03,8.7094
2010-09-06,8.7386
2010-09-07,8.673900000000001
2010-09-08,8.6228
2010-09-09,8.6328
2010-09-10,8.5752
2010-09-13,8.6256
2010-09-14,8.656099999999999
2010-09-15,8.7499
2010-09-16,8.728499999999999
2010-09-17,8.7754
2010-09-20,8.759500000000001
2010-09-21,8.7522
2010-09-27,9.041500000000001
2010-09-28,9.011299999999999
2010-09-29,9.0919
2010-09-30,9.1329
2010-10-08,9.295100000000001
2010-10-11,9.3215
2010-10-12,9.2574
2010-10-13,9.294
2010-10-14,9.3491
2010-10-15,9.3259
2010-10-18,9.2658
2010-10-19,9.3014
2010-10-20,9.1673
2010-10-21,9.299299999999999
2010-10-22,9.2882
2010-10-25,9.3357
2010-10-26,9.3166
2010-10-27,9.2727
2010-10-28,9.2524
2010-10-29,9.3116
2010-11-01,9.3386
2010-11-02,9.306899999999999
2010-11-03,9.3742
2010-11-04,9.4125
2010-11-05,9.4616
2010-11-08,9.3762
2010-11-09,9.227699999999999
2010-11-10,9.141900000000001
2010-11-11,9.1222
2010-11-12,9.0456
2010-11-15,9.0875
2010-11-16,9.0253
2010-11-17,8.958499999999999
2010-11-18,9.015
2010-11-19,9.0584
2010-11-22,9.1258
2010-11-23,9.0411
2010-11-24,8.9249
2010-11-25,8.8724
2010-11-26,8.8792
2010-11-29,8.8121
2010-11-30,8.7645
2010-12-01,8.6718
2010-12-02,8.7482
2010-12-03,8.7965
2010-12-06,8.896700000000001
2010-12-07,8.8462
2010-12-08,8.8346
2010-12-09,8.844700000000001
2010-12-10,8.812
2010-12-13,8.7952
2010-12-14,8.9002
2010-12-15,8.8936
2010-12-16,8.8121
2010-12-17,8.8239
2010-12-20,8.7486
2010-12-21,8.7392
2010-12-22,8.7281
2010-12-23,8.7147
2010-12-24,8.7056
2010-12-27,8.684
2010-12-28,8.7724
2010-12-29,8.6837
2010-12-30,8.7677
2010-12-31,8.8065
2011-01-04,8.8301
2011-01-05,8.8123
2011-01-06,8.7283
2011-01-07,8.6276
2011-01-10,8.556700000000001
2011-01-11,8.5674
2011-01-12,8.5851
2011-01-13,8.6684
2011-01-14,8.7866
2011-01-17,8.806099999999999
2011-01-18,8.7362
2011-01-19,8.825299999999999
2011-01-20,8.8603
2011-01-21,8.8765
2011-01-24,8.9558
2011-01-25,8.9872
2011-01-26,9.006499999999999
2011-01-27,9.0316
2011-01-28,9.0505
2011-01-31,8.9552
2011-02-01,9.035
2011-02-09,8.9757
2011-02-10,9.0292
2011-02-11,8.9794
2011-02-14,8.9208
2011-02-15,8.9017
2011-02-16,8.8954
2011-02-17,8.9294
2011-02-18,8.9544
2011-02-21,8.9947
2011-02-22,8.9657
2011-02-23,9.0112
2011-02-24,9.0646
2011-02-25,9.0794
2011-02-28,9.0205
2011-03-01,9.081900000000001
2011-03-02,9.053500000000001
2011-03-03,9.107299999999999
2011-03-04,9.166
2011-03-07,9.1816
2011-03-08,9.1742
2011-03-09,9.1294
2011-03-10,9.1423
2011-03-11,9.0824
2011-03-14,9.1512
2011-03-15,9.1836
2011-03-16,9.1834
2011-03-17,9.128300000000001
2011-03-18,9.200700000000001
2011-03-21,9.2958
2011-03-22,9.3298
2011-03-23,9.2934
2011-03-24,9.2538
2011-03-25,9.2979
2011-03-28,9.2128
2011-03-29,9.2446
2011-03-30,9.255500000000001
2011-03-31,9.268099999999999
2011-04-01,9.2829
2011-04-06,9.327900000000001
2011-04-07,9.3697
2011-04-08,9.3603
2011-04-11,9.453100000000001
2011-04-12,9.4322
2011-04-13,9.4671
2011-04-14,9.4206
2011-04-15,9.4611
2011-04-18,9.3906
2011-04-19,9.302
2011-04-20,9.3792
2011-04-21,9.5027
2011-04-22,9.4958
2011-04-25,9.5109
2011-04-26,9.4553
2011-04-27,9.5525
2011-04-28,9.644499999999999
2011-04-29,9.6348
2011-05-03,9.6164
2011-05-04,9.6398
2011-05-05,9.6413
2011-05-06,9.4722
2011-05-09,9.3511
2011-05-10,9.3112
2011-05-11,9.3519
2011-05-12,9.2457
2011-05-13,9.2457
2011-05-16,9.1639
2011-05-17,9.2216
2011-05-18,9.2769
2011-05-19,9.2911
2011-05-20,9.2922
2011-05-23,9.1777
2011-05-24,9.130700000000001
2011-05-25,9.136700000000001
2011-05-26,9.1724
2011-05-27,9.1824
2011-05-30,9.267900000000001
2011-05-31,9.3215
2011-06-01,9.345
2011-06-02,9.311100000000001
2011-06-03,9.404
2011-06-07,9.4554
2011-06-08,9.5058
2011-06-09,9.4684
2011-06-10,9.427
2011-06-13,9.3139
2011-06-14,9.3263
2011-06-15,9.3446
2011-06-16,9.1962
2011-06-17,9.1978
2011-06-20,9.2256
2011-06-21,9.2811
2011-06-22,9.2949
2011-06-23,9.2666
2011-06-24,9.2338
2011-06-27,9.1356
2011-06-28,9.2538
2011-06-29,9.289900000000001
2011-06-30,9.3612
2011-07-01,9.3644
2011-07-04,9.4114
2011-07-05,9.3881
2011-07-06,9.346499999999999
2011-07-07,9.2719
2011-07-08,9.2865
2011-07-11,9.1864
2011-07-12,9.0799
2011-07-13,9.0665
2011-07-14,9.1996
2011-07-15,9.1604
2011-07-18,9.105699999999999
2011-07-19,9.1373
2011-07-20,9.1407
2011-07-21,9.2012
2011-07-22,9.281500000000001
2011-07-25,9.2752
2011-07-26,9.2669
2011-07-27,9.3556
2011-07-28,9.2604
2011-07-29,9.2233
2011-08-01,9.2599
2011-08-02,9.1952
2011-08-03,9.1432
2011-08-04,9.2423
2011-08-05,9.083699999999999
2011-08-08,9.2123
2011-08-09,9.1092
2011-08-10,9.206700000000001
2011-08-11,9.072
2011-08-12,9.0866
2011-08-15,9.1455
2011-08-16,9.2301
2011-08-17,9.1959
2011-08-18,9.2128
2011-08-19,9.162
2011-08-22,9.195699999999999
2011-08-23,9.191699999999999
2011-08-24,9.2122
2011-08-25,9.215100000000001
2011-08-26,9.2139
2011-08-29,9.248700000000001
2011-08-30,9.267
2011-08-31,9.2122
2011-09-01,9.1733
2011-09-02,9.1231
2011-09-05,9.0446
2011-09-06,8.9972
2011-09-07,8.9699
2011-09-08,8.9882
2011-09-09,8.8986
2011-09-13,8.7252
2011-09-14,8.7585
2011-09-15,8.776499999999999
2011-09-16,8.8362
2011-09-19,8.739500000000001
2011-09-20,8.7084
2011-09-21,8.743500000000001
2011-09-22,8.6533
2011-09-23,8.642
2011-09-26,8.5634
2011-09-27,8.5999
2011-09-28,8.6324
2011-09-29,8.6148
2011-09-30,8.6328
2011-10-10,8.5345
2011-10-11,8.6588
2011-10-12,8.656
2011-10-13,8.7877
2011-10-14,8.7561
2011-10-17,8.8286
2011-10-18,8.774099999999999
2011-10-19,8.7711
2011-10-20,8.7627
2011-10-21,8.761299999999999
2011-10-24,8.8015
2011-10-25,8.8218
2011-10-26,8.8378
2011-10-27,8.8239
2011-10-28,8.9726
2011-10-31,8.946499999999999
2011-11-01,8.7683
2011-11-02,8.6546
2011-11-03,8.6594
2011-11-04,8.719299999999999
2011-11-07,8.7138
2011-11-08,8.6958
2011-11-09,8.7399
2011-11-10,8.5697
2011-11-11,8.6035
2011-11-14,8.711500000000001
2011-11-15,8.646
2011-11-16,8.581299999999999
2011-11-17,8.5422
2011-11-18,8.5526
2011-11-21,8.592
2011-11-22,8.5774
2011-11-23,8.5878
2011-11-24,8.4904
2011-11-25,8.4641
2011-11-28,8.4524
2011-11-29,8.4555
2011-11-30,8.462499999999999
2011-12-01,8.5146
2011-12-02,8.5364
2011-12-05,8.4938
2011-12-06,8.4868
2011-12-07,8.491299999999999
2011-12-08,8.4841
2011-12-09,8.4521
2011-12-12,8.454899999999999
2011-12-13,8.352300000000001
2011-12-14,8.2634
2011-12-15,8.2393
2011-12-16,8.2586
2011-12-19,8.2474
2011-12-20,8.2378
2011-12-21,8.2905
2011-12-22,8.2476
2011-12-23,8.2551
2011-12-26,8.2474
2011-12-27,8.2432
2011-12-28,8.2548
2011-12-29,8.1498
2011-12-30,8.1625
2012-01-04,8.2204
2012-01-05,8.1668
2012-01-06,8.0777
2012-01-09,8.0221
2012-01-10,8.065
2012-01-11,8.049100000000001
2012-01-12,8.0372
2012-01-13,8.1021
2012-01-16,8.0104
2012-01-17,8.0217
2012-01-18,8.065299999999999
2012-01-19,8.122499999999999
2012-01-20,8.186499999999999
2012-01-30,8.3199
2012-01-31,8.3006
2012-02-01,8.2536
2012-02-02,8.3186
2012-02-03,8.287500000000001
2012-02-06,8.2719
2012-02-07,8.281500000000001
2012-02-08,8.3552
2012-02-09,8.3408
2012-02-10,8.359
2012-02-13,8.316099999999999
2012-02-14,8.2848
2012-02-15,8.262
2012-02-16,8.2137
2012-02-17,8.2658
2012-02-20,8.321
2012-02-21,8.3224
2012-02-22,8.3374
2012-02-23,8.3475
2012-02-24,8.418099999999999
2012-02-27,8.4768
2012-02-28,8.4409
2012-02-29,8.4799
2012-03-01,8.4016
2012-03-02,8.3899
2012-03-05,8.3323
2012-03-06,8.3507
2012-03-07,8.2932
2012-03-08,8.3113
2012-03-09,8.364700000000001
2012-03-12,8.2953
2012-03-13,8.3258
2012-03-14,8.277299999999999
2012-03-15,8.249
2012-03-16,8.265
2012-03-19,8.3057
2012-03-20,8.344700000000001
2012-03-21,8.3695
2012-03-22,8.3339
2012-03-23,8.301
2012-03-26,8.34
2012-03-27,8.3957
2012-03-28,8.3881
2012-03-29,8.3829
2012-03-30,8.3944
2012-04-05,8.285
2012-04-06,8.241299999999999
2012-04-09,8.2346
2012-04-10,8.2656
2012-04-11,8.2383
2012-04-12,8.261299999999999
2012-04-13,8.294099999999998
2012-04-16,8.193900000000001
2012-04-17,8.2498
2012-04-18,8.2704
2012-04-19,8.2645
2012-04-20,8.2916
2012-04-23,8.3105
2012-04-24,8.2877
2012-04-25,8.3049
2012-04-26,8.3082
2012-04-27,8.2932
2012-05-02,8.2859
2012-05-03,8.2468
2012-05-04,8.2456
2012-05-07,8.1574
2012-05-08,8.1918
2012-05-09,8.1665
2012-05-10,8.1455
2012-05-11,8.1457
2012-05-14,8.1328
2012-05-15,8.0999
2012-05-16,8.0476
2012-05-17,8.0537
2012-05-18,8.026
2012-05-21,8.0747
2012-05-22,8.076099999999999
2012-05-23,7.998
2012-05-24,7.9495000000000005
2012-05-25,7.936
2012-05-28,7.9466
2012-05-29,7.9188
2012-05-30,7.8922
2012-05-31,7.835100000000001
2012-06-01,7.815100000000001
2012-06-04,7.8396
2012-06-05,7.923
2012-06-06,7.8842
2012-06-07,7.9427
2012-06-08,7.9222
2012-06-11,7.9839
2012-06-12,7.9011000000000005
2012-06-13,7.906
2012-06-14,7.9362
2012-06-15,7.9596
2012-06-18,8.010499999999999
2012-06-19,7.9419
2012-06-20,7.9788
2012-06-21,7.9864999999999995
2012-06-25,7.9278
2012-06-26,7.9112
2012-06-27,7.884899999999999
2012-06-28,7.894
2012-06-29,7.871
2012-07-02,7.9769
2012-07-03,7.949699999999999
2012-07-04,7.9476
2012-07-05,7.916499999999999
2012-07-06,7.8356
2012-07-09,7.775900000000001
2012-07-10,7.7746
2012-07-11,7.7440999999999995
2012-07-12,7.734
2012-07-13,7.7114
2012-07-16,7.736300000000001
2012-07-17,7.756
2012-07-18,7.764
2012-07-19,7.755299999999999
2012-07-20,7.7322
2012-07-23,7.6762
2012-07-24,7.6808
2012-07-25,7.6472999999999995
2012-07-26,7.691299999999999
2012-07-27,7.7741
2012-07-30,7.7834
2012-07-31,7.762700000000001
2012-08-01,7.7837
2012-08-02,7.7524999999999995
2012-08-03,7.7196
2012-08-06,7.8656
2012-08-07,7.8472
2012-08-08,7.854099999999999
2012-08-09,7.8438
2012-08-10,7.8004999999999995
2012-08-13,7.785699999999999
2012-08-14,7.8292
2012-08-15,7.825699999999999
2012-08-16,7.8102
2012-08-17,7.8388
2012-08-20,7.826499999999999
2012-08-21,7.833699999999999
2012-08-22,7.897900000000001
2012-08-23,7.9338
2012-08-24,7.948300000000001
2012-08-27,7.9326
2012-08-28,7.9216
2012-08-29,7.9616
2012-08-30,7.9487000000000005
2012-08-31,7.9378
2012-09-03,7.9684
2012-09-04,7.983299999999999
2012-09-05,7.9525
2012-09-06,7.9936
2012-09-07,8.010499999999999
2012-09-10,8.104700000000001
2012-09-11,8.0922
2012-09-12,8.144
2012-09-13,8.177900000000001
2012-09-14,8.2246
2012-09-17,8.2989
2012-09-18,8.297
2012-09-19,8.266
2012-09-20,8.272
2012-09-21,8.2286
2012-09-24,8.2301
2012-09-25,8.2069
2012-09-26,8.1864
2012-09-27,8.1669
2012-09-28,8.1885
2012-10-08,8.252
2012-10-09,8.2372
2012-10-10,8.163
2012-10-11,8.1423
2012-10-12,8.186
2012-10-15,8.1418
2012-10-16,8.1845
2012-10-17,8.2545
2012-10-18,8.2598
2012-10-19,8.24
2012-10-22,8.2204
2012-10-23,8.2399
2012-10-24,8.1876
2012-10-25,8.18
2012-10-26,8.155100000000001
2012-10-29,8.1389
2012-10-30,8.1398
2012-10-31,8.1654
2012-11-01,8.1692
2012-11-02,8.1552
2012-11-05,8.0944
2012-11-06,8.0705
2012-11-07,8.0666
2012-11-08,8.0442
2012-11-09,8.0262
2012-11-12,8.0044
2012-11-13,7.988700000000001
2012-11-14,7.9925
2012-11-15,8.0043
2012-11-16,8.0397
2012-11-19,8.0296
2012-11-20,8.042300000000001
2012-11-21,8.060099999999998
2012-11-22,8.0884
2012-11-23,8.0982
2012-11-26,8.151299999999999
2012-11-27,8.1673
2012-11-28,8.1379
2012-11-29,8.1421
2012-11-30,8.1618
2012-12-03,8.177100000000001
2012-12-04,8.1168
2012-12-05,8.2383
2012-12-06,8.220899999999999
2012-12-07,8.1598
2012-12-10,8.121
2012-12-11,8.1416
2012-12-12,8.1782
2012-12-13,8.2196
2012-12-14,8.225
2012-12-17,8.2769
2012-12-18,8.2785
2012-12-19,8.3148
2012-12-20,8.3265
2012-12-21,8.317
2012-12-24,8.2872
2012-12-25,8.2965
2012-12-26,8.2987
2012-12-27,8.3294
2012-12-28,8.3299
2012-12-31,8.3176
2013-01-04,8.198300000000001
2013-01-07,8.201699999999999
2013-01-08,8.237699999999998
2013-01-09,8.2088
2013-01-10,8.1995
2013-01-11,8.318700000000002
2013-01-14,8.3773
2013-01-15,8.389299999999999
2013-01-16,8.3467
2013-01-17,8.3496
2013-01-18,8.3903
2013-01-21,8.3536
2013-01-22,8.355
2013-01-23,8.3571
2013-01-24,8.3527
2013-01-25,8.395100000000001
2013-01-28,8.4553
2013-01-29,8.4528
2013-01-30,8.4722
2013-01-31,8.519699999999998
2013-02-01,8.550899999999999
2013-02-04,8.5772
2013-02-05,8.4813
2013-02-06,8.5421
2013-02-07,8.4985
2013-02-08,8.4108
2013-02-18,8.3797
2013-02-19,8.3831
2013-02-20,8.4248
2013-02-21,8.3488
2013-02-22,8.2924
2013-02-25,8.2939
2013-02-26,8.2231
2013-02-27,8.2053
2013-02-28,8.2551
2013-03-01,8.204899999999999
2013-03-04,8.1728
2013-03-05,8.1806
2013-03-06,8.191699999999999
2013-03-07,8.1479
2013-03-08,8.2165
2013-03-11,8.154
2013-03-12,8.1761
2013-03-13,8.1723
2013-03-14,8.136099999999999
2013-03-15,8.1571
2013-03-18,8.098899999999999
2013-03-19,8.1312
2013-03-20,8.0725
2013-03-21,8.113900000000001
2013-03-22,8.096300000000001
2013-03-25,8.170300000000001
2013-03-26,8.0655
2013-03-27,8.0698
2013-03-28,8.0184
2013-03-29,8.038300000000001
2013-04-01,8.0166
2013-04-02,8.0529
2013-04-03,8.0218
2013-04-08,8.1379
2013-04-09,8.18
2013-04-10,8.1816
2013-04-11,8.1667
2013-04-12,8.1948
2013-04-15,8.1837
2013-04-16,8.1414
2013-04-17,8.2145
2013-04-18,8.1356
2013-04-19,8.1444
2013-04-22,8.153
2013-04-23,8.1439
2013-04-24,8.110899999999999
2013-04-25,8.1143
2013-04-26,8.0917
2013-05-02,8.1784
2013-05-03,8.123299999999999
2013-05-06,8.1556
2013-05-07,8.118300000000001
2013-05-08,8.1054
2013-05-09,8.1496
2013-05-10,8.0767
2013-05-13,8.0473
2013-05-14,8.074499999999999
2013-05-15,8.031500000000001
2013-05-16,8.0017
2013-05-17,7.987100000000001
2013-05-20,7.9528
2013-05-21,7.9726
2013-05-22,8.0042
2013-05-23,7.9484
2013-05-24,7.9907
2013-05-27,7.9866
2013-05-28,7.9693
2013-05-29,7.9516
2013-05-30,7.997299999999999
2013-05-31,8.0622
2013-06-03,8.0363
2013-06-04,8.0728
2013-06-05,8.0707
2013-06-06,8.0752
2013-06-07,8.1588
2013-06-13,8.2304
2013-06-14,8.231900000000001
2013-06-17,8.2166
2013-06-18,8.239
2013-06-19,8.2626
2013-06-20,8.201500000000001
2013-06-21,8.1639
2013-06-24,8.101
2013-06-25,8.106
2013-06-26,8.082899999999999
2013-06-27,8.0457
2013-06-28,8.0536
2013-07-01,8.0424
2013-07-02,8.0691
2013-07-03,8.0152
2013-07-04,8.031500000000001
2013-07-05,7.9706
2013-07-08,7.9271
2013-07-09,7.9308
2013-07-10,7.875100000000001
2013-07-11,8.0704
2013-07-12,8.072700000000001
2013-07-15,8.0529
2013-07-16,8.0594
2013-07-17,8.102
2013-07-18,8.0974
2013-07-19,8.0835
2013-07-22,8.1256
2013-07-23,8.1382
2013-07-24,8.1558
2013-07-25,8.1494
2013-07-26,8.1921
2013-07-29,8.199100000000001
2013-07-30,8.1904
2013-07-31,8.192499999999999
2013-08-01,8.2205
2013-08-02,8.1632
2013-08-05,8.1968
2013-08-06,8.193100000000001
2013-08-07,8.2105
2013-08-08,8.230300000000002
2013-08-09,8.2496
