时间,欧元兑美元
2015-08-31,1.1202
2015-09-01,1.131
2015-09-02,1.1223
2015-09-03,1.1116
2015-09-04,1.1149
2015-09-07,1.1168
2015-09-08,1.1202
2015-09-09,1.1216
2015-09-10,1.1275
2015-09-11,1.1339
2015-09-14,1.1315
2015-09-15,1.1265
2015-09-16,1.1288
2015-09-17,1.1415
2015-09-18,1.1308
2015-09-21,1.1188
2015-09-22,1.1127
2015-09-23,1.1187
2015-09-24,1.1174
2015-09-25,1.1192
2015-09-28,1.1241
2015-09-29,1.1251
2015-09-30,1.1172
2015-10-01,1.1189
2015-10-02,1.1207
2015-10-05,1.1185
2015-10-06,1.1271
2015-10-07,1.1238
2015-10-08,1.1278
2015-10-09,1.1353
2015-10-12,1.1357
2015-10-13,1.1381
2015-10-14,1.1479
2015-10-15,1.1378
2015-10-16,1.1347
2015-10-19,1.1328
2015-10-20,1.1346
2015-10-21,1.1338
2015-10-22,1.1107
2015-10-23,1.1014
2015-10-26,1.1052
2015-10-27,1.1047
2015-10-28,1.0925
2015-10-29,1.0985
2015-10-30,1.1011
2015-11-02,1.1015
2015-11-03,1.0967
2015-11-04,1.0865
2015-11-05,1.088
2015-11-06,1.0741
2015-11-09,1.0748
2015-11-10,1.0723
2015-11-11,1.0739
2015-11-12,1.0813
2015-11-13,1.0729
2015-11-16,1.0684
2015-11-17,1.0643
2015-11-18,1.0658
2015-11-19,1.0733
2015-11-20,1.0645
2015-11-23,1.0635
2015-11-24,1.0642
2015-11-25,1.0623
2015-11-26,1.0609
2015-11-27,1.0591
2015-11-30,1.0564
2015-12-01,1.0633
2015-12-02,1.0615
2015-12-03,1.094
2015-12-04,1.0874
2015-12-07,1.0837
2015-12-08,1.0891
2015-12-09,1.1026
2015-12-10,1.0941
2015-12-11,1.0993
2015-12-14,1.0993
2015-12-15,1.0928
2015-12-16,1.0911
2015-12-17,1.0827
2015-12-18,1.0866
2015-12-21,1.0914
2015-12-22,1.0956
2015-12-23,1.0909
2015-12-24,1.096
2015-12-25,1.0973
2015-12-28,1.0969
2015-12-29,1.092
2015-12-30,1.093
2015-12-31,1.0854
2016-01-04,1.0832
2016-01-05,1.0751
2016-01-06,1.078
2016-01-07,1.0928
2016-01-08,1.0924
2016-01-11,1.0859
2016-01-12,1.0857
2016-01-13,1.0874
2016-01-14,1.0864
2016-01-15,1.0913
2016-01-18,1.0894
2016-01-19,1.0907
2016-01-20,1.089
2016-01-21,1.0875
2016-01-22,1.0797
2016-01-25,1.0849
2016-01-26,1.0867
2016-01-27,1.0892
2016-01-28,1.094
2016-01-29,1.083
2016-02-01,1.0889
2016-02-02,1.0916
2016-02-03,1.1108
2016-02-04,1.1211
2016-02-05,1.1158
2016-02-08,1.1192
2016-02-09,1.1291
2016-02-10,1.1292
2016-02-11,1.132
2016-02-12,1.1255
2016-02-15,1.1154
2016-02-16,1.1144
2016-02-17,1.1128
2016-02-18,1.1106
2016-02-19,1.1129
2016-02-22,1.1028
2016-02-23,1.1017
2016-02-24,1.1012
2016-02-25,1.1019
2016-02-26,1.0929
2016-02-29,1.0873
2016-03-01,1.0867
2016-03-02,1.0866
2016-03-03,1.0957
2016-03-04,1.101
2016-03-07,1.1013
2016-03-08,1.1007
2016-03-09,1.1
2016-03-10,1.1179
2016-03-11,1.1147
2016-03-14,1.1101
2016-03-15,1.1105
2016-03-16,1.1213
2016-03-17,1.1311
2016-03-18,1.1269
2016-03-21,1.1238
2016-03-22,1.1214
2016-03-23,1.1179
2016-03-24,1.1178
2016-03-25,1.1163
2016-03-28,1.1196
2016-03-29,1.1289
2016-03-30,1.1332
2016-03-31,1.138
2016-04-01,1.1396
2016-04-04,1.139
2016-04-05,1.1382
2016-04-06,1.1413
2016-04-07,1.1371
2016-04-08,1.1395
2016-04-11,1.1404
2016-04-12,1.1385
2016-04-13,1.1276
2016-04-14,1.126
2016-04-15,1.1282
2016-04-18,1.1314
2016-04-19,1.1357
2016-04-20,1.13
2016-04-21,1.1285
2016-04-22,1.123
2016-04-25,1.127
2016-04-26,1.1296
2016-04-27,1.1324
2016-04-28,1.135
2016-04-29,1.1448
2016-05-02,1.1526
2016-05-03,1.1495
2016-05-04,1.1484
2016-05-05,1.1401
2016-05-06,1.1399
2016-05-09,1.1382
2016-05-10,1.1369
2016-05-11,1.1424
2016-05-12,1.1374
2016-05-13,1.1305
2016-05-16,1.1315
2016-05-17,1.1312
2016-05-18,1.1217
2016-05-19,1.1201
2016-05-20,1.1219
2016-05-23,1.1219
2016-05-24,1.1134
2016-05-25,1.1156
2016-05-26,1.1192
2016-05-27,1.1109
2016-05-30,1.1135
2016-05-31,1.1128
2016-06-01,1.1186
2016-06-02,1.115
2016-06-03,1.1363
2016-06-06,1.1357
2016-06-07,1.1356
2016-06-08,1.1399
2016-06-09,1.1314
2016-06-10,1.1248
2016-06-13,1.1286
2016-06-14,1.1207
2016-06-15,1.1262
2016-06-16,1.1228
2016-06-17,1.1279
2016-06-20,1.1311
2016-06-21,1.1249
2016-06-22,1.1333
2016-06-23,1.1421
2016-06-24,1.1115
2016-06-27,1.1021
2016-06-28,1.1076
2016-06-29,1.1125
2016-06-30,1.1102
2016-07-01,1.1135
2016-07-04,1.1149
2016-07-05,1.1068
2016-07-06,1.1094
2016-07-07,1.1061
2016-07-08,1.1049
2016-07-11,1.106
2016-07-12,1.1061
2016-07-13,1.1094
2016-07-14,1.1113
2016-07-15,1.1026
2016-07-18,1.1073
2016-07-19,1.1019
2016-07-20,1.101
2016-07-21,1.1024
2016-07-22,1.0975
2016-07-25,1.0992
2016-07-26,1.0986
2016-07-27,1.1054
2016-07-28,1.1076
2016-07-29,1.1175
2016-08-01,1.1163
2016-08-02,1.122
2016-08-03,1.1149
2016-08-04,1.1128
2016-08-05,1.1081
2016-08-08,1.1084
2016-08-09,1.1114
2016-08-10,1.1182
2016-08-11,1.1135
2016-08-12,1.1162
2016-08-15,1.1184
2016-08-16,1.1274
2016-08-17,1.1288
2016-08-18,1.1349
2016-08-19,1.1325
2016-08-22,1.132
2016-08-23,1.1306
2016-08-24,1.1263
2016-08-25,1.1283
2016-08-26,1.1195
2016-08-29,1.1186
2016-08-30,1.1143
2016-08-31,1.1158
2016-09-01,1.1196
2016-09-02,1.1152
2016-09-05,1.1146
2016-09-06,1.125
2016-09-07,1.1239
2016-09-08,1.1261
2016-09-09,1.1225
2016-09-12,1.1235
2016-09-13,1.1215
2016-09-14,1.1248
2016-09-15,1.1245
2016-09-16,1.1156
2016-09-19,1.1177
2016-09-20,1.1152
2016-09-21,1.119
2016-09-22,1.1207
2016-09-23,1.1226
2016-09-26,1.1252
2016-09-27,1.1218
2016-09-28,1.1216
2016-09-29,1.1219
2016-09-30,1.124
2016-10-03,1.1209
2016-10-04,1.1205
2016-10-05,1.1207
2016-10-06,1.1146
2016-10-07,1.12
2016-10-10,1.1139
2016-10-11,1.1052
2016-10-12,1.1007
2016-10-13,1.1054
2016-10-14,1.0966
2016-10-17,1.0999
2016-10-18,1.0978
2016-10-19,1.0973
2016-10-20,1.0924
2016-10-21,1.0884
2016-10-24,1.0873
2016-10-25,1.0888
2016-10-26,1.0907
2016-10-27,1.0897
2016-10-28,1.0985
2016-10-31,1.0977
2016-11-01,1.1058
2016-11-02,1.1096
2016-11-03,1.1106
2016-11-04,1.1145
2016-11-07,1.1042
2016-11-08,1.1024
2016-11-09,1.0907
2016-11-10,1.0893
2016-11-11,1.0856
2016-11-14,1.0736
2016-11-15,1.0719
2016-11-16,1.0688
2016-11-17,1.0626
2016-11-18,1.0587
2016-11-21,1.0627
2016-11-22,1.0628
2016-11-23,1.0552
2016-11-24,1.0555
2016-11-25,1.0595
2016-11-28,1.0613
2016-11-29,1.0647
2016-11-30,1.059
2016-12-01,1.066
2016-12-02,1.067
2016-12-05,1.0764
2016-12-06,1.0716
2016-12-07,1.0752
2016-12-08,1.0613
2016-12-09,1.056
2016-12-12,1.0635
2016-12-13,1.0625
2016-12-14,1.0537
2016-12-15,1.0412
2016-12-16,1.0451
2016-12-19,1.0402
2016-12-20,1.0388
2016-12-21,1.0424
2016-12-22,1.0436
2016-12-23,1.0457
2016-12-26,1.0464
2016-12-27,1.0458
2016-12-28,1.041
2016-12-29,1.0488
2016-12-30,1.0517
2017-01-02,1.0453
2017-01-03,1.0403
2017-01-04,1.049
2017-01-05,1.0605
2017-01-06,1.0533
2017-01-09,1.0571
2017-01-10,1.0554
2017-01-11,1.0583
2017-01-12,1.0613
2017-01-13,1.0643
2017-01-16,1.0599
2017-01-17,1.0714
2017-01-18,1.0629
2017-01-19,1.0664
2017-01-20,1.0701
2017-01-23,1.0731
2017-01-24,1.0748
2017-01-25,1.0748
2017-01-26,1.0683
2017-01-27,1.0698
2017-01-30,1.0695
2017-01-31,1.0799
2017-02-01,1.0769
2017-02-02,1.0759
2017-02-03,1.0785
2017-02-06,1.0751
2017-02-07,1.0683
2017-02-08,1.0699
2017-02-09,1.0655
2017-02-10,1.0641
2017-02-13,1.0597
2017-02-14,1.0578
2017-02-15,1.0601
2017-02-16,1.0675
2017-02-17,1.0615
2017-02-20,1.0613
2017-02-21,1.0536
2017-02-22,1.0557
2017-02-23,1.0582
2017-02-24,1.0561
2017-02-27,1.0586
2017-02-28,1.0577
2017-03-01,1.0547
2017-03-02,1.0507
2017-03-03,1.0623
2017-03-06,1.0583
2017-03-07,1.0567
2017-03-08,1.054
2017-03-09,1.0577
2017-03-10,1.0674
2017-03-13,1.0654
2017-03-14,1.0605
2017-03-15,1.0734
2017-03-16,1.0767
2017-03-17,1.0739
2017-03-20,1.0739
2017-03-21,1.0811
2017-03-22,1.0797
2017-03-23,1.0784
2017-03-24,1.0801
2017-03-27,1.0864
2017-03-28,1.0813
2017-03-29,1.0767
2017-03-30,1.0675
2017-03-31,1.0654
2017-04-03,1.0671
2017-04-04,1.0675
2017-04-05,1.0663
2017-04-06,1.0645
2017-04-07,1.059
2017-04-10,1.0597
2017-04-11,1.0604
2017-04-12,1.0667
2017-04-13,1.0614
2017-04-14,1.0612
2017-04-17,1.0643
2017-04-18,1.073
2017-04-19,1.0711
2017-04-20,1.0716
2017-04-21,1.0725
2017-04-24,1.0869
2017-04-25,1.0927
2017-04-26,1.0904
2017-04-27,1.0872
2017-04-28,1.0895
2017-05-01,1.0899
2017-05-02,1.0931
2017-05-03,1.0885
2017-05-04,1.0984
2017-05-05,1.0998
2017-05-08,1.0923
2017-05-09,1.0875
2017-05-10,1.0868
2017-05-11,1.0861
2017-05-12,1.0931
2017-05-15,1.0975
2017-05-16,1.1083
2017-05-17,1.116
2017-05-18,1.1103
2017-05-19,1.1207
2017-05-22,1.1238
2017-05-23,1.1183
2017-05-24,1.1219
2017-05-25,1.1209
2017-05-26,1.1181
2017-05-29,1.1163
2017-05-30,1.1186
2017-05-31,1.1243
2017-06-01,1.1213
2017-06-02,1.1283
2017-06-05,1.1254
2017-06-06,1.1277
2017-06-07,1.1256
2017-06-08,1.1212
2017-06-09,1.1196
2017-06-12,1.1203
2017-06-13,1.1211
2017-06-14,1.1219
2017-06-15,1.1145
2017-06-16,1.1197
2017-06-19,1.1149
2017-06-20,1.1134
2017-06-21,1.1167
2017-06-22,1.1151
2017-06-23,1.1193
2017-06-26,1.1182
2017-06-27,1.1339
2017-06-28,1.1378
2017-06-29,1.1441
2017-06-30,1.1427
2017-07-03,1.1364
2017-07-04,1.1346
2017-07-05,1.1351
2017-07-06,1.1424
2017-07-07,1.1402
2017-07-10,1.1399
2017-07-11,1.1466
2017-07-12,1.1411
2017-07-13,1.1397
2017-07-14,1.1469
2017-07-17,1.148
2017-07-18,1.1554
2017-07-19,1.1515
2017-07-20,1.1631
2017-07-21,1.1663
2017-07-24,1.1642
2017-07-25,1.1647
2017-07-26,1.1734
2017-07-27,1.1676
2017-07-28,1.175
2017-07-31,1.1841
2017-08-01,1.1802
2017-08-02,1.1856
2017-08-03,1.1869
2017-08-04,1.1774
2017-08-07,1.1795
2017-08-08,1.1759
2017-08-09,1.1759
2017-08-10,1.1773
2017-08-11,1.1821
2017-08-14,1.178
2017-08-15,1.1735
2017-08-16,1.1767
2017-08-17,1.1723
2017-08-18,1.1761
2017-08-21,1.1814
2017-08-22,1.1763
2017-08-23,1.1807
2017-08-24,1.1799
2017-08-25,1.1923
2017-08-28,1.1979
2017-08-29,1.1972
2017-08-30,1.1883
2017-08-31,1.1909
2017-09-01,1.1861
2017-09-04,1.1897
2017-09-05,1.1914
2017-09-06,1.1917
2017-09-07,1.2022
2017-09-08,1.2036
2017-09-11,1.1952
2017-09-12,1.1967
2017-09-13,1.1885
2017-09-14,1.1919
2017-09-15,1.1947
2017-09-18,1.1954
2017-09-19,1.1995
2017-09-20,1.1893
2017-09-21,1.1941
2017-09-22,1.1948
2017-09-25,1.1848
2017-09-26,1.1793
2017-09-27,1.1745
2017-09-28,1.1787
2017-09-29,1.1814
2017-10-02,1.1732
2017-10-03,1.1743
2017-10-04,1.1759
2017-10-05,1.1712
2017-10-06,1.1734
2017-10-09,1.174
2017-10-10,1.1809
2017-10-11,1.1859
2017-10-12,1.1831
2017-10-13,1.1822
2017-10-16,1.1797
2017-10-17,1.1767
2017-10-18,1.1787
2017-10-19,1.1853
2017-10-20,1.178
2017-10-23,1.1749
2017-10-24,1.1761
2017-10-25,1.1813
2017-10-26,1.1651
2017-10-27,1.1608
2017-10-30,1.1651
2017-10-31,1.1645
2017-11-01,1.162
2017-11-02,1.1658
2017-11-03,1.1608
2017-11-06,1.1609
2017-11-07,1.1591
2017-11-08,1.1597
2017-11-09,1.1642
2017-11-10,1.1665
2017-11-13,1.1667
2017-11-14,1.1799
2017-11-15,1.1793
2017-11-16,1.1769
2017-11-17,1.1792
2017-11-20,1.1732
2017-11-21,1.1739
2017-11-22,1.1823
2017-11-23,1.185
2017-11-24,1.1932
2017-11-27,1.1899
2017-11-28,1.1842
2017-11-29,1.1847
2017-11-30,1.1903
2017-12-01,1.1899
2017-12-04,1.1867
2017-12-05,1.1827
2017-12-06,1.1795
2017-12-07,1.1773
2017-12-08,1.1773
2017-12-11,1.1769
2017-12-12,1.1743
2017-12-13,1.1827
2017-12-14,1.1777
2017-12-15,1.1749
2017-12-18,1.1781
2017-12-19,1.1839
2017-12-20,1.1871
2017-12-21,1.1874
2017-12-22,1.1862
2017-12-25,1.1873
2017-12-26,1.1859
2017-12-27,1.1887
2017-12-28,1.1943
2017-12-29,1.2001
2018-01-01,1.2007
2018-01-02,1.2059
2018-01-03,1.2014
2018-01-04,1.2068
2018-01-05,1.2029
2018-01-08,1.1967
2018-01-09,1.1937
2018-01-10,1.1947
2018-01-11,1.203
2018-01-12,1.2204
2018-01-15,1.2265
2018-01-16,1.226
2018-01-17,1.2184
2018-01-18,1.2239
2018-01-19,1.2215
2018-01-22,1.2261
2018-01-23,1.2299
2018-01-24,1.2409
2018-01-25,1.2396
2018-01-26,1.2429
2018-01-29,1.2382
2018-01-30,1.2403
2018-01-31,1.24135
2018-02-01,1.25105
2018-02-02,1.24575
2018-02-05,1.2366
2018-02-06,1.2377
2018-02-07,1.2263
2018-02-08,1.22465
2018-02-09,1.22525
2018-02-12,1.2292
2018-02-13,1.2352
2018-02-14,1.245
2018-02-15,1.2505
2018-02-16,1.2411
2018-02-19,1.24065
2018-02-20,1.23375
2018-02-21,1.2284
2018-02-22,1.233
2018-02-23,1.22965
2018-02-26,1.23095
2018-02-27,1.2233
2018-02-28,1.21935
2018-03-01,1.2268
2018-03-02,1.2318
2018-03-05,1.2337
2018-03-06,1.24045
2018-03-07,1.24105
2018-03-08,1.23125
2018-03-09,1.2305
2018-03-12,1.2335
2018-03-13,1.23905
2018-03-14,1.2367
2018-03-15,1.2305
2018-03-16,1.22905
2018-03-19,1.23345
2018-03-20,1.2242
2018-03-21,1.2338
2018-03-22,1.2302
2018-03-23,1.23535
2018-03-26,1.24465
2018-03-27,1.24025
2018-03-28,1.2308
2018-03-29,1.2301
2018-03-30,1.2323
2018-04-02,1.2301
2018-04-03,1.22705
2018-04-04,1.22775
2018-04-05,1.224
2018-04-06,1.2282
2018-04-09,1.23205
2018-04-10,1.2356
2018-04-11,1.2367
2018-04-12,1.23265
2018-04-13,1.233
2018-04-16,1.238
2018-04-17,1.23695
2018-04-18,1.2374
2018-04-19,1.2345
2018-04-20,1.2288
2018-04-23,1.2209
2018-04-24,1.2232
2018-04-25,1.21605
2018-04-26,1.2103
2018-04-27,1.2131
2018-04-30,1.2079
2018-05-01,1.1992
2018-05-02,1.19505
2018-05-03,1.1988
2018-05-04,1.19615
2018-05-07,1.1923
2018-05-08,1.18645
2018-05-09,1.1851
2018-05-10,1.19155
2018-05-11,1.1941
2018-05-14,1.19265
2018-05-15,1.18375
2018-05-16,1.1807
2018-05-17,1.1794
2018-05-18,1.1771
2018-05-21,1.17905
2018-05-22,1.1778
2018-05-23,1.16965
2018-05-24,1.17195
2018-05-25,1.1648
2018-05-28,1.16245
2018-05-29,1.1539
2018-05-30,1.1664
2018-05-31,1.16925
2018-06-01,1.16595
2018-06-04,1.16985
2018-06-05,1.1719
2018-06-06,1.17745
2018-06-07,1.17985
2018-06-08,1.17685
2018-06-11,1.17835
2018-06-12,1.17445
2018-06-13,1.1791
2018-06-14,1.1567
2018-06-15,1.1611
2018-06-18,1.1622
2018-06-19,1.1589
2018-06-20,1.15725
2018-06-21,1.1604
2018-06-22,1.1658
2018-06-25,1.1704
2018-06-26,1.1648
2018-06-27,1.15545
2018-06-28,1.1568
2018-06-29,1.16835
2018-07-02,1.1639
2018-07-03,1.1659
2018-07-04,1.16565
2018-07-05,1.169
2018-07-06,1.17435
2018-07-09,1.175
2018-07-10,1.1744
2018-07-11,1.1674
2018-07-12,1.167
2018-07-13,1.1686
2018-07-16,1.1711
2018-07-17,1.1661
2018-07-18,1.1639
2018-07-19,1.16425
2018-07-20,1.1723
2018-07-23,1.16925
2018-07-24,1.1684
2018-07-25,1.17285
2018-07-26,1.16425
2018-07-27,1.1658
2018-07-30,1.1707
2018-07-31,1.16905
2018-08-01,1.16605
2018-08-02,1.15845
2018-08-03,1.15675
2018-08-06,1.15535
2018-08-07,1.1599
2018-08-08,1.16105
2018-08-09,1.1526
2018-08-10,1.1411
2018-08-13,1.14105
2018-08-14,1.13445
2018-08-15,1.1344
2018-08-16,1.1376
2018-08-17,1.1438
2018-08-20,1.14825
2018-08-21,1.157
2018-08-22,1.15975
2018-08-23,1.1542
2018-08-24,1.1621
2018-08-27,1.1677
2018-08-28,1.1694
2018-08-29,1.1708
2018-08-30,1.1671
2018-08-31,1.16025
2018-09-03,1.162
2018-09-04,1.15815
2018-09-05,1.16305
2018-09-06,1.1623
2018-09-07,1.1553
2018-09-10,1.15945
2018-09-11,1.16065
2018-09-12,1.1626
2018-09-13,1.1689
2018-09-14,1.16235
2018-09-17,1.1684
2018-09-18,1.1666
2018-09-19,1.16725
2018-09-20,1.1776
2018-09-21,1.17505
2018-09-24,1.1747
2018-09-25,1.1767
2018-09-26,1.1741
2018-09-27,1.16405
2018-09-28,1.16045
2018-10-01,1.15785
2018-10-02,1.15485
2018-10-03,1.1478
2018-10-04,1.1515
2018-10-05,1.1521
2018-10-08,1.14915
2018-10-09,1.1489
2018-10-10,1.1519
2018-10-11,1.1589
2018-10-12,1.156
2018-10-15,1.1579
2018-10-16,1.1574
2018-10-17,1.1501
2018-10-18,1.14525
2018-10-19,1.15135
2018-10-22,1.14645
2018-10-23,1.14705
2018-10-24,1.13915
2018-10-25,1.1375
2018-10-26,1.1404
2018-10-29,1.13725
2018-10-30,1.13455
2018-10-31,1.13115
2018-11-01,1.14085
2018-11-02,1.1388
2018-11-05,1.1407
2018-11-06,1.14255
2018-11-07,1.1426
2018-11-08,1.13635
2018-11-09,1.13355
2018-11-12,1.1219
2018-11-13,1.12915
2018-11-14,1.1309
2018-11-15,1.133
2018-11-16,1.1419
2018-11-19,1.14525
2018-11-20,1.137
2018-11-21,1.1383
2018-11-22,1.14045
2018-11-23,1.13355
2018-11-26,1.13275
2018-11-27,1.1292
2018-11-28,1.13665
2018-11-29,1.13935
2018-11-30,1.132
2018-12-03,1.13535
2018-12-04,1.13425
2018-12-05,1.13445
2018-12-06,1.1379
2018-12-07,1.1384
2018-12-10,1.1357
2018-12-11,1.1316
2018-12-12,1.1369
2018-12-13,1.13575
2018-12-14,1.1306
2018-12-17,1.13475
2018-12-18,1.136
2018-12-19,1.13775
2018-12-20,1.14465
2018-12-21,1.137
2018-12-24,1.1403
2018-12-25,1.1397
2018-12-26,1.1352
2018-12-27,1.1432
2018-12-28,1.14435
2018-12-31,1.1466
2019-01-01,1.14645
2019-01-02,1.1343
2019-01-03,1.1394
2019-01-04,1.1396
2019-01-07,1.14745
2019-01-08,1.1441
2019-01-09,1.15425
2019-01-10,1.15
2019-01-11,1.1468
2019-01-14,1.14685
2019-01-15,1.1413
2019-01-16,1.13915
2019-01-17,1.1389
2019-01-18,1.1364
2019-01-21,1.13655
2019-01-22,1.13595
2019-01-23,1.1382
2019-01-24,1.1306
2019-01-25,1.1408
2019-01-28,1.1427
2019-01-29,1.1433
2019-01-30,1.148
2019-01-31,1.14475
2019-02-01,1.14565
2019-02-04,1.1437
2019-02-05,1.14065
2019-02-06,1.13615
2019-02-07,1.13375
2019-02-08,1.1322
2019-02-11,1.1276
2019-02-12,1.1327
2019-02-13,1.1261
2019-02-14,1.12955
2019-02-15,1.1292
2019-02-18,1.131
2019-02-19,1.13405
2019-02-20,1.1337
2019-02-21,1.1334
2019-02-22,1.1332
2019-02-25,1.13575
2019-02-26,1.1389
2019-02-27,1.1389
2019-02-28,1.13705
2019-03-01,1.1366
2019-03-04,1.13395
2019-03-05,1.13085
2019-03-06,1.1306
2019-03-07,1.1193
2019-03-08,1.1233
2019-03-11,1.12445
2019-03-12,1.1286
2019-03-13,1.13275
2019-03-14,1.1305
2019-03-15,1.13255
2019-03-18,1.1339
2019-03-19,1.13515
2019-03-20,1.14125
2019-03-21,1.1374
2019-03-22,1.13015
2019-03-25,1.13115
2019-03-26,1.12665
2019-03-27,1.12445
2019-03-28,1.1224
2019-03-29,1.1218
2019-04-01,1.12135
2019-04-02,1.1205
2019-04-03,1.12325
2019-04-04,1.12205
2019-04-05,1.1215
2019-04-08,1.126
2019-04-09,1.1262
2019-04-10,1.1273
2019-04-11,1.1253
2019-04-12,1.12985
2019-04-15,1.13035
2019-04-16,1.12815
2019-04-17,1.1298
2019-04-18,1.1231
2019-04-19,1.1245
2019-04-22,1.12575
2019-04-23,1.12265
2019-04-24,1.11535
2019-04-25,1.1132
2019-04-26,1.1147
2019-04-29,1.11865
2019-04-30,1.1215
2019-05-01,1.11955
2019-05-02,1.1172
2019-05-03,1.12035
2019-05-06,1.1199
2019-05-07,1.11915
2019-05-08,1.11915
2019-05-09,1.1215
2019-05-10,1.12325
2019-05-13,1.12215
2019-05-14,1.1204
2019-05-15,1.12005
2019-05-16,1.1174
2019-05-17,1.1158
2019-05-20,1.11665
2019-05-21,1.11605
2019-05-22,1.11505
2019-05-23,1.1182
2019-05-24,1.1206
2019-05-27,1.11925
2019-05-28,1.116
2019-05-29,1.1131
2019-05-30,1.1129
2019-05-31,1.1168
2019-06-03,1.1241
2019-06-04,1.12515
2019-06-05,1.12205
2019-06-06,1.12755
2019-06-07,1.1334
2019-06-10,1.13115
2019-06-11,1.13265
2019-06-12,1.12875
2019-06-13,1.12765
2019-06-14,1.12095
2019-06-17,1.1219
2019-06-18,1.11935
2019-06-19,1.12265
2019-06-20,1.12925
2019-06-21,1.13685
2019-06-24,1.14
2019-06-25,1.13665
2019-06-26,1.13695
2019-06-27,1.13695
2019-06-28,1.1372
2019-07-01,1.12855
2019-07-02,1.1286
2019-07-03,1.1278
2019-07-04,1.1285
2019-07-05,1.1225
2019-07-08,1.1215
2019-07-09,1.12075
2019-07-10,1.1252
2019-07-11,1.1254
2019-07-12,1.127
2019-07-15,1.12575
2019-07-16,1.1211
2019-07-17,1.1224
2019-07-18,1.12765
2019-07-19,1.1221
2019-07-22,1.12085
2019-07-23,1.11515
2019-07-24,1.114
2019-07-25,1.11465
2019-07-26,1.1128
2019-07-29,1.11445
2019-07-30,1.1155
2019-07-31,1.10765
2019-08-01,1.1085
2019-08-02,1.11075
2019-08-05,1.1203
2019-08-06,1.1202
2019-08-07,1.1199
2019-08-08,1.11805
2019-08-09,1.12
2019-08-12,1.12125
2019-08-13,1.11705
2019-08-14,1.114
2019-08-15,1.11065
2019-08-16,1.1091
2019-08-19,1.1078
2019-08-20,1.10995
2019-08-21,1.10845
2019-08-22,1.1079
2019-08-23,1.1143
2019-08-26,1.11
2019-08-27,1.10905
2019-08-28,1.10775
2019-08-29,1.1057
2019-08-30,1.0991
2019-09-02,1.097
2019-09-03,1.09745
2019-09-04,1.1035
2019-09-05,1.10345
2019-09-06,1.1029
2019-09-09,1.10475
2019-09-10,1.10425
2019-09-11,1.10105
2019-09-12,1.1063
2019-09-13,1.10735
2019-09-16,1.10025
2019-09-17,1.1072
2019-09-18,1.10295
2019-09-19,1.1041
2019-09-20,1.10175
2019-09-23,1.0993
2019-09-24,1.10205
2019-09-25,1.09425
2019-09-26,1.092
2019-09-27,1.09415
2019-09-30,1.08985
2019-10-01,1.0933
2019-10-02,1.0959
2019-10-03,1.0963
2019-10-04,1.0978
2019-10-07,1.09705
2019-10-08,1.0956
2019-10-09,1.0972
2019-10-10,1.1005
2019-10-11,1.1037
2019-10-14,1.1026
2019-10-15,1.1032
2019-10-16,1.10725
2019-10-17,1.11245
2019-10-18,1.117
2019-10-21,1.115
2019-10-22,1.11245
2019-10-23,1.11305
2019-10-24,1.11045
2019-10-25,1.10805
2019-10-28,1.1099
2019-10-29,1.1111
2019-10-30,1.11505
2019-10-31,1.11525
2019-11-01,1.11645
2019-11-04,1.1128
2019-11-05,1.10735
2019-11-06,1.1066
2019-11-07,1.10495
2019-11-08,1.10205
2019-11-11,1.10335
2019-11-12,1.10085
2019-11-13,1.1004
2019-11-14,1.1021
2019-11-15,1.1052
2019-11-18,1.1072
2019-11-19,1.10775
2019-11-20,1.10735
2019-11-21,1.10585
2019-11-22,1.10205
2019-11-25,1.1014
2019-11-26,1.1021
2019-11-27,1.0999
2019-11-28,1.10095
2019-11-29,1.10185
2019-12-02,1.1078
2019-12-03,1.10815
2019-12-04,1.1077
2019-12-05,1.11035
2019-12-06,1.1059
2019-12-09,1.1063
2019-12-10,1.1092
2019-12-11,1.11295
2019-12-12,1.113
2019-12-13,1.11215
2019-12-16,1.1144
2019-12-17,1.1151
2019-12-18,1.11135
2019-12-19,1.11215
2019-12-20,1.1078
2019-12-23,1.109
2019-12-24,1.10885
2019-12-25,1.1091
2019-12-26,1.10965
2019-12-27,1.1175
2019-12-30,1.1198
2019-12-31,1.1217
2020-01-01,1.12625
2020-01-02,1.11725
2020-01-03,1.11605
2020-01-06,1.11975
2020-01-07,1.1153
2020-01-08,1.11055
2020-01-09,1.1106
2020-01-10,1.1121
2020-01-13,1.11335
2020-01-14,1.11265
2020-01-15,1.11495
2020-01-16,1.11365
2020-01-17,1.109
2020-01-20,1.10955
2020-01-21,1.10825
2020-01-22,1.1094
2020-01-23,1.1054
2020-01-24,1.1027
2020-01-27,1.1018
2020-01-28,1.10225
2020-01-29,1.10105
2020-01-30,1.10305
2020-01-31,1.1094
2020-02-03,1.10585
2020-02-04,1.1045
2020-02-05,1.09985
2020-02-06,1.09805
2020-02-07,1.09445
2020-02-10,1.09105
2020-02-11,1.09155
2020-02-12,1.0873
2020-02-13,1.08415
2020-02-14,1.0832
2020-02-17,1.08355
2020-02-18,1.07915
2020-02-19,1.0808
2020-02-20,1.0785
2020-02-21,1.0846
2020-02-24,1.08545
2020-02-25,1.08805
2020-02-26,1.0881
