时间,沪深300:成交金额
2009-09-10,914.674226
2009-09-11,1089.893614
2009-09-14,1170.648092
2009-09-15,1164.114988
2009-09-16,1236.414823
2009-09-17,1253.259997
2009-09-18,1316.319783
2009-09-21,996.85177
2009-09-22,1016.337365
2009-09-23,890.495639
2009-09-24,868.913073
2009-09-25,607.33021
2009-09-28,545.932017
2009-09-29,566.744174
2009-09-30,548.036074
2009-10-09,760.61663
2009-10-12,815.623286
2009-10-13,685.771256
2009-10-14,1111.832271
2009-10-15,853.919591
2009-10-16,788.920503
2009-10-19,1138.414541
2009-10-20,1285.083722
2009-10-21,1174.451607
2009-10-22,879.785161
2009-10-23,1209.089951
2009-10-26,978.009748
2009-10-27,1052.288073
2009-10-28,862.28533
2009-10-29,844.14939
2009-10-30,842.264155
2009-11-02,1106.794553
2009-11-03,1159.354349
2009-11-04,1177.806988
2009-11-05,1035.390796
2009-11-06,1241.384215
2009-11-09,1089.160009
2009-11-10,1160.736459
2009-11-11,1004.944024
2009-11-12,1065.694996
2009-11-13,1223.565789
2009-11-16,1705.44813
2009-11-17,1350.586747
2009-11-18,1190.348903
2009-11-19,1255.143163
2009-11-20,1275.852534
2009-11-23,1357.504508
2009-11-24,2037.219922
2009-11-25,1570.308577
2009-11-26,1808.093839
2009-11-27,1257.759988
2009-11-30,1173.773939
2009-12-01,1380.026236
2009-12-02,1389.292518
2009-12-03,1285.626292
2009-12-04,1888.439906
2009-12-07,1319.916876
2009-12-08,1187.508589
2009-12-09,970.919718
2009-12-10,811.513988
2009-12-11,742.829303
2009-12-14,1134.417318
2009-12-15,987.836258
2009-12-16,813.408974
2009-12-17,867.566671
2009-12-18,891.376724
2009-12-21,690.557791
2009-12-22,754.98512
2009-12-23,679.482671
2009-12-24,948.116251
2009-12-25,687.018338
2009-12-28,789.659983
2009-12-29,780.536738
2009-12-30,1246.845729
2009-12-31,980.040303
2010-01-04,934.198389
2010-01-05,1283.024426
2010-01-06,1210.459899
2010-01-07,1204.361663
2010-01-08,901.9096
2010-01-11,1341.140011
2010-01-12,1340.714164
2010-01-13,1598.603846
2010-01-14,1181.078701
2010-01-15,1040.351758
2010-01-18,1178.842585
2010-01-19,1080.235255
2010-01-20,1284.161646
2010-01-21,1000.76607
2010-01-22,1191.978158
2010-01-25,766.266268
2010-01-26,815.860592
2010-01-27,705.402732
2010-01-28,640.821157
2010-01-29,680.181187
2010-02-01,759.821505
2010-02-02,683.184124
2010-02-03,875.3625
2010-02-04,754.66553
2010-02-05,736.931324
2010-02-08,479.024293
2010-02-09,452.226604
2010-02-10,481.521446
2010-02-11,469.99713
2010-02-12,467.032206
2010-02-22,499.813337
2010-02-23,623.860769
2010-02-24,644.140974
2010-02-25,894.858016
2010-02-26,701.716661
2010-03-01,812.05689
2010-03-02,762.339923
2010-03-03,784.42133
2010-03-04,894.629138
2010-03-05,596.211784
2010-03-08,546.865551
2010-03-09,719.712977
2010-03-10,617.604293
2010-03-11,637.326589
2010-03-12,526.112108
2010-03-15,492.198981
2010-03-16,415.104264
2010-03-17,625.873954
2010-03-18,625.091302
2010-03-19,621.142307
2010-03-22,656.529768
2010-03-23,621.455314
2010-03-24,583.303012
2010-03-25,586.047596
2010-03-26,615.928432
2010-03-29,1103.269735
2010-03-30,786.826694
2010-03-31,721.208863
2010-04-01,923.604958
2010-04-02,990.407601
2010-04-06,939.858839
2010-04-07,767.331599
2010-04-08,893.174686
2010-04-09,755.903563
2010-04-12,1059.966096
2010-04-13,1164.403393
2010-04-14,907.875687
2010-04-15,887.002356
2010-04-16,672.355967
2010-04-19,1188.55972
2010-04-20,880.059657
2010-04-21,933.733778
2010-04-22,989.703863
2010-04-23,921.1567
2010-04-26,749.591211
2010-04-27,880.583606
2010-04-28,654.849246
2010-04-29,692.508681
2010-04-30,731.90884
2010-05-04,545.586071
2010-05-05,808.353404
2010-05-06,815.02262
2010-05-07,791.474997
2010-05-10,649.091881
2010-05-11,738.946668
2010-05-12,646.939882
2010-05-13,674.865366
2010-05-14,551.75291
2010-05-17,623.955135
2010-05-18,627.462458
2010-05-19,546.564013
2010-05-20,526.779149
2010-05-21,635.018089
2010-05-24,899.618828
2010-05-25,679.549881
2010-05-26,484.956031
2010-05-27,652.667737
2010-05-28,643.425054
2010-05-31,566.958036
2010-06-01,532.309138
2010-06-02,463.642295
2010-06-03,471.432629
2010-06-04,398.583634
2010-06-07,470.627034
2010-06-08,426.771043
2010-06-09,707.100805
2010-06-10,503.122443
2010-06-11,488.714786
2010-06-17,402.93234
2010-06-18,502.563509
2010-06-21,628.091905
2010-06-22,452.072078
2010-06-23,416.002407
2010-06-24,337.72857
2010-06-25,346.491792
2010-06-28,311.982771
2010-06-29,506.359697
2010-06-30,358.098923
2010-07-01,324.784574
2010-07-02,433.673184
2010-07-05,309.22299
2010-07-06,389.768365
2010-07-07,370.598985
2010-07-08,353.487605
2010-07-09,614.700669
2010-07-12,634.622625
2010-07-13,451.251091
2010-07-14,494.971067
2010-07-15,414.447109
2010-07-16,354.223262
2010-07-19,598.261258
2010-07-20,809.582168
2010-07-21,737.346846
2010-07-22,635.76603
2010-07-23,704.23335
2010-07-26,598.489053
2010-07-27,559.639915
2010-07-28,845.168458
2010-07-29,922.782245
2010-07-30,652.244824
2010-08-02,735.690744
2010-08-03,868.705741
2010-08-04,756.701443
2010-08-05,730.384576
2010-08-06,821.451509
2010-08-09,834.319808
2010-08-10,842.836994
2010-08-11,587.863022
2010-08-12,658.256135
2010-08-13,629.237478
2010-08-16,914.275076
2010-08-17,867.005429
2010-08-18,808.323681
2010-08-19,917.345871
2010-08-20,822.981731
2010-08-23,577.727793
2010-08-24,650.365926
2010-08-25,670.482244
2010-08-26,518.629229
2010-08-27,466.993434
2010-08-30,773.416165
2010-08-31,799.763473
2010-09-01,879.318872
2010-09-02,889.231426
2010-09-03,877.248296
2010-09-06,1104.661164
2010-09-07,854.881939
2010-09-08,926.608791
2010-09-09,1032.482801
2010-09-10,837.431638
2010-09-13,875.36179
2010-09-14,872.044217
2010-09-15,864.459643
2010-09-16,841.983759
2010-09-17,624.663267
2010-09-20,575.829854
2010-09-21,447.420252
2010-09-27,626.115342
2010-09-28,808.597496
2010-09-29,745.16022
2010-09-30,807.097275
2010-10-08,1349.866346
2010-10-11,2126.070666
2010-10-12,1782.452198
2010-10-13,1954.447199
2010-10-14,2276.544586
2010-10-15,2456.192963
2010-10-18,2678.843703
2010-10-19,1654.889145
2010-10-20,2353.720575
2010-10-21,1753.837127
2010-10-22,1631.536185
2010-10-25,2088.094047
2010-10-26,2052.164572
2010-10-27,1770.725521
2010-10-28,1411.35882
2010-10-29,1455.283659
2010-11-01,1867.257625
2010-11-02,2339.762285
2010-11-03,1788.033298
2010-11-04,1647.213938
2010-11-05,1966.180415
2010-11-08,1740.675818
2010-11-09,1701.748767
2010-11-10,1765.297833
2010-11-11,2091.215248
2010-11-12,2242.007911
2010-11-15,1444.929524
2010-11-16,1542.781133
2010-11-17,1189.812316
2010-11-18,944.761158
2010-11-19,1146.729773
2010-11-22,1143.029748
2010-11-23,1052.814615
2010-11-24,1076.884466
2010-11-25,1169.482953
2010-11-26,962.263672
2010-11-29,887.99074
2010-11-30,1205.723285
2010-12-01,694.725796
2010-12-02,897.642781
2010-12-03,713.873373
2010-12-06,800.432079
2010-12-07,855.482931
2010-12-08,870.56105
2010-12-09,831.590362
2010-12-10,780.691174
2010-12-13,1320.883536
2010-12-14,1149.287366
2010-12-15,1047.931744
2010-12-16,792.62377
2010-12-17,656.972597
2010-12-20,1075.219773
2010-12-21,1124.616753
2010-12-22,983.090324
2010-12-23,844.304764
2010-12-24,729.891362
2010-12-27,998.554786
2010-12-28,748.439566
2010-12-29,601.347772
2010-12-30,702.842759
2010-12-31,905.459012
2011-01-04,1291.596208
2011-01-05,1169.432139
2011-01-06,915.68447
2011-01-07,1136.512502
2011-01-10,879.928817
2011-01-11,748.324494
2011-01-12,715.514214
2011-01-13,669.257837
2011-01-14,710.121001
2011-01-17,854.541211
2011-01-18,546.524165
2011-01-19,727.722269
2011-01-20,764.401167
2011-01-21,851.577907
2011-01-24,758.052361
2011-01-25,575.728195
2011-01-26,517.460381
2011-01-27,969.760299
2011-01-28,782.419177
2011-01-31,830.703094
2011-02-01,658.326985
2011-02-09,781.483562
2011-02-10,869.672737
2011-02-11,990.015008
2011-02-14,1558.293808
2011-02-15,1477.472279
2011-02-16,1255.495969
2011-02-17,1275.596738
2011-02-18,1047.433716
2011-02-21,1080.558824
2011-02-22,1475.88609
2011-02-23,972.514227
2011-02-24,949.082815
2011-02-25,882.758994
2011-02-28,1092.499708
2011-03-01,1240.407558
2011-03-02,1135.920075
2011-03-03,1312.177977
2011-03-04,1074.018105
2011-03-07,1704.067725
2011-03-08,1263.063261
2011-03-09,1135.3409
2011-03-10,1179.52631
2011-03-11,1003.060771
2011-03-14,941.34688
2011-03-15,1296.033152
2011-03-16,1118.260957
2011-03-17,1172.957276
2011-03-18,868.452001
2011-03-21,841.057391
2011-03-22,800.097928
2011-03-23,985.404237
2011-03-24,880.589059
2011-03-25,1220.21367
2011-03-28,1390.30083
2011-03-29,1329.080767
2011-03-30,1032.719303
2011-03-31,865.653727
2011-04-01,867.115499
2011-04-06,1430.300909
2011-04-07,1126.785858
2011-04-08,1073.293163
2011-04-11,1419.743857
2011-04-12,1228.635561
2011-04-13,1083.052344
2011-04-14,1074.912281
2011-04-15,989.345726
2011-04-18,1071.782278
2011-04-19,1043.68983
2011-04-20,936.671384
2011-04-21,967.391326
2011-04-22,835.283333
2011-04-25,984.558796
2011-04-26,766.968584
2011-04-27,751.112471
2011-04-28,791.558302
2011-04-29,634.558143
2011-05-03,643.489876
2011-05-04,835.676553
2011-05-05,630.093735
2011-05-06,697.473727
2011-05-09,572.874125
2011-05-10,549.312248
2011-05-11,595.077195
2011-05-12,617.030803
2011-05-13,577.572049
2011-05-16,542.387234
2011-05-17,654.179437
2011-05-18,497.571742
2011-05-19,522.496797
2011-05-20,489.670284
2011-05-23,669.764265
2011-05-24,529.716924
2011-05-25,486.043979
2011-05-26,483.464824
2011-05-27,520.199941
2011-05-30,429.602606
2011-05-31,505.533862
2011-06-01,490.600765
2011-06-02,617.48347
2011-06-03,492.73759
2011-06-07,498.591349
2011-06-08,511.231881
2011-06-09,553.812804
2011-06-10,509.429929
2011-06-13,469.912834
2011-06-14,661.589114
2011-06-15,544.67701
2011-06-16,470.671855
2011-06-17,516.471562
2011-06-20,454.166968
2011-06-21,501.606789
2011-06-22,432.638257
2011-06-23,552.768863
2011-06-24,1049.729232
2011-06-27,790.441527
2011-06-28,703.333849
2011-06-29,617.17623
2011-06-30,738.916688
2011-07-01,726.146454
2011-07-04,1026.798214
2011-07-05,819.998279
2011-07-06,765.56997
2011-07-07,921.205501
2011-07-08,651.555429
2011-07-11,622.372488
2011-07-12,712.226404
2011-07-13,682.948303
2011-07-14,799.48505
2011-07-15,794.24849
2011-07-18,782.25031
2011-07-19,685.060689
2011-07-20,569.30993
2011-07-21,579.426374
2011-07-22,496.189484
2011-07-25,775.136323
2011-07-26,495.606845
2011-07-27,587.462203
2011-07-28,606.78598
2011-07-29,543.582373
2011-08-01,412.03123
2011-08-02,484.352954
2011-08-03,495.939838
2011-08-04,413.356566
2011-08-05,602.400174
2011-08-08,836.947875
2011-08-09,796.532782
2011-08-10,685.805406
2011-08-11,692.239454
2011-08-12,634.876437
2011-08-15,611.022265
2011-08-16,574.966283
2011-08-17,418.918536
2011-08-18,457.844232
2011-08-19,484.42962
2011-08-22,401.365386
2011-08-23,364.419945
2011-08-24,419.39778
2011-08-25,757.459601
2011-08-26,517.594277
2011-08-29,498.926532
2011-08-30,485.657903
2011-08-31,376.245441
2011-09-01,351.437273
2011-09-02,319.605988
2011-09-05,360.403126
2011-09-06,337.468051
2011-09-07,370.966622
2011-09-08,312.094411
2011-09-09,303.481311
2011-09-13,300.3434
2011-09-14,328.584166
2011-09-15,325.071091
2011-09-16,297.43912
2011-09-19,297.314161
2011-09-20,272.743474
2011-09-21,591.464872
2011-09-22,477.933341
2011-09-23,459.343347
2011-09-26,404.950225
2011-09-27,373.013109
2011-09-28,361.959196
2011-09-29,377.085844
2011-09-30,323.766783
2011-10-10,281.499021
2011-10-11,474.098922
2011-10-12,628.228318
2011-10-13,566.310438
2011-10-14,373.267096
2011-10-17,381.016204
2011-10-18,394.533034
2011-10-19,321.149671
2011-10-20,394.096
2011-10-21,290.90707
2011-10-24,440.567311
2011-10-25,575.334622
2011-10-26,695.343635
2011-10-27,474.032193
2011-10-28,729.084197
2011-10-31,525.224991
2011-11-01,560.676055
2011-11-02,653.274763
2011-11-03,905.0255
2011-11-04,635.008686
2011-11-07,477.619351
2011-11-08,478.649127
2011-11-09,484.842301
2011-11-10,517.939485
2011-11-11,387.242193
2011-11-14,513.33489
2011-11-15,469.80739
2011-11-16,578.44199
2011-11-17,377.626359
2011-11-18,449.494771
2011-11-21,311.754068
2011-11-22,318.867351
2011-11-23,309.585635
2011-11-24,318.947269
2011-11-25,275.093585
2011-11-28,291.795394
2011-11-29,349.62426
2011-11-30,424.542054
2011-12-01,661.468095
2011-12-02,331.684193
2011-12-05,327.499274
2011-12-06,263.109416
2011-12-07,234.337305
2011-12-08,278.436836
2011-12-09,254.77242
2011-12-12,212.004441
2011-12-13,332.691542
2011-12-14,237.536064
2011-12-15,339.00402
2011-12-16,336.520588
2011-12-19,337.11371
2011-12-20,299.676587
2011-12-21,309.178397
2011-12-22,318.454553
2011-12-23,299.102969
2011-12-26,250.330531
2011-12-27,267.770213
2011-12-28,288.392742
2011-12-29,268.682233
2011-12-30,323.626503
2012-01-04,325.725513
2012-01-05,376.352721
2012-01-06,310.793623
2012-01-09,514.78127
2012-01-10,752.491571
2012-01-11,575.872193
2012-01-12,478.774073
2012-01-13,472.283386
2012-01-16,344.103853
2012-01-17,643.241311
2012-01-18,670.588389
2012-01-19,563.776533
2012-01-20,574.744757
2012-01-30,447.708853
2012-01-31,326.941321
2012-02-01,377.523208
2012-02-02,441.263837
2012-02-03,515.07546
2012-02-06,475.415235
2012-02-07,400.342771
2012-02-08,617.21305
2012-02-09,634.562046
2012-02-10,600.294824
2012-02-13,542.826224
2012-02-14,437.236823
2012-02-15,604.223941
2012-02-16,551.656333
2012-02-17,404.580034
2012-02-20,567.489129
2012-02-21,477.582255
2012-02-22,764.218069
2012-02-23,726.120893
2012-02-24,880.586167
2012-02-27,1066.702076
2012-02-28,772.13053
2012-02-29,648.752212
2012-03-01,465.240797
2012-03-02,669.815914
2012-03-05,749.732611
2012-03-06,688.525578
2012-03-07,632.43293
2012-03-08,644.58851
2012-03-09,659.634417
2012-03-12,743.67702
2012-03-13,664.297643
2012-03-14,1170.804087
2012-03-15,770.427665
2012-03-16,674.518223
2012-03-19,688.03938
2012-03-20,642.638172
2012-03-21,666.749201
2012-03-22,501.155059
2012-03-23,478.12443
2012-03-26,363.561339
2012-03-27,473.944549
2012-03-28,549.93641
2012-03-29,486.515959
2012-03-30,391.397349
2012-04-05,580.49691
2012-04-06,472.077951
2012-04-09,381.807518
2012-04-10,440.648339
2012-04-11,436.279839
2012-04-12,595.369508
2012-04-13,618.929774
2012-04-16,426.507564
2012-04-17,383.284171
2012-04-18,593.610059
2012-04-19,555.129315
2012-04-20,638.299081
2012-04-23,620.739496
2012-04-24,731.50514
2012-04-25,635.294589
2012-04-26,643.774867
2012-04-27,533.45516
2012-05-02,923.66092
2012-05-03,723.373364
2012-05-04,736.995511
2012-05-07,827.156686
2012-05-08,737.44498
2012-05-09,694.825786
2012-05-10,540.569536
2012-05-11,493.928983
2012-05-14,603.312945
2012-05-15,513.747619
2012-05-16,478.635363
2012-05-17,492.0391
2012-05-18,469.075118
2012-05-21,443.004058
2012-05-22,493.92413
2012-05-23,525.634033
2012-05-24,500.644399
2012-05-25,414.200818
2012-05-28,584.12343
2012-05-29,786.815046
2012-05-30,569.762754
2012-05-31,498.750414
2012-06-01,538.434043
2012-06-04,606.155695
2012-06-05,435.533036
2012-06-06,413.169086
2012-06-07,420.530001
2012-06-08,476.380059
2012-06-11,434.496575
2012-06-12,402.599115
2012-06-13,512.912695
2012-06-14,463.318226
2012-06-15,488.683029
2012-06-18,408.524502
2012-06-19,370.200413
2012-06-20,335.736698
2012-06-21,386.07959
2012-06-25,425.035072
2012-06-26,338.965117
2012-06-27,314.375974
2012-06-28,344.187932
2012-06-29,409.765384
2012-07-02,456.514765
2012-07-03,450.046539
2012-07-04,378.376599
2012-07-05,359.462044
2012-07-06,566.017789
2012-07-09,546.017325
2012-07-10,385.390252
2012-07-11,398.518922
2012-07-12,651.375369
2012-07-13,420.135812
2012-07-16,458.448821
2012-07-17,382.854416
2012-07-18,443.254926
2012-07-19,477.04039
2012-07-20,366.83624
2012-07-23,331.789286
2012-07-24,311.491058
2012-07-25,257.305981
2012-07-26,313.26395
2012-07-27,330.481821
2012-07-30,299.079723
2012-07-31,311.963325
2012-08-01,312.777644
2012-08-02,297.511666
2012-08-03,311.069473
2012-08-06,436.866863
2012-08-07,404.037115
2012-08-08,413.408622
2012-08-09,432.560969
2012-08-10,406.992225
2012-08-13,462.496762
2012-08-14,424.046875
2012-08-15,303.325548
2012-08-16,270.760035
2012-08-17,286.299668
2012-08-20,271.748169
2012-08-21,347.578693
2012-08-22,315.475192
2012-08-23,337.896039
2012-08-24,329.863365
2012-08-27,353.841561
2012-08-28,303.310763
2012-08-29,273.961866
2012-08-30,338.672061
2012-08-31,233.40891
2012-09-03,352.991767
2012-09-04,332.202039
2012-09-05,304.451682
2012-09-06,268.733159
2012-09-07,843.022492
2012-09-10,632.520385
2012-09-11,433.89766
2012-09-12,464.851745
2012-09-13,380.239983
2012-09-14,554.386129
2012-09-17,437.531697
2012-09-18,301.714972
2012-09-19,326.070109
2012-09-20,383.858565
2012-09-21,340.433681
2012-09-24,336.087612
2012-09-25,266.770645
2012-09-26,249.189165
2012-09-27,482.105778
2012-09-28,544.314659
2012-10-08,339.158403
2012-10-09,483.301964
2012-10-10,378.739962
2012-10-11,361.729635
2012-10-12,332.059038
2012-10-15,285.690216
2012-10-16,327.051405
2012-10-17,312.70899
2012-10-18,450.502925
2012-10-19,331.730316
2012-10-22,328.152733
2012-10-23,337.168766
2012-10-24,303.92378
2012-10-25,331.835287
2012-10-26,345.300671
2012-10-29,253.286507
2012-10-30,295.166285
2012-10-31,306.343602
2012-11-01,456.021382
2012-11-02,348.938758
2012-11-05,336.631528
2012-11-06,344.73382
2012-11-07,302.784494
2012-11-08,304.118648
2012-11-09,243.742778
2012-11-12,290.408214
2012-11-13,288.184516
2012-11-14,235.923235
2012-11-15,237.786949
2012-11-16,261.182474
2012-11-19,267.372217
2012-11-20,229.991962
2012-11-21,271.219499
2012-11-22,215.36153
2012-11-23,263.076301
2012-11-26,222.314984
2012-11-27,261.497352
2012-11-28,244.233217
2012-11-29,240.16256
2012-11-30,285.520662
2012-12-03,341.736536
2012-12-04,317.323369
2012-12-05,691.090505
2012-12-06,427.585702
2012-12-07,649.964993
2012-12-10,613.99772
2012-12-11,450.879819
2012-12-12,391.825382
2012-12-13,366.656849
2012-12-14,939.347411
2012-12-17,850.008203
2012-12-18,788.028373
2012-12-19,611.407482
2012-12-20,630.28692
2012-12-21,668.877081
2012-12-24,541.215413
2012-12-25,898.777704
2012-12-26,684.062421
2012-12-27,693.276038
2012-12-28,660.532882
2012-12-31,811.490796
2013-01-04,955.79245
2013-01-07,731.675125
2013-01-08,764.980618
2013-01-09,742.33597
2013-01-10,711.590455
2013-01-11,727.75922
2013-01-14,968.534714
2013-01-15,1013.569614
2013-01-16,955.64995
2013-01-17,717.161185
2013-01-18,774.351635
2013-01-21,853.574421
2013-01-22,1022.611604
2013-01-23,727.589264
2013-01-24,1095.376803
2013-01-25,606.89374
2013-01-28,981.732757
2013-01-29,1088.270099
2013-01-30,1008.566526
2013-01-31,944.768206
2013-02-01,1105.609339
2013-02-04,1361.195898
2013-02-05,1127.011716
2013-02-06,889.895781
2013-02-07,959.785956
2013-02-08,829.036318
2013-02-18,810.013668
2013-02-19,824.608082
2013-02-20,736.363607
2013-02-21,1036.194988
2013-02-22,658.991002
2013-02-25,556.144933
2013-02-26,833.739606
2013-02-27,646.122742
2013-02-28,922.353773
2013-03-01,803.427477
2013-03-04,1125.850437
2013-03-05,923.571338
2013-03-06,950.488913
2013-03-07,964.98096
2013-03-08,630.545924
2013-03-11,524.609009
2013-03-12,716.751276
2013-03-13,560.037236
2013-03-14,499.297754
2013-03-15,827.498774
2013-03-18,630.935567
2013-03-19,556.01012
2013-03-20,912.710222
2013-03-21,716.426655
2013-03-22,558.821424
2013-03-25,580.049309
2013-03-26,653.065716
2013-03-27,586.522463
2013-03-28,847.258991
2013-03-29,520.555405
2013-04-01,471.598206
2013-04-02,556.373917
2013-04-03,451.567194
2013-04-08,552.492977
2013-04-09,549.470356
2013-04-10,519.638206
2013-04-11,430.399494
2013-04-12,404.280478
2013-04-15,440.848433
2013-04-16,537.832552
2013-04-17,468.008319
2013-04-18,462.701372
2013-04-19,767.236753
2013-04-22,630.270241
2013-04-23,615.761579
2013-04-24,621.894217
2013-04-25,598.912845
2013-04-26,463.519867
2013-05-02,472.004482
2013-05-03,632.670427
2013-05-06,617.679511
2013-05-07,592.449495
2013-05-08,603.091488
2013-05-09,644.382926
2013-05-10,508.966892
2013-05-13,551.550932
2013-05-14,561.445735
2013-05-15,475.785856
2013-05-16,768.304363
2013-05-17,835.993679
2013-05-20,940.594158
2013-05-21,758.378138
2013-05-22,782.241264
2013-05-23,813.599082
2013-05-24,628.312351
2013-05-27,667.016528
2013-05-28,867.567368
2013-05-29,819.538532
2013-05-30,710.450659
2013-05-31,659.044337
2013-06-03,630.087052
2013-06-04,631.3942
2013-06-05,473.670578
2013-06-06,544.481134
2013-06-07,613.661737
2013-06-13,640.815981
2013-06-14,536.867793
2013-06-17,519.837575
2013-06-18,487.920905
2013-06-19,529.799911
2013-06-20,521.717351
2013-06-21,534.86133
2013-06-24,737.319305
2013-06-25,870.90394
2013-06-26,672.984302
2013-06-27,629.270824
2013-06-28,641.060487
2013-07-01,518.747352
2013-07-02,596.32902
2013-07-03,595.367602
2013-07-04,671.893792
2013-07-05,584.244006
2013-07-08,492.88252
2013-07-09,372.461899
2013-07-10,543.737578
2013-07-11,1113.298128
2013-07-12,820.645557
2013-07-15,717.961897
2013-07-16,620.856319
2013-07-17,632.290617
2013-07-18,519.372351
2013-07-19,661.790727
2013-07-22,488.729473
2013-07-23,692.554231
2013-07-24,692.798258
2013-07-25,605.583628
2013-07-26,456.360699
2013-07-29,496.246134
2013-07-30,509.072273
2013-07-31,467.234934
2013-08-01,589.447657
2013-08-02,584.599995
2013-08-05,536.230686
2013-08-06,689.935748
2013-08-07,695.604821
2013-08-08,527.102767
2013-08-09,626.639791
2013-08-12,940.389103
2013-08-13,711.785202
2013-08-14,713.382196
2013-08-15,594.112036
2013-08-16,1040.267734
2013-08-19,670.649254
2013-08-20,675.897072
2013-08-21,508.864955
2013-08-22,516.863106
2013-08-23,654.598453
2013-08-26,665.410099
2013-08-27,625.753776
2013-08-28,809.655624
2013-08-29,597.198824
2013-08-30,766.959947
2013-09-02,735.758693
2013-09-03,726.639787
2013-09-04,685.090138
2013-09-05,596.060652
2013-09-06,639.168936
2013-09-09,1272.995462
2013-09-10,1306.481294
2013-09-11,1428.302885
2013-09-12,1261.155283
2013-09-13,982.750049
2013-09-16,970.438423
2013-09-17,931.151079
2013-09-18,693.413246
2013-09-23,809.206879
2013-09-24,967.698314
2013-09-25,891.192167
2013-09-26,841.839232
2013-09-27,663.839902
2013-09-30,609.901419
2013-10-08,842.299089
2013-10-09,761.283409
2013-10-10,894.680203
2013-10-11,918.115417
2013-10-14,991.091559
2013-10-15,861.00822
2013-10-16,831.50845
2013-10-17,677.228924
2013-10-18,591.387544
2013-10-21,822.231448
2013-10-22,834.120539
2013-10-23,832.867786
2013-10-24,604.27236
2013-10-25,707.780948
2013-10-28,566.020984
2013-10-29,917.415596
2013-10-30,757.350672
2013-10-31,703.938798
2013-11-01,578.200267
2013-11-04,489.59462
2013-11-05,569.355499
2013-11-06,595.368728
2013-11-07,509.425696
2013-11-08,485.649999
2013-11-11,425.665482
2013-11-12,498.547634
2013-11-13,531.830501
2013-11-14,519.450778
2013-11-15,831.478584
2013-11-18,1085.49513
2013-11-19,798.849363
2013-11-20,677.414282
2013-11-21,822.20527
2013-11-22,700.522066
2013-11-25,638.11265
2013-11-26,533.342044
2013-11-27,707.447754
2013-11-28,868.524454
2013-11-29,619.073742
2013-12-02,1129.218411
2013-12-03,720.452342
2013-12-04,947.839313
2013-12-05,729.999311
2013-12-06,648.432079
2013-12-09,576.345391
2013-12-10,612.367288
2013-12-11,628.08851
2013-12-12,474.814473
2013-12-13,475.835277
2013-12-16,621.078936
2013-12-17,463.060756
2013-12-18,396.752698
2013-12-19,451.488669
2013-12-20,608.621295
2013-12-23,444.15343
2013-12-24,451.731914
2013-12-25,412.029842
2013-12-26,486.030137
2013-12-27,511.979464
2013-12-30,461.564427
2013-12-31,570.264862
2014-01-02,490.122111
2014-01-03,577.397099
2014-01-06,599.793601
2014-01-07,425.656481
2014-01-08,506.914889
2014-01-09,543.994913
2014-01-10,475.723095
2014-01-13,461.230038
2014-01-14,467.850999
2014-01-15,457.559143
2014-01-16,498.42784
2014-01-17,462.681592
2014-01-20,391.572275
2014-01-21,385.909928
2014-01-22,648.033571
2014-01-23,557.264174
2014-01-24,595.634449
2014-01-27,635.039925
2014-01-28,494.087546
2014-01-29,487.886828
2014-01-30,434.759608
2014-02-07,495.971064
2014-02-10,811.032441
2014-02-11,926.889691
2014-02-12,734.873797
2014-02-13,873.521243
2014-02-14,646.133277
2014-02-17,868.713526
2014-02-18,881.07268
2014-02-19,883.419004
2014-02-20,917.715957
2014-02-21,699.081887
2014-02-24,795.991464
2014-02-25,883.065717
2014-02-26,686.405811
2014-02-27,815.879997
2014-02-28,702.16799
2014-03-03,694.087399
2014-03-04,646.91438
2014-03-05,556.696794
2014-03-06,614.950237
2014-03-07,586.93178
2014-03-10,630.864126
2014-03-11,530.757825
2014-03-12,601.152392
2014-03-13,591.630944
2014-03-14,498.052475
2014-03-17,475.712887
2014-03-18,541.884414
2014-03-19,552.83944
2014-03-20,589.51602
2014-03-21,835.605118
2014-03-24,812.039137
2014-03-25,675.484736
2014-03-26,501.160231
2014-03-27,621.758604
2014-03-28,601.233411
2014-03-31,481.050201
2014-04-01,436.590643
2014-04-02,567.771519
2014-04-03,577.088597
2014-04-04,439.126243
2014-04-08,856.928934
2014-04-09,611.786304
2014-04-10,1016.16815
2014-04-11,861.548538
2014-04-14,602.541515
2014-04-15,625.991156
2014-04-16,477.702182
2014-04-17,450.964337
2014-04-18,457.096171
2014-04-21,518.561128
2014-04-22,523.519931
2014-04-23,451.911508
2014-04-24,419.270129
2014-04-25,520.920224
2014-04-28,499.988098
2014-04-29,415.503532
2014-04-30,394.930223
2014-05-05,414.704498
2014-05-06,414.864516
2014-05-07,377.510197
2014-05-08,407.29772
2014-05-09,402.427453
2014-05-12,662.755086
2014-05-13,502.412761
2014-05-14,392.141239
2014-05-15,389.385292
2014-05-16,349.875868
2014-05-19,371.359506
2014-05-20,315.76339
2014-05-21,322.46808
2014-05-22,392.275497
2014-05-23,324.200202
2014-05-26,377.884827
2014-05-27,323.742565
2014-05-28,456.276194
2014-05-29,410.769127
2014-05-30,397.691998
2014-06-03,379.062261
2014-06-04,356.070228
2014-06-05,330.507747
2014-06-06,324.155995
2014-06-09,353.267321
2014-06-10,444.161412
2014-06-11,373.110807
2014-06-12,372.520417
2014-06-13,517.655115
2014-06-16,569.042984
2014-06-17,462.449778
