时间,期货成交量:沪深300指数期货
2024-05-29,75626
2024-05-30,83017
2024-05-31,72513
2024-06-03,86265
2024-06-04,84452
2024-06-05,66641
2024-06-06,102194
2024-06-07,102998
2024-06-11,85510
2024-06-12,65252
2024-06-13,79383
2024-06-14,99944
2024-06-17,89327
2024-06-18,96937
2024-06-19,93189
2024-06-20,105981
2024-06-21,118318
2024-06-24,88816
2024-06-25,95144
2024-06-26,85902
2024-06-27,74832
2024-06-28,90883
2024-07-01,73987
2024-07-02,62655
2024-07-03,61041
2024-07-04,77082
2024-07-05,93851
2024-07-08,66105
2024-07-09,99120
2024-07-10,63673
2024-07-11,87128
2024-07-12,63885
2024-07-15,67506
2024-07-16,89650
2024-07-17,95663
2024-07-18,120243
2024-07-19,121646
2024-07-22,87677
2024-07-23,88336
2024-07-24,99812
2024-07-25,100372
2024-07-26,84186
2024-07-29,56384
2024-07-30,81124
2024-07-31,122199
2024-08-01,81723
2024-08-02,86715
2024-08-05,122700
2024-08-06,106120
2024-08-07,76274
2024-08-08,80788
2024-08-09,76028
2024-08-12,67835
2024-08-13,83821
2024-08-14,76878
2024-08-15,125322
2024-08-16,86093
2024-08-19,67091
2024-08-20,77906
2024-08-21,63546
2024-08-22,70258
2024-08-23,71439
2024-08-26,64497
2024-08-27,56567
2024-08-28,76380
2024-08-29,78334
2024-08-30,129702
2024-09-02,87332
2024-09-03,77049
2024-09-04,77320
2024-09-05,74146
2024-09-06,82729
2024-09-09,90791
2024-09-10,95476
2024-09-11,78884
2024-09-12,84915
2024-09-13,93983
2024-09-18,129348
2024-09-19,164271
2024-09-20,124027
2024-09-23,85671
2024-09-24,171481
2024-09-25,198249
2024-09-26,210928
2024-09-27,349796
2024-09-30,376070
2024-10-08,405705
2024-10-09,394405
2024-10-10,289085
2024-10-11,248577
2024-10-14,214684
2024-10-15,189590
2024-10-16,205527
2024-10-17,201640
2024-10-18,322799
2024-10-21,195316
2024-10-22,150764
2024-10-23,176710
2024-10-24,128583
2024-10-25,157182
2024-10-28,121412
2024-10-29,146393
2024-10-30,142384
2024-10-31,176181
2024-11-01,165728
2024-11-04,116868
2024-11-05,196169
2024-11-06,207599
2024-11-07,213188
2024-11-08,227382
2024-11-11,186492
2024-11-12,205727
2024-11-13,164889
2024-11-14,164295
2024-11-15,174557
2024-11-18,191490
2024-11-19,174321
2024-11-20,138651
2024-11-21,114210
2024-11-22,161577
2024-11-25,156950
2024-11-26,123484
2024-11-27,159014
2024-11-28,134357
2024-11-29,177482
2024-12-02,150823
2024-12-03,132100
2024-12-04,121269
2024-12-05,107768
2024-12-06,169324
2024-12-09,128183
2024-12-10,193626
2024-12-11,115692
2024-12-12,142044
2024-12-13,184584
2024-12-16,118769
2024-12-17,170098
2024-12-18,136671
2024-12-19,152302
2024-12-20,148645
2024-12-23,124820
2024-12-24,127433
2024-12-25,111564
2024-12-26,77912
2024-12-27,120097
2024-12-30,104342
2024-12-31,146883
2025-01-02,183240
2025-01-03,162604
2025-01-06,138815
2025-01-07,113469
2025-01-08,160380
2025-01-09,99382
2025-01-10,120250
2025-01-13,126053
2025-01-14,173970
2025-01-15,112439
2025-01-16,151171
2025-01-17,142023
2025-01-20,115918
2025-01-21,108568
2025-01-22,123761
2025-01-23,174355
2025-01-24,136824
2025-01-27,106422
2025-02-05,107905
2025-02-06,126825
2025-02-07,174324
2025-02-10,109096
2025-02-11,89936
2025-02-12,124604
2025-02-13,133362
2025-02-14,130487
2025-02-17,125162
2025-02-18,145953
2025-02-19,126118
2025-02-20,115420
2025-02-21,153468
2025-02-24,123960
2025-02-25,120583
2025-02-26,122987
2025-02-27,131809
2025-02-28,152596
2025-03-03,136785
2025-03-04,105554
2025-03-05,103358
2025-03-06,144176
2025-03-07,100523
2025-03-10,116830
2025-03-11,107275
2025-03-12,115518
2025-03-13,124081
2025-03-14,205819
2025-03-17,146270
2025-03-18,128909
2025-03-19,135263
2025-03-20,140919
2025-03-21,165061
2025-03-24,105531
2025-03-25,93109
2025-03-26,89876
2025-03-27,112507
2025-03-28,101637
2025-03-31,124506
2025-04-01,79695
2025-04-02,73179
2025-04-03,120724
2025-04-07,287303
2025-04-08,241106
2025-04-09,218666
2025-04-10,157747
2025-04-11,129987
2025-04-14,92638
2025-04-15,93397
2025-04-16,123163
2025-04-17,129250
2025-04-18,96060
2025-04-21,77510
2025-04-22,66778
2025-04-23,84129
2025-04-24,83579
2025-04-25,82261
2025-04-28,68720
2025-04-29,63647
2025-04-30,71697
2025-05-06,88012
2025-05-07,100374
2025-05-08,106618
2025-05-09,73563
2025-05-12,110087
2025-05-13,83240
2025-05-14,139424
2025-05-15,99618
2025-05-16,86144
2025-05-19,69476
2025-05-20,72250
2025-05-21,77769
2025-05-22,72125
2025-05-23,110117
2025-05-26,86746
2025-05-27,75774
2025-05-28,65478
2025-05-29,102154
2025-05-30,89044
2025-06-03,75192
2025-06-04,69824
2025-06-05,69770
2025-06-06,64010
2025-06-09,88193
2025-06-10,98975
2025-06-11,112125
2025-06-12,83934
2025-06-13,100665
2025-06-16,102185
2025-06-17,95630
2025-06-18,105667
2025-06-19,117508
2025-06-20,93277
2025-06-23,92867
2025-06-24,113845
2025-06-25,123530
2025-06-26,84890
2025-06-27,107353
2025-06-30,78992
2025-07-01,70001
2025-07-02,70804
2025-07-03,73590
2025-07-04,126007
2025-07-07,67470
2025-07-08,94888
2025-07-09,82089
2025-07-10,97027
2025-07-11,163511
2025-07-14,80048
2025-07-15,124297
2025-07-16,100264
2025-07-17,105631
2025-07-18,114280
2025-07-21,89340
2025-07-22,117403
2025-07-23,131109
2025-07-24,114133
2025-07-25,92446
2025-07-28,92993
2025-07-29,97663
2025-07-30,138031
2025-07-31,156196
2025-08-01,99438
2025-08-04,77100
2025-08-05,80521
2025-08-06,73908
2025-08-07,93269
2025-08-08,75164
2025-08-11,104750
2025-08-12,103585
2025-08-13,126774
2025-08-14,153749
2025-08-15,140755
2025-08-18,150257
2025-08-19,109269
2025-08-20,130668
2025-08-21,121134
2025-08-22,140136
2025-08-25,180751
2025-08-26,133216
2025-08-27,176860
2025-08-28,197526
2025-08-29,199696
2025-09-01,144297
2025-09-02,195366
2025-09-03,196242
2025-09-04,214783
2025-09-05,160241
2025-09-08,141006
2025-09-09,121664
2025-09-10,130680
2025-09-11,169613
2025-09-12,148623
2025-09-15,137764
2025-09-16,153511
2025-09-17,162499
2025-09-18,220019
2025-09-19,163076
2025-09-22,110121
2025-09-23,170963
2025-09-24,146745
2025-09-25,133482
2025-09-26,121085
2025-09-29,166084
2025-09-30,110669
2025-10-09,135848
2025-10-10,162150
2025-10-13,168279
2025-10-14,188092
2025-10-15,155567
2025-10-16,153473
2025-10-17,169431
2025-10-20,112287
2025-10-21,122466
2025-10-22,96934
2025-10-23,128274
2025-10-24,116181
2025-10-27,113332
2025-10-28,112838
2025-10-29,100933
2025-10-30,137376
2025-10-31,139862
2025-11-03,115046
2025-11-04,118199
2025-11-05,116616
2025-11-06,111413
2025-11-07,86450
2025-11-10,106785
2025-11-11,110400
2025-11-12,120690
2025-11-13,111869
2025-11-14,109989
2025-11-17,114292
2025-11-18,121863
2025-11-19,122613
2025-11-20,128286
2025-11-21,166554
2025-11-24,113691
2025-11-25,108933
2025-11-26,97287
2025-11-27,100893
2025-11-28,90267
2025-12-01,97094
2025-12-02,81699
2025-12-03,97758
2025-12-04,92574
2025-12-05,124819
2025-12-08,120528
2025-12-09,99497
2025-12-10,122684
2025-12-11,106663
2025-12-12,124454
2025-12-15,120510
2025-12-16,150080
2025-12-17,189590
2025-12-18,146003
2025-12-19,138604
2025-12-22,92818
2025-12-23,92029
2025-12-24,98971
2025-12-25,87117
2025-12-26,118846
2025-12-29,96159
2025-12-30,94429
2025-12-31,103038
2026-01-05,123687
2026-01-06,136320
2026-01-07,112698
2026-01-08,119688
2026-01-09,148342
2026-01-12,156092
2026-01-13,172729
