时间,期货收盘价(活跃合约):沪深300指数期货
2020-11-05,4875
2020-11-06,4879.8
2020-11-09,4974.4
2020-11-10,4950
2020-11-11,4907.4
2020-11-12,4902.6
2020-11-13,4850.6
2020-11-16,4904.6
2020-11-17,4891.6
2020-11-18,4885.6
2020-11-19,4933.6
2020-11-20,4937.2
2020-11-23,4995
2020-11-24,4971.8
2020-11-25,4910
2020-11-26,4914
2020-11-27,4987.8
2020-11-30,4961.2
2020-12-01,5075
2020-12-02,5064.4
2020-12-03,5062.2
2020-12-04,5072.4
2020-12-07,5028.2
2020-12-08,5013.8
2020-12-09,4954
2020-12-10,4943.8
2020-12-11,4887.4
2020-12-14,4931.8
2020-12-15,4943.6
2020-12-16,4955
2020-12-17,5029.8
2020-12-18,4993
2020-12-21,5040.8
2020-12-22,4965
2020-12-23,5001.8
2020-12-24,5002.6
2020-12-25,5043.4
2020-12-28,5064.2
2020-12-29,5052.2
2020-12-30,5115.8
2020-12-31,5227
2021-01-04,5260
2021-01-05,5359.8
2021-01-06,5408.4
2021-01-07,5530
2021-01-08,5505.4
2021-01-11,5436.8
2021-01-12,5596.8
2021-01-13,5578.6
2021-01-14,5478.4
2021-01-15,5448
2021-01-18,5508
2021-01-19,5436.4
2021-01-20,5462.6
2021-01-21,5550
2021-01-22,5544.8
2021-01-25,5589
2021-01-26,5497.6
2021-01-27,5495
2021-01-28,5376
2021-01-29,5342.4
2021-02-01,5406
2021-02-02,5469.6
2021-02-03,5473.8
2021-02-04,5472.2
2021-02-05,5473.8
2021-02-08,5535.8
2021-02-09,5671.4
2021-02-10,5801
2021-02-18,5747.2
2021-02-19,5746.2
2021-02-22,5578
2021-02-23,5563.6
2021-02-24,5419.6
2021-02-25,5466.8
2021-02-26,5315
2021-03-01,5391.2
2021-03-02,5310
2021-03-03,5411
2021-03-04,5268.6
2021-03-05,5255.4
2021-03-08,5049.6
2021-03-09,4966.2
2021-03-10,4981
2021-03-11,5112
2021-03-12,5120
2021-03-15,5028.8
2021-03-16,5053.2
2021-03-17,5074.2
2021-03-18,5134.8
2021-03-19,4941
2021-03-22,5000.6
2021-03-23,4977.4
2021-03-24,4917.4
2021-03-25,4916.6
2021-03-26,5016.4
2021-03-29,5012
2021-03-30,5052
2021-03-31,5017.2
2021-04-01,5093.6
2021-04-02,5140.8
2021-04-06,5101
2021-04-07,5068
2021-04-08,5087.8
2021-04-09,5021.6
2021-04-12,4952.2
2021-04-13,4950.6
2021-04-14,4976.8
2021-04-15,4954
2021-04-16,4938.4
2021-04-19,5072.8
2021-04-20,5063.8
2021-04-21,5068
2021-04-22,5057.2
2021-04-23,5119.4
2021-04-26,5042
2021-04-27,5059.2
2021-04-28,5103.6
2021-04-29,5157.6
2021-04-30,5106.8
2021-05-06,5046
2021-05-07,4981.6
2021-05-10,4988.6
2021-05-11,5017.6
2021-05-12,5045.6
2021-05-13,4992.8
2021-05-14,5121.4
2021-05-17,5186.2
2021-05-18,5186.8
2021-05-19,5173
2021-05-20,5183.8
2021-05-21,5106.4
2021-05-24,5135.2
2021-05-25,5315.8
2021-05-26,5315.8
2021-05-27,5333
2021-05-28,5314
2021-05-31,5319.8
2021-06-01,5323
2021-06-02,5280.8
2021-06-03,5233.2
2021-06-04,5269.2
2021-06-07,5263.8
2021-06-08,5219.8
2021-06-09,5230.6
2021-06-10,5268.6
2021-06-11,5216.2
2021-06-15,5157.2
2021-06-16,5081
2021-06-17,5093
2021-06-18,5062.8
2021-06-21,5062.2
2021-06-22,5080.2
2021-06-23,5116.6
2021-06-24,5133.6
2021-06-25,5220
2021-06-28,5223
2021-06-29,5163.8
2021-06-30,5192.6
2021-07-01,5155.6
2021-07-02,5045.2
2021-07-05,5062
2021-07-06,5067
2021-07-07,5124.2
2021-07-08,5076.4
2021-07-09,5051
2021-07-12,5112
2021-07-13,5134
2021-07-14,5075
2021-07-15,5145.8
2021-07-16,5074.4
2021-07-19,5097.8
2021-07-20,5087.2
2021-07-21,5120.8
2021-07-22,5126.2
2021-07-23,5073.2
2021-07-26,4892
2021-07-27,4720.4
2021-07-28,4737.6
2021-07-29,4804.8
2021-07-30,4773.6
2021-08-02,4891.4
2021-08-03,4903.4
2021-08-04,4923.2
2021-08-05,4893.4
2021-08-06,4891.6
2021-08-09,4943.2
2021-08-10,5013.2
2021-08-11,4973.4
2021-08-12,4949
2021-08-13,4933.4
2021-08-16,4934.2
2021-08-17,4825.8
2021-08-18,4879
2021-08-19,4853
2021-08-20,4718
2021-08-23,4789.8
2021-08-24,4851.8
2021-08-25,4851.2
2021-08-26,4775.8
2021-08-27,4795.2
2021-08-30,4777
2021-08-31,4778.4
2021-09-01,4856.4
2021-09-02,4854.2
2021-09-03,4835.2
2021-09-06,4914
2021-09-07,4984.4
2021-09-08,4961
2021-09-09,4958.8
2021-09-10,5016.8
2021-09-13,4985.2
2021-09-14,4917.2
2021-09-15,4869.8
2021-09-16,4812.6
2021-09-17,4848.2
2021-09-22,4814.6
2021-09-23,4838.4
2021-09-24,4857.2
2021-09-27,4891.4
2021-09-28,4877.2
2021-09-29,4854
2021-09-30,4855.2
2021-10-08,4931.2
2021-10-11,4930.2
2021-10-12,4877.2
2021-10-13,4935.6
2021-10-14,4907.2
2021-10-15,4933
2021-10-18,4860
2021-10-19,4905.8
2021-10-20,4899.6
2021-10-21,4927.6
2021-10-22,4958.8
2021-10-25,4973.8
2021-10-26,4955.4
2021-10-27,4883.2
2021-10-28,4875.4
2021-10-29,4910
2021-11-01,4888.8
2021-11-02,4838.2
2021-11-03,4816.4
2021-11-04,4863.6
2021-11-05,4849.2
2021-11-08,4843.4
2021-11-09,4842
2021-11-10,4811
2021-11-11,4899.6
2021-11-12,4893.8
2021-11-15,4893
2021-11-16,4887.8
2021-11-17,4880.4
2021-11-18,4835.8
2021-11-19,4894.8
2021-11-22,4905
2021-11-23,4907.6
2021-11-24,4916.6
2021-11-25,4896.8
2021-11-26,4856
2021-11-29,4853.2
2021-11-30,4833.2
2021-12-01,4847.2
2021-12-02,4858.6
2021-12-03,4906.2
2021-12-06,4895.2
2021-12-07,4925
2021-12-08,5005.8
2021-12-09,5089.2
2021-12-10,5073
2021-12-13,5080.6
2021-12-14,5059.4
2021-12-15,5009.2
2021-12-16,5035.2
2021-12-17,4976.2
2021-12-20,4904
2021-12-21,4923.2
2021-12-22,4921.4
2021-12-23,4962.4
2021-12-24,4937.6
2021-12-27,4945
2021-12-28,4974.6
2021-12-29,4903
2021-12-30,4940
2021-12-31,4943
2022-01-04,4925.6
2022-01-05,4877
2022-01-06,4818.2
2022-01-07,4829.6
2022-01-10,4845.6
2022-01-11,4800.8
2022-01-12,4852.6
2022-01-13,4767.2
2022-01-14,4723.6
2022-01-17,4763.6
2022-01-18,4812.2
2022-01-19,4788.4
2022-01-20,4825
2022-01-21,4805.2
2022-01-24,4803.4
2022-01-25,4690.8
2022-01-26,4718.4
2022-01-27,4637.8
2022-01-28,4540.6
2022-02-07,4627.2
2022-02-08,4607.2
2022-02-09,4648.4
2022-02-10,4636.2
2022-02-11,4595.2
2022-02-14,4552.6
2022-02-15,4591.2
2022-02-16,4612.4
2022-02-17,4623.8
2022-02-18,4648.8
2022-02-21,4627.4
2022-02-22,4569.4
2022-02-23,4617.2
2022-02-24,4534
2022-02-25,4572
2022-02-28,4574.4
2022-03-01,4608.6
2022-03-02,4575
2022-03-03,4546.8
2022-03-04,4499.4
2022-03-07,4339.4
2022-03-08,4237
2022-03-09,4202
2022-03-10,4266.4
2022-03-11,4311
2022-03-14,4162.4
2022-03-15,3941.4
2022-03-16,4152.2
2022-03-17,4234
2022-03-18,4232.6
2022-03-21,4215
2022-03-22,4213.2
2022-03-23,4241.2
2022-03-24,4218.8
2022-03-25,4137
2022-03-28,4128.2
2022-03-29,4113.2
2022-03-30,4254.2
2022-03-31,4218.8
2022-04-01,4268
2022-04-06,4242
2022-04-07,4195.2
2022-04-08,4233.8
2022-04-11,4100
2022-04-12,4176
2022-04-13,4147.8
2022-04-14,4186.2
2022-04-15,4182.4
2022-04-18,4158.2
2022-04-19,4134.8
2022-04-20,4054.6
2022-04-21,3998.8
2022-04-22,4011.8
2022-04-25,3809.8
2022-04-26,3782
2022-04-27,3885.8
2022-04-28,3916
2022-04-29,4019.4
2022-05-05,3995
2022-05-06,3880.2
2022-05-09,3853.2
2022-05-10,3914
2022-05-11,3955.4
2022-05-12,3943.2
2022-05-13,3975.2
2022-05-16,3932.2
2022-05-17,3994.4
2022-05-18,3982.4
2022-05-19,3997
2022-05-20,4063
2022-05-23,4015
2022-05-24,3938.6
2022-05-25,3958
2022-05-26,3969.6
2022-05-27,3983.2
2022-05-30,4001.8
2022-05-31,4069.2
2022-06-01,4059.2
2022-06-02,4070.6
2022-06-06,4144.4
2022-06-07,4152.4
2022-06-08,4202.6
2022-06-09,4168
2022-06-10,4234
2022-06-13,4183.2
2022-06-14,4229.2
2022-06-15,4277.4
2022-06-16,4248.8
2022-06-17,4277.2
2022-06-20,4282.6
2022-06-21,4286.4
2022-06-22,4231
2022-06-23,4315.8
2022-06-24,4366.2
2022-06-27,4410.6
2022-06-28,4465.4
2022-06-29,4413.4
2022-06-30,4461.8
2022-07-01,4445.2
2022-07-04,4472.2
2022-07-05,4459.4
2022-07-06,4400.4
2022-07-07,4416.6
2022-07-08,4409.6
2022-07-11,4337
2022-07-12,4300.8
2022-07-13,4306.6
2022-07-14,4310
2022-07-15,4210
2022-07-18,4273
2022-07-19,4254.2
2022-07-20,4262.8
2022-07-21,4216.6
2022-07-22,4224.2
2022-07-25,4206.6
2022-07-26,4235.8
2022-07-27,4213
2022-07-28,4214.8
2022-07-29,4152.4
2022-08-01,4174
2022-08-02,4109.4
2022-08-03,4059.8
2022-08-04,4091
2022-08-05,4156.8
2022-08-08,4142.6
2022-08-09,4149.2
2022-08-10,4101.4
2022-08-11,4196
2022-08-12,4195.6
2022-08-15,4182.8
2022-08-16,4173
2022-08-17,4214.2
2022-08-18,4179
2022-08-19,4142
2022-08-22,4168.2
2022-08-23,4154.6
2022-08-24,4080.2
2022-08-25,4115
2022-08-26,4107.4
2022-08-29,4084
2022-08-30,4076.6
2022-08-31,4081.4
2022-09-01,4043.6
2022-09-02,4020.2
2022-09-05,4017.6
2022-09-06,4046.8
2022-09-07,4055.8
2022-09-08,4038.8
2022-09-09,4098.2
2022-09-13,4109.2
2022-09-14,4068.8
2022-09-15,4029.8
2022-09-16,3937.2
2022-09-19,3929
2022-09-20,3928.6
2022-09-21,3896.6
2022-09-22,3870
2022-09-23,3864.4
2022-09-26,3841.4
2022-09-27,3890.2
2022-09-28,3836.6
2022-09-29,3837.6
2022-09-30,3808.4
2022-10-10,3728.2
2022-10-11,3726.8
2022-10-12,3784.6
2022-10-13,3754.8
2022-10-14,3841.4
2022-10-17,3837.4
2022-10-18,3835.4
2022-10-19,3775.2
2022-10-20,3761
2022-10-21,3734.4
2022-10-24,3631
2022-10-25,3626.6
2022-10-26,3656.4
2022-10-27,3633
2022-10-28,3544.6
2022-10-31,3505.4
2022-11-01,3648.4
2022-11-02,3680.2
2022-11-03,3651.4
2022-11-04,3781.2
2022-11-07,3781.8
2022-11-08,3756.6
2022-11-09,3712.2
2022-11-10,3694
2022-11-11,3793.2
2022-11-14,3794
2022-11-15,3868
2022-11-16,3838.8
2022-11-17,3817.2
2022-11-18,3812
2022-11-21,3779.2
2022-11-22,3775.8
2022-11-23,3780.8
2022-11-24,3761
2022-11-25,3782.2
2022-11-28,3737
2022-11-29,3858.6
2022-11-30,3860.4
2022-12-01,3905
2022-12-02,3883.6
2022-12-05,3948
2022-12-06,3969.8
2022-12-07,3958.2
2022-12-08,3970.6
2022-12-09,4005
2022-12-12,3963.2
2022-12-13,3950.6
2022-12-14,3960.8
2022-12-15,3953.4
2022-12-16,3973.4
2022-12-19,3910.8
2022-12-20,3852
2022-12-21,3846
2022-12-22,3855
2022-12-23,3846
2022-12-26,3853
2022-12-27,3900
2022-12-28,3885
2022-12-29,3868.2
2022-12-30,3879.4
2023-01-03,3894.2
2023-01-04,3898
2023-01-05,3974.4
2023-01-06,3990.8
2023-01-09,4011.6
2023-01-10,4018
2023-01-11,4017.2
2023-01-12,4024.6
2023-01-13,4090.8
2023-01-16,4149.6
2023-01-17,4147
2023-01-18,4133.4
2023-01-19,4158
2023-01-20,4192.4
2023-01-30,4208
2023-01-31,4169.6
2023-02-01,4198
2023-02-02,4185.6
2023-02-03,4143.8
2023-02-06,4086.6
2023-02-07,4096.2
2023-02-08,4076.4
2023-02-09,4133.8
2023-02-10,4107.6
2023-02-13,4139
2023-02-14,4150
2023-02-15,4120.4
2023-02-16,4090
2023-02-17,4034.6
2023-02-20,4146.8
2023-02-21,4149.4
2023-02-22,4109.8
2023-02-23,4108.2
2023-02-24,4067.6
2023-02-27,4051.4
2023-02-28,4079.2
2023-03-01,4133.2
2023-03-02,4126.6
2023-03-03,4134.4
2023-03-06,4103
2023-03-07,4047.2
2023-03-08,4034.8
2023-03-09,4023
2023-03-10,3965.6
2023-03-13,4010
2023-03-14,3988.8
2023-03-15,3986.4
2023-03-16,3941
2023-03-17,3964
2023-03-20,3945.6
2023-03-21,3988.6
2023-03-22,4003.2
2023-03-23,4044.6
2023-03-24,4040.6
2023-03-27,4019
2023-03-28,4009.4
2023-03-29,4009
2023-03-30,4052.8
2023-03-31,4063.8
2023-04-03,4091.2
2023-04-04,4111.8
2023-04-06,4098
2023-04-07,4128.2
2023-04-10,4112.4
2023-04-11,4102.2
2023-04-12,4097.2
2023-04-13,4073.8
2023-04-14,4095
2023-04-17,4153.6
2023-04-18,4161.4
2023-04-19,4125.2
2023-04-20,4105.2
2023-04-21,4038.2
2023-04-24,3991
2023-04-25,3970.2
2023-04-26,3964.6
2023-04-27,3998
2023-04-28,4031.6
2023-05-04,4033.6
2023-05-05,4017.8
2023-05-08,4058
2023-05-09,4026.8
2023-05-10,3997.8
2023-05-11,3990.2
2023-05-12,3937.4
2023-05-15,4001
2023-05-16,3986.2
2023-05-17,3960.2
2023-05-18,3953.8
2023-05-19,3937.8
2023-05-22,3957.6
2023-05-23,3896.2
2023-05-24,3847.4
2023-05-25,3833
2023-05-26,3841
2023-05-29,3825
2023-05-30,3825.6
2023-05-31,3790.6
2023-06-01,3798
2023-06-02,3850.4
2023-06-05,3833.8
2023-06-06,3794
2023-06-07,3781.8
2023-06-08,3811
2023-06-09,3832.8
2023-06-12,3833.6
2023-06-13,3862.6
2023-06-14,3860.6
2023-06-15,3924.2
2023-06-16,3931.2
2023-06-19,3901.4
2023-06-20,3893
2023-06-21,3833.8
2023-06-26,3792.8
2023-06-27,3817
2023-06-28,3822
2023-06-29,3805.4
2023-06-30,3827.4
2023-07-03,3871.8
2023-07-04,3880.8
2023-07-05,3849.6
2023-07-06,3821
2023-07-07,3806.2
2023-07-10,3825.4
2023-07-11,3853.2
2023-07-12,3832.2
2023-07-13,3897
2023-07-14,3894.8
2023-07-17,3860
2023-07-18,3855.8
2023-07-19,3854.8
2023-07-20,3824.8
2023-07-21,3834
2023-07-24,3812
2023-07-25,3926.4
2023-07-26,3915.2
2023-07-27,3910.4
2023-07-28,4009.2
2023-07-31,4024.6
2023-08-01,4008.6
2023-08-02,3976.8
2023-08-03,4009.4
2023-08-04,4027.6
2023-08-07,4005.6
2023-08-08,3988.4
2023-08-09,3983
2023-08-10,3979.2
2023-08-11,3882.2
2023-08-14,3856.8
2023-08-15,3851.4
2023-08-16,3821.2
2023-08-17,3846.6
2023-08-18,3789.4
2023-08-21,3734.8
2023-08-22,3761
2023-08-23,3705
2023-08-24,3730
2023-08-25,3720.6
2023-08-28,3757.2
2023-08-29,3796.4
2023-08-30,3794
2023-08-31,3776.8
2023-09-01,3796.8
2023-09-04,3857
2023-09-05,3826.2
2023-09-06,3817.2
2023-09-07,3761.2
2023-09-08,3739.4
2023-09-11,3770
2023-09-12,3766.6
2023-09-13,3739.6
2023-09-14,3737.6
2023-09-15,3726.6
2023-09-18,3743.8
2023-09-19,3736.4
2023-09-20,3720.2
2023-09-21,3684
2023-09-22,3763.2
2023-09-25,3731.4
2023-09-26,3712.6
2023-09-27,3721.6
2023-09-28,3701
2023-10-09,3690.6
2023-10-10,3663.2
2023-10-11,3671
2023-10-12,3710
2023-10-13,3671
2023-10-16,3628.8
2023-10-17,3640.6
2023-10-18,3613.2
2023-10-19,3536.6
2023-10-20,3521.6
2023-10-23,3470.8
2023-10-24,3485.2
2023-10-25,3505.8
2023-10-26,3519.2
2023-10-27,3573
2023-10-30,3588.2
2023-10-31,3580.6
2023-11-01,3577
2023-11-02,3559.2
2023-11-03,3588
2023-11-06,3638
2023-11-07,3626
2023-11-08,3613.6
2023-11-09,3618
2023-11-10,3587.8
2023-11-13,3585.6
2023-11-14,3585
2023-11-15,3610
2023-11-16,3577
2023-11-17,3571
2023-11-20,3582
2023-11-21,3589
2023-11-22,3548.6
2023-11-23,3571.6
2023-11-24,3542.4
2023-11-27,3517.2
2023-11-28,3523.2
2023-11-29,3497.4
2023-11-30,3502.6
2023-12-01,3484
2023-12-04,3458.4
2023-12-05,3380
2023-12-06,3391.4
2023-12-07,3387.6
2023-12-08,3395.6
2023-12-11,3418.6
2023-12-12,3427
2023-12-13,3368
2023-12-14,3352.4
2023-12-15,3342.6
2023-12-18,3335
2023-12-19,3341.8
2023-12-20,3309.6
2023-12-21,3342.4
2023-12-22,3348
2023-12-25,3356.2
2023-12-26,3333.4
2023-12-27,3342.2
2023-12-28,3432.2
2023-12-29,3439.4
2024-01-02,3388.2
2024-01-03,3383
2024-01-04,3350.2
2024-01-05,3334.2
2024-01-08,3279.6
2024-01-09,3292.4
2024-01-10,3278.2
2024-01-11,3297.6
2024-01-12,3286.4
2024-01-15,3280.2
2024-01-16,3301.4
2024-01-17,3222.4
2024-01-18,3249.2
2024-01-19,3242
2024-01-22,3179
2024-01-23,3212.2
2024-01-24,3264
2024-01-25,3334.2
2024-01-26,3327.6
2024-01-29,3294
2024-01-30,3237.4
2024-01-31,3212
2024-02-01,3213.6
2024-02-02,3165.4
2024-02-05,3171.2
2024-02-06,3303
2024-02-07,3316.6
2024-02-08,3353.6
2024-02-19,3373
2024-02-20,3387
2024-02-21,3455
2024-02-22,3484
2024-02-23,3487
2024-02-26,3445.4
2024-02-27,3497.4
2024-02-28,3456.8
2024-02-29,3515.4
2024-03-01,3540
2024-03-04,3531
2024-03-05,3545.6
2024-03-06,3545.2
2024-03-07,3526
2024-03-08,3541
2024-03-11,3590.2
2024-03-12,3598.4
2024-03-13,3577.8
2024-03-14,3566
2024-03-15,3574
2024-03-18,3607.8
2024-03-19,3582.4
2024-03-20,3585
2024-03-21,3584.2
2024-03-22,3540.2
2024-03-25,3532
2024-03-26,3542.8
2024-03-27,3504.8
2024-03-28,3521.8
2024-03-29,3539.2
2024-04-01,3600.4
2024-04-02,3589.6
2024-04-03,3574.6
2024-04-08,3541.8
2024-04-09,3536.4
2024-04-10,3508.6
2024-04-11,3508.8
2024-04-12,3472.4
2024-04-15,3546.4
2024-04-16,3514
2024-04-17,3563.4
2024-04-18,3569
2024-04-19,3542
2024-04-22,3535.6
2024-04-23,3509.6
2024-04-24,3523.6
2024-04-25,3533.4
2024-04-26,3587.6
2024-04-29,3631.6
2024-04-30,3610.2
2024-05-06,3656.2
2024-05-07,3658
2024-05-08,3628.6
2024-05-09,3663.6
2024-05-10,3665
2024-05-13,3661.6
2024-05-14,3655.6
2024-05-15,3629.6
2024-05-16,3623
2024-05-17,3669
2024-05-20,3675
2024-05-21,3662.2
2024-05-22,3666.4
2024-05-23,3629.2
2024-05-24,3589
2024-05-27,3617.4
2024-05-28,3596.4
2024-05-29,3596.2
2024-05-30,3586
2024-05-31,3571.8
2024-06-03,3572.6
2024-06-04,3597.6
2024-06-05,3584
2024-06-06,3584.4
2024-06-07,3558.8
2024-06-11,3536.6
2024-06-12,3531.2
2024-06-13,3517.6
2024-06-14,3533.6
2024-06-17,3527.6
2024-06-18,3537.2
2024-06-19,3527.6
2024-06-20,3505
2024-06-21,3463
2024-06-24,3450
2024-06-25,3427.8
2024-06-26,3447.2
2024-06-27,3430
2024-06-28,3435.4
2024-07-01,3448.6
2024-07-02,3444.6
2024-07-03,3438.2
2024-07-04,3419
2024-07-05,3404.8
2024-07-08,3379.2
2024-07-09,3418.2
2024-07-10,3412.4
2024-07-11,3455.8
2024-07-12,3461.6
2024-07-15,3461
2024-07-16,3485.8
2024-07-17,3493.2
2024-07-18,3515.2
2024-07-19,3510.2
2024-07-22,3492.4
2024-07-23,3429.8
2024-07-24,3402.4
2024-07-25,3380.6
2024-07-26,3397.4
2024-07-29,3382.2
2024-07-30,3359.6
2024-07-31,3444.4
2024-08-01,3417.2
2024-08-02,3379.6
2024-08-05,3342.8
2024-08-06,3336.2
2024-08-07,3332.6
2024-08-08,3339.4
2024-08-09,3325.4
2024-08-12,3325.8
2024-08-13,3330
2024-08-14,3304.2
2024-08-15,3339.8
2024-08-16,3335.2
2024-08-19,3348.2
2024-08-20,3320
2024-08-21,3312.4
2024-08-22,3301.8
2024-08-23,3321.8
2024-08-26,3320.8
2024-08-27,3304.2
2024-08-28,3281.4
2024-08-29,3275.2
2024-08-30,3322.4
2024-09-02,3259.8
2024-09-03,3267
2024-09-04,3250
2024-09-05,3254
2024-09-06,3226.6
2024-09-09,3189.2
2024-09-10,3188.2
2024-09-11,3183
2024-09-12,3174.8
2024-09-13,3158
2024-09-18,3171.6
2024-09-19,3198.4
2024-09-20,3193.6
2024-09-23,3206.8
2024-09-24,3359.8
2024-09-25,3404.6
2024-09-26,3588
2024-09-27,3827.8
2024-09-30,4160.6
2024-10-08,4261.2
2024-10-09,3934
2024-10-10,4010.8
2024-10-11,3904.4
2024-10-14,3963.2
2024-10-15,3852.2
2024-10-16,3832
2024-10-17,3784.4
2024-10-18,3934.4
2024-10-21,3942.4
2024-10-22,3968.8
2024-10-23,3982.8
2024-10-24,3937
2024-10-25,3958
2024-10-28,3972.2
2024-10-29,3940
2024-10-30,3896
2024-10-31,3893
2024-11-01,3905
2024-11-04,3959
2024-11-05,4068
2024-11-06,4040.8
2024-11-07,4183.8
2024-11-08,4112.2
2024-11-11,4133.2
2024-11-12,4083.8
2024-11-13,4112.8
2024-11-14,4041.8
2024-11-15,3975.2
2024-11-18,3954.6
2024-11-19,3973.2
2024-11-20,3980
2024-11-21,3989.2
2024-11-22,3860.8
2024-11-25,3839
2024-11-26,3836
2024-11-27,3901.4
2024-11-28,3872.4
2024-11-29,3911
2024-12-02,3942
2024-12-03,3945.6
2024-12-04,3924.8
2024-12-05,3918.6
2024-12-06,3968
2024-12-09,3963.4
2024-12-10,4000.4
2024-12-11,3994
2024-12-12,4038.8
2024-12-13,3935
2024-12-16,3911.4
2024-12-17,3922.4
2024-12-18,3940.2
2024-12-19,3944.8
2024-12-20,3936
2024-12-23,3937.4
2024-12-24,3988.8
2024-12-25,3986.8
2024-12-26,3990.4
2024-12-27,3987
2024-12-30,4003.4
2024-12-31,3921
2025-01-02,3817.8
2025-01-03,3779
2025-01-06,3762
2025-01-07,3789.6
2025-01-08,3781.2
2025-01-09,3772.2
2025-01-10,3728
2025-01-13,3724
2025-01-14,3816.8
2025-01-15,3794.6
2025-01-16,3792.2
2025-01-17,3807.2
2025-01-20,3827
2025-01-21,3831.6
2025-01-22,3790.8
2025-01-23,3798.6
2025-01-24,3843.8
2025-01-27,3795
2025-02-05,3788.8
2025-02-06,3841.6
2025-02-07,3897.8
2025-02-10,3899
2025-02-11,3883.2
2025-02-12,3918.4
2025-02-13,3910
2025-02-14,3944.4
2025-02-17,3948.2
2025-02-18,3918.2
2025-02-19,3939.4
2025-02-20,3926.8
2025-02-21,3981.6
2025-02-24,3967.2
2025-02-25,3928.6
2025-02-26,3957.2
2025-02-27,3973.6
2025-02-28,3899.8
2025-03-03,3886.6
2025-03-04,3882.2
2025-03-05,3894.6
2025-03-06,3954.2
2025-03-07,3943.8
2025-03-10,3917.8
2025-03-11,3930
2025-03-12,3923.2
2025-03-13,3904.8
2025-03-14,4012.8
2025-03-17,3996
2025-03-18,4005.6
2025-03-19,4013.2
2025-03-20,3977.6
2025-03-21,3882.8
2025-03-24,3900.2
2025-03-25,3904.4
2025-03-26,3891.8
2025-03-27,3904.6
2025-03-28,3884
2025-03-31,3858.6
2025-04-01,3859.6
2025-04-02,3857.6
2025-04-03,3837
2025-04-07,3452.6
2025-04-08,3543.8
2025-04-09,3614
2025-04-10,3673
2025-04-11,3686.6
2025-04-14,3694.8
2025-04-15,3690.4
2025-04-16,3690.8
2025-04-17,3710.6
2025-04-18,3708.8
2025-04-21,3733.2
2025-04-22,3733
2025-04-23,3734
2025-04-24,3736.8
2025-04-25,3739.2
2025-04-28,3730.6
2025-04-29,3724.8
2025-04-30,3716.2
2025-05-06,3766.2
2025-05-07,3785
2025-05-08,3816
2025-05-09,3808.6
2025-05-12,3853
2025-05-13,3851
2025-05-14,3907.4
2025-05-15,3872.8
2025-05-16,3846
2025-05-19,3843.2
2025-05-20,3865.4
2025-05-21,3881.2
2025-05-22,3879.6
2025-05-23,3846.2
2025-05-26,3831.2
2025-05-27,3809.2
2025-05-28,3805
2025-05-29,3832.8
2025-05-30,3822.4
2025-06-03,3824.8
2025-06-04,3842.4
2025-06-05,3852
2025-06-06,3855.4
2025-06-09,3867.8
2025-06-10,3841
2025-06-11,3878.8
2025-06-12,3883.6
2025-06-13,3856.4
2025-06-16,3869.8
2025-06-17,3868.6
2025-06-18,3872.2
2025-06-19,3840.4
2025-06-20,3773.6
2025-06-23,3797.4
2025-06-24,3852.4
2025-06-25,3922.8
2025-06-26,3904.2
2025-06-27,3876.6
2025-06-30,3885.8
2025-07-01,3886
2025-07-02,3894.2
2025-07-03,3918
2025-07-04,3936
2025-07-07,3918
2025-07-08,3958.6
2025-07-09,3952.8
2025-07-10,3972
2025-07-11,3993.4
2025-07-14,3985.8
2025-07-15,3980.6
2025-07-16,3971
2025-07-17,4011.8
2025-07-18,4041.8
2025-07-21,4064.8
2025-07-22,4109.8
2025-07-23,4109.2
2025-07-24,4141.2
2025-07-25,4116
2025-07-28,4122
2025-07-29,4141.4
2025-07-30,4136.4
2025-07-31,4057
2025-08-01,4029.6
2025-08-04,4052.8
2025-08-05,4082
2025-08-06,4097
2025-08-07,4092.6
2025-08-08,4083.2
2025-08-11,4104.8
2025-08-12,4131.2
2025-08-13,4170.8
2025-08-14,4163.8
2025-08-15,4209.4
2025-08-18,4237.8
2025-08-19,4216.2
2025-08-20,4270
2025-08-21,4282.2
2025-08-22,4394
2025-08-25,4474.6
2025-08-26,4449
2025-08-27,4384
2025-08-28,4460.4
2025-08-29,4506.2
2025-09-01,4510.6
2025-09-02,4481.2
2025-09-03,4430
2025-09-04,4349.4
2025-09-05,4456.6
2025-09-08,4453
2025-09-09,4426.2
2025-09-10,4432.4
2025-09-11,4562
2025-09-12,4523.2
2025-09-15,4527.8
2025-09-16,4516.8
2025-09-17,4553.2
2025-09-18,4487.2
2025-09-19,4464.4
2025-09-22,4484
2025-09-23,4483.8
2025-09-24,4530
2025-09-25,4562.2
2025-09-26,4525
2025-09-29,4604.6
2025-09-30,4618
2025-10-09,4689.2
2025-10-10,4592.2
2025-10-13,4562.6
2025-10-14,4507.2
2025-10-15,4576.4
2025-10-16,4590
2025-10-17,4485.2
2025-10-20,4506.8
2025-10-21,4577.6
2025-10-22,4563.4
2025-10-23,4580.8
2025-10-24,4634.8
2025-10-27,4684.4
2025-10-28,4669.6
2025-10-29,4732.6
2025-10-30,4690
2025-10-31,4631.4
2025-11-03,4634.8
2025-11-04,4589
2025-11-05,4596.6
2025-11-06,4670.8
2025-11-07,4659.4
2025-11-10,4672
2025-11-11,4626.8
