时间,期货收盘价(活跃合约):沪深300指数期货
2015-10-27,3478.6
2015-10-28,3413
2015-10-29,3440
2015-10-30,3439.2
2015-11-02,3403
2015-11-03,3376.6
2015-11-04,3591.2
2015-11-05,3638.4
2015-11-06,3753
2015-11-09,3775.4
2015-11-10,3776
2015-11-11,3806
2015-11-12,3756.8
2015-11-13,3722.2
2015-11-16,3650
2015-11-17,3605.6
2015-11-18,3596.2
2015-11-19,3688.8
2015-11-20,3644.8
2015-11-23,3619.2
2015-11-24,3655.6
2015-11-25,3695
2015-11-26,3662
2015-11-27,3487.4
2015-11-30,3485.8
2015-12-01,3524.8
2015-12-02,3692
2015-12-03,3699.6
2015-12-04,3638
2015-12-07,3620
2015-12-08,3579.2
2015-12-09,3593.2
2015-12-10,3567
2015-12-11,3593
2015-12-14,3711.8
2015-12-15,3670.4
2015-12-16,3675
2015-12-17,3754.4
2015-12-18,3704.8
2015-12-21,3800.2
2015-12-22,3819
2015-12-23,3805
2015-12-24,3775.2
2015-12-25,3806.8
2015-12-28,3647.6
2015-12-29,3695.8
2015-12-30,3696.8
2015-12-31,3658.2
2016-01-04,3425
2016-01-05,3408.8
2016-01-06,3465
2016-01-07,3245.2
2016-01-08,3309
2016-01-11,3151.8
2016-01-12,3196.6
2016-01-13,3152.8
2016-01-14,3204.6
2016-01-15,3027.8
2016-01-18,3042
2016-01-19,3134
2016-01-20,3074
2016-01-21,3011
2016-01-22,3042
2016-01-25,3044.2
2016-01-26,2899
2016-01-27,2867.6
2016-01-28,2816.8
2016-01-29,2903.8
2016-02-01,2883.8
2016-02-02,2948.8
2016-02-03,2939.4
2016-02-04,2978.8
2016-02-05,2937.2
2016-02-15,2929.8
2016-02-16,3016.6
2016-02-17,2987.8
2016-02-18,2981.8
2016-02-19,2980.8
2016-02-22,3042
2016-02-23,3022.4
2016-02-24,3039.8
2016-02-25,2847
2016-02-26,2880
2016-02-29,2789
2016-03-01,2864.2
2016-03-02,3009
2016-03-03,3008.6
2016-03-04,3052.4
2016-03-07,3083.8
2016-03-08,3075.4
2016-03-09,3016.6
2016-03-10,2983
2016-03-11,2986.6
2016-03-14,3042
2016-03-15,3046.6
2016-03-16,3062
2016-03-17,3123
2016-03-18,3125
2016-03-21,3210.2
2016-03-22,3194.6
2016-03-23,3196
2016-03-24,3144.8
2016-03-25,3162.8
2016-03-28,3129.8
2016-03-29,3104
2016-03-30,3190
2016-03-31,3191
2016-04-01,3206.6
2016-04-05,3236.2
2016-04-06,3239.4
2016-04-07,3202.8
2016-04-08,3180
2016-04-11,3213.8
2016-04-12,3215.4
2016-04-13,3251.6
2016-04-14,3269.2
2016-04-15,3237.6
2016-04-18,3191.6
2016-04-19,3192.6
2016-04-20,3114.8
2016-04-21,3115
2016-04-22,3141.2
2016-04-25,3127.6
2016-04-26,3143
2016-04-27,3125.8
2016-04-28,3121.2
2016-04-29,3128
2016-05-03,3200
2016-05-04,3188.2
2016-05-05,3192.6
2016-05-06,3088.4
2016-05-09,3022
2016-05-10,3035.2
2016-05-11,3052.4
2016-05-12,3066.6
2016-05-13,3068
2016-05-16,3082.4
2016-05-17,3081.4
2016-05-18,3019
2016-05-19,3014.2
2016-05-20,3034.2
2016-05-23,3043
2016-05-24,3028.6
2016-05-25,3021.6
2016-05-26,3026
2016-05-27,3033.6
2016-05-30,3036.6
2016-05-31,3158.8
2016-06-01,3131.8
2016-06-02,3135.4
2016-06-03,3177.4
2016-06-06,3157.4
2016-06-07,3160
2016-06-08,3148
2016-06-13,3028.8
2016-06-14,3050.4
2016-06-15,3100
2016-06-16,3028.8
2016-06-17,3036.4
2016-06-20,3049.2
2016-06-21,3037.8
2016-06-22,3076
2016-06-23,3061.6
2016-06-24,3013.2
2016-06-27,3078
2016-06-28,3094
2016-06-29,3111
2016-06-30,3111.2
2016-07-01,3101
2016-07-04,3170
2016-07-05,3172.8
2016-07-06,3184.2
2016-07-07,3185.6
2016-07-08,3171.4
2016-07-11,3176.6
2016-07-12,3262.6
2016-07-13,3272.4
2016-07-14,3241
2016-07-15,3243.2
2016-07-18,3224.2
2016-07-19,3206
2016-07-20,3196
2016-07-21,3220.2
2016-07-22,3194.2
2016-07-25,3198
2016-07-26,3247
2016-07-27,3163
2016-07-28,3191
2016-07-29,3181.8
2016-08-01,3151.6
2016-08-02,3164.8
2016-08-03,3166
2016-08-04,3177.2
2016-08-05,3193
2016-08-08,3223
2016-08-09,3244
2016-08-10,3234.2
2016-08-11,3226.2
2016-08-12,3288
2016-08-15,3380
2016-08-16,3373.4
2016-08-17,3341.8
2016-08-18,3336
2016-08-19,3332.4
2016-08-22,3317
2016-08-23,3318
2016-08-24,3302.2
2016-08-25,3284.2
2016-08-26,3278.4
2016-08-29,3279.2
2016-08-30,3293.2
2016-08-31,3310.6
2016-09-01,3271.8
2016-09-02,3289
2016-09-05,3299.4
2016-09-06,3329
2016-09-07,3330.2
2016-09-08,3328.2
2016-09-09,3309
2016-09-12,3234.6
2016-09-13,3245.6
2016-09-14,3187.8
2016-09-19,3214
2016-09-20,3214.4
2016-09-21,3236.6
2016-09-22,3262.8
2016-09-23,3248.4
2016-09-26,3204.8
2016-09-27,3224.8
2016-09-28,3221.4
2016-09-29,3241.8
2016-09-30,3246
2016-10-10,3289.2
2016-10-11,3298
2016-10-12,3289.8
2016-10-13,3287.2
2016-10-14,3301.8
2016-10-17,3271
2016-10-18,3317
2016-10-19,3312.8
2016-10-20,3289.6
2016-10-21,3297.2
2016-10-24,3344.2
2016-10-25,3338.8
2016-10-26,3329.8
2016-10-27,3324.6
2016-10-28,3324
2016-10-31,3317.4
2016-11-01,3341.2
2016-11-02,3319.2
2016-11-03,3351.8
2016-11-04,3338.6
2016-11-07,3343.4
2016-11-08,3365.2
2016-11-09,3348.2
2016-11-10,3379.4
2016-11-11,3416.8
2016-11-14,3425.6
2016-11-15,3423.2
2016-11-16,3398.2
2016-11-17,3405.8
2016-11-18,3394.6
2016-11-21,3415
2016-11-22,3450.8
2016-11-23,3458.6
2016-11-24,3464.8
2016-11-25,3517
2016-11-28,3532.4
2016-11-29,3561.6
2016-11-30,3534.6
2016-12-01,3568.4
2016-12-02,3526
2016-12-05,3453
2016-12-06,3448.4
2016-12-07,3459.4
2016-12-08,3458.6
2016-12-09,3479
2016-12-12,3390.4
2016-12-13,3391
2016-12-14,3371.6
2016-12-15,3299.6
2016-12-16,3313.6
2016-12-19,3299
2016-12-20,3274
2016-12-21,3310
2016-12-22,3300
2016-12-23,3277
2016-12-26,3289.6
2016-12-27,3290.4
2016-12-28,3281.4
2016-12-29,3283
2016-12-30,3285
2017-01-03,3326
2017-01-04,3358.4
2017-01-05,3350.8
2017-01-06,3336.4
2017-01-09,3352
2017-01-10,3343.6
2017-01-11,3323
2017-01-12,3300
2017-01-13,3309.2
2017-01-16,3301.2
2017-01-17,3315.4
2017-01-18,3345
2017-01-19,3322.2
2017-01-20,3353
2017-01-23,3352
2017-01-24,3353.4
2017-01-25,3369.2
2017-01-26,3377.6
2017-02-03,3357
2017-02-06,3354
2017-02-07,3349
2017-02-08,3369.4
2017-02-09,3380.6
2017-02-10,3402
2017-02-13,3419
2017-02-14,3402.6
2017-02-15,3390
2017-02-16,3411.8
2017-02-17,3392.4
2017-02-20,3462.6
2017-02-21,3459.2
2017-02-22,3467
2017-02-23,3453.6
2017-02-24,3453
2017-02-27,3426.6
2017-02-28,3429.4
2017-03-01,3435.2
2017-03-02,3418
2017-03-03,3405
2017-03-06,3422
2017-03-07,3432.6
2017-03-08,3430.4
2017-03-09,3403.8
2017-03-10,3406.6
2017-03-13,3452.8
2017-03-14,3446
2017-03-15,3451.4
2017-03-16,3456.8
2017-03-17,3407.2
2017-03-20,3417.6
2017-03-21,3435
2017-03-22,3421.4
2017-03-23,3433.8
2017-03-24,3483.4
2017-03-27,3461
2017-03-28,3458
2017-03-29,3456.6
2017-03-30,3431.6
2017-03-31,3450.4
2017-04-05,3507.2
2017-04-06,3504
2017-04-07,3510.6
2017-04-10,3501.6
2017-04-11,3505
2017-04-12,3496
2017-04-13,3508.6
2017-04-14,3477
2017-04-17,3472.4
2017-04-18,3462.6
2017-04-19,3440
2017-04-20,3441.6
2017-04-21,3441.2
2017-04-24,3408.2
2017-04-25,3422.6
2017-04-26,3427.8
2017-04-27,3426.8
2017-04-28,3420.4
2017-05-02,3407.4
2017-05-03,3396.8
2017-05-04,3383.4
2017-05-05,3360.4
2017-05-08,3339.4
2017-05-09,3342.2
2017-05-10,3323.8
2017-05-11,3341.4
2017-05-12,3367.2
2017-05-15,3386.6
2017-05-16,3431
2017-05-17,3391
2017-05-18,3374.8
2017-05-19,3381.8
2017-05-22,3382.2
2017-05-23,3402
2017-05-24,3402
2017-05-25,3486
2017-05-26,3480.6
2017-05-31,3482
2017-06-01,3489
2017-06-02,3480.8
2017-06-05,3456.6
2017-06-06,3484.6
2017-06-07,3533
2017-06-08,3559.8
2017-06-09,3578.6
2017-06-12,3568
2017-06-13,3576.2
2017-06-14,3532
2017-06-15,3504.8
2017-06-16,3488
2017-06-19,3530
2017-06-20,3521
2017-06-21,3558.4
2017-06-22,3560.8
2017-06-23,3597.4
2017-06-26,3647.2
2017-06-27,3650.4
2017-06-28,3627
2017-06-29,3649
2017-06-30,3642.6
2017-07-03,3625.8
2017-07-04,3587
2017-07-05,3640.8
2017-07-06,3633.2
2017-07-07,3627.2
2017-07-10,3634
2017-07-11,3661.8
2017-07-12,3638.8
2017-07-13,3679.2
2017-07-14,3698.8
2017-07-17,3649.8
2017-07-18,3650
2017-07-19,3729.4
2017-07-20,3747.2
2017-07-21,3716
2017-07-24,3733
2017-07-25,3704.8
2017-07-26,3684
2017-07-27,3690.6
2017-07-28,3708.4
2017-07-31,3722.2
2017-08-01,3748.8
2017-08-02,3753.4
2017-08-03,3715.8
2017-08-04,3692
2017-08-07,3715
2017-08-08,3717.4
2017-08-09,3715
2017-08-10,3701
2017-08-11,3627.8
2017-08-14,3681.4
2017-08-15,3680.6
2017-08-16,3673.8
2017-08-17,3703
2017-08-18,3705
2017-08-21,3721.2
2017-08-22,3732.6
2017-08-23,3741.6
2017-08-24,3724
2017-08-25,3794.8
2017-08-28,3843.8
2017-08-29,3837.8
2017-08-30,3834.2
2017-08-31,3829.6
2017-09-01,3837.8
2017-09-04,3842.6
2017-09-05,3854.2
2017-09-06,3846.6
2017-09-07,3828.2
2017-09-08,3820.8
2017-09-11,3831.4
2017-09-12,3844.2
2017-09-13,3844.2
2017-09-14,3830.4
2017-09-15,3823
2017-09-18,3854.8
2017-09-19,3823.8
2017-09-20,3845.4
2017-09-21,3837.2
2017-09-22,3829.4
2017-09-25,3801.4
2017-09-26,3813.8
2017-09-27,3819.8
2017-09-28,3831
2017-09-29,3849.2
2017-10-09,3888.8
2017-10-10,3893
2017-10-11,3902.2
2017-10-12,3916
2017-10-13,3933
2017-10-16,3918
2017-10-17,3911
2017-10-18,3930.8
2017-10-19,3922.6
2017-10-20,3911.8
2017-10-23,3922
2017-10-24,3945.6
2017-10-25,3967
2017-10-26,3993.8
2017-10-27,4021.8
2017-10-30,3981.6
2017-10-31,3993.8
2017-11-01,3981.6
2017-11-02,3987.4
2017-11-03,3963.4
2017-11-06,4008.4
2017-11-07,4049
2017-11-08,4046.6
2017-11-09,4080.2
2017-11-10,4115.6
2017-11-13,4127.4
2017-11-14,4098.8
2017-11-15,4070.8
2017-11-16,4107
2017-11-17,4118.2
2017-11-20,4146
2017-11-21,4232.4
2017-11-22,4235.6
2017-11-23,4099
2017-11-24,4099.2
2017-11-27,4022
2017-11-28,4041.2
2017-11-29,4035.8
2017-11-30,3982
2017-12-01,3978.8
2017-12-04,3999
2017-12-05,4017.2
2017-12-06,3988
2017-12-07,3948.6
2017-12-08,3998
2017-12-11,4067.4
2017-12-12,4010.2
2017-12-13,4046.6
2017-12-14,4027.2
2017-12-15,3977
2017-12-18,3984.8
2017-12-19,4044
2017-12-20,4029
2017-12-21,4082
2017-12-22,4069.2
2017-12-25,4049.2
2017-12-26,4068.8
2017-12-27,3991.4
2017-12-28,4030
2017-12-29,4039.8
2018-01-02,4104
2018-01-03,4121.6
2018-01-04,4135.8
2018-01-05,4148.2
2018-01-08,4163.8
2018-01-09,4197.4
2018-01-10,4212.2
2018-01-11,4208.4
2018-01-12,4229
2018-01-15,4223.4
2018-01-16,4269.2
2018-01-17,4250.6
2018-01-18,4280
2018-01-19,4303.6
2018-01-22,4354.8
2018-01-23,4400
2018-01-24,4404.6
2018-01-25,4373
2018-01-26,4397.8
2018-01-29,4315.2
2018-01-30,4267.6
2018-01-31,4280
2018-02-01,4239.4
2018-02-02,4270.4
2018-02-05,4264
2018-02-06,4119.8
2018-02-07,4023
2018-02-08,4000.6
2018-02-09,3774.6
2018-02-12,3855
2018-02-13,3904.6
2018-02-14,3952.4
2018-02-22,4025.4
2018-02-23,4049.6
2018-02-26,4108.2
2018-02-27,4042
2018-02-28,4002
2018-03-01,4035
2018-03-02,4010
2018-03-05,3992
2018-03-06,4064
2018-03-07,4009.4
2018-03-08,4065.2
2018-03-09,4103.6
2018-03-12,4119.4
2018-03-13,4075.2
2018-03-14,4065
2018-03-15,4097.6
2018-03-16,4027.2
2018-03-19,4049.2
2018-03-20,4049.6
2018-03-21,4025
2018-03-22,3983.4
2018-03-23,3816.4
2018-03-26,3854
2018-03-27,3898
2018-03-28,3809.2
2018-03-29,3886.4
2018-03-30,3884.2
2018-04-02,3856.4
2018-04-03,3853.6
2018-04-04,3841.6
2018-04-09,3845.8
2018-04-10,3925.8
2018-04-11,3932.6
2018-04-12,3892.4
2018-04-13,3860.4
2018-04-16,3796.6
2018-04-17,3738.8
2018-04-18,3754
2018-04-19,3811
2018-04-20,3732.6
2018-04-23,3748
2018-04-24,3835.4
2018-04-25,3818
2018-04-26,3735.4
2018-04-27,3746
2018-05-02,3758.8
2018-05-03,3786
2018-05-04,3763.4
2018-05-07,3827.2
2018-05-08,3880
2018-05-09,3869
2018-05-10,3897.8
2018-05-11,3876.2
2018-05-14,3912.2
2018-05-15,3924.6
2018-05-16,3873
2018-05-17,3840.8
2018-05-18,3903
2018-05-21,3907.4
2018-05-22,3895
2018-05-23,3835.4
2018-05-24,3805.2
2018-05-25,3789.2
2018-05-28,3821.2
2018-05-29,3775
2018-05-30,3699.2
2018-05-31,3784
2018-06-01,3752.8
2018-06-04,3786
2018-06-05,3822.8
2018-06-06,3823.6
2018-06-07,3817.2
2018-06-08,3761
2018-06-11,3773.4
2018-06-12,3818
2018-06-13,3778.4
2018-06-14,3768.6
2018-06-15,3722
2018-06-19,3569.6
2018-06-20,3596.4
2018-06-21,3546.6
2018-06-22,3572.4
2018-06-25,3509.2
2018-06-26,3492
2018-06-27,3388.2
2018-06-28,3380.2
2018-06-29,3477.2
2018-07-02,3352.6
2018-07-03,3364.8
2018-07-04,3330.6
2018-07-05,3303.4
2018-07-06,3328.2
2018-07-09,3439.8
2018-07-10,3445.8
2018-07-11,3379.4
2018-07-12,3475.2
2018-07-13,3476.6
2018-07-16,3459
2018-07-17,3442
2018-07-18,3424
2018-07-19,3431.8
2018-07-20,3482.4
2018-07-23,3509.2
2018-07-24,3574.2
2018-07-25,3568.2
2018-07-26,3525
2018-07-27,3520
2018-07-30,3503.2
2018-07-31,3512.6
2018-08-01,3423.2
2018-08-02,3345
2018-08-03,3283.6
2018-08-06,3259.8
2018-08-07,3358.8
2018-08-08,3304.8
2018-08-09,3386
2018-08-10,3397
2018-08-13,3382.2
2018-08-14,3345
2018-08-15,3255.4
2018-08-16,3249
2018-08-17,3202.2
2018-08-20,3251
2018-08-21,3301
2018-08-22,3300.2
2018-08-23,3302.2
2018-08-24,3309.8
2018-08-27,3397.8
2018-08-28,3387
2018-08-29,3379.8
2018-08-30,3343
2018-08-31,3321.2
2018-09-03,3310.4
2018-09-04,3357.2
2018-09-05,3277.8
2018-09-06,3248.6
2018-09-07,3273.2
2018-09-10,3227
2018-09-11,3219
2018-09-12,3196.4
2018-09-13,3238.4
2018-09-14,3240.6
2018-09-17,3207.2
2018-09-18,3273.4
2018-09-19,3311
2018-09-20,3312
2018-09-21,3428.2
2018-09-25,3389.2
2018-09-26,3422.2
2018-09-27,3415.8
2018-09-28,3448.8
2018-10-08,3288.8
2018-10-09,3287
2018-10-10,3289
2018-10-11,3106.8
2018-10-12,3169
2018-10-15,3122.4
2018-10-16,3110.2
2018-10-17,3121
2018-10-18,3048
2018-10-19,3128.6
2018-10-22,3288.4
2018-10-23,3180.2
2018-10-24,3186.2
2018-10-25,3203.6
2018-10-26,3165.8
2018-10-29,3077
2018-10-30,3113
2018-10-31,3151
2018-11-01,3174.6
2018-11-02,3306.6
2018-11-05,3262.6
2018-11-06,3245
2018-11-07,3214.4
2018-11-08,3215.2
2018-11-09,3169.8
2018-11-12,3204
2018-11-13,3240.8
2018-11-14,3203.6
2018-11-15,3247.4
2018-11-16,3259.8
2018-11-19,3296.4
2018-11-20,3223.4
2018-11-21,3222
2018-11-22,3212
2018-11-23,3136.2
2018-11-26,3130.4
2018-11-27,3126.6
2018-11-28,3171.4
2018-11-29,3138.6
2018-11-30,3168
2018-12-03,3259.2
2018-12-04,3270
2018-12-05,3253.8
2018-12-06,3187.8
2018-12-07,3179.6
2018-12-10,3148.6
2018-12-11,3164.6
2018-12-12,3172.4
2018-12-13,3222.8
2018-12-14,3169.4
2018-12-17,3167.8
2018-12-18,3128.4
2018-12-19,3091.8
2018-12-20,3073.2
2018-12-21,3034.2
2018-12-24,3037
2018-12-25,3018
2018-12-26,3005
2018-12-27,2995.8
2018-12-28,2996
2019-01-02,2962.2
2019-01-03,2962.6
2019-01-04,3041.4
2019-01-07,3047.2
2019-01-08,3050.6
2019-01-09,3072
2019-01-10,3075.6
2019-01-11,3099.2
2019-01-14,3070.8
2019-01-15,3130
2019-01-16,3129.4
2019-01-17,3114.6
2019-01-18,3170
2019-01-21,3186.6
2019-01-22,3147.2
2019-01-23,3138.4
2019-01-24,3164.4
2019-01-25,3188.8
2019-01-28,3185.2
2019-01-29,3200
2019-01-30,3178.6
2019-01-31,3207.4
2019-02-01,3261.4
2019-02-11,3309.2
2019-02-12,3330
2019-02-13,3405.2
2019-02-14,3411.8
2019-02-15,3352.6
2019-02-18,3447.4
2019-02-19,3438
2019-02-20,3449.6
2019-02-21,3448
2019-02-22,3539.8
2019-02-25,3800.2
2019-02-26,3701.8
2019-02-27,3685.2
2019-02-28,3677.4
2019-03-01,3750
2019-03-04,3786.8
2019-03-05,3822.8
2019-03-06,3846.6
2019-03-07,3808.8
2019-03-08,3673.2
2019-03-11,3721
2019-03-12,3747.4
2019-03-13,3720.8
2019-03-14,3699
2019-03-15,3751.6
2019-03-18,3868.2
2019-03-19,3836
2019-03-20,3837.4
2019-03-21,3830
2019-03-22,3843.4
2019-03-25,3740.8
2019-03-26,3709
2019-03-27,3730
2019-03-28,3721.8
2019-03-29,3876.2
2019-04-01,3982
2019-04-02,3971.2
2019-04-03,4030.8
2019-04-04,4085.6
2019-04-08,4052.2
2019-04-09,4081.6
2019-04-10,4089.6
2019-04-11,4013
2019-04-12,3996.8
2019-04-15,3967.8
2019-04-16,4093
2019-04-17,4080.6
2019-04-18,4070.6
2019-04-19,4130.2
2019-04-22,4020.2
2019-04-23,4018.8
2019-04-24,4025
2019-04-25,3948.6
2019-04-26,3891.4
2019-04-29,3914.8
2019-04-30,3913.8
2019-05-06,3668
2019-05-07,3714.4
2019-05-08,3664.2
2019-05-09,3597.6
2019-05-10,3711
2019-05-13,3657.2
2019-05-14,3638.6
2019-05-15,3715.2
2019-05-16,3703
2019-05-17,3617.4
2019-05-20,3587.8
2019-05-21,3625.2
2019-05-22,3622
2019-05-23,3557.6
2019-05-24,3569.4
2019-05-27,3607.2
2019-05-28,3626
2019-05-29,3627.4
2019-05-30,3619.4
2019-05-31,3594.8
2019-06-03,3613.8
2019-06-04,3586.2
2019-06-05,3574.6
2019-06-06,3544.6
2019-06-10,3591.8
2019-06-11,3706.2
2019-06-12,3676
2019-06-13,3668.6
2019-06-14,3645
2019-06-17,3652
2019-06-18,3661.2
2019-06-19,3718.4
2019-06-20,3821.6
2019-06-21,3809.2
2019-06-24,3814
2019-06-25,3773
2019-06-26,3769
2019-06-27,3813.8
2019-06-28,3817.6
2019-07-01,3911
2019-07-02,3913
2019-07-03,3879.2
2019-07-04,3855.8
2019-07-05,3874.6
2019-07-08,3780
2019-07-09,3771.4
2019-07-10,3772.6
2019-07-11,3769.2
2019-07-12,3799.8
2019-07-15,3817.8
2019-07-16,3803.4
2019-07-17,3794.6
2019-07-18,3770.6
2019-07-19,3799.4
2019-07-22,3769.2
2019-07-23,3780
2019-07-24,3810
2019-07-25,3848.8
2019-07-26,3851.8
2019-07-29,3843.6
2019-07-30,3861.4
2019-07-31,3838
2019-08-01,3798.4
2019-08-02,3740
2019-08-05,3667
2019-08-06,3625.8
2019-08-07,3598.2
2019-08-08,3638.8
2019-08-09,3621.6
2019-08-12,3672.8
2019-08-13,3652.2
2019-08-14,3673.4
2019-08-15,3674.6
2019-08-16,3684.8
2019-08-19,3783.4
2019-08-20,3772
2019-08-21,3775
2019-08-22,3777.2
2019-08-23,3805.2
2019-08-26,3762.2
2019-08-27,3803.4
2019-08-28,3795
2019-08-29,3782.2
2019-08-30,3791.8
2019-09-02,3832.6
2019-09-03,3835
2019-09-04,3888
2019-09-05,3923.6
2019-09-06,3958
2019-09-09,3968.2
2019-09-10,3960.6
2019-09-11,3933.8
2019-09-12,3976.8
2019-09-16,3959.8
2019-09-17,3888.4
2019-09-18,3904.2
2019-09-19,3925
2019-09-20,3926
2019-09-23,3894.8
2019-09-24,3894.6
2019-09-25,3869.6
2019-09-26,3844.4
2019-09-27,3855.8
2019-09-30,3794
2019-10-08,3828
2019-10-09,3832.8
2019-10-10,3863.8
2019-10-11,3913.4
2019-10-14,3945.2
2019-10-15,3934.8
2019-10-16,3917.8
2019-10-17,3926.8
2019-10-18,3854.2
2019-10-21,3866.8
2019-10-22,3878.8
2019-10-23,3862.8
2019-10-24,3870.4
2019-10-25,3899
2019-10-28,3919
2019-10-29,3905
2019-10-30,3877
2019-10-31,3879
2019-11-01,3959.4
2019-11-04,3974.2
2019-11-05,3996.4
2019-11-06,3983
2019-11-07,3990.2
2019-11-08,3968.8
2019-11-11,3906.6
2019-11-12,3897.6
2019-11-13,3900
2019-11-14,3895.4
2019-11-15,3879
2019-11-18,3908.8
2019-11-19,3953.6
2019-11-20,3907.8
2019-11-21,3888.4
2019-11-22,3839.6
2019-11-25,3873.4
2019-11-26,3875.8
2019-11-27,3878.8
2019-11-28,3868.6
2019-11-29,3827.4
2019-12-02,3838
2019-12-03,3856.6
2019-12-04,3852.4
2019-12-05,3880
2019-12-06,3909.6
2019-12-09,3900.4
2019-12-10,3903
2019-12-11,3909.2
2019-12-12,3895.4
2019-12-13,3979.6
2019-12-16,3988
2019-12-17,4048.2
2019-12-18,4038.4
2019-12-19,4028.8
2019-12-20,4035
2019-12-23,3979.4
2019-12-24,3998.4
2019-12-25,4002.8
2019-12-26,4034.6
2019-12-27,4028
2019-12-30,4090.8
2019-12-31,4109.4
2020-01-02,4160.4
2020-01-03,4151.8
2020-01-06,4132.6
2020-01-07,4162.4
2020-01-08,4125.6
2020-01-09,4166.4
2020-01-10,4165
2020-01-13,4210.8
2020-01-14,4198.8
2020-01-15,4163.2
2020-01-16,4157.4
2020-01-17,4172.6
2020-01-20,4202.2
2020-01-21,4123.4
2020-01-22,4136.4
2020-01-23,3994.2
2020-02-03,3591.2
2020-02-04,3766.8
2020-02-05,3800.4
2020-02-06,3891.8
2020-02-07,3892.8
2020-02-10,3891.4
2020-02-11,3935.6
2020-02-12,3966.4
2020-02-13,3953
2020-02-14,3983.8
2020-02-17,4083.8
2020-02-18,4046.4
2020-02-19,4052.6
2020-02-20,4138.4
2020-02-21,4158.6
2020-02-24,4120
2020-02-25,4117
2020-02-26,4076
2020-02-27,4077.8
2020-02-28,3925.8
2020-03-02,4056.4
2020-03-03,4072.4
2020-03-04,4106.2
2020-03-05,4191.8
2020-03-06,4120.8
2020-03-09,3977.8
2020-03-10,4072.2
2020-03-11,4001.4
2020-03-12,3949
2020-03-13,3894.2
2020-03-16,3692
2020-03-17,3682
2020-03-18,3610
2020-03-19,3584
2020-03-20,3624
2020-03-23,3508.6
2020-03-24,3598
2020-03-25,3687.2
2020-03-26,3663.4
2020-03-27,3680.2
2020-03-30,3662.8
2020-03-31,3652
2020-04-01,3648.2
2020-04-02,3726.8
2020-04-03,3694.6
2020-04-07,3775.6
2020-04-08,3764.8
2020-04-09,3779.6
2020-04-10,3763.2
2020-04-13,3745
2020-04-14,3812
2020-04-15,3789.4
2020-04-16,3796.8
2020-04-17,3796.6
2020-04-20,3807.4
2020-04-21,3762.4
2020-04-22,3801.6
2020-04-23,3788.8
2020-04-24,3775
2020-04-27,3795.2
2020-04-28,3816.8
2020-04-29,3838.4
2020-04-30,3904.6
2020-05-06,3916.4
2020-05-07,3908.6
2020-05-08,3949
2020-05-11,3947
2020-05-12,3948
2020-05-13,3958.8
2020-05-14,3928
2020-05-15,3861
2020-05-18,3881.4
2020-05-19,3911.8
2020-05-20,3898.6
2020-05-21,3870.2
2020-05-22,3783
2020-05-25,3792.6
2020-05-26,3828.8
2020-05-27,3811.2
2020-05-28,3815.8
2020-05-29,3820
2020-06-01,3938.8
2020-06-02,3955
2020-06-03,3951
2020-06-04,3952
2020-06-05,3979
2020-06-08,3991.4
2020-06-09,4014.8
2020-06-10,4013.8
2020-06-11,3965
2020-06-12,3986.2
2020-06-15,3929.4
2020-06-16,4000
2020-06-17,4007
2020-06-18,4042
2020-06-19,4046.8
2020-06-22,4051.2
2020-06-23,4074
2020-06-24,4109.6
2020-06-29,4078
2020-06-30,4120.6
2020-07-01,4218.8
2020-07-02,4323.2
2020-07-03,4407
2020-07-06,4734
2020-07-07,4712.2
2020-07-08,4759.6
2020-07-09,4835.8
2020-07-10,4745
2020-07-13,4838
2020-07-14,4793
2020-07-15,4736.2
2020-07-16,4496
2020-07-17,4526.4
2020-07-20,4644.8
2020-07-21,4657.4
2020-07-22,4681
2020-07-23,4688.6
2020-07-24,4465
2020-07-27,4497
2020-07-28,4528.8
2020-07-29,4672.4
2020-07-30,4635
2020-07-31,4659.6
2020-08-03,4740.6
2020-08-04,4756.6
2020-08-05,4742
2020-08-06,4729.4
2020-08-07,4684
2020-08-10,4700
2020-08-11,4652.8
2020-08-12,4626.8
2020-08-13,4606.4
2020-08-14,4717.4
2020-08-17,4812.2
2020-08-18,4803.6
2020-08-19,4729.4
2020-08-20,4682.8
2020-08-21,4693
2020-08-24,4711
2020-08-25,4733.4
2020-08-26,4674
2020-08-27,4710.4
2020-08-28,4843.6
2020-08-31,4786
2020-09-01,4826
2020-09-02,4808.2
2020-09-03,4798.6
2020-09-04,4752.8
2020-09-07,4645.6
2020-09-08,4680.8
2020-09-09,4577.2
2020-09-10,4575.2
2020-09-11,4612.6
2020-09-14,4644.8
2020-09-15,4677.6
2020-09-16,4648.2
2020-09-17,4625.6
2020-09-18,4734.8
2020-09-21,4673.6
2020-09-22,4617.8
2020-09-23,4621.2
2020-09-24,4548.4
2020-09-25,4563.4
2020-09-28,4577
2020-09-29,4586.2
2020-09-30,4555.4
2020-10-09,4660.4
2020-10-12,4819.6
2020-10-13,4832.2
2020-10-14,4813.6
2020-10-15,4802.6
2020-10-16,4767.4
2020-10-19,4731.6
2020-10-20,4762
2020-10-21,4769.6
2020-10-22,4751
2020-10-23,4711
2020-10-26,4670
2020-10-27,4680.6
2020-10-28,4724.2
2020-10-29,4770.4
2020-10-30,4683.6
2020-11-02,4711
2020-11-03,4756.8
2020-11-04,4799.2
