时间,沪深300指数:涨跌幅
2006-08-16,1.398572
2006-08-17,-0.93022
2006-08-18,-0.295763
2006-08-21,0.212641
2006-08-22,1.157441
2006-08-23,0.032056
2006-08-24,0.522758
2006-08-25,0.234912
2006-08-28,2.351099
2006-08-29,0.321368
2006-08-30,0.339509
2006-08-31,0.301423
2006-09-01,-1.53844
2006-09-04,1.452395
2006-09-05,0.257171
2006-09-06,0.424038
2006-09-07,-1.336188
2006-09-08,0.284257
2006-09-11,0.495589
2006-09-12,0.663602
2006-09-13,-0.686608
2006-09-14,-0.008069
2006-09-15,1.796637
2006-09-18,0.971943
2006-09-19,0.199627
2006-09-20,0.010883
2006-09-21,0.646447
2006-09-22,-0.902283
2006-09-25,-0.178419
2006-09-26,-1.074979
2006-09-27,0.992232
2006-09-28,1.158544
2006-09-29,1.172529
2006-10-09,2.338047
2006-10-10,0.081542
2006-10-11,-0.093164
2006-10-12,-0.655057
2006-10-13,0.307185
2006-10-16,-0.864152
2006-10-17,-0.286849
2006-10-18,1.636327
2006-10-19,0.124096
2006-10-20,0.055927
2006-10-23,-2.184932
2006-10-24,2.224652
2006-10-25,0.470191
2006-10-26,0.640713
2006-10-27,-1.170597
2006-10-30,0.499566
2006-10-31,1.260787
2006-11-01,1.019889
2006-11-02,0.016696
2006-11-03,0.583582
2006-11-06,1.316947
2006-11-07,0.544668
2006-11-08,-1.182703
2006-11-09,1.771558
2006-11-10,-1.354484
2006-11-13,-1.880441
2006-11-14,1.219492
2006-11-15,2.743785
2006-11-16,-0.096041
2006-11-17,1.878056
2006-11-20,1.989266
2006-11-21,1.198312
2006-11-22,0.730594
2006-11-23,0.670309
2006-11-24,0.101901
2006-11-27,0.930049
2006-11-28,-0.471425
2006-11-29,1.406801
2006-11-30,2.832152
2006-12-01,0.867147
2006-12-04,2.978908
2006-12-05,0.757833
2006-12-06,-0.825981
2006-12-07,-0.207765
2006-12-08,-3.611505
2006-12-11,4.577047
2006-12-12,0.71869
2006-12-13,0.059242
2006-12-14,1.789888
2006-12-15,1.715171
2006-12-18,2.595367
2006-12-19,0.278481
2006-12-20,0.786023
2006-12-21,-1.423255
2006-12-22,-0.698853
2006-12-25,2.292625
2006-12-26,-0.04466
2006-12-27,2.303071
2006-12-28,-0.148471
2006-12-29,3.08667
2007-01-04,1.276061
2007-01-05,0.280152
2007-01-08,2.830502
2007-01-09,3.215022
2007-01-10,2.539901
2007-01-11,-1.078784
2007-01-12,-2.593711
2007-01-15,5.225769
2007-01-16,2.908704
2007-01-17,-1.909321
2007-01-18,0.353584
2007-01-19,3.409355
2007-01-22,3.973969
2007-01-23,0.675026
2007-01-24,1.128251
2007-01-25,-3.295855
2007-01-26,2.449863
2007-01-29,2.546637
2007-01-30,-0.971432
2007-01-31,-6.526511
2007-02-01,0.412395
2007-02-02,-4.056869
2007-02-05,-1.140381
2007-02-06,1.947489
2007-02-07,2.320642
2007-02-08,1.722264
2007-02-09,-0.554053
2007-02-12,3.677013
2007-02-13,1.498275
2007-02-14,2.605178
2007-02-15,3.101746
2007-02-16,0.303601
2007-02-26,1.155923
2007-02-27,-9.239806
2007-02-28,3.543409
2007-03-01,-2.791315
2007-03-02,1.422453
2007-03-05,-1.32031
2007-03-06,1.805093
2007-03-07,2.743451
2007-03-08,1.474993
2007-03-09,-0.617933
2007-03-12,0.183006
2007-03-13,0.917256
2007-03-14,-1.621563
2007-03-15,1.855309
2007-03-16,-1.56187
2007-03-19,2.119133
2007-03-20,0.502291
2007-03-21,1.115921
2007-03-22,0.322838
2007-03-23,0.182346
2007-03-26,1.758591
2007-03-27,0.723182
2007-03-28,0.489436
2007-03-29,-0.512716
2007-03-30,-0.054647
2007-04-02,2.456086
2007-04-03,1.333564
2007-04-04,0.820812
2007-04-05,1.141004
2007-04-06,0.915538
2007-04-09,2.226239
2007-04-10,1.428359
2007-04-11,1.28996
2007-04-12,1.765856
2007-04-13,-0.226795
2007-04-16,2.737729
2007-04-17,0.847851
2007-04-18,0.636404
2007-04-19,-4.666302
2007-04-20,4.411607
2007-04-23,4.318146
2007-04-24,0.404451
2007-04-25,0.089545
2007-04-26,1.313698
2007-04-27,-0.66001
2007-04-30,2.541
2007-05-08,3.57773
2007-05-09,0.413643
2007-05-10,0.627702
2007-05-11,-0.587943
2007-05-14,0.859069
2007-05-15,-3.475346
2007-05-16,2.653555
2007-05-17,2.116539
2007-05-18,-0.052294
2007-05-21,1.4514
2007-05-22,1.019094
2007-05-23,1.768665
2007-05-24,-0.487364
2007-05-25,1.671128
2007-05-28,2.191229
2007-05-29,2.350133
2007-05-30,-6.761287
2007-05-31,1.06763
2007-06-01,-3.15681
2007-06-04,-7.689972
2007-06-05,3.508598
2007-06-06,1.181605
2007-06-07,3.391469
2007-06-08,0.935301
2007-06-11,2.449147
2007-06-12,2.651339
2007-06-13,2.035599
2007-06-14,-1.0307
2007-06-15,0.578043
2007-06-18,3.127009
2007-06-19,0.601551
2007-06-20,-2.243146
2007-06-21,0.954421
2007-06-22,-3.474965
2007-06-25,-4.290736
2007-06-26,1.305527
2007-06-27,2.858068
2007-06-28,-4.50347
2007-06-29,-2.447673
2007-07-02,-0.170639
2007-07-03,1.984536
2007-07-04,-2.313146
2007-07-05,-5.506678
2007-07-06,4.886252
2007-07-09,2.992198
2007-07-10,-1.19543
2007-07-11,0.377501
2007-07-12,0.713665
2007-07-13,0.083916
2007-07-16,-3.19775
2007-07-17,2.479336
2007-07-18,0.472946
2007-07-19,-0.015154
2007-07-20,4.331157
2007-07-23,4.653686
2007-07-24,0.111362
2007-07-25,2.261549
2007-07-26,1.121429
2007-07-27,0.091978
2007-07-30,2.394952
2007-07-31,1.139765
2007-08-01,-3.813128
2007-08-02,3.396242
2007-08-03,3.655996
2007-08-06,2.29657
2007-08-07,0.43714
2007-08-08,-1.195035
2007-08-09,2.339267
2007-08-10,-1.059242
2007-08-13,-0.11617
2007-08-14,1.575365
2007-08-15,0.066353
2007-08-16,-1.600583
2007-08-17,-2.019487
2007-08-20,5.594712
2007-08-21,1.78662
2007-08-22,1.588208
2007-08-23,1.667601
2007-08-24,1.5898
2007-08-27,0.489997
2007-08-28,0.164462
2007-08-29,-1.522306
2007-08-30,1.342003
2007-08-31,1.060534
2007-09-03,2.309993
2007-09-04,-1.085702
2007-09-05,0.054437
2007-09-06,0.909635
2007-09-07,-2.166319
2007-09-10,1.556755
2007-09-11,-4.707449
2007-09-12,1.537131
2007-09-13,2.827562
2007-09-14,0.884267
2007-09-17,1.882986
2007-09-18,-0.401334
2007-09-19,-1.051172
2007-09-20,1.39589
2007-09-21,-0.488033
2007-09-24,0.837531
2007-09-25,-1.075102
2007-09-26,-1.715868
2007-09-27,1.242972
2007-09-28,2.82177
2007-10-08,1.295922
2007-10-09,0.403157
2007-10-10,0.173223
2007-10-11,1.307108
2007-10-12,-0.396818
2007-10-15,1.468063
2007-10-16,0.957752
2007-10-17,-0.903236
2007-10-18,-3.57771
2007-10-19,-0.030041
2007-10-22,-2.518374
2007-10-23,1.23181
2007-10-24,0.86504
2007-10-25,-4.549416
2007-10-26,1.143933
2007-10-29,2.104802
2007-10-30,1.592326
2007-10-31,1.6525
2007-11-01,-1.46454
2007-11-02,-2.36033
2007-11-05,-2.057856
2007-11-06,-0.797641
2007-11-07,0.622091
2007-11-08,-4.802426
2007-11-09,-1.043334
2007-11-12,-1.235447
2007-11-13,-0.783568
2007-11-14,4.183717
2007-11-15,-1.258772
2007-11-16,-1.445569
2007-11-19,-0.264515
2007-11-20,1.500996
2007-11-21,-1.415597
2007-11-22,-4.502203
2007-11-23,1.750486
2007-11-26,-1.154801
2007-11-27,-1.852677
2007-11-28,-1.324538
2007-11-29,4.158515
2007-11-30,-2.161514
2007-12-03,0.744416
2007-12-04,1.184661
2007-12-05,2.831372
2007-12-06,0.102861
2007-12-07,1.414086
2007-12-10,1.829113
2007-12-11,0.12541
2007-12-12,-1.218093
2007-12-13,-3.802978
2007-12-14,1.911308
2007-12-17,-2.418068
2007-12-18,-0.563689
2007-12-19,2.409486
2007-12-20,1.837945
2007-12-21,1.283591
2007-12-24,2.063604
2007-12-25,0.18588
2007-12-26,0.924185
2007-12-27,1.946885
2007-12-28,-0.545037
2008-01-02,0.877212
2008-01-03,0.685799
2008-01-04,1.1364
2008-01-07,1.330191
2008-01-08,-0.513606
2008-01-09,1.550347
2008-01-10,1.04023
2008-01-11,0.475886
2008-01-14,0.572191
2008-01-15,-0.615989
2008-01-16,-3.348278
2008-01-17,-2.544501
2008-01-18,0.910314
2008-01-21,-4.963258
2008-01-22,-7.615357
2008-01-23,4.653958
2008-01-24,1.047253
2008-01-25,0.998883
2008-01-28,-6.805531
2008-01-29,0.638224
2008-01-30,-1.080011
2008-01-31,-1.915892
2008-02-01,-1.04874
2008-02-04,8.271731
2008-02-05,-0.571602
2008-02-13,-2.14849
2008-02-14,1.332369
2008-02-15,-1.371671
2008-02-18,2.029393
2008-02-19,2.235007
2008-02-20,-2.231458
2008-02-21,-0.665897
2008-02-22,-3.56415
2008-02-25,-3.880235
2008-02-26,-0.094031
2008-02-27,2.751281
2008-02-28,-0.381743
2008-02-29,1.135728
2008-03-03,2.485672
2008-03-04,-2.496397
2008-03-05,-0.908214
2008-03-06,1.216448
2008-03-07,-1.352072
2008-03-10,-4.113132
2008-03-11,0.216514
2008-03-12,-2.961733
2008-03-13,-2.568377
2008-03-14,-0.978552
2008-03-17,-4.631986
2008-03-18,-5.077348
2008-03-19,3.31867
2008-03-20,2.904989
2008-03-21,0.899538
2008-03-24,-4.476142
2008-03-25,1.262169
2008-03-26,0.220084
2008-03-27,-4.226734
2008-03-28,4.51426
2008-03-31,-3.257298
2008-04-01,-5.478785
2008-04-02,-0.973469
2008-04-03,2.895199
2008-04-07,5.344841
2008-04-08,1.176263
2008-04-09,-5.215393
2008-04-10,1.805524
2008-04-11,0.772708
2008-04-14,-6.538551
2008-04-15,1.328271
2008-04-16,-2.491642
2008-04-17,-3.073426
2008-04-18,-3.370046
2008-04-21,-0.151108
2008-04-22,0.879037
2008-04-23,4.776601
2008-04-24,9.28785
2008-04-25,0.756815
2008-04-28,-1.943588
2008-04-29,1.281497
2008-04-30,4.823372
2008-05-05,2.441452
2008-05-06,-1.10684
2008-05-07,-4.72636
2008-05-08,2.714298
2008-05-09,-1.174943
2008-05-12,0.670186
2008-05-13,-1.363229
2008-05-14,3.221835
2008-05-15,-0.696567
2008-05-16,-0.303109
2008-05-19,-0.560171
2008-05-20,-5.192904
2008-05-21,1.946498
2008-05-22,-1.892785
2008-05-23,-0.977975
2008-05-26,-3.154432
2008-05-27,0.477071
2008-05-28,2.797189
2008-05-29,-2.594016
2008-05-30,0.850688
2008-06-02,0.401403
2008-06-03,-0.323099
2008-06-04,-1.85924
2008-06-05,-0.980514
2008-06-06,-0.644508
2008-06-10,-8.10832
2008-06-11,-2.066481
2008-06-12,-1.772634
2008-06-13,-3.420699
2008-06-16,-0.902113
2008-06-17,-3.711281
2008-06-18,5.227363
2008-06-19,-7.294453
2008-06-20,2.761987
2008-06-23,-2.095928
2008-06-24,2.221337
2008-06-25,4.124316
2008-06-26,0.382888
2008-06-27,-5.531404
2008-06-30,-0.85944
2008-07-01,-3.348068
2008-07-02,0.046325
2008-07-03,2.260152
2008-07-04,-0.679559
2008-07-07,5.139264
2008-07-08,0.661796
2008-07-09,3.903901
2008-07-10,-1.373011
2008-07-11,-0.680291
2008-07-14,0.75761
2008-07-15,-4.129711
2008-07-16,-3.76389
2008-07-17,-1.002624
2008-07-18,3.583207
2008-07-21,3.395144
2008-07-22,-0.216692
2008-07-23,-0.737518
2008-07-24,3.261587
2008-07-25,-1.281671
2008-07-28,0.73656
2008-07-29,-1.865038
2008-07-30,-0.731201
2008-07-31,-2.744919
2008-08-01,1.268283
2008-08-04,-2.380959
2008-08-05,-2.526766
2008-08-06,0.688622
2008-08-07,-0.045964
2008-08-08,-4.741141
2008-08-11,-5.195947
2008-08-12,-0.515139
2008-08-13,0.021153
2008-08-14,-0.04745
2008-08-15,0.167914
2008-08-18,-5.48342
2008-08-19,1.515949
2008-08-20,7.854809
2008-08-21,-3.512164
2008-08-22,-1.597845
2008-08-25,-0.182126
2008-08-26,-2.87501
2008-08-27,-0.267635
2008-08-28,0.454696
2008-08-29,2.387766
2008-09-01,-3.44822
2008-09-02,-1.028941
2008-09-03,-1.726035
2008-09-04,0.230725
2008-09-05,-3.007979
2008-09-08,-2.60663
2008-09-09,0.593788
2008-09-10,0.18844
2008-09-11,-3.315173
2008-09-12,0.276045
2008-09-16,-3.715145
2008-09-17,-3.574636
2008-09-18,-1.718128
2008-09-19,9.34198
2008-09-22,6.487876
2008-09-23,-3.811174
2008-09-24,0.724048
2008-09-25,3.959085
2008-09-26,0.905092
2008-10-06,-5.123822
2008-10-07,-1.233055
2008-10-08,-3.784493
2008-10-09,-1.3636
2008-10-10,-4.427261
2008-10-13,4.117863
2008-10-14,-2.561942
2008-10-15,-1.04739
2008-10-16,-4.881694
2008-10-17,0.678729
2008-10-20,3.462189
2008-10-21,-0.808074
2008-10-22,-2.555695
2008-10-23,0.079473
2008-10-24,-2.898549
2008-10-27,-7.124334
2008-10-28,3.091189
2008-10-29,-2.790271
2008-10-30,2.378028
2008-10-31,-2.002526
2008-11-03,-0.608177
2008-11-04,-1.559259
2008-11-05,3.91096
2008-11-06,-2.462073
2008-11-07,1.700291
2008-11-10,7.380856
2008-11-11,-1.126958
2008-11-12,1.148672
2008-11-13,4.010327
2008-11-14,3.712324
2008-11-17,2.241706
2008-11-18,-7.41768
2008-11-19,6.160606
2008-11-20,-1.061611
2008-11-21,-0.605094
2008-11-24,-4.326104
2008-11-25,-0.18219
2008-11-26,0.50161
2008-11-27,1.463416
2008-11-28,-2.167847
2008-12-01,1.873356
2008-12-02,0.23742
2008-12-03,4.49725
2008-12-04,1.549675
2008-12-05,1.525371
2008-12-08,4.066263
2008-12-09,-2.586543
2008-12-10,2.721713
2008-12-11,-2.38772
2008-12-12,-4.20053
2008-12-15,0.747508
2008-12-16,0.983072
2008-12-17,0.34947
2008-12-18,2.18255
2008-12-19,0.342868
2008-12-22,-1.684361
2008-12-23,-4.886821
2008-12-24,-1.661321
2008-12-25,-0.864301
2008-12-26,-0.463393
2008-12-29,-0.394126
2008-12-30,-1.149585
2008-12-31,-0.857025
2009-01-05,3.588943
2009-01-06,3.177764
2009-01-07,-0.597953
2009-01-08,-2.236303
2009-01-09,1.6088
2009-01-12,0.121041
2009-01-13,-2.316983
2009-01-14,4.213817
2009-01-15,-0.018923
2009-01-16,1.807789
2009-01-19,1.11802
2009-01-20,0.632309
2009-01-21,-0.171836
2009-01-22,1.129786
2009-01-23,-0.580519
2009-02-02,1.19945
2009-02-03,2.520438
2009-02-04,2.726717
2009-02-05,-0.712837
2009-02-06,4.01256
2009-02-09,2.654652
2009-02-10,1.309852
2009-02-11,0.188374
2009-02-12,-0.548874
2009-02-13,3.481883
2009-02-16,2.633526
2009-02-17,-3.125278
2009-02-18,-4.588535
2009-02-19,0.991676
2009-02-20,1.997379
2009-02-23,2.822183
2009-02-24,-4.506652
2009-02-25,0.104351
2009-02-26,-4.950242
2009-02-27,-2.269032
2009-03-02,1.129508
2009-03-03,-1.039976
2009-03-04,6.67529
2009-03-05,0.865151
2009-03-06,-0.79582
2009-03-09,-3.675758
2009-03-10,1.736869
2009-03-11,-0.910486
2009-03-12,-0.210775
2009-03-13,-0.463871
2009-03-16,1.641046
2009-03-17,3.604055
2009-03-18,0.44131
2009-03-19,2.139711
2009-03-20,-0.114415
2009-03-23,2.502565
2009-03-24,0.507831
2009-03-25,-2.057931
2009-03-26,3.267443
2009-03-27,0.771921
2009-03-30,-0.578007
2009-03-31,0.9379
2009-04-01,1.612297
2009-04-02,1.105791
2009-04-03,-0.228885
2009-04-07,0.250807
2009-04-08,-3.787501
2009-04-09,1.545608
2009-04-10,3.092583
2009-04-13,2.349732
2009-04-14,0.766191
2009-04-15,0.377978
2009-04-16,0.004317
2009-04-17,-1.355175
2009-04-20,2.149477
2009-04-21,-1.190139
2009-04-22,-3.706341
2009-04-23,0.670851
2009-04-24,-0.797204
2009-04-27,-2.316308
2009-04-28,0.208452
2009-04-29,3.448002
2009-04-30,0.673839
2009-05-04,3.483705
2009-05-05,0.468371
2009-05-06,1.392182
2009-05-07,0.075841
2009-05-08,0.800231
2009-05-11,-2.291071
2009-05-12,2.320685
2009-05-13,0.912406
2009-05-14,-0.760766
2009-05-15,0.126012
2009-05-18,0.517039
2009-05-19,1.049999
2009-05-20,-0.958387
2009-05-21,-2.234554
2009-05-22,-0.339381
2009-05-25,0.439271
2009-05-26,-1.197072
2009-05-27,1.468804
2009-06-01,3.573924
2009-06-02,0.236396
2009-06-03,2.59286
2009-06-04,0.488673
2009-06-05,-0.489039
2009-06-08,0.312046
2009-06-09,0.409635
2009-06-10,0.980863
2009-06-11,-0.935444
2009-06-12,-1.868668
2009-06-15,2.061256
2009-06-16,-0.167622
2009-06-17,1.667151
2009-06-18,1.555842
2009-06-19,0.7383
2009-06-22,0.083182
2009-06-23,0.043211
2009-06-24,1.194431
2009-06-25,-0.090011
2009-06-26,0.336763
2009-06-29,1.647828
2009-06-30,-0.424469
2009-07-01,2.25579
2009-07-02,1.372987
2009-07-03,1.364141
2009-07-06,1.431201
2009-07-07,-1.015185
2009-07-08,0.352523
2009-07-09,1.313588
2009-07-10,0.059064
2009-07-13,-1.097575
2009-07-14,2.789101
2009-07-15,1.115912
2009-07-16,0.227149
2009-07-17,0.530355
2009-07-20,2.026076
2009-07-21,-1.428272
2009-07-22,1.895344
2009-07-23,1.248848
2009-07-24,0.426811
2009-07-27,2.074133
2009-07-28,0.325674
2009-07-29,-5.253449
2009-07-30,2.144438
2009-07-31,2.745777
2009-08-03,1.403382
2009-08-04,-0.011038
2009-08-05,-1.206328
2009-08-06,-2.080121
2009-08-07,-2.948989
2009-08-10,-0.296926
2009-08-11,0.333922
2009-08-12,-4.470142
2009-08-13,1.278036
2009-08-14,-2.800437
2009-08-17,-6.105347
2009-08-18,1.009945
2009-08-19,-4.962758
2009-08-20,4.306488
2009-08-21,1.883799
2009-08-24,0.810832
2009-08-25,-3.708509
2009-08-26,2.011557
2009-08-27,-0.507032
2009-08-28,-3.469885
2009-08-31,-7.106188
2009-09-01,0.474478
2009-09-02,1.660724
2009-09-03,5.570464
2009-09-04,0.824977
2009-09-07,0.879582
2009-09-08,2.150597
2009-09-09,0.755038
2009-09-10,-1.001437
2009-09-11,2.378155
2009-09-14,1.70657
2009-09-15,0.280805
2009-09-16,-1.34456
2009-09-17,1.898573
2009-09-18,-3.626612
2009-09-21,0.278621
2009-09-22,-2.417812
2009-09-23,-2.266254
2009-09-24,0.681586
2009-09-25,-0.726989
2009-09-28,-2.80805
2009-09-29,-0.01201
2009-09-30,1.094074
2009-10-09,5.288297
2009-10-12,-0.381704
2009-10-13,1.487642
2009-10-14,0.902981
2009-10-15,0.379377
2009-10-16,0.063772
2009-10-19,2.69762
2009-10-20,1.454302
2009-10-21,-0.245413
2009-10-22,-0.651919
2009-10-23,1.969695
2009-10-26,0.028917
2009-10-27,-2.914764
2009-10-28,0.44061
2009-10-29,-2.47125
2009-10-30,1.026193
2009-11-02,3.427386
2009-11-03,1.256247
2009-11-04,0.53743
2009-11-05,0.301979
2009-11-06,0.539875
2009-11-09,0.36655
2009-11-10,0.228504
2009-11-11,-0.231236
2009-11-12,0.123524
2009-11-13,0.535144
2009-11-16,3.043037
2009-11-17,0.070495
2009-11-18,0.051676
2009-11-19,0.336287
2009-11-20,-0.313636
2009-11-23,0.950038
2009-11-24,-3.203621
2009-11-25,2.298398
2009-11-26,-3.96338
2009-11-27,-2.962413
2009-11-30,3.818437
2009-12-01,1.399961
2009-12-02,1.024985
2009-12-03,-0.179383
2009-12-04,1.465241
2009-12-07,0.695514
2009-12-08,-1.221451
2009-12-09,-1.918892
2009-12-10,0.640291
2009-12-11,-0.061975
2009-12-14,1.055463
2009-12-15,-0.814116
2009-12-16,-0.631199
2009-12-17,-2.262743
2009-12-18,-2.540635
2009-12-21,0.144086
2009-12-22,-2.681458
2009-12-23,0.935913
2009-12-24,3.067215
2009-12-25,-0.408105
2009-12-28,1.566523
2009-12-29,0.641208
2009-12-30,1.660222
2009-12-31,0.47282
2010-01-04,-1.131392
2010-01-05,0.814912
2010-01-06,-0.626003
2010-01-07,-1.984089
2010-01-08,0.249866
2010-01-11,0.055228
2010-01-12,1.518185
2010-01-13,-3.218521
2010-01-14,1.400321
2010-01-15,0.394546
2010-01-18,0.515284
2010-01-19,0.194191
2010-01-20,-3.223053
2010-01-21,0.416564
2010-01-22,-1.243247
2010-01-25,-1.134307
2010-01-26,-2.560596
2010-01-27,-1.363977
2010-01-28,0.250237
2010-01-29,-0.075314
2010-02-01,-1.605665
2010-02-02,-0.206743
2010-02-03,2.686615
2010-02-04,-0.368742
2010-02-05,-2.041598
2010-02-08,-0.06657
2010-02-09,0.57766
2010-02-10,1.418028
2010-02-11,0.195014
2010-02-12,0.958888
2010-02-22,-0.551568
2010-02-23,-1.073532
2010-02-24,1.433393
2010-02-25,1.468493
2010-02-26,-0.317788
2010-03-01,1.302905
2010-03-02,-0.39667
2010-03-03,0.720124
2010-03-04,-2.533911
2010-03-05,0.28275
2010-03-08,0.810304
2010-03-09,0.599024
2010-03-10,-0.791594
2010-03-11,-0.091137
2010-03-12,-1.329964
2010-03-15,-1.544728
2010-03-16,0.653057
2010-03-17,2.183072
2010-03-18,-0.194293
2010-03-19,0.805373
2010-03-22,0.265857
2010-03-23,-0.819196
2010-03-24,0.03346
2010-03-25,-1.450894
2010-03-26,1.420631
2010-03-29,2.550777
2010-03-30,0.243201
2010-03-31,-0.626755
2010-04-01,1.384741
2010-04-02,0.454342
2010-04-06,-0.064596
2010-04-07,-0.534368
2010-04-08,-1.187057
2010-04-09,0.968882
2010-04-12,-0.819491
2010-04-13,1.200605
2010-04-14,0.353538
2010-04-15,-0.268325
2010-04-16,-1.126563
2010-04-19,-5.360286
2010-04-20,-0.095988
2010-04-21,1.99488
2010-04-22,-1.085619
2010-04-23,-0.360389
2010-04-26,-0.564451
2010-04-27,-2.004668
2010-04-28,-0.35568
2010-04-29,-1.203899
2010-04-30,0.23859
2010-05-04,-1.562123
2010-05-05,0.561195
2010-05-06,-4.595517
2010-05-07,-2.073524
2010-05-10,0.755925
2010-05-11,-2.008794
2010-05-12,0.619212
2010-05-13,2.439571
2010-05-14,-0.654263
2010-05-17,-5.345424
2010-05-18,2.086149
2010-05-19,-0.33103
2010-05-20,-1.308824
2010-05-21,1.568916
2010-05-24,3.780639
2010-05-25,-2.071573
2010-05-26,3.6E-5
2010-05-27,1.63596
2010-05-28,-0.338359
2010-05-31,-2.702801
2010-06-01,-1.049377
2010-06-02,0.487034
2010-06-03,-0.777907
2010-06-04,0.303902
2010-06-07,-1.773654
2010-06-08,0.134324
2010-06-09,3.06731
2010-06-10,-1.15415
2010-06-11,0.321561
2010-06-17,-0.584769
2010-06-18,-1.697832
2010-06-21,3.133969
2010-06-22,0.109938
2010-06-23,-0.906162
2010-06-24,-0.036143
2010-06-25,-0.769212
2010-06-28,-0.71301
2010-06-29,-4.592133
2010-06-30,-1.116851
2010-07-01,-1.443542
2010-07-02,0.318043
2010-07-05,-0.846611
2010-07-06,1.99992
2010-07-07,0.685746
2010-07-08,-0.176557
2010-07-09,2.7634
2010-07-12,1.099843
2010-07-13,-1.555367
2010-07-14,0.721781
2010-07-15,-1.699195
2010-07-16,0.291698
2010-07-19,2.535962
2010-07-20,2.200619
2010-07-21,0.21273
2010-07-22,1.235779
2010-07-23,0.423905
2010-07-26,0.643699
2010-07-27,-0.545382
2010-07-28,2.432286
2010-07-29,0.497674
2010-07-30,-0.317237
2010-08-02,1.6881
2010-08-03,-1.758627
2010-08-04,0.365077
2010-08-05,-0.890165
2010-08-06,1.64268
2010-08-09,0.710298
2010-08-10,-2.933377
2010-08-11,0.620376
2010-08-12,-1.186754
2010-08-13,1.39047
2010-08-16,2.330061
2010-08-17,0.691561
2010-08-18,-0.167523
2010-08-19,0.613918
2010-08-20,-1.930774
2010-08-23,-0.07387
2010-08-24,0.539847
2010-08-25,-2.362915
2010-08-26,0.248679
2010-08-27,0.297289
2010-08-30,1.974556
2010-08-31,-0.405556
2010-09-01,-0.659482
2010-09-02,1.295092
2010-09-03,-0.040666
2010-09-06,1.879491
2010-09-07,0.269504
2010-09-08,-0.071771
2010-09-09,-1.828501
2010-09-10,0.208238
2010-09-13,1.014986
2010-09-14,0.090807
2010-09-15,-1.74755
2010-09-16,-1.901864
2010-09-17,0.125272
2010-09-20,-0.403338
2010-09-21,0.268367
2010-09-27,1.664161
2010-09-28,-0.830353
2010-09-29,-0.211565
2010-09-30,2.113599
2010-10-08,3.701457
2010-10-11,2.912458
2010-10-12,1.27138
2010-10-13,1.413642
2010-10-14,0.203973
2010-10-15,3.211492
2010-10-18,-0.646786
2010-10-19,2.10256
2010-10-20,0.628171
2010-10-21,-0.653364
2010-10-22,0.117641
2010-10-25,3.031561
2010-10-26,-0.430814
2010-10-27,-1.794879
2010-10-28,-0.181558
2010-10-29,-0.521207
2010-11-01,2.751848
2010-11-02,-0.28402
2010-11-03,-1.235587
2010-11-04,1.759006
2010-11-05,1.157677
2010-11-08,0.788685
2010-11-09,-0.693576
2010-11-10,-0.704975
2010-11-11,0.310479
2010-11-12,-6.214916
2010-11-15,0.700522
2010-11-16,-4.384908
2010-11-17,-2.070712
2010-11-18,1.419373
2010-11-19,0.981079
2010-11-22,-0.217217
2010-11-23,-2.04181
2010-11-24,2.248569
2010-11-25,1.461768
2010-11-26,-0.8882
2010-11-29,-0.150336
2010-11-30,-1.663454
2010-12-01,-0.030635
2010-12-02,0.606979
2010-12-03,0.09816
2010-12-06,0.234757
2010-12-07,1.098349
2010-12-08,-0.889187
2010-12-09,-1.529565
2010-12-10,1.236198
2010-12-13,3.133609
2010-12-14,0.257984
2010-12-15,-0.667692
2010-12-16,-0.52281
2010-12-17,-0.154891
2010-12-20,-1.45719
2010-12-21,2.228992
2010-12-22,-1.048035
2010-12-23,-0.834906
2010-12-24,-0.804489
2010-12-27,-1.999586
2010-12-28,-1.767198
2010-12-29,0.554988
2010-12-30,0.074073
2010-12-31,2.094026
2011-01-04,1.963423
2011-01-05,-0.439542
2011-01-06,-0.50443
2011-01-07,0.220943
2011-01-10,-1.845404
2011-01-11,0.538417
2011-01-12,0.557294
2011-01-13,-0.03351
2011-01-14,-1.573306
2011-01-17,-3.800687
2011-01-18,0.110881
2011-01-19,2.256916
2011-01-20,-3.288765
2011-01-21,1.31568
2011-01-24,-0.979535
2011-01-25,-0.527311
2011-01-26,1.353579
2011-01-27,1.612762
2011-01-28,0.339307
2011-01-31,1.309729
2011-02-01,0.025191
2011-02-09,-1.180717
2011-02-10,2.078759
2011-02-11,0.540983
2011-02-14,3.146055
2011-02-15,-0.045726
2011-02-16,0.958954
2011-02-17,-0.080652
2011-02-18,-1.048428
2011-02-21,1.433181
2011-02-22,-2.895416
2011-02-23,0.352892
2011-02-24,0.510057
2011-02-25,0.209406
2011-02-28,1.311664
2011-03-01,0.473336
2011-03-02,-0.356233
2011-03-03,-0.665372
2011-03-04,1.519314
2011-03-07,1.952018
2011-03-08,0.088379
2011-03-09,0.041978
2011-03-10,-1.755061
2011-03-11,-1.002451
2011-03-14,0.478663
2011-03-15,-1.80694
2011-03-16,1.380604
2011-03-17,-1.573027
2011-03-18,0.581308
2011-03-21,-0.266662
2011-03-22,0.494246
2011-03-23,1.302064
2011-03-24,-0.415476
2011-03-25,1.326306
2011-03-28,-0.118774
2011-03-29,-0.990466
2011-03-30,-0.058288
2011-03-31,-1.007101
