时间,沪深300指数:涨跌幅
2011-04-01,1.533869
2011-04-06,1.171438
2011-04-07,0.403254
2011-04-08,0.870498
2011-04-11,-0.594359
2011-04-12,-0.199674
2011-04-13,1.360478
2011-04-14,-0.547771
2011-04-15,0.160546
2011-04-18,0.014707
2011-04-19,-1.893948
2011-04-20,-0.001638
2011-04-21,0.655661
2011-04-22,-0.525266
2011-04-25,-1.52633
2011-04-26,-0.572814
2011-04-27,-0.664106
2011-04-28,-1.487053
2011-04-29,0.978785
2011-05-03,0.576592
2011-05-04,-2.556855
2011-05-05,-0.093032
2011-05-06,-0.151018
2011-05-09,0.267925
2011-05-10,0.749642
2011-05-11,-0.258022
2011-05-12,-1.382538
2011-05-13,0.854074
2011-05-16,-0.883286
2011-05-17,0.502022
2011-05-18,0.749384
2011-05-19,-0.596933
2011-05-20,0.030667
2011-05-23,-3.159153
2011-05-24,0.107278
2011-05-25,-1.185636
2011-05-26,-0.400021
2011-05-27,-0.50608
2011-05-30,-0.297033
2011-05-31,1.592483
2011-06-01,0.087188
2011-06-02,-1.613356
2011-06-03,1.036775
2011-06-07,0.599829
2011-06-08,0.146126
2011-06-09,-1.886659
2011-06-10,0.340223
2011-06-13,-0.391096
2011-06-14,1.464607
2011-06-15,-1.01685
2011-06-16,-1.536928
2011-06-17,-0.871305
2011-06-20,-0.596821
2011-06-21,1.188808
2011-06-22,-0.016878
2011-06-23,1.686286
2011-06-24,2.361385
2011-06-27,0.297972
2011-06-28,0.172666
2011-06-29,-1.36649
2011-06-30,1.463918
2011-07-01,0.185803
2011-07-04,2.368559
2011-07-05,0.016656
2011-07-06,-0.281441
2011-07-07,-0.38642
2011-07-08,0.241901
2011-07-11,0.129391
2011-07-12,-1.808457
2011-07-13,1.614116
2011-07-14,0.305771
2011-07-15,0.421857
2011-07-18,-0.200998
2011-07-19,-0.879876
2011-07-20,-0.114955
2011-07-21,-1.048918
2011-07-22,0.289166
2011-07-25,-3.24956
2011-07-26,0.319275
2011-07-27,0.748413
2011-07-28,-0.634989
2011-07-29,-0.299329
2011-08-01,0.189833
2011-08-02,-0.716588
2011-08-03,-0.051177
2011-08-04,0.184069
2011-08-05,-2.124508
2011-08-08,-3.572837
2011-08-09,0.153656
2011-08-10,0.92667
2011-08-11,1.515658
2011-08-12,0.294427
2011-08-15,1.478699
2011-08-16,-0.695778
2011-08-17,-0.39923
2011-08-18,-1.793443
2011-08-19,-0.938166
2011-08-22,-1.064123
2011-08-23,1.555771
2011-08-24,-0.389471
2011-08-25,3.338807
2011-08-26,-0.09026
2011-08-29,-1.668507
2011-08-30,-0.388004
2011-08-31,0.177215
2011-09-01,-0.429995
2011-09-02,-1.0824
2011-09-05,-2.141231
2011-09-06,-0.747645
2011-09-07,2.048505
2011-09-08,-0.827069
2011-09-09,-0.181778
2011-09-13,-1.11999
2011-09-14,0.471458
2011-09-15,-0.148439
2011-09-16,0.180869
2011-09-19,-2.001363
2011-09-20,0.394697
2011-09-21,3.017497
2011-09-22,-3.079129
2011-09-23,-0.60357
2011-09-26,-2.19365
2011-09-27,1.032587
2011-09-28,-1.034505
2011-09-29,-0.858235
2011-09-30,-0.264046
2011-10-10,-0.940167
2011-10-11,-0.198977
2011-10-12,3.634962
2011-10-13,0.674655
2011-10-14,-0.331217
2011-10-17,0.496235
2011-10-18,-2.802526
2011-10-19,-0.352132
2011-10-20,-2.421488
2011-10-21,-0.502077
2011-10-24,2.743037
2011-10-25,1.89221
2011-10-26,0.998962
2011-10-27,0.219712
2011-10-28,1.939395
2011-10-31,-0.506088
2011-11-01,0.082625
2011-11-02,1.662852
2011-11-03,0.069684
2011-11-04,0.708559
2011-11-07,-0.994954
2011-11-08,-0.312033
2011-11-09,0.877806
2011-11-10,-1.892171
2011-11-11,-0.169878
2011-11-14,2.047976
2011-11-15,-0.200531
2011-11-16,-2.716674
2011-11-17,-0.30332
2011-11-18,-2.085712
2011-11-21,0.122463
2011-11-22,-0.008124
2011-11-23,-0.975828
2011-11-24,0.189782
2011-11-25,-0.731658
2011-11-28,0.130274
2011-11-29,1.369748
2011-11-30,-3.33704
2011-12-01,2.462523
2011-12-02,-1.018032
2011-12-05,-1.404835
2011-12-06,-0.200049
2011-12-07,0.472392
2011-12-08,-0.127639
2011-12-09,-0.853069
2011-12-12,-1.029335
2011-12-13,-2.250643
2011-12-14,-1.009444
2011-12-15,-2.36465
2011-12-16,2.10788
2011-12-19,-0.239359
2011-12-20,-0.307624
2011-12-21,-1.597132
2011-12-22,0.095207
2011-12-23,0.761275
2011-12-26,-0.994295
2011-12-27,-1.312967
2011-12-28,0.125508
2011-12-29,0.148748
2011-12-30,1.487479
2012-01-04,-2.003161
2012-01-05,-0.973049
2012-01-06,0.624499
2012-01-09,3.403867
2012-01-10,3.326015
2012-01-11,-0.479744
2012-01-12,-0.015971
2012-01-13,-1.678904
2012-01-16,-2.033342
2012-01-17,4.900648
2012-01-18,-1.561082
2012-01-19,1.905756
2012-01-20,1.447769
2012-01-30,-1.73181
2012-01-31,0.14386
2012-02-01,-1.431099
2012-02-02,2.356696
2012-02-03,0.798475
2012-02-06,-0.070548
2012-02-07,-1.851519
2012-02-08,2.85937
2012-02-09,0.039356
2012-02-10,0.173689
2012-02-13,-0.064848
2012-02-14,-0.389971
2012-02-15,1.090358
2012-02-16,-0.530788
2012-02-17,0.039904
2012-02-20,0.142683
2012-02-21,0.855943
2012-02-22,1.366776
2012-02-23,0.33802
2012-02-24,1.602337
2012-02-27,0.32311
2012-02-28,0.221714
2012-02-29,-1.063677
2012-03-01,-0.030294
2012-03-02,1.769195
2012-03-05,-0.64315
2012-03-06,-1.564053
2012-03-07,-0.68854
2012-03-08,1.259544
2012-03-09,1.081687
2012-03-12,-0.37158
2012-03-13,1.004784
2012-03-14,-2.833455
2012-03-15,-0.750833
2012-03-16,1.468703
2012-03-19,0.247492
2012-03-20,-1.732615
2012-03-21,0.129544
2012-03-22,-0.156349
2012-03-23,-1.192338
2012-03-26,0.098005
2012-03-27,-0.324758
2012-03-28,-2.836237
2012-03-29,-1.284011
2012-03-30,0.482047
2012-04-05,2.359893
2012-04-06,0.278491
2012-04-09,-0.97959
2012-04-10,0.987598
2012-04-11,0.009842
2012-04-12,1.999971
2012-04-13,0.389739
2012-04-16,-0.248406
2012-04-17,-1.249435
2012-04-18,2.282757
2012-04-19,-0.148159
2012-04-20,1.18576
2012-04-23,-0.791864
2012-04-24,-0.044972
2012-04-25,0.810944
2012-04-26,0.209331
2012-04-27,-0.202547
2012-05-02,2.183038
2012-05-03,0.299275
2012-05-04,0.905103
2012-05-07,0.069922
2012-05-08,-0.318716
2012-05-09,-1.904754
2012-05-10,-0.011289
2012-05-11,-0.763845
2012-05-14,-0.810909
2012-05-15,0.070349
2012-05-16,-1.632438
2012-05-17,1.526229
2012-05-18,-1.528955
2012-05-21,0.514962
2012-05-22,1.557418
2012-05-23,-0.405553
2012-05-24,-0.825758
2012-05-25,-0.853749
2012-05-28,1.616181
2012-05-29,1.383147
2012-05-30,-0.324273
2012-05-31,-0.386639
2012-06-01,0.036322
2012-06-04,-2.809421
2012-06-05,-0.00719
2012-06-06,-0.056315
2012-06-07,-0.595018
2012-06-08,-0.702349
2012-06-11,1.344357
2012-06-12,-0.707003
2012-06-13,1.592723
2012-06-14,-0.783334
2012-06-15,0.298115
2012-06-18,0.512372
2012-06-19,-0.875209
2012-06-20,-0.234892
2012-06-21,-1.583712
2012-06-25,-2.21588
2012-06-26,-0.065255
2012-06-27,-0.314471
2012-06-28,-0.877168
2012-06-29,1.479267
2012-07-02,0.147302
2012-07-03,0.141285
2012-07-04,-0.154007
2012-07-05,-1.401628
2012-07-06,1.738172
2012-07-09,-2.288186
2012-07-10,-0.38617
2012-07-11,0.783893
2012-07-12,0.973337
2012-07-13,0.059285
2012-07-16,-2.077096
2012-07-17,0.602984
2012-07-18,0.00555
2012-07-19,0.413654
2012-07-20,-1.066979
2012-07-23,-1.376886
2012-07-24,0.446473
2012-07-25,-0.669573
2012-07-26,-0.533668
2012-07-27,0.06901
2012-07-30,-0.566811
2012-07-31,-0.122913
2012-08-01,1.102866
2012-08-02,-1.007737
2012-08-03,0.807535
2012-08-06,1.354187
2012-08-07,0.136736
2012-08-08,0.038596
2012-08-09,0.916606
2012-08-10,-0.49546
2012-08-13,-1.992707
2012-08-14,0.216205
2012-08-15,-1.077676
2012-08-16,-0.512306
2012-08-17,-0.267021
2012-08-20,-0.505214
2012-08-21,0.517641
2012-08-22,-0.78303
2012-08-23,0.288075
2012-08-24,-1.152029
2012-08-27,-2.086104
2012-08-28,0.458082
2012-08-29,-1.054185
2012-08-30,-0.155498
2012-08-31,-0.294026
2012-09-03,1.065869
2012-09-04,-1.075316
2012-09-05,-0.205588
2012-09-06,0.815865
2012-09-07,4.479889
2012-09-10,0.40942
2012-09-11,-0.635072
2012-09-12,0.353866
2012-09-13,-0.931437
2012-09-14,0.743149
2012-09-17,-2.454587
2012-09-18,-1.038914
2012-09-19,0.491983
2012-09-20,-2.238634
2012-09-21,0.141715
2012-09-24,0.748182
2012-09-25,-0.24202
2012-09-26,-1.143043
2012-09-27,3.058551
2012-09-28,1.838108
2012-10-08,-1.005274
2012-10-09,2.207128
2012-10-10,0.170678
2012-10-11,-0.928697
2012-10-12,0.086774
2012-10-15,-0.419782
2012-10-16,0.144018
2012-10-17,0.114918
2012-10-18,1.533117
2012-10-19,-0.154404
2012-10-22,0.391088
2012-10-23,-1.260467
2012-10-24,-0.185893
2012-10-25,-0.716706
2012-10-26,-1.891204
2012-10-29,-0.536188
2012-10-30,0.180155
2012-10-31,0.66691
2012-11-01,1.909864
2012-11-02,0.386878
2012-11-05,-0.212158
2012-11-06,-0.420265
2012-11-07,-0.205086
2012-11-08,-1.840433
2012-11-09,-0.199563
2012-11-12,0.487477
2012-11-13,-1.750029
2012-11-14,0.482273
2012-11-15,-1.326385
2012-11-16,-0.746847
2012-11-19,-0.103571
2012-11-20,-0.464555
2012-11-21,1.38645
2012-11-22,-0.79047
2012-11-23,0.694819
2012-11-26,-0.77882
2012-11-27,-1.147316
2012-11-28,-0.998634
2012-11-29,-0.633348
2012-11-30,1.13368
2012-12-03,-1.439994
2012-12-04,1.072765
2012-12-05,3.58461
2012-12-06,-0.19367
2012-12-07,1.958385
2012-12-10,1.081069
2012-12-11,-0.552433
2012-12-12,0.410317
2012-12-13,-1.108227
2012-12-14,5.048971
2012-12-17,0.459916
2012-12-18,0.059999
2012-12-19,0.126218
2012-12-20,0.578084
2012-12-21,-0.537316
2012-12-24,0.38849
2012-12-25,2.821162
2012-12-26,0.376737
2012-12-27,-0.529985
2012-12-28,1.450343
2012-12-31,1.729926
2013-01-04,0.05775
2013-01-07,0.458563
2013-01-08,-0.420152
2013-01-09,0.031521
2013-01-10,0.175882
2013-01-11,-1.870686
2013-01-14,3.805326
2013-01-15,0.703372
2013-01-16,-0.722844
2013-01-17,-0.944243
2013-01-18,1.671956
2013-01-21,0.595622
2013-01-22,-0.536214
2013-01-23,0.406562
2013-01-24,-0.947322
2013-01-25,-0.429038
2013-01-28,3.118164
2013-01-29,0.905137
2013-01-30,0.480032
2013-01-31,-0.068025
2013-02-01,2.10065
2013-02-04,0.171471
2013-02-05,0.860508
2013-02-06,0.150414
2013-02-07,-0.575465
2013-02-08,0.429549
2013-02-18,-1.235837
2013-02-19,-1.894632
2013-02-20,0.634084
2013-02-21,-3.407267
2013-02-22,-0.534179
2013-02-25,0.321805
2013-02-26,-1.434379
2013-02-27,1.054761
2013-02-28,3.031206
2013-03-01,-0.167993
2013-03-04,-4.613285
2013-03-05,3.028304
2013-03-06,1.044492
2013-03-07,-1.15927
2013-03-08,-0.479179
2013-03-11,-0.55832
2013-03-12,-1.417891
2013-03-13,-1.100674
2013-03-14,0.268528
2013-03-15,0.220971
2013-03-18,-1.471727
2013-03-19,0.903259
2013-03-20,3.369257
2013-03-21,0.184432
2013-03-22,0.12696
2013-03-25,-0.199022
2013-03-26,-1.456012
2013-03-27,0.329314
2013-03-28,-3.260191
2013-03-29,-0.168807
2013-04-01,-0.075989
2013-04-02,-0.272583
2013-04-03,-0.114383
2013-04-08,-0.452901
2013-04-09,0.692918
2013-04-10,-0.16554
2013-04-11,-0.299078
2013-04-12,-0.63619
2013-04-15,-1.027329
2013-04-16,0.934579
2013-04-17,-0.045495
2013-04-18,0.259429
2013-04-19,2.798384
2013-04-22,-0.124594
2013-04-23,-3.208597
2013-04-24,1.882366
2013-04-25,-1.110123
2013-04-26,-0.83347
2013-05-02,0.095329
2013-05-03,1.766505
2013-05-06,1.326601
2013-05-07,0.156573
2013-05-08,0.508313
2013-05-09,-0.590059
2013-05-10,0.515944
2013-05-13,-0.396248
2013-05-14,-1.478998
2013-05-15,0.544932
2013-05-16,1.826301
2013-05-17,1.541069
2013-05-20,0.677418
2013-05-21,0.201026
2013-05-22,0.121651
2013-05-23,-1.343947
2013-05-24,0.556711
2013-05-27,0.090828
2013-05-28,1.722274
2013-05-29,-0.067994
2013-05-30,-0.311743
2013-05-31,-1.058982
2013-06-03,-0.145909
2013-06-04,-1.419991
2013-06-05,-0.199831
2013-06-06,-1.276841
2013-06-07,-1.728152
2013-06-13,-3.390402
2013-06-14,0.701435
2013-06-17,-0.535094
2013-06-18,0.620091
2013-06-19,-0.743361
2013-06-20,-3.303072
2013-06-21,-0.175406
2013-06-24,-6.30812
2013-06-25,-0.266626
2013-06-26,0.132815
2013-06-27,-0.348753
2013-06-28,1.846779
2013-07-01,0.576105
2013-07-02,0.391584
2013-07-03,-0.817108
2013-07-04,0.823612
2013-07-05,0.219174
2013-07-08,-2.839438
2013-07-09,-0.043908
2013-07-10,2.8389
2013-07-11,4.614209
2013-07-12,-2.205496
2013-07-15,1.403023
2013-07-16,0.457288
2013-07-17,-1.510539
2013-07-18,-1.643044
2013-07-19,-2.44285
2013-07-22,0.534632
2013-07-23,2.890578
2013-07-24,-0.736767
2013-07-25,-0.509881
2013-07-26,-0.611123
2013-07-29,-2.159974
2013-07-30,0.616645
2013-07-31,0.165937
2013-08-01,2.386799
2013-08-02,0.084574
2013-08-05,1.382393
2013-08-06,0.672072
2013-08-07,-0.567569
2013-08-08,-0.168419
2013-08-09,0.405309
2013-08-12,2.921422
2013-08-13,0.266662
2013-08-14,-0.423388
2013-08-15,-1.170841
2013-08-16,-0.750869
2013-08-19,1.184214
2013-08-20,-0.813449
2013-08-21,-0.167613
2013-08-22,-0.201725
2013-08-23,-0.737999
2013-08-26,2.128925
2013-08-27,0.225422
2013-08-28,-0.547871
2013-08-29,-0.41859
2013-08-30,-0.189836
2013-09-02,0.278057
2013-09-03,1.472109
2013-09-04,-0.16152
2013-09-05,-0.381333
2013-09-06,0.685261
2013-09-09,3.51292
2013-09-10,1.404772
2013-09-11,0.323044
2013-09-12,0.989412
2013-09-13,-0.739914
2013-09-16,-0.422355
2013-09-17,-2.060531
2013-09-18,0.213733
2013-09-23,1.635266
2013-09-24,-1.148855
2013-09-25,-0.607844
2013-09-26,-1.835589
2013-09-27,0.441529
2013-09-30,0.587314
2013-10-08,1.360461
2013-10-09,0.482101
2013-10-10,-0.989003
2013-10-11,1.613252
2013-10-14,0.163419
2013-10-15,-0.203232
2013-10-16,-1.870139
2013-10-17,-0.332085
2013-10-18,0.527238
2013-10-21,1.865911
2013-10-22,-1.029044
2013-10-23,-1.120246
2013-10-24,-0.743439
2013-10-25,-1.33105
2013-10-28,-0.109982
2013-10-29,0.257782
2013-10-30,1.493137
2013-10-31,-1.402011
2013-11-01,0.473603
2013-11-04,-0.188934
2013-11-05,0.139259
2013-11-06,-1.266943
2013-11-07,-0.553033
2013-11-08,-1.393133
2013-11-11,0.344202
2013-11-12,1.041112
2013-11-13,-2.217265
2013-11-14,0.716091
2013-11-15,2.006204
2013-11-18,3.325302
2013-11-19,-0.6892
2013-11-20,0.525959
2013-11-21,-0.612863
2013-11-22,-0.499048
2013-11-25,-0.389206
2013-11-26,-0.050782
2013-11-27,1.133652
2013-11-28,1.037449
2013-11-29,-0.024021
2013-12-02,-0.826423
2013-12-03,0.992067
2013-12-04,1.32435
2013-12-05,-0.280308
2013-12-06,-0.6446
2013-12-09,-0.057701
2013-12-10,0.099964
2013-12-11,-1.653228
2013-12-12,-0.113894
2013-12-13,-0.140082
2013-12-16,-1.608717
2013-12-17,-0.487643
2013-12-18,0.036072
2013-12-19,-1.052763
2013-12-20,-2.326949
2013-12-23,0.283829
2013-12-24,0.15959
2013-12-25,0.736896
2013-12-26,-1.725558
2013-12-27,1.683814
2013-12-30,-0.174519
2013-12-31,1.329357
2014-01-02,-0.345404
2014-01-03,-1.343639
2014-01-06,-2.276169
2014-01-07,-0.02841
2014-01-08,0.174709
2014-01-09,-0.878269
2014-01-10,-0.78165
2014-01-13,-0.506701
2014-01-14,0.873738
2014-01-15,-0.17647
2014-01-16,0.13142
2014-01-17,-1.508063
2014-01-20,-0.573563
2014-01-21,0.988784
2014-01-22,2.577752
2014-01-23,-0.530663
2014-01-24,0.617817
2014-01-27,-1.325168
2014-01-28,0.177624
2014-01-29,0.35705
2014-01-30,-1.137051
2014-02-07,0.455538
2014-02-10,2.4882
2014-02-11,0.795049
2014-02-12,0.248692
2014-02-13,-0.51029
2014-02-14,0.702813
2014-02-17,0.70013
2014-02-18,-1.263385
2014-02-19,1.148507
2014-02-20,-0.91915
2014-02-21,-1.0117
2014-02-24,-2.198699
2014-02-25,-2.555871
2014-02-26,0.254691
2014-02-27,-0.429739
2014-02-28,1.154213
2014-03-03,0.523137
2014-03-04,-0.278355
2014-03-05,-0.929234
2014-03-06,0.446308
2014-03-07,-0.242727
2014-03-10,-3.254583
2014-03-11,0.518356
2014-03-12,0.259549
2014-03-13,1.239231
2014-03-14,-0.81749
2014-03-17,0.951651
2014-03-18,-0.228881
2014-03-19,-0.807387
2014-03-20,-1.598542
2014-03-21,3.441885
2014-03-24,0.822495
2014-03-25,-0.097126
2014-03-26,-0.15604
2014-03-27,-0.706572
2014-03-28,-0.173586
2014-03-31,-0.263015
2014-04-01,0.783206
2014-04-02,0.814196
2014-04-03,-0.720815
2014-04-04,0.945216
2014-04-08,2.372211
2014-04-09,0.058284
2014-04-10,1.569762
2014-04-11,-0.136118
2014-04-14,-0.090414
2014-04-15,-1.725724
2014-04-16,0.137387
2014-04-17,-0.345931
2014-04-18,-0.014563
2014-04-21,-1.673695
2014-04-22,0.436485
2014-04-23,-0.096823
2014-04-24,-0.1911
2014-04-25,-1.033931
2014-04-28,-1.515666
2014-04-29,1.100765
2014-04-30,0.008756
2014-05-05,-0.101406
2014-05-06,0.039787
2014-05-07,-0.927629
2014-05-08,-0.085154
2014-05-09,-0.074222
2014-05-12,2.162368
2014-05-13,-0.238618
2014-05-14,-0.114031
2014-05-15,-1.302171
2014-05-16,0.087123
2014-05-19,-1.43568
2014-05-20,0.029691
2014-05-21,0.951615
2014-05-22,-0.235825
2014-05-23,0.82342
2014-05-26,0.351981
2014-05-27,-0.403344
2014-05-28,1.027905
2014-05-29,-0.65402
2014-05-30,0.06032
2014-06-03,-0.303552
2014-06-04,-1.006736
2014-06-05,1.049113
2014-06-06,-0.738677
2014-06-09,-0.020377
2014-06-10,1.264454
2014-06-11,-0.023227
2014-06-12,-0.340435
2014-06-13,1.060272
2014-06-16,0.717429
2014-06-17,-1.011974
2014-06-18,-0.434858
2014-06-19,-1.542977
2014-06-20,0.461797
2014-06-23,-0.122571
2014-06-24,0.501895
2014-06-25,-0.533844
2014-06-26,0.736159
2014-06-27,0.055
2014-06-30,0.69108
2014-07-01,-0.025818
2014-07-02,0.291422
2014-07-03,0.429552
2014-07-04,-0.068664
2014-07-07,-0.110433
2014-07-08,0.192254
2014-07-09,-1.456702
2014-07-10,-0.272861
2014-07-11,0.240894
2014-07-14,1.105629
2014-07-15,0.148175
2014-07-16,-0.188876
2014-07-17,-0.63569
2014-07-18,0.328038
2014-07-21,0.099393
2014-07-22,1.218809
2014-07-23,0.234186
2014-07-24,1.782756
2014-07-25,1.04778
2014-07-28,2.806649
2014-07-29,0.321529
2014-07-30,-0.401395
2014-07-31,1.216187
2014-08-01,-0.887097
2014-08-04,1.984114
2014-08-05,-0.263805
2014-08-06,-0.258805
2014-08-07,-1.513358
2014-08-08,0.157984
2014-08-11,1.467741
2014-08-12,-0.350773
2014-08-13,0.078445
2014-08-14,-0.973165
2014-08-15,1.05696
2014-08-18,0.589968
2014-08-19,0.008675
2014-08-20,-0.36332
2014-08-21,-0.50276
2014-08-22,0.472338
2014-08-25,-0.95127
2014-08-26,-0.801199
2014-08-27,0.150726
2014-08-28,-0.701024
2014-08-29,1.168574
2014-09-01,0.728311
2014-09-02,1.322242
2014-09-03,0.937707
2014-09-04,0.721759
2014-09-05,0.949418
2014-09-09,-0.164744
2014-09-10,-0.523101
2014-09-11,-0.369137
2014-09-12,0.61499
2014-09-15,-0.047942
2014-09-16,-1.986879
2014-09-17,0.525837
2014-09-18,0.305581
2014-09-19,0.686978
2014-09-22,-1.908741
2014-09-23,0.863501
2014-09-24,1.767146
2014-09-25,-0.200625
2014-09-26,0.009684
2014-09-29,0.434843
2014-09-30,0.13028
2014-10-08,1.117713
2014-10-09,0.144126
2014-10-10,-0.611051
2014-10-13,-0.480098
2014-10-14,-0.341515
2014-10-15,0.707605
2014-10-16,-0.790584
2014-10-17,-0.108943
2014-10-20,0.531549
2014-10-21,-0.868534
2014-10-22,-0.60615
2014-10-23,-0.93875
2014-10-24,-0.218286
2014-10-27,-0.91496
2014-10-28,2.018759
2014-10-29,1.437153
2014-10-30,0.715555
2014-10-31,1.595836
2014-11-03,0.168359
2014-11-04,0.024835
2014-11-05,-0.386921
2014-11-06,0.104616
2014-11-07,-0.156181
2014-11-10,2.540892
2014-11-11,-0.277426
2014-11-12,1.395522
2014-11-13,-0.561535
2014-11-14,0.052059
2014-11-17,-0.542096
2014-11-18,-1.000545
2014-11-19,-0.164987
2014-11-20,-0.004887
2014-11-21,1.827126
2014-11-24,2.547093
2014-11-25,1.370308
2014-11-26,1.394755
2014-11-27,1.155776
2014-11-28,1.97238
2014-12-01,0.391374
2014-12-02,3.692728
2014-12-03,1.491446
2014-12-04,4.609932
2014-12-05,0.661459
2014-12-08,4.096023
2014-12-09,-4.487345
2014-12-10,3.689611
2014-12-11,-1.196134
2014-12-12,0.320922
2014-12-15,0.751622
2014-12-16,2.678517
2014-12-17,1.731427
2014-12-18,-0.436559
2014-12-19,1.112995
2014-12-22,0.33442
2014-12-23,-2.04912
2014-12-24,-2.843343
2014-12-25,3.251439
2014-12-26,3.310529
2014-12-29,0.279061
2014-12-30,0.060745
2014-12-31,2.202453
2015-01-05,3.051641
2015-01-06,-0.013236
2015-01-07,0.075006
2015-01-08,-2.319865
2015-01-09,-0.352208
2015-01-12,-0.934581
2015-01-13,0.013206
2015-01-14,-0.330588
2015-01-15,2.903647
2015-01-16,0.86082
2015-01-19,-7.702332
2015-01-20,1.223997
2015-01-21,4.495083
2015-01-22,0.527715
2015-01-23,0.115455
2015-01-26,1.014998
2015-01-27,-0.916135
2015-01-28,-1.387663
2015-01-29,-1.234639
2015-01-30,-1.361595
2015-02-02,-2.341901
2015-02-03,2.489147
2015-02-04,-1.037893
2015-02-05,-1.023644
2015-02-06,-1.61945
2015-02-09,1.011375
2015-02-10,1.823773
2015-02-11,0.797812
2015-02-12,0.254796
2015-02-13,0.782892
2015-02-16,0.854653
2015-02-17,0.652639
2015-02-25,-1.237621
2015-02-26,2.517184
2015-02-27,0.183608
2015-03-02,0.795501
2015-03-03,-2.592561
2015-03-04,0.653439
2015-03-05,-0.976487
2015-03-06,-0.50979
2015-03-09,1.702736
2015-03-10,-0.48446
2015-03-11,0.11481
2015-03-12,1.934687
2015-03-13,0.690623
2015-03-16,2.432901
2015-03-17,1.38844
2015-03-18,2.367051
2015-03-19,-0.16422
2015-03-20,1.376005
2015-03-23,2.042016
2015-03-24,0.024798
2015-03-25,-0.821385
2015-03-26,0.243299
2015-03-27,0.549317
2015-03-30,2.932777
2015-03-31,-0.904413
2015-04-01,1.794306
2015-04-02,0.021363
2015-04-03,1.109442
2015-04-07,2.14615
2015-04-08,0.839404
2015-04-09,-0.783672
2015-04-10,1.93044
2015-04-13,1.764495
2015-04-14,0.387033
2015-04-15,-1.299428
2015-04-16,3.036927
2015-04-17,1.829825
2015-04-20,-1.614769
2015-04-21,2.150525
2015-04-22,2.611945
2015-04-23,0.022744
2015-04-24,-0.806831
2015-04-27,2.231746
2015-04-28,-1.367233
2015-04-29,0.684647
2015-04-30,-0.511905
2015-05-04,0.796967
2015-05-05,-3.98735
2015-05-06,-0.94652
2015-05-07,-1.82807
2015-05-08,1.975688
2015-05-11,2.898558
2015-05-12,1.212848
2015-05-13,-0.610542
2015-05-14,-0.374234
2015-05-15,-1.772217
2015-05-18,-0.916736
2015-05-19,3.411524
2015-05-20,0.500864
2015-05-21,1.809852
2015-05-22,2.279685
2015-05-25,2.992324
2015-05-26,1.949664
2015-05-27,-0.336301
2015-05-28,-6.705229
2015-05-29,0.141125
2015-06-01,4.861771
2015-06-02,1.6881
2015-06-03,-0.354135
2015-06-04,0.735401
2015-06-05,0.948312
2015-06-08,2.355373
2015-06-09,-0.677843
2015-06-10,-0.157011
2015-06-11,-0.047503
2015-06-12,0.537541
2015-06-15,-2.135823
2015-06-16,-2.994452
2015-06-17,1.461246
2015-06-18,-4.053093
2015-06-19,-5.952631
2015-06-23,3.214088
2015-06-24,1.964766
2015-06-25,-3.557494
2015-06-26,-7.868266
2015-06-29,-3.335784
2015-06-30,6.714678
2015-07-01,-4.917879
2015-07-02,-3.409927
2015-07-03,-5.406023
2015-07-06,2.89816
2015-07-07,-1.764008
2015-07-08,-6.745541
2015-07-09,6.404215
2015-07-10,5.360437
2015-07-13,2.563109
2015-07-14,-2.366269
2015-07-15,-3.535628
2015-07-16,0.771335
2015-07-17,3.856052
2015-07-20,0.219593
2015-07-21,0.129637
2015-07-22,-0.212321
2015-07-23,2.25261
2015-07-24,-1.753228
2015-07-27,-8.561385
2015-07-28,-0.200035
2015-07-29,3.129982
2015-07-30,-2.925094
2015-07-31,0.033745
2015-08-03,0.328454
2015-08-04,3.105581
2015-08-05,-2.058065
2015-08-06,-0.906364
2015-08-07,1.959711
2015-08-10,4.541139
2015-08-11,-0.433247
2015-08-12,-1.24286
2015-08-13,1.477464
2015-08-14,-0.047185
2015-08-17,0.106347
2015-08-18,-6.190972
2015-08-19,1.587371
2015-08-20,-3.20837
2015-08-21,-4.570528
2015-08-24,-8.747694
2015-08-25,-7.101364
2015-08-26,-0.566382
2015-08-27,5.947251
2015-08-28,4.262765
2015-08-31,0.725539
2015-09-01,-0.132278
2015-09-02,0.111511
2015-09-07,-3.426992
2015-09-08,2.570026
2015-09-09,1.958058
2015-09-10,-1.228027
2015-09-11,-0.30895
2015-09-14,-1.973481
2015-09-15,-3.928516
2015-09-16,4.981121
2015-09-17,-2.183269
2015-09-18,0.440983
2015-09-21,1.752344
2015-09-22,0.930502
2015-09-23,-2.276185
2015-09-24,0.67335
2015-09-25,-1.614847
2015-09-28,0.334194
2015-09-29,-1.970487
2015-09-30,0.757918
2015-10-08,2.920263
2015-10-09,1.32365
2015-10-12,3.220771
2015-10-13,-0.076872
2015-10-14,-1.130073
2015-10-15,2.36937
2015-10-16,1.355113
2015-10-19,0.003305
2015-10-20,1.231419
2015-10-21,-2.919424
2015-10-22,1.476411
2015-10-23,1.325202
2015-10-26,0.504586
2015-10-27,0.100809
2015-10-28,-1.891505
2015-10-29,0.237923
2015-10-30,0.021858
2015-11-02,-1.64446
2015-11-03,-0.3012
2015-11-04,4.704814
2015-11-05,2.133973
2015-11-06,2.35847
2015-11-09,1.238496
2015-11-10,-0.185316
