时间,沪深300指数:涨跌点数
2012-01-20,35.736
2012-01-30,-43.366
2012-01-31,3.54
2012-02-01,-35.266
2012-02-02,57.244
2012-02-03,19.852
2012-02-06,-1.768
2012-02-07,-46.368
2012-02-08,70.282
2012-02-09,0.995
2012-02-10,4.393
2012-02-13,-1.643
2012-02-14,-9.874
2012-02-15,27.5
2012-02-16,-13.533
2012-02-17,1.012
2012-02-20,3.62
2012-02-21,21.747
2012-02-22,35.023
2012-02-23,8.78
2012-02-24,41.761
2012-02-27,8.556
2012-02-28,5.89
2012-02-29,-28.32
2012-03-01,-0.798
2012-03-02,46.589
2012-03-05,-17.236
2012-03-06,-41.646
2012-03-07,-18.047
2012-03-08,32.786
2012-03-09,28.511
2012-03-12,-9.9
2012-03-13,26.671
2012-03-14,-75.967
2012-03-15,-19.56
2012-03-16,37.974
2012-03-19,6.493
2012-03-20,-45.568
2012-03-21,3.348
2012-03-22,-4.046
2012-03-23,-30.807
2012-03-26,2.502
2012-03-27,-8.299
2012-03-28,-72.243
2012-03-29,-31.778
2012-03-30,11.777
2012-04-05,57.933
2012-04-06,6.998
2012-04-09,-24.684
2012-04-10,24.642
2012-04-11,0.248
2012-04-12,50.4
2012-04-13,10.018
2012-04-16,-6.41
2012-04-17,-32.161
2012-04-18,58.025
2012-04-19,-3.852
2012-04-20,30.783
2012-04-23,-20.801
2012-04-24,-1.172
2012-04-25,21.124
2012-04-26,5.497
2012-04-27,-5.33
2012-05-02,57.33
2012-05-03,8.031
2012-05-04,24.361
2012-05-07,1.899
2012-05-08,-8.662
2012-05-09,-51.602
2012-05-10,-0.3
2012-05-11,-20.297
2012-05-14,-21.383
2012-05-15,1.84
2012-05-16,-42.727
2012-05-17,39.295
2012-05-18,-39.966
2012-05-21,13.255
2012-05-22,40.294
2012-05-23,-10.656
2012-05-24,-21.609
2012-05-25,-22.157
2012-05-28,41.586
2012-05-29,36.165
2012-05-30,-8.596
2012-05-31,-10.216
2012-06-01,0.956
2012-06-04,-73.972
2012-06-05,-0.184
2012-06-06,-1.441
2012-06-07,-15.217
2012-06-08,-17.855
2012-06-11,33.936
2012-06-12,-18.087
2012-06-13,40.458
2012-06-14,-20.215
2012-06-15,7.633
2012-06-18,13.158
2012-06-19,-22.591
2012-06-20,-6.01
2012-06-21,-40.426
2012-06-25,-55.667
2012-06-26,-1.603
2012-06-27,-7.72
2012-06-28,-21.466
2012-06-29,35.883
2012-07-02,3.626
2012-07-03,3.483
2012-07-04,-3.802
2012-07-05,-34.549
2012-07-06,42.244
2012-07-09,-56.578
2012-07-10,-9.33
2012-07-11,18.866
2012-07-12,23.609
2012-07-13,1.452
2012-07-16,-50.902
2012-07-17,14.47
2012-07-18,0.134
2012-07-19,9.987
2012-07-20,-25.867
2012-07-23,-33.024
2012-07-24,10.561
2012-07-25,-15.909
2012-07-26,-12.595
2012-07-27,1.62
2012-07-30,-13.315
2012-07-31,-2.871
2012-08-01,25.729
2012-08-02,-23.769
2012-08-03,18.855
2012-08-06,31.874
2012-08-07,3.262
2012-08-08,0.922
2012-08-09,21.905
2012-08-10,-11.949
2012-08-13,-47.82
2012-08-14,5.085
2012-08-15,-25.401
2012-08-16,-11.945
2012-08-17,-6.194
2012-08-20,-11.688
2012-08-21,11.915
2012-08-22,-18.117
2012-08-23,6.613
2012-08-24,-26.522
2012-08-27,-47.473
2012-08-28,10.207
2012-08-29,-23.597
2012-08-30,-3.444
2012-08-31,-6.502
2012-09-03,23.501
2012-09-04,-23.962
2012-09-05,-4.532
2012-09-06,17.948
2012-09-07,99.356
2012-09-10,9.487
2012-09-11,-14.776
2012-09-12,8.181
2012-09-13,-21.61
2012-09-14,17.081
2012-09-17,-56.837
2012-09-18,-23.466
2012-09-19,10.997
2012-09-20,-50.285
2012-09-21,3.112
2012-09-24,16.453
2012-09-25,-5.362
2012-09-26,-25.263
2012-09-27,66.826
2012-09-28,41.389
2012-10-08,-23.052
2012-10-09,50.103
2012-10-10,3.96
2012-10-11,-21.584
2012-10-12,1.998
2012-10-15,-9.674
2012-10-16,3.305
2012-10-17,2.641
2012-10-18,35.274
2012-10-19,-3.607
2012-10-22,9.122
2012-10-23,-29.515
2012-10-24,-4.298
2012-10-25,-16.54
2012-10-26,-43.332
2012-10-29,-12.053
2012-10-30,4.028
2012-10-31,14.938
2012-11-01,43.064
2012-11-02,8.89
2012-11-05,-4.894
2012-11-06,-9.674
2012-11-07,-4.701
2012-11-08,-42.1
2012-11-09,-4.481
2012-11-12,10.924
2012-11-13,-39.408
2012-11-14,10.67
2012-11-15,-29.487
2012-11-16,-16.383
2012-11-19,-2.255
2012-11-20,-10.104
2012-11-21,30.015
2012-11-22,-17.35
2012-11-23,15.13
2012-11-26,-17.077
2012-11-27,-24.961
2012-11-28,-21.477
2012-11-29,-13.485
2012-11-30,23.985
2012-12-03,-30.811
2012-12-04,22.623
2012-12-05,76.405
2012-12-06,-4.276
2012-12-07,43.155
2012-12-10,24.289
2012-12-11,-12.546
2012-12-12,9.267
2012-12-13,-25.132
2012-12-14,113.23
2012-12-17,10.835
2012-12-18,1.42
2012-12-19,2.989
2012-12-20,13.707
2012-12-21,-12.814
2012-12-24,9.215
2012-12-25,67.178
2012-12-26,9.224
2012-12-27,-13.025
2012-12-28,35.455
2012-12-31,42.903
2013-01-04,1.457
2013-01-07,11.576
2013-01-08,-10.655
2013-01-09,0.796
2013-01-10,4.443
2013-01-11,-47.339
2013-01-14,94.495
2013-01-15,18.131
2013-01-16,-18.764
2013-01-17,-24.334
2013-01-18,42.681
2013-01-21,15.459
2013-01-22,-14
2013-01-23,10.558
2013-01-24,-24.701
2013-01-25,-11.081
2013-01-28,80.189
2013-01-29,24.003
2013-01-30,12.845
2013-01-31,-1.829
2013-02-01,56.442
2013-02-04,4.704
2013-02-05,23.647
2013-02-06,4.169
2013-02-07,-15.974
2013-02-08,11.855
2013-02-18,-34.254
2013-02-19,-51.865
2013-02-20,17.029
2013-02-21,-92.086
2013-02-22,-13.945
2013-02-25,8.356
2013-02-26,-37.365
2013-02-27,27.082
2013-02-28,78.65
2013-03-01,-4.491
2013-03-04,-123.121
2013-03-05,77.092
2013-03-06,27.395
2013-03-07,-30.723
2013-03-08,-12.552
2013-03-11,-14.555
2013-03-12,-36.757
2013-03-13,-28.129
2013-03-14,6.787
2013-03-15,5.6
2013-03-18,-37.38
2013-03-19,22.604
2013-03-20,85.077
2013-03-21,4.814
2013-03-22,3.32
2013-03-25,-5.211
2013-03-26,-38.047
2013-03-27,8.48
2013-03-28,-84.228
2013-03-29,-4.219
2013-04-01,-1.896
2013-04-02,-6.796
2013-04-03,-2.844
2013-04-08,-11.248
2013-04-09,17.131
2013-04-10,-4.121
2013-04-11,-7.433
2013-04-12,-15.764
2013-04-15,-25.294
2013-04-16,22.774
2013-04-17,-1.119
2013-04-18,6.378
2013-04-19,68.976
2013-04-22,-3.157
2013-04-23,-81.199
2013-04-24,46.108
2013-04-25,-27.704
2013-04-26,-20.569
2013-05-02,2.333
2013-05-03,43.273
2013-05-06,33.071
2013-05-07,3.955
2013-05-08,12.86
2013-05-09,-15.004
2013-05-10,13.042
2013-05-13,-10.068
2013-05-14,-37.43
2013-05-15,13.587
2013-05-16,45.784
2013-05-17,39.339
2013-05-20,17.559
2013-05-21,5.246
2013-05-22,3.181
2013-05-23,-35.185
2013-05-24,14.379
2013-05-27,2.359
2013-05-28,44.772
2013-05-29,-1.798
2013-05-30,-8.238
2013-05-31,-27.897
2013-06-03,-3.803
2013-06-04,-36.957
2013-06-05,-5.127
2013-06-06,-32.694
2013-06-07,-43.685
2013-06-13,-84.223
2013-06-14,16.834
2013-06-17,-12.932
2013-06-18,14.906
2013-06-19,-17.98
2013-06-20,-79.299
2013-06-21,-4.072
2013-06-24,-146.184
2013-06-25,-5.789
2013-06-26,2.876
2013-06-27,-7.562
2013-06-28,39.904
2013-07-01,12.678
2013-07-02,8.667
2013-07-03,-18.156
2013-07-04,18.151
2013-07-05,4.87
2013-07-08,-63.23
2013-07-09,-0.95
2013-07-10,61.396
2013-07-11,102.623
2013-07-12,-51.315
2013-07-15,31.924
2013-07-16,10.551
2013-07-17,-35.012
2013-07-18,-37.508
2013-07-19,-54.85
2013-07-22,11.711
2013-07-23,63.656
2013-07-24,-16.694
2013-07-25,-11.468
2013-07-26,-13.675
2013-07-29,-48.038
2013-07-30,13.418
2013-07-31,3.633
2013-08-01,52.343
2013-08-02,1.899
2013-08-05,31.066
2013-08-06,15.312
2013-08-07,-13.018
2013-08-08,-3.841
2013-08-09,9.228
2013-08-12,66.784
2013-08-13,6.274
2013-08-14,-9.988
2013-08-15,-27.504
2013-08-16,-17.432
2013-08-19,27.286
2013-08-20,-18.965
2013-08-21,-3.876
2013-08-22,-4.657
2013-08-23,-17.003
2013-08-26,48.687
2013-08-27,5.265
2013-08-28,-12.825
2013-08-29,-9.745
2013-08-30,-4.401
2013-09-02,6.434
2013-09-03,34.158
2013-09-04,-3.803
2013-09-05,-8.964
2013-09-06,16.047
2013-09-09,82.827
2013-09-10,34.285
2013-09-11,7.995
2013-09-12,24.566
2013-09-13,-18.553
2013-09-16,-10.512
2013-09-17,-51.068
2013-09-18,5.188
2013-09-23,39.778
2013-09-24,-28.403
2013-09-25,-14.855
2013-09-26,-44.587
2013-09-27,10.528
2013-09-30,14.066
2013-10-08,32.774
2013-10-09,11.772
2013-10-10,-24.266
2013-10-11,39.191
2013-10-14,4.034
2013-10-15,-5.025
2013-10-16,-46.146
2013-10-17,-8.041
2013-10-18,12.724
2013-10-21,45.268
2013-10-22,-25.431
2013-10-23,-27.4
2013-10-24,-17.98
2013-10-25,-31.952
2013-10-28,-2.605
2013-10-29,6.099
2013-10-30,35.418
2013-10-31,-33.753
2013-11-01,11.242
2013-11-04,-4.506
2013-11-05,3.315
2013-11-06,-30.201
2013-11-07,-13.016
2013-11-08,-32.607
2013-11-11,7.944
2013-11-12,24.111
2013-11-13,-51.884
2013-11-14,16.385
2013-11-15,46.233
2013-11-18,78.169
2013-11-19,-16.74
2013-11-20,12.687
2013-11-21,-14.861
2013-11-22,-12.027
2013-11-25,-9.333
2013-11-26,-1.213
2013-11-27,27.065
2013-11-28,25.049
2013-11-29,-0.586
2013-12-02,-20.156
2013-12-03,23.996
2013-12-04,32.351
2013-12-05,-6.938
2013-12-06,-15.91
2013-12-09,-1.415
2013-12-10,2.45
2013-12-11,-40.559
2013-12-12,-2.748
2013-12-13,-3.376
2013-12-16,-38.716
2013-12-17,-11.547
2013-12-18,0.85
2013-12-19,-24.816
2013-12-20,-54.274
2013-12-23,6.466
2013-12-24,3.646
2013-12-25,16.862
2013-12-26,-39.776
2013-12-27,38.144
2013-12-30,-4.02
2013-12-31,30.568
2014-01-02,-8.048
2014-01-03,-31.199
2014-01-06,-52.142
2014-01-07,-0.636
2014-01-08,3.91
2014-01-09,-19.69
2014-01-10,-17.37
2014-01-13,-11.172
2014-01-14,19.167
2014-01-15,-3.905
2014-01-16,2.903
2014-01-17,-33.356
2014-01-20,-12.495
2014-01-21,21.417
2014-01-22,56.386
2014-01-23,-11.907
2014-01-24,13.789
2014-01-27,-29.759
2014-01-28,3.936
2014-01-29,7.926
2014-01-30,-25.331
2014-02-07,10.033
2014-02-10,55.051
2014-02-11,18.028
2014-02-12,5.684
2014-02-13,-11.692
2014-02-14,16.021
2014-02-17,16.072
2014-02-18,-29.205
2014-02-19,26.214
2014-02-20,-21.22
2014-02-21,-23.142
2014-02-24,-49.785
2014-02-25,-56.6
2014-02-26,5.496
2014-02-27,-9.297
2014-02-28,24.863
2014-03-03,11.399
2014-03-04,-6.097
2014-03-05,-20.297
2014-03-06,9.658
2014-03-07,-5.276
2014-03-10,-70.571
2014-03-11,10.874
2014-03-12,5.473
2014-03-13,26.199
2014-03-14,-17.497
2014-03-17,20.202
2014-03-18,-4.905
2014-03-19,-17.263
2014-03-20,-33.903
2014-03-21,71.831
2014-03-24,17.756
2014-03-25,-2.114
2014-03-26,-3.393
2014-03-27,-15.34
2014-03-28,-3.742
2014-03-31,-5.66
2014-04-01,16.81
2014-04-02,17.612
2014-04-03,-15.719
2014-04-04,20.464
2014-04-08,51.844
2014-04-09,1.304
2014-04-10,35.141
2014-04-11,-3.095
2014-04-14,-2.053
2014-04-15,-39.15
2014-04-16,3.063
2014-04-17,-7.723
2014-04-18,-0.324
2014-04-21,-37.231
2014-04-22,9.547
2014-04-23,-2.127
2014-04-24,-4.194
2014-04-25,-22.648
2014-04-28,-32.857
2014-04-29,23.501
2014-04-30,0.189
2014-05-05,-2.189
2014-05-06,0.858
2014-05-07,-20.012
2014-05-08,-1.82
2014-05-09,-1.585
2014-05-12,46.143
2014-05-13,-5.202
2014-05-14,-2.48
2014-05-15,-28.288
2014-05-16,1.868
2014-05-19,-30.809
2014-05-20,0.628
2014-05-21,20.134
2014-05-22,-5.037
2014-05-23,17.546
2014-05-26,7.562
2014-05-27,-8.696
2014-05-28,22.072
2014-05-29,-14.188
2014-05-30,1.3
2014-06-03,-6.546
2014-06-04,-21.644
2014-06-05,22.328
2014-06-06,-15.886
2014-06-09,-0.435
2014-06-10,26.987
2014-06-11,-0.502
2014-06-12,-7.356
2014-06-13,22.832
2014-06-16,15.613
2014-06-17,-22.181
2014-06-18,-9.435
2014-06-19,-33.332
2014-06-20,9.822
2014-06-23,-2.619
2014-06-24,10.711
2014-06-25,-11.45
2014-06-26,15.705
2014-06-27,1.182
2014-06-30,14.86
2014-07-01,-0.559
2014-07-02,6.308
2014-07-03,9.325
2014-07-04,-1.497
2014-07-07,-2.406
2014-07-08,4.184
2014-07-09,-31.763
2014-07-10,-5.863
2014-07-11,5.162
2014-07-14,23.749
2014-07-15,3.218
2014-07-16,-4.108
2014-07-17,-13.8
2014-07-18,7.076
2014-07-21,2.151
2014-07-22,26.403
2014-07-23,5.135
2014-07-24,39.182
2014-07-25,23.439
2014-07-28,63.443
2014-07-29,7.472
2014-07-30,-9.358
2014-07-31,28.24
2014-08-01,-20.849
2014-08-04,46.218
2014-08-05,-6.267
2014-08-06,-6.132
2014-08-07,-35.764
2014-08-08,3.677
2014-08-11,34.215
2014-08-12,-8.297
2014-08-13,1.849
2014-08-14,-22.956
2014-08-15,24.69
2014-08-18,13.927
2014-08-19,0.206
2014-08-20,-8.628
2014-08-21,-11.896
2014-08-22,11.12
2014-08-25,-22.501
2014-08-26,-18.771
2014-08-27,3.503
2014-08-28,-16.317
2014-08-29,27.009
2014-09-01,17.03
2014-09-02,31.143
2014-09-03,22.378
2014-09-04,17.386
2014-09-05,23.035
2014-09-09,-4.035
2014-09-10,-12.791
2014-09-11,-8.979
2014-09-12,14.904
2014-09-15,-1.169
2014-09-16,-48.424
2014-09-17,12.561
2014-09-18,7.338
2014-09-19,16.547
2014-09-22,-46.291
2014-09-23,20.542
2014-09-24,42.402
2014-09-25,-4.899
2014-09-26,0.236
2014-09-29,10.598
2014-09-30,3.189
2014-10-08,27.395
2014-10-09,3.572
2014-10-10,-15.166
2014-10-13,-11.843
2014-10-14,-8.384
2014-10-15,17.312
2014-10-16,-19.479
2014-10-17,-2.663
2014-10-20,12.979
2014-10-21,-21.32
2014-10-22,-14.75
2014-10-23,-22.705
2014-10-24,-5.23
2014-10-27,-21.874
2014-10-28,47.821
2014-10-29,34.731
2014-10-30,17.541
2014-10-31,39.4
2014-11-03,4.223
2014-11-04,0.624
2014-11-05,-9.724
2014-11-06,2.619
2014-11-07,-3.914
2014-11-10,63.577
2014-11-11,-7.118
2014-11-12,35.706
2014-11-13,-14.568
2014-11-14,1.343
2014-11-17,-13.992
2014-11-18,-25.685
2014-11-19,-4.193
2014-11-20,-0.124
2014-11-21,46.356
2014-11-24,65.803
2014-11-25,36.303
2014-11-26,37.457
2014-11-27,31.472
2014-11-28,54.329
2014-12-01,10.993
2014-12-02,104.128
2014-12-03,43.609
2014-12-04,136.802
2014-12-05,20.534
2014-12-08,127.996
2014-12-09,-145.968
2014-12-10,114.633
2014-12-11,-38.534
2014-12-12,10.215
2014-12-15,24.001
2014-12-16,86.174
2014-12-17,57.196
2014-12-18,-14.671
2014-12-19,37.24
2014-12-22,11.314
2014-12-23,-69.557
2014-12-24,-94.539
2014-12-25,105.034
2014-12-26,110.42
2014-12-29,9.616
2014-12-30,2.099
2014-12-31,76.151
2015-01-05,107.836
2015-01-06,-0.482
2015-01-07,2.731
2015-01-08,-84.531
2015-01-09,-12.536
2015-01-12,-33.147
2015-01-13,0.464
2015-01-14,-11.617
2015-01-15,101.698
2015-01-16,31.025
2015-01-19,-279.991
2015-01-20,41.067
2015-01-21,152.663
2015-01-22,18.728
2015-01-23,4.119
2015-01-26,36.253
2015-01-27,-33.054
2015-01-28,-49.608
2015-01-29,-43.525
2015-01-30,-47.408
2015-02-02,-80.43
2015-02-03,83.485
2015-02-04,-35.677
2015-02-05,-34.822
2015-02-06,-54.526
2015-02-09,33.501
2015-02-10,61.022
2015-02-11,27.181
2015-02-12,8.75
2015-02-13,26.954
2015-02-16,29.655
2015-02-17,22.839
2015-02-25,-43.593
2015-02-26,87.566
2015-02-27,6.548
2015-03-02,28.422
2015-03-03,-93.365
2015-03-04,22.922
2015-03-05,-34.478
2015-03-06,-17.824
2015-03-09,59.23
2015-03-10,-17.139
2015-03-11,4.042
2015-03-12,68.191
2015-03-13,24.813
2015-03-16,88.014
2015-03-17,51.451
2015-03-18,88.933
2015-03-19,-6.316
2015-03-20,52.835
2015-03-23,79.487
2015-03-24,0.985
2015-03-25,-32.634
2015-03-26,9.587
2015-03-27,21.698
2015-03-30,116.481
2015-03-31,-36.974
2015-04-01,72.691
2015-04-02,0.881
2015-04-03,45.762
2015-04-07,89.506
2015-04-08,35.759
2015-04-09,-33.665
2015-04-10,82.278
2015-04-13,76.657
2015-04-14,17.111
2015-04-15,-57.671
2015-04-16,133.033
2015-04-17,82.59
2015-04-20,-74.217
2015-04-21,97.245
2015-04-22,120.65
2015-04-23,1.078
2015-04-24,-38.251
2015-04-27,104.951
2015-04-28,-65.731
2015-04-29,32.465
2015-04-30,-24.44
2015-05-04,37.855
2015-05-05,-190.904
2015-05-06,-43.51
2015-05-07,-83.238
2015-05-08,88.315
2015-05-11,132.128
2015-05-12,56.889
2015-05-13,-28.985
2015-05-14,-17.658
2015-05-15,-83.308
2015-05-18,-42.33
2015-05-19,156.082
2015-05-20,23.697
2015-05-21,86.057
2015-05-22,110.359
2015-05-25,148.16
2015-05-26,99.423
2015-05-27,-17.484
2015-05-28,-347.427
2015-05-29,6.822
2015-06-01,235.35
2015-06-02,85.691
2015-06-03,-18.28
2015-06-04,37.826
2015-06-05,49.136
2015-06-08,123.199
2015-06-09,-36.29
2015-06-10,-8.349
2015-06-11,-2.522
2015-06-12,28.5251
2015-06-15,-113.9486
2015-06-16,-156.3453
2015-06-17,74.0095
2015-06-18,-208.2816
2015-06-19,-293.4974
2015-06-23,149.0389
2015-06-24,94.0355
2015-06-25,-173.6102
2015-06-26,-370.3212
2015-06-29,-144.6461
2015-06-30,281.449
2015-07-01,-219.9766
2015-07-02,-145.0249
2015-07-03,-222.0792
2015-07-06,112.6201
2015-07-07,-70.5345
2015-07-08,-264.965
2015-07-09,234.5888
2015-07-10,208.9298
2015-07-13,105.2555
2015-07-14,-99.6628
2015-07-15,-145.3903
2015-07-16,30.597
2015-07-17,154.1401
2015-07-20,9.1164
2015-07-21,5.3937
2015-07-22,-8.8453
2015-07-23,93.6446
2015-07-24,-74.5263
2015-07-27,-357.5473
2015-07-28,-7.6388
2015-07-29,119.2865
2015-07-30,-114.9673
2015-07-31,1.2875
2015-08-03,12.5361
2015-08-04,118.92
2015-08-05,-81.2556
2015-08-06,-35.0482
2015-08-07,75.0932
2015-08-10,177.4198
2015-08-11,-17.6954
2015-08-12,-50.543
2015-08-13,59.3368
2015-08-14,-1.923
2015-08-17,4.3321
2015-08-18,-252.4599
2015-08-19,60.7235
2015-08-20,-124.6816
2015-08-21,-171.9183
2015-08-24,-314.0016
2015-08-25,-232.6076
2015-08-26,-17.2346
2015-08-27,179.9455
2015-08-28,136.6488
2015-08-31,24.2496
2015-09-01,-4.4532
2015-09-02,3.7491
2015-09-07,-115.3468
2015-09-08,83.5383
2015-09-09,65.2821
2015-09-10,-41.7444
2015-09-11,-10.3732
2015-09-14,-66.0561
2015-09-15,-128.8998
2015-09-16,157.0165
2015-09-17,-72.2498
2015-09-18,14.2746
2015-09-21,56.9735
2015-09-22,30.7833
2015-09-23,-76.0025
2015-09-24,21.9716
2015-09-25,-53.0477
2015-09-28,10.801
2015-09-29,-63.898
2015-09-30,24.0931
2015-10-08,93.5345
2015-10-09,43.6339
2015-10-12,107.5775
2015-10-13,-2.6503
2015-10-14,-38.9315
2015-10-15,80.7034
2015-10-16,47.2503
2015-10-19,0.1168
2015-10-20,43.5206
2015-10-21,-104.4483
2015-10-22,51.2795
2015-10-23,46.7072
2015-10-26,18.02
2015-10-27,3.6183
2015-10-28,-67.9595
2015-10-29,8.3866
2015-10-30,0.7723
2015-11-02,-58.1165
2015-11-03,-10.4696
2015-11-04,163.045
2015-11-05,77.432
2015-11-06,87.4042
2015-11-09,46.9808
2015-11-10,-7.1168
2015-11-11,0.4078
2015-11-12,-38.3216
2015-11-13,-49.0819
2015-11-16,17.884
2015-11-17,-5.7393
2015-11-18,-42.8073
2015-11-19,59.389
2015-11-20,-0.5857
2015-11-23,-21.0482
2015-11-24,0.5536
2015-11-25,27.7182
2015-11-26,-22.1783
2015-11-27,-202.4362
2015-11-30,9.4198
2015-12-01,25.2838
2015-12-02,130.2585
2015-12-03,27.344
2015-12-04,-71.7063
2015-12-07,10.0151
2015-12-08,-64.5871
2015-12-09,12.918
2015-12-10,-12.854
2015-12-11,-15.0255
2015-12-14,103.2633
2015-12-15,-16.9335
2015-12-16,-8.9487
2015-12-17,70.4483
2015-12-18,12.0247
2015-12-21,98.052
2015-12-22,10.7675
2015-12-23,-10.3511
2015-12-24,-36.9792
2015-12-25,8.7988
2015-12-28,-110.5694
2015-12-29,34.2429
2015-12-30,3.3007
2015-12-31,-34.1705
2016-01-04,-261.9385
2016-01-05,9.7135
2016-01-06,61.0285
2016-01-07,-245.4243
2016-01-08,67.1793
2016-01-11,-169.1133
2016-01-12,23.26
2016-01-13,-59.8312
2016-01-14,65.6927
2016-01-15,-102.8413
2016-01-18,11.9988
2016-01-19,92.3962
2016-01-20,-48.747
2016-01-21,-93.0327
2016-01-22,32.1172
2016-01-25,15.4234
2016-01-26,-188.3775
2016-01-27,-10.1566
2016-01-28,-76.5957
2016-01-29,92.334
2016-02-01,-45.0425
2016-02-02,60.286
2016-02-03,-12.6951
2016-02-04,36.1212
2016-02-05,-20.9704
2016-02-15,-17.0828
2016-02-16,90.3287
2016-02-17,26.2846
2016-02-18,-9.6214
2016-02-19,-2.1135
2016-02-22,67.2825
2016-02-23,-29.5043
2016-02-24,20.1822
2016-02-25,-190.7953
2016-02-26,29.2805
2016-02-29,-70.564
2016-03-01,53.2271
2016-03-02,120.639
2016-03-03,7.0892
2016-03-04,35.4676
2016-03-07,10.9502
2016-03-08,2.833
2016-03-09,-35.7657
2016-03-10,-58.7613
2016-03-11,5.1387
2016-03-14,47.406
2016-03-15,9.0892
2016-03-16,15.2532
2016-03-17,34.1711
2016-03-18,47.759
2016-03-21,77.4742
2016-03-22,-23.6469
2016-03-23,10.3021
2016-03-24,-54.2417
2016-03-25,15.9662
2016-03-28,-28.0886
2016-03-29,-34.3185
2016-03-30,80.8655
2016-03-31,1.8126
2016-04-01,3.8069
2016-04-05,42.591
2016-04-06,-6.9582
2016-04-07,-48.2374
2016-04-08,-23.5644
2016-04-11,44.3699
2016-04-12,-11.646
2016-04-13,42.9334
2016-04-14,14.449
2016-04-15,-3.6268
2016-04-18,-43.7522
2016-04-19,9.8498
2016-04-20,-57.2765
2016-04-21,-20.4231
2016-04-22,14.2979
2016-04-25,-12.8681
2016-04-26,17.1274
2016-04-27,-13.2449
2016-04-28,-5.3347
2016-04-29,-3.8358
2016-05-03,56.7946
2016-05-04,-4.0783
2016-05-05,4.4585
2016-05-06,-83.5655
2016-05-09,-64.739
2016-05-10,3.497
2016-05-11,13.6962
2016-05-12,7.3286
2016-05-13,-15.2021
2016-05-16,20.3734
2016-05-17,-9.2836
2016-05-18,-17.9891
2016-05-19,-5.5356
2016-05-20,15.7181
2016-05-23,9.0042
2016-05-24,-23.6669
2016-05-25,-4.3297
2016-05-26,4.9852
2016-05-27,-1.7118
2016-05-30,4.2102
2016-05-31,102.8503
2016-06-01,-9.0128
2016-06-02,6.5527
2016-06-03,22.2258
2016-06-06,-10.5372
2016-06-07,-1.7347
2016-06-08,-13.0672
2016-06-13,-97.6451
2016-06-14,9.6421
2016-06-15,40.3848
2016-06-16,-21.6934
2016-06-17,15.6824
2016-06-20,2.3172
2016-06-21,-6.3569
2016-06-22,27.6436
2016-06-23,-16.6443
2016-06-24,-40.1614
2016-06-27,43.3889
2016-06-28,15.857
2016-06-29,14.9885
2016-06-30,2.5312
2016-07-01,0.2793
2016-07-04,50.4959
2016-07-05,2.6865
2016-07-06,9.4208
2016-07-07,-6.8493
2016-07-08,-17.6738
2016-07-11,11.0494
2016-07-12,69.8525
2016-07-13,9.6858
2016-07-14,-6.1044
2016-07-15,-0.4862
2016-07-18,-14.2553
2016-07-19,-13.7881
2016-07-20,-10.629
2016-07-21,14.9176
2016-07-22,-27.3606
2016-07-25,5.7229
2016-07-26,38.7032
2016-07-27,-51.3452
2016-07-28,2.8935
2016-07-29,-17.2061
2016-08-01,-27.1213
2016-08-02,12.2438
2016-08-03,4.4544
2016-08-04,7.7815
2016-08-05,3.8213
2016-08-08,29.0732
2016-08-09,22.798
2016-08-10,-13.6404
2016-08-11,-9.9805
2016-08-12,60.8733
2016-08-15,99.1902
2016-08-16,-15.1788
2016-08-17,-5.1975
2016-08-18,-8.5625
2016-08-19,0.5346
2016-08-22,-28.2248
2016-08-23,5.0349
2016-08-24,-11.9667
2016-08-25,-20.891
2016-08-26,-1.8819
2016-08-29,0.691
2016-08-30,4.206
2016-08-31,15.8066
2016-09-01,-26.2171
2016-09-02,12.5375
2016-09-05,5.5661
2016-09-06,22.9456
2016-09-07,-1.8087
2016-09-08,-1.2532
2016-09-09,-21.52
2016-09-12,-55.4397
2016-09-13,-2.2713
2016-09-14,-21.6031
2016-09-19,24.3943
2016-09-20,-5.7208
2016-09-21,9.2329
2016-09-22,24.4848
2016-09-23,-15.4546
2016-09-26,-55.3827
2016-09-27,20.4708
2016-09-28,-9.8642
2016-09-29,13.497
2016-09-30,8.8974
2016-10-10,40.5841
2016-10-11,12.6884
2016-10-12,-6.5474
2016-10-13,2.6356
2016-10-14,3.2026
2016-10-17,-27.9694
2016-10-18,43.4537
2016-10-19,-5.0917
2016-10-20,2.3637
2016-10-21,9.1356
2016-10-24,39.8378
2016-10-25,-0.1231
2016-10-26,-12.6544
2016-10-27,-9.1053
2016-10-28,-5.5688
2016-10-31,-3.8484
2016-11-01,22.7737
2016-11-02,-25.6991
2016-11-03,31.7326
2016-11-04,-10.9101
2016-11-07,2.4167
2016-11-08,14.5261
2016-11-09,-18.063
2016-11-10,37.5572
2016-11-11,26.6092
2016-11-14,13.0271
2016-11-15,-0.3785
2016-11-16,-0.2776
2016-11-17,6.9429
2016-11-18,-19.0796
2016-11-21,23.6552
2016-11-22,27.2531
2016-11-23,6.3652
2016-11-24,14.0113
2016-11-25,32.5582
2016-11-28,13.7823
2016-11-29,28.9597
2016-11-30,-26.0394
2016-12-01,27.035
2016-12-02,-36.0813
2016-12-05,-59.5474
2016-12-06,-10.254
2016-12-07,16.594
2016-12-08,-5.6047
2016-12-09,23.5578
2016-12-12,-84.521
2016-12-13,-4.1439
