时间,沪深300指数:涨跌点数
2007-01-18,8.164
2007-01-19,78.998
2007-01-22,95.22
2007-01-23,16.817
2007-01-24,28.298
2007-01-25,-83.597
2007-01-26,60.091
2007-01-29,63.995
2007-01-30,-25.033
2007-01-31,-166.549
2007-02-01,9.837
2007-02-02,-97.169
2007-02-05,-26.206
2007-02-06,44.243
2007-02-07,53.747
2007-02-08,40.814
2007-02-09,-13.356
2007-02-12,88.147
2007-02-13,37.238
2007-02-14,65.719
2007-02-15,80.284
2007-02-16,8.102
2007-02-26,30.941
2007-02-27,-250.184
2007-02-28,87.079
2007-03-01,-71.027
2007-03-02,35.185
2007-03-05,-33.123
2007-03-06,44.687
2007-03-07,69.143
2007-03-08,38.194
2007-03-09,-16.237
2007-03-12,4.779
2007-03-13,23.997
2007-03-14,-42.812
2007-03-15,48.189
2007-03-16,-41.32
2007-03-19,55.187
2007-03-20,13.358
2007-03-21,29.826
2007-03-22,8.725
2007-03-23,4.944
2007-03-26,47.768
2007-03-27,19.989
2007-03-28,13.626
2007-03-29,-14.344
2007-03-30,-1.521
2007-04-02,68.323
2007-04-03,38.008
2007-04-04,23.706
2007-04-05,33.224
2007-04-06,26.963
2007-04-09,66.164
2007-04-10,43.396
2007-04-11,39.751
2007-04-12,55.118
2007-04-13,-7.204
2007-04-16,86.765
2007-04-17,27.606
2007-04-18,20.897
2007-04-19,-154.198
2007-04-20,138.979
2007-04-23,142.036
2007-04-24,13.878
2007-04-25,3.085
2007-04-26,45.3
2007-04-27,-23.058
2007-04-30,88.186
2007-05-08,127.321
2007-05-09,15.247
2007-05-10,23.233
2007-05-11,-21.898
2007-05-14,31.808
2007-05-15,-129.784
2007-05-16,95.651
2007-05-17,78.318
2007-05-18,-1.976
2007-05-21,54.814
2007-05-22,39.046
2007-05-23,68.456
2007-05-24,-19.197
2007-05-25,65.504
2007-05-28,87.326
2007-05-29,95.711
2007-05-30,-281.83
2007-05-31,41.493
2007-06-01,-123.998
2007-06-04,-292.523
2007-06-05,123.202
2007-06-06,42.947
2007-06-07,124.724
2007-06-08,35.563
2007-06-11,93.995
2007-06-12,104.247
2007-06-13,82.159
2007-06-14,-42.447
2007-06-15,23.56
2007-06-18,128.188
2007-06-19,25.431
2007-06-20,-95.401
2007-06-21,39.681
2007-06-22,-145.854
2007-06-25,-173.836
2007-06-26,50.623
2007-06-27,112.271
2007-06-28,-181.962
2007-06-29,-94.444
2007-07-02,-6.423
2007-07-03,74.572
2007-07-04,-88.645
2007-07-05,-206.147
2007-07-06,172.848
2007-07-09,111.019
2007-07-10,-45.681
2007-07-11,14.253
2007-07-12,27.047
2007-07-13,3.203
2007-07-16,-122.158
2007-07-17,91.685
2007-07-18,17.923
2007-07-19,-0.577
2007-07-20,164.887
2007-07-23,184.839
2007-07-24,4.629
2007-07-25,94.111
2007-07-26,47.722
2007-07-27,3.958
2007-07-30,103.154
2007-07-31,50.267
2007-08-01,-170.087
2007-08-02,145.715
2007-08-03,162.187
2007-08-06,105.605
2007-08-07,20.563
2007-08-08,-56.46
2007-08-09,109.199
2007-08-10,-50.603
2007-08-13,-5.491
2007-08-14,74.376
2007-08-15,3.182
2007-08-16,-76.808
2007-08-17,-95.359
2007-08-20,258.844
2007-08-21,87.284
2007-08-22,78.977
2007-08-23,84.242
2007-08-24,81.651
2007-08-27,25.566
2007-08-28,8.623
2007-08-29,-79.948
2007-08-30,69.406
2007-08-31,55.585
2007-09-03,122.356
2007-09-04,-58.836
2007-09-05,2.918
2007-09-06,48.786
2007-09-07,-117.242
2007-09-10,82.427
2007-09-11,-253.13
2007-09-12,78.764
2007-09-13,147.114
2007-09-14,47.308
2007-09-17,101.63
2007-09-18,-22.069
2007-09-19,-57.571
2007-09-20,75.647
2007-09-21,-26.817
2007-09-24,45.797
2007-09-25,-59.28
2007-09-26,-93.594
2007-09-27,66.636
2007-09-28,153.156
2007-10-08,72.323
2007-10-09,22.791
2007-10-10,9.832
2007-10-11,74.319
2007-10-12,-22.857
2007-10-15,84.226
2007-10-16,55.755
2007-10-17,-53.085
2007-10-18,-208.37
2007-10-19,-1.687
2007-10-22,-141.383
2007-10-23,67.413
2007-10-24,47.924
2007-10-25,-254.222
2007-10-26,61.015
2007-10-29,113.55
2007-10-30,87.711
2007-10-31,92.475
2007-11-01,-83.311
2007-11-02,-132.302
2007-11-05,-112.625
2007-11-06,-42.756
2007-11-07,33.08
2007-11-08,-256.96
2007-11-09,-53.144
2007-11-12,-62.273
2007-11-13,-39.008
2007-11-14,206.644
2007-11-15,-64.775
2007-11-16,-73.451
2007-11-19,-13.246
2007-11-20,74.966
2007-11-21,-71.762
2007-11-22,-225.003
2007-11-23,83.544
2007-11-26,-56.079
2007-11-27,-88.93
2007-11-28,-62.401
2007-11-29,193.319
2007-11-30,-104.662
2007-12-03,35.266
2007-12-04,56.54
2007-12-05,136.733
2007-12-06,5.108
2007-12-07,70.295
2007-12-10,92.212
2007-12-11,6.438
2007-12-12,-62.61
2007-12-13,-193.092
2007-12-14,93.354
2007-12-17,-120.363
2007-12-18,-27.38
2007-12-19,116.376
2007-12-20,90.91
2007-12-21,64.657
2007-12-24,105.282
2007-12-25,9.679
2007-12-26,48.213
2007-12-27,102.504
2007-12-28,-29.255
2008-01-02,46.828
2008-01-03,36.931
2008-01-04,61.616
2008-01-07,72.943
2008-01-08,-28.539
2008-01-09,85.704
2008-01-10,58.396
2008-01-11,26.993
2008-01-14,32.61
2008-01-15,-35.307
2008-01-16,-190.733
2008-01-17,-140.093
2008-01-18,48.844
2008-01-21,-268.734
2008-01-22,-391.866
2008-01-23,221.243
2008-01-24,52.102
2008-01-25,50.216
2008-01-28,-345.546
2008-01-29,30.2
2008-01-30,-51.431
2008-01-31,-90.251
2008-02-01,-48.456
2008-02-04,378.179
2008-02-05,-28.295
2008-02-13,-105.745
2008-02-14,64.168
2008-02-15,-66.941
2008-02-18,97.681
2008-02-19,109.761
2008-02-20,-112.036
2008-02-21,-32.687
2008-02-22,-173.789
2008-02-25,-182.458
2008-02-26,-4.25
2008-02-27,124.235
2008-02-28,-17.712
2008-02-29,52.494
2008-03-03,116.194
2008-03-04,-119.596
2008-03-05,-42.424
2008-03-06,56.306
2008-03-07,-63.345
2008-03-10,-190.096
2008-03-11,9.595
2008-03-12,-131.536
2008-03-13,-110.688
2008-03-14,-41.089
2008-03-17,-192.592
2008-03-18,-201.331
2008-03-19,124.913
2008-03-20,112.971
2008-03-21,35.998
2008-03-24,-180.739
2008-03-25,48.683
2008-03-26,8.596
2008-03-27,-165.45
2008-03-28,169.236
2008-03-31,-127.626
2008-04-01,-207.675
2008-04-02,-34.878
2008-04-03,102.721
2008-04-07,195.124
2008-04-08,45.237
2008-04-09,-202.934
2008-04-10,66.59
2008-04-11,29.013
2008-04-14,-247.401
2008-04-15,46.972
2008-04-16,-89.283
2008-04-17,-107.386
2008-04-18,-114.131
2008-04-21,-4.945
2008-04-22,28.723
2008-04-23,157.45
2008-04-24,320.777
2008-04-25,28.566
2008-04-28,-73.916
2008-04-29,47.789
2008-04-30,182.176
2008-05-05,96.66
2008-05-06,-44.891
2008-05-07,-189.569
2008-05-08,103.722
2008-05-09,-46.117
2008-05-12,25.996
2008-05-13,-53.233
2008-05-14,124.095
2008-05-15,-27.694
2008-05-16,-11.967
2008-05-19,-22.049
2008-05-20,-203.254
2008-05-21,72.231
2008-05-22,-71.605
2008-05-23,-36.297
2008-05-26,-115.93
2008-05-27,16.98
2008-05-28,100.033
2008-05-29,-95.362
2008-05-30,30.462
2008-06-02,14.496
2008-06-03,-11.715
2008-06-04,-67.195
2008-06-05,-34.778
2008-06-06,-22.636
2008-06-10,-282.94
2008-06-11,-66.263
2008-06-12,-55.666
2008-06-13,-105.516
2008-06-16,-26.875
2008-06-17,-109.566
2008-06-18,148.597
2008-06-19,-218.197
2008-06-20,76.592
2008-06-23,-59.727
2008-06-24,61.974
2008-06-25,117.622
2008-06-26,11.37
2008-06-27,-164.886
2008-06-30,-24.202
2008-07-01,-93.472
2008-07-02,1.25
2008-07-03,61.015
2008-07-04,-18.76
2008-07-07,140.911
2008-07-08,19.078
2008-07-09,113.285
2008-07-10,-41.398
2008-07-11,-20.23
2008-07-14,22.376
2008-07-15,-122.895
2008-07-16,-107.383
2008-07-17,-27.528
2008-07-18,97.394
2008-07-21,95.589
2008-07-22,-6.308
2008-07-23,-21.423
2008-07-24,94.042
2008-07-25,-38.16
2008-07-28,21.649
2008-07-29,-55.221
2008-07-30,-21.246
2008-07-31,-79.174
2008-08-01,35.578
2008-08-04,-67.638
2008-08-05,-70.071
2008-08-06,18.614
2008-08-07,-1.251
2008-08-08,-128.98
2008-08-11,-134.651
2008-08-12,-12.656
2008-08-13,0.517
2008-08-14,-1.16
2008-08-15,4.103
2008-08-18,-134.213
2008-08-19,35.07
2008-08-20,184.468
2008-08-21,-88.961
2008-08-22,-39.051
2008-08-25,-4.38
2008-08-26,-69.016
2008-08-27,-6.24
2008-08-28,10.573
2008-08-29,55.775
2008-09-01,-82.469
2008-09-02,-23.76
2008-09-03,-39.447
2008-09-04,5.182
2008-09-05,-67.714
2008-09-08,-56.914
2008-09-09,12.627
2008-09-10,4.031
2008-09-11,-71.05
2008-09-12,5.72
2008-09-16,-77.195
2008-09-17,-71.516
2008-09-18,-33.145
2008-09-19,177.123
2008-09-22,134.501
2008-09-23,-84.136
2008-09-24,15.375
2008-09-25,84.679
2008-09-26,20.125
2008-10-06,-114.961
2008-10-07,-26.248
2008-10-08,-79.567
2008-10-09,-27.584
2008-10-10,-88.337
2008-10-13,78.526
2008-10-14,-50.867
2008-10-15,-20.263
2008-10-16,-93.453
2008-10-17,12.359
2008-10-20,63.471
2008-10-21,-15.327
2008-10-22,-48.083
2008-10-23,1.457
2008-10-24,-53.182
2008-10-27,-126.927
2008-10-28,51.149
2008-10-29,-47.597
2008-10-30,39.433
2008-10-31,-33.996
2008-11-03,-10.118
2008-11-04,-25.783
2008-11-05,63.661
2008-11-06,-41.644
2008-11-07,28.051
2008-11-10,123.838
2008-11-11,-20.304
2008-11-12,20.462
2008-11-13,72.259
2008-11-14,69.572
2008-11-17,43.571
2008-11-18,-147.406
2008-11-19,113.344
2008-11-20,-20.735
2008-11-21,-11.693
2008-11-24,-83.093
2008-11-25,-3.348
2008-11-26,9.201
2008-11-27,26.978
2008-11-28,-40.549
2008-12-01,34.281
2008-12-02,4.426
2008-12-03,84.037
2008-12-04,30.26
2008-12-05,30.247
2008-12-08,81.861
2008-12-09,-54.189
2008-12-10,55.546
2008-12-11,-50.056
2008-12-12,-85.957
2008-12-15,14.654
2008-12-16,19.416
2008-12-17,6.97
2008-12-18,43.682
2008-12-19,7.012
2008-12-22,-34.565
2008-12-23,-98.594
2008-12-24,-31.88
2008-12-25,-16.31
2008-12-26,-8.669
2008-12-29,-7.339
2008-12-30,-21.322
2008-12-31,-15.713
2009-01-05,65.237
2009-01-06,59.836
2009-01-07,-11.617
2009-01-08,-43.187
2009-01-09,30.374
2009-01-12,2.322
2009-01-13,-44.502
2009-01-14,79.059
2009-01-15,-0.37
2009-01-16,35.34
2009-01-19,22.251
2009-01-20,12.725
2009-01-21,-3.48
2009-01-22,22.841
2009-01-23,-11.869
2009-02-02,24.381
2009-02-03,51.847
2009-02-04,57.504
2009-02-05,-15.443
2009-02-06,86.309
2009-02-09,59.392
2009-02-10,30.083
2009-02-11,4.383
2009-02-12,-12.795
2009-02-13,80.722
2009-02-16,63.18
2009-02-17,-76.952
2009-02-18,-109.45
2009-02-19,22.569
2009-02-20,45.908
2009-02-23,66.161
2009-02-24,-108.632
2009-02-25,2.402
2009-02-26,-114.066
2009-02-27,-49.696
2009-03-02,24.177
2009-03-03,-22.512
2009-03-04,142.995
2009-03-05,19.77
2009-03-06,-18.343
2009-03-09,-84.049
2009-03-10,38.255
2009-03-11,-20.402
2009-03-12,-4.68
2009-03-13,-10.278
2009-03-16,36.192
2009-03-17,80.789
2009-03-18,10.249
2009-03-19,49.912
2009-03-20,-2.726
2009-03-23,59.557
2009-03-24,12.388
2009-03-25,-50.456
2009-03-26,78.462
2009-03-27,19.142
2009-03-30,-14.444
2009-03-31,23.302
2009-04-01,40.433
2009-04-02,28.178
2009-04-03,-5.897
2009-04-07,6.447
2009-04-08,-97.602
2009-04-09,38.321
2009-04-10,77.861
2009-04-13,60.988
2009-04-14,20.354
2009-04-15,10.118
2009-04-16,0.116
2009-04-17,-36.415
2009-04-20,56.976
2009-04-21,-32.225
2009-04-22,-99.161
2009-04-23,17.283
2009-04-24,-20.676
2009-04-27,-59.596
2009-04-28,5.239
2009-04-29,86.839
2009-04-30,17.556
2009-05-04,91.375
2009-05-05,12.713
2009-05-06,37.965
2009-05-07,2.097
2009-05-08,22.143
2009-05-11,-63.903
2009-05-12,63.246
2009-05-13,25.443
2009-05-14,-21.408
2009-05-15,3.519
2009-05-18,14.457
2009-05-19,29.511
2009-05-20,-27.219
2009-05-21,-62.855
2009-05-22,-9.333
2009-05-25,12.039
2009-05-26,-32.952
2009-05-27,39.948
2009-06-01,98.63
2009-06-02,6.757
2009-06-03,74.288
2009-06-04,14.364
2009-06-05,-14.445
2009-06-08,9.172
2009-06-09,12.078
2009-06-10,29.039
2009-06-11,-27.966
2009-06-12,-55.343
2009-06-15,59.906
2009-06-16,-4.972
2009-06-17,49.368
2009-06-18,46.84
2009-06-19,22.573
2009-06-22,2.562
2009-06-23,1.332
2009-06-24,36.835
2009-06-25,-2.809
2009-06-26,10.5
2009-06-29,51.551
2009-06-30,-13.498
2009-07-01,71.429
2009-07-02,44.456
2009-07-03,44.776
2009-07-06,47.618
2009-07-07,-34.26
2009-07-08,11.776
2009-07-09,44.035
2009-07-10,2.006
2009-07-13,-37.299
2009-07-14,93.742
2009-07-15,38.552
2009-07-16,7.935
2009-07-17,18.569
2009-07-20,71.314
2009-07-21,-51.291
2009-07-22,67.092
2009-07-23,45.045
2009-07-24,15.587
2009-07-27,76.07
2009-07-28,12.192
2009-07-29,-197.31
2009-07-30,76.31
2009-07-31,99.804
2009-08-03,52.411
2009-08-04,-0.418
2009-08-05,-45.679
2009-08-06,-77.816
2009-08-07,-108.025
2009-08-10,-10.556
2009-08-11,11.836
2009-08-12,-158.975
2009-08-13,43.42
2009-08-14,-96.358
2009-08-17,-204.191
2009-08-18,31.715
2009-08-19,-157.418
2009-08-20,129.822
2009-08-21,59.234
2009-08-24,25.976
2009-08-25,-119.77
2009-08-26,62.556
2009-08-27,-16.085
2009-08-28,-109.52
2009-08-31,-216.51
2009-09-01,13.429
2009-09-02,47.226
2009-09-03,161.038
2009-09-04,25.178
2009-09-07,27.066
2009-09-08,66.759
2009-09-09,23.942
2009-09-10,-31.995
2009-09-11,75.219
2009-09-14,55.261
2009-09-15,9.248
2009-09-16,-44.406
2009-09-17,61.86
2009-09-18,-120.407
2009-09-21,8.915
2009-09-22,-77.578
2009-09-23,-70.957
2009-09-24,20.857
2009-09-25,-22.398
2009-09-28,-85.885
2009-09-29,-0.357
2009-09-30,32.519
2009-10-09,158.903
2009-10-12,-12.076
2009-10-13,46.885
2009-10-14,28.882
2009-10-15,12.244
2009-10-16,2.066
2009-10-19,87.449
2009-10-20,48.416
2009-10-21,-8.289
2009-10-22,-21.965
2009-10-23,65.932
2009-10-26,0.987
2009-10-27,-99.517
2009-10-28,14.605
2009-10-29,-82.276
2009-10-30,33.321
2009-11-02,112.431
2009-11-03,42.622
2009-11-04,18.463
2009-11-05,10.43
2009-11-06,18.703
2009-11-09,12.767
2009-11-10,7.988
2009-11-11,-8.102
2009-11-12,4.318
2009-11-13,18.73
2009-11-16,107.076
2009-11-17,2.556
2009-11-18,1.875
2009-11-19,12.208
2009-11-20,-11.424
2009-11-23,34.496
2009-11-24,-117.429
2009-11-25,81.549
2009-11-26,-143.856
2009-11-27,-103.263
2009-11-30,129.159
2009-12-01,49.162
2009-12-02,36.498
2009-12-03,-6.453
2009-12-04,52.615
2009-12-07,25.341
2009-12-08,-44.813
2009-12-09,-69.541
2009-12-10,22.759
2009-12-11,-2.217
2009-12-14,37.733
2009-12-15,-29.412
2009-12-16,-22.618
2009-12-17,-80.57
2009-12-18,-88.418
2009-12-21,4.887
2009-12-22,-91.079
2009-12-23,30.937
2009-12-24,102.337
2009-12-25,-14.034
2009-12-28,53.65
2009-12-29,22.304
2009-12-30,58.12
2009-12-31,16.827
2010-01-04,-40.455
2010-01-05,28.809
2010-01-06,-22.311
2010-01-07,-70.271
2010-01-08,8.674
2010-01-11,1.922
2010-01-12,52.864
2010-01-13,-113.772
2010-01-14,47.907
2010-01-15,13.687
2010-01-18,17.946
2010-01-19,6.798
2010-01-20,-113.048
2010-01-21,14.14
2010-01-22,-42.377
2010-01-25,-38.183
2010-01-26,-85.217
2010-01-27,-44.231
2010-01-28,8.004
2010-01-29,-2.415
2010-02-01,-51.448
2010-02-02,-6.518
2010-02-03,84.526
2010-02-04,-11.913
2010-02-05,-65.715
2010-02-08,-2.099
2010-02-09,18.202
2010-02-10,44.94
2010-02-11,6.268
2010-02-12,30.88
2010-02-22,-17.933
2010-02-23,-34.711
2010-02-24,45.849
2010-02-25,47.645
2010-02-26,-10.462
2010-03-01,42.757
2010-03-02,-13.187
2010-03-03,23.845
2010-03-04,-84.508
2010-03-05,9.191
2010-03-08,26.414
2010-03-09,19.685
2010-03-10,-26.169
2010-03-11,-2.989
2010-03-12,-43.579
2010-03-15,-49.943
2010-03-16,20.788
2010-03-17,69.945
2010-03-18,-6.361
2010-03-19,26.316
2010-03-22,8.757
2010-03-23,-27.055
2010-03-24,1.096
2010-03-25,-47.541
2010-03-26,45.874
2010-03-29,83.538
2010-03-30,8.168
2010-03-31,-21.101
2010-04-01,46.328
2010-04-02,15.411
2010-04-06,-2.201
2010-04-07,-18.196
2010-04-08,-40.205
2010-04-09,32.426
2010-04-12,-27.692
2010-04-13,40.238
2010-04-14,11.991
2010-04-15,-9.133
2010-04-16,-38.242
2010-04-19,-179.909
2010-04-20,-3.049
2010-04-21,63.305
2010-04-22,-35.138
2010-04-23,-11.538
2010-04-26,-18.006
2010-04-27,-63.588
2010-04-28,-11.056
2010-04-29,-37.289
2010-04-30,7.301
2010-05-04,-47.916
2010-05-05,16.945
2010-05-06,-139.538
2010-05-07,-60.067
2010-05-10,21.444
2010-05-11,-57.416
2010-05-12,17.343
2010-05-13,68.751
2010-05-14,-18.888
2010-05-17,-153.308
2010-05-18,56.633
2010-05-19,-9.174
2010-05-20,-36.152
2010-05-21,42.769
2010-05-24,104.678
2010-05-25,-59.526
2010-05-26,0.001
2010-05-27,46.035
2010-05-28,-9.677
2010-05-31,-77.038
2010-06-01,-29.102
2010-06-02,13.365
2010-06-03,-21.451
2010-06-04,8.315
2010-06-07,-48.676
2010-06-08,3.621
2010-06-09,82.797
2010-06-10,-32.11
2010-06-11,8.843
2010-06-17,-16.133
2010-06-18,-46.567
2010-06-21,84.497
2010-06-22,3.057
2010-06-23,-25.225
2010-06-24,-0.997
2010-06-25,-21.211
2010-06-28,-19.51
2010-06-29,-124.758
2010-06-30,-28.949
2010-07-01,-36.999
2010-07-02,8.034
2010-07-05,-21.454
2010-07-06,50.251
2010-07-07,17.575
2010-07-08,-4.556
2010-07-09,71.183
2010-07-12,29.114
2010-07-13,-41.625
2010-07-14,19.016
2010-07-15,-45.09
2010-07-16,7.609
2010-07-19,66.344
2010-07-20,59.031
2010-07-21,5.832
2010-07-22,33.951
2010-07-23,11.79
2010-07-26,17.979
2010-07-27,-15.331
2010-07-28,68
2010-07-29,14.252
2010-07-30,-9.13
2010-08-02,48.429
2010-08-03,-51.304
2010-08-04,10.463
2010-08-05,-25.605
2010-08-06,46.83
2010-08-09,20.582
2010-08-10,-85.603
2010-08-11,17.573
2010-08-12,-33.825
2010-08-13,39.161
2010-08-16,66.536
2010-08-17,20.208
2010-08-18,-4.929
2010-08-19,18.033
2010-08-20,-57.062
2010-08-23,-2.141
2010-08-24,15.635
2010-08-25,-68.804
2010-08-26,7.07
2010-08-27,8.473
2010-08-30,56.444
2010-08-31,-11.822
2010-09-01,-19.146
2010-09-02,37.351
2010-09-03,-1.188
2010-09-06,54.885
2010-09-07,8.018
2010-09-08,-2.141
2010-09-09,-54.507
2010-09-10,6.094
2010-09-13,29.765
2010-09-14,2.69
2010-09-15,-51.815
2010-09-16,-55.405
2010-09-17,3.58
2010-09-20,-11.541
2010-09-21,7.648
2010-09-27,47.553
2010-09-28,-24.122
2010-09-29,-6.095
2010-09-30,60.762
2010-10-08,108.659
2010-10-11,88.662
2010-10-12,39.831
2010-10-13,44.851
2010-10-14,6.563
2010-10-15,103.543
2010-10-18,-21.523
2010-10-19,69.514
2010-10-20,21.205
2010-10-21,-22.194
2010-10-22,3.97
2010-10-25,102.426
2010-10-26,-14.997
2010-10-27,-62.212
2010-10-28,-6.18
2010-10-29,-17.709
2010-11-01,93.012
2010-11-02,-9.864
2010-11-03,-42.79
2010-11-04,60.164
2010-11-05,40.293
2010-11-08,27.768
2010-11-09,-24.612
2010-11-10,-24.843
2010-11-11,10.864
2010-11-12,-218.142
2010-11-15,23.06
2010-11-16,-145.355
2010-11-17,-65.632
2010-11-18,44.056
2010-11-19,30.884
2010-11-22,-6.905
2010-11-23,-64.765
2010-11-24,69.867
2010-11-25,46.441
2010-11-26,-28.631
2010-11-29,-4.803
2010-11-30,-53.065
2010-12-01,-0.961
2010-12-02,19.035
2010-12-03,3.097
2010-12-06,7.414
2010-12-07,34.769
2010-12-08,-28.457
2010-12-09,-48.516
2010-12-10,38.611
2010-12-13,99.084
2010-12-14,8.413
2010-12-15,-21.83
2010-12-16,-16.979
2010-12-17,-5.004
2010-12-20,-47.004
2010-12-21,70.852
2010-12-22,-34.056
2010-12-23,-26.846
2010-12-24,-25.652
2010-12-27,-63.246
2010-12-28,-54.778
2010-12-29,16.899
2010-12-30,2.268
2010-12-31,64.163
2011-01-04,61.421
2011-01-05,-14.02
2011-01-06,-16.019
2011-01-07,6.981
2011-01-10,-58.437
2011-01-11,16.735
2011-01-12,17.415
2011-01-13,-1.053
2011-01-14,-49.422
2011-01-17,-117.512
2011-01-18,3.298
2011-01-19,67.203
2011-01-20,-100.138
2011-01-21,38.743
2011-01-24,-29.224
2011-01-25,-15.578
2011-01-26,39.777
2011-01-27,48.035
2011-01-28,10.269
2011-01-31,39.773
2011-02-01,0.775
2011-02-09,-36.334
2011-02-10,63.214
2011-02-11,16.793
2011-02-14,98.187
2011-02-15,-1.472
2011-02-16,30.856
2011-02-17,-2.62
2011-02-18,-34.031
2011-02-21,46.032
2011-02-22,-94.33
2011-02-23,11.164
2011-02-24,16.193
2011-02-25,6.682
2011-02-28,41.942
2011-03-01,15.334
2011-03-02,-11.595
2011-03-03,-21.58
2011-03-04,48.948
2011-03-07,63.844
2011-03-08,2.947
2011-03-09,1.401
2011-03-10,-58.599
2011-03-11,-32.883
2011-03-14,15.544
2011-03-15,-58.959
2011-03-16,44.234
2011-03-17,-51.095
2011-03-18,18.585
2011-03-21,-8.575
2011-03-22,15.851
2011-03-23,41.965
2011-03-24,-13.565
2011-03-25,43.123
2011-03-28,-3.913
2011-03-29,-32.592
2011-03-30,-1.899
2011-03-31,-32.792
2011-04-01,49.441
2011-04-06,38.338
2011-04-07,13.352
2011-04-08,28.939
2011-04-11,-19.931
2011-04-12,-6.656
2011-04-13,45.26
2011-04-14,-18.471
2011-04-15,5.384
2011-04-18,0.494
2011-04-19,-63.626
2011-04-20,-0.054
2011-04-21,21.609
2011-04-22,-17.425
2011-04-25,-50.368
2011-04-26,-18.614
2011-04-27,-21.457
2011-04-28,-47.727
2011-04-29,30.947
2011-05-03,18.409
2011-05-04,-82.104
2011-05-05,-2.911
2011-05-06,-4.721
2011-05-09,8.363
2011-05-10,23.462
2011-05-11,-8.136
2011-05-12,-43.482
2011-05-13,26.49
2011-05-16,-27.63
2011-05-17,15.565
2011-05-18,23.351
2011-05-19,-18.74
2011-05-20,0.957
2011-05-23,-98.616
2011-05-24,3.243
2011-05-25,-35.88
2011-05-26,-11.962
2011-05-27,-15.073
2011-05-30,-8.802
2011-05-31,47.05
2011-06-01,2.617
2011-06-02,-48.468
2011-06-03,30.644
2011-06-07,17.913
2011-06-08,4.39
2011-06-09,-56.763
2011-06-10,10.043
2011-06-13,-11.584
2011-06-14,43.211
2011-06-15,-30.44
2011-06-16,-45.541
2011-06-17,-25.421
2011-06-20,-17.261
2011-06-21,34.177
2011-06-22,-0.491
2011-06-23,49.047
2011-06-24,69.841
2011-06-27,9.021
2011-06-28,5.243
2011-06-29,-41.565
2011-06-30,43.92
2011-07-01,5.656
2011-07-04,72.235
2011-07-05,0.52
2011-07-06,-8.788
2011-07-07,-12.032
2011-07-08,7.503
2011-07-11,4.023
2011-07-12,-56.301
2011-07-13,49.342
2011-07-14,9.498
2011-07-15,13.144
2011-07-18,-6.289
2011-07-19,-27.475
2011-07-20,-3.558
2011-07-21,-32.428
2011-07-22,8.846
2011-07-25,-99.696
2011-07-26,9.477
2011-07-27,22.286
2011-07-28,-19.05
2011-07-29,-8.923
2011-08-01,5.642
2011-08-02,-21.338
2011-08-03,-1.513
2011-08-04,5.439
2011-08-05,-62.892
2011-08-08,-103.52
2011-08-09,4.293
2011-08-10,25.93
2011-08-11,42.804
2011-08-12,8.441
2011-08-15,42.518
2011-08-16,-20.302
2011-08-17,-11.568
2011-08-18,-51.759
2011-08-19,-26.59
2011-08-22,-29.877
2011-08-23,43.216
2011-08-24,-10.987
2011-08-25,93.821
2011-08-26,-2.621
2011-08-29,-48.407
2011-08-30,-11.069
2011-08-31,5.036
2011-09-01,-12.241
2011-09-02,-30.681
2011-09-05,-60.037
2011-09-06,-20.514
2011-09-07,55.787
2011-09-08,-22.985
2011-09-09,-5.01
2011-09-13,-30.812
2011-09-14,12.825
2011-09-15,-4.057
2011-09-16,4.936
2011-09-19,-54.717
2011-09-20,10.575
2011-09-21,81.166
2011-09-22,-85.323
2011-09-23,-16.21
2011-09-26,-58.559
2011-09-27,26.96
2011-09-28,-27.289
2011-09-29,-22.405
2011-09-30,-6.834
2011-10-10,-24.269
2011-10-11,-5.088
2011-10-12,92.764
2011-10-13,17.843
2011-10-14,-8.819
2011-10-17,13.169
2011-10-18,-74.742
2011-10-19,-9.128
2011-10-20,-62.549
2011-10-21,-12.655
2011-10-24,68.792
2011-10-25,48.756
2011-10-26,26.227
2011-10-27,5.826
2011-10-28,51.539
2011-10-31,-13.71
2011-11-01,2.227
2011-11-02,44.856
2011-11-03,1.911
2011-11-04,19.445
2011-11-07,-27.498
2011-11-08,-8.538
2011-11-09,23.944
2011-11-10,-52.066
2011-11-11,-4.586
2011-11-14,55.193
2011-11-15,-5.515
2011-11-16,-74.564
2011-11-17,-8.099
2011-11-18,-55.522
2011-11-21,3.192
2011-11-22,-0.212
2011-11-23,-25.464
2011-11-24,4.904
2011-11-25,-18.942
2011-11-28,3.348
2011-11-29,35.248
2011-11-30,-87.049
2011-12-01,62.093
2011-12-02,-26.302
2011-12-05,-35.926
2011-12-06,-5.044
2011-12-07,11.887
2011-12-08,-3.227
2011-12-09,-21.54
2011-12-12,-25.769
2011-12-13,-55.764
2011-12-14,-24.448
2011-12-15,-56.692
2011-12-16,49.341
2011-12-19,-5.721
2011-12-20,-7.335
2011-12-21,-37.965
2011-12-22,2.227
2011-12-23,17.824
2011-12-26,-23.457
2011-12-27,-30.667
2011-12-28,2.893
2011-12-29,3.433
2011-12-30,34.381
2012-01-04,-46.989
2012-01-05,-22.368
2012-01-06,14.216
2012-01-09,77.969
2012-01-10,78.779
2012-01-11,-11.741
2012-01-12,-0.389
2012-01-13,-40.885
2012-01-16,-48.685
2012-01-17,114.952
2012-01-18,-38.412
2012-01-19,46.161
