时间,沪深300:成交量
2009-10-19,77.683143
2009-10-20,89.426278
2009-10-21,83.48894
2009-10-22,60.936583
2009-10-23,86.725429
2009-10-26,68.442524
2009-10-27,74.209551
2009-10-28,62.594849
2009-10-29,61.305354
2009-10-30,60.647062
2009-11-02,81.981158
2009-11-03,83.791098
2009-11-04,86.065273
2009-11-05,80.647784
2009-11-06,92.190315
2009-11-09,78.050904
2009-11-10,84.300987
2009-11-11,72.626321
2009-11-12,79.962661
2009-11-13,91.210171
2009-11-16,123.157323
2009-11-17,97.391368
2009-11-18,89.226283
2009-11-19,94.940095
2009-11-20,94.750751
2009-11-23,93.990941
2009-11-24,147.566822
2009-11-25,114.602329
2009-11-26,127.882379
2009-11-27,89.294688
2009-11-30,84.415341
2009-12-01,101.518639
2009-12-02,98.052033
2009-12-03,89.978572
2009-12-04,134.130901
2009-12-07,91.225546
2009-12-08,82.940864
2009-12-09,68.521507
2009-12-10,57.563738
2009-12-11,54.550912
2009-12-14,83.785021
2009-12-15,69.186493
2009-12-16,56.963912
2009-12-17,63.286201
2009-12-18,66.111015
2009-12-21,48.329805
2009-12-22,53.942685
2009-12-23,48.064504
2009-12-24,64.377823
2009-12-25,46.914576
2009-12-28,55.37539
2009-12-29,55.535765
2009-12-30,88.42937
2009-12-31,69.24189
2010-01-04,66.10108
2010-01-05,85.809641
2010-01-06,78.473125
2010-01-07,80.350037
2010-01-08,60.790253
2010-01-11,89.980172
2010-01-12,93.743278
2010-01-13,112.457901
2010-01-14,83.353252
2010-01-15,72.543102
2010-01-18,82.854307
2010-01-19,74.883232
2010-01-20,92.495146
2010-01-21,70.595068
2010-01-22,88.933404
2010-01-25,56.849171
2010-01-26,61.752231
2010-01-27,52.691394
2010-01-28,46.990716
2010-01-29,50.262613
2010-02-01,57.00138
2010-02-02,50.130033
2010-02-03,64.798894
2010-02-04,58.972726
2010-02-05,59.105845
2010-02-08,37.355951
2010-02-09,35.953158
2010-02-10,34.219894
2010-02-11,35.791052
2010-02-12,34.058238
2010-02-22,38.283772
2010-02-23,42.742898
2010-02-24,49.989437
2010-02-25,67.586617
2010-02-26,52.107288
2010-03-01,60.50452
2010-03-02,57.034374
2010-03-03,60.622732
2010-03-04,69.34681
2010-03-05,45.629138
2010-03-08,41.540876
2010-03-09,54.199486
2010-03-10,46.421079
2010-03-11,47.487754
2010-03-12,39.957344
2010-03-15,37.844304
2010-03-16,30.84778
2010-03-17,45.800934
2010-03-18,46.948013
2010-03-19,46.062187
2010-03-22,49.439462
2010-03-23,46.539536
2010-03-24,44.547966
2010-03-25,44.984285
2010-03-26,47.444965
2010-03-29,84.72491
2010-03-30,56.43698
2010-03-31,53.124287
2010-04-01,67.772669
2010-04-02,69.073452
2010-04-06,65.19171
2010-04-07,54.011228
2010-04-08,62.185322
2010-04-09,51.280567
2010-04-12,74.56515
2010-04-13,79.907695
2010-04-14,60.306131
2010-04-15,61.051685
2010-04-16,47.140368
2010-04-19,88.4163
2010-04-20,64.137859
2010-04-21,66.928331
2010-04-22,71.081688
2010-04-23,61.252679
2010-04-26,50.894199
2010-04-27,65.296574
2010-04-28,45.995406
2010-04-29,48.260971
2010-04-30,54.477881
2010-05-04,41.24861
2010-05-05,59.670441
2010-05-06,58.770413
2010-05-07,61.119399
2010-05-10,50.209173
2010-05-11,58.36349
2010-05-12,53.002271
2010-05-13,55.145778
2010-05-14,42.498719
2010-05-17,52.166847
2010-05-18,54.509671
2010-05-19,45.576221
2010-05-20,42.174803
2010-05-21,54.475383
2010-05-24,74.502338
2010-05-25,55.168327
2010-05-26,39.858564
2010-05-27,53.445209
2010-05-28,51.534989
2010-05-31,46.216854
2010-06-01,44.851426
2010-06-02,39.58702
2010-06-03,39.587258
2010-06-04,32.746291
2010-06-07,39.541993
2010-06-08,35.140182
2010-06-09,60.209533
2010-06-10,42.906334
2010-06-11,40.558585
2010-06-17,32.612356
2010-06-18,41.808344
2010-06-21,55.261482
2010-06-22,39.096052
2010-06-23,35.60035
2010-06-24,29.220682
2010-06-25,30.671782
2010-06-28,27.710044
2010-06-29,48.758552
2010-06-30,35.698794
2010-07-01,32.857646
2010-07-02,44.9141
2010-07-05,32.178574
2010-07-06,39.714762
2010-07-07,35.720909
2010-07-08,34.056966
2010-07-09,58.493045
2010-07-12,58.462491
2010-07-13,43.228506
2010-07-14,46.68886
2010-07-15,40.440459
2010-07-16,35.063302
2010-07-19,53.86807
2010-07-20,73.128345
2010-07-21,70.757092
2010-07-22,61.064806
2010-07-23,64.518565
2010-07-26,53.580026
2010-07-27,49.799884
2010-07-28,79.985954
2010-07-29,95.965409
2010-07-30,62.575591
2010-08-02,71.7433
2010-08-03,81.748364
2010-08-04,71.318039
2010-08-05,67.157581
2010-08-06,74.914895
2010-08-09,74.726391
2010-08-10,78.435034
2010-08-11,54.979133
2010-08-12,59.893227
2010-08-13,58.507721
2010-08-16,81.068043
2010-08-17,76.452912
2010-08-18,70.7476
2010-08-19,76.924865
2010-08-20,71.663306
2010-08-23,48.915517
2010-08-24,61.093796
2010-08-25,63.610621
2010-08-26,48.670442
2010-08-27,40.789582
2010-08-30,65.749882
2010-08-31,65.766104
2010-09-01,76.975578
2010-09-02,70.700851
2010-09-03,72.641027
2010-09-06,93.855681
2010-09-07,73.519361
2010-09-08,72.872002
2010-09-09,81.395554
2010-09-10,65.086704
2010-09-13,67.2799
2010-09-14,70.105903
2010-09-15,71.619642
2010-09-16,74.074284
2010-09-17,51.938867
2010-09-20,50.283104
2010-09-21,35.751881
2010-09-27,49.071823
2010-09-28,58.660826
2010-09-29,56.782236
2010-09-30,63.000247
2010-10-08,99.99472
2010-10-11,158.734904
2010-10-12,127.361705
2010-10-13,144.607773
2010-10-14,179.611838
2010-10-15,193.41414
2010-10-18,217.882051
2010-10-19,130.441791
2010-10-20,166.52846
2010-10-21,123.883245
2010-10-22,116.361857
2010-10-25,145.433105
2010-10-26,142.636999
2010-10-27,123.76157
2010-10-28,98.349456
2010-10-29,100.45897
2010-11-01,126.269148
2010-11-02,154.91145
2010-11-03,126.359303
2010-11-04,116.799481
2010-11-05,137.688027
2010-11-08,126.470759
2010-11-09,122.454533
2010-11-10,120.078578
2010-11-11,138.976233
2010-11-12,160.73385
2010-11-15,102.315724
2010-11-16,108.307072
2010-11-17,83.25808
2010-11-18,65.697292
2010-11-19,83.347654
2010-11-22,83.212776
2010-11-23,77.399591
2010-11-24,75.332083
2010-11-25,83.442094
2010-11-26,64.467824
2010-11-29,58.994892
2010-11-30,85.762355
2010-12-01,48.882668
2010-12-02,61.023908
2010-12-03,50.475354
2010-12-06,56.36263
2010-12-07,58.483653
2010-12-08,59.515663
2010-12-09,66.152965
2010-12-10,57.108105
2010-12-13,95.713739
2010-12-14,84.104241
2010-12-15,72.269785
2010-12-16,56.799625
2010-12-17,44.919147
2010-12-20,74.759693
2010-12-21,79.85242
2010-12-22,69.936258
2010-12-23,61.315847
2010-12-24,55.137767
2010-12-27,70.017107
2010-12-28,56.325749
2010-12-29,45.192775
2010-12-30,54.281429
2010-12-31,62.566078
2011-01-04,85.41044
2011-01-05,79.26881
2011-01-06,59.681092
2011-01-07,84.093233
2011-01-10,65.494406
2011-01-11,56.985917
2011-01-12,58.498518
2011-01-13,51.936988
2011-01-14,53.351439
2011-01-17,66.807562
2011-01-18,42.964564
2011-01-19,56.571942
2011-01-20,61.046643
2011-01-21,73.102966
2011-01-24,65.472545
2011-01-25,48.982689
2011-01-26,43.374979
2011-01-27,82.585919
2011-01-28,63.013589
2011-01-31,67.105914
2011-02-01,49.86253
2011-02-09,60.394145
2011-02-10,66.603662
2011-02-11,75.975553
2011-02-14,121.302331
2011-02-15,109.554438
2011-02-16,91.334283
2011-02-17,88.964695
2011-02-18,75.378684
2011-02-21,79.399776
2011-02-22,107.863741
2011-02-23,71.324854
2011-02-24,66.486893
2011-02-25,61.619275
2011-02-28,76.630663
2011-03-01,88.566954
2011-03-02,80.910641
2011-03-03,101.219997
2011-03-04,80.013915
2011-03-07,118.187197
2011-03-08,84.878655
2011-03-09,78.026361
2011-03-10,78.212642
2011-03-11,67.208335
2011-03-14,63.689783
2011-03-15,96.033979
2011-03-16,78.85952
2011-03-17,85.687114
2011-03-18,61.340161
2011-03-21,59.105037
2011-03-22,57.248684
2011-03-23,72.077585
2011-03-24,61.304244
2011-03-25,86.895979
2011-03-28,97.6843
2011-03-29,105.280164
2011-03-30,78.336337
2011-03-31,64.50388
2011-04-01,63.094722
2011-04-06,105.823674
2011-04-07,84.681762
2011-04-08,73.92921
2011-04-11,104.420545
2011-04-12,101.938506
2011-04-13,87.036338
2011-04-14,88.972241
2011-04-15,78.514874
2011-04-18,86.582624
2011-04-19,85.106933
2011-04-20,72.343318
2011-04-21,73.240424
2011-04-22,67.171455
2011-04-25,74.421829
2011-04-26,59.096417
2011-04-27,62.443567
2011-04-28,65.050235
2011-04-29,53.683065
2011-05-03,54.99891
2011-05-04,66.71634
2011-05-05,52.567747
2011-05-06,55.352186
2011-05-09,46.027404
2011-05-10,40.932995
2011-05-11,47.688533
2011-05-12,48.799501
2011-05-13,46.895951
2011-05-16,45.194319
2011-05-17,51.203731
2011-05-18,39.641768
2011-05-19,43.110782
2011-05-20,38.468012
2011-05-23,55.902472
2011-05-24,41.608944
2011-05-25,39.289704
2011-05-26,37.003747
2011-05-27,42.770905
2011-05-30,34.67116
2011-05-31,39.689399
2011-06-01,38.419327
2011-06-02,52.617867
2011-06-03,39.076164
2011-06-07,36.852332
2011-06-08,42.908758
2011-06-09,47.496636
2011-06-10,42.201882
2011-06-13,38.351668
2011-06-14,55.982815
2011-06-15,44.390852
2011-06-16,41.135482
2011-06-17,41.17653
2011-06-20,37.991982
2011-06-21,42.038923
2011-06-22,37.318802
2011-06-23,45.941117
2011-06-24,85.45924
2011-06-27,65.615771
2011-06-28,55.766254
2011-06-29,53.476848
2011-06-30,62.502549
2011-07-01,56.766653
2011-07-04,80.464031
2011-07-05,67.763335
2011-07-06,61.555807
2011-07-07,71.81036
2011-07-08,51.282593
2011-07-11,47.92066
2011-07-12,57.107984
2011-07-13,54.114367
2011-07-14,60.314935
2011-07-15,61.550322
2011-07-18,60.691311
2011-07-19,53.388709
2011-07-20,44.118331
2011-07-21,44.084691
2011-07-22,37.257255
2011-07-25,67.180996
2011-07-26,43.515457
2011-07-27,48.385612
2011-07-28,48.138984
2011-07-29,46.298253
2011-08-01,33.886949
2011-08-02,38.978357
2011-08-03,38.668362
2011-08-04,32.985719
2011-08-05,49.316854
2011-08-08,71.517766
2011-08-09,69.842676
2011-08-10,58.659312
2011-08-11,58.997689
2011-08-12,57.197406
2011-08-15,59.875476
2011-08-16,50.962681
2011-08-17,39.178179
2011-08-18,40.768883
2011-08-19,43.25965
2011-08-22,34.209685
2011-08-23,32.620514
2011-08-24,35.301565
2011-08-25,72.216845
2011-08-26,45.604102
2011-08-29,44.26785
2011-08-30,43.137872
2011-08-31,32.107899
2011-09-01,30.118702
2011-09-02,29.317116
2011-09-05,32.00566
2011-09-06,29.713982
2011-09-07,33.265381
2011-09-08,26.838735
2011-09-09,27.073503
2011-09-13,26.713764
2011-09-14,30.42478
2011-09-15,31.171925
2011-09-16,27.555932
2011-09-19,29.090941
2011-09-20,25.598681
2011-09-21,56.194171
2011-09-22,47.10266
2011-09-23,42.592224
2011-09-26,39.175124
2011-09-27,35.021974
2011-09-28,34.169555
2011-09-29,37.093593
2011-09-30,32.050822
2011-10-10,28.325122
2011-10-11,45.029848
2011-10-12,65.94568
2011-10-13,60.426201
2011-10-14,38.336948
2011-10-17,36.158315
2011-10-18,39.373448
2011-10-19,31.116166
2011-10-20,39.842462
2011-10-21,29.843503
2011-10-24,46.345801
2011-10-25,57.967375
2011-10-26,73.09824
2011-10-27,48.820391
2011-10-28,71.643105
2011-10-31,50.407112
2011-11-01,55.206651
2011-11-02,64.361584
2011-11-03,84.82076
2011-11-04,61.958218
2011-11-07,45.375056
2011-11-08,47.884252
2011-11-09,46.87796
2011-11-10,51.173702
2011-11-11,36.636696
2011-11-14,46.390943
2011-11-15,41.759864
2011-11-16,55.949239
2011-11-17,35.247652
2011-11-18,42.414718
2011-11-21,27.971896
2011-11-22,29.069078
2011-11-23,28.531412
2011-11-24,30.319601
2011-11-25,23.913766
2011-11-28,25.666936
2011-11-29,30.025878
2011-11-30,42.352645
2011-12-01,63.520252
2011-12-02,32.183703
2011-12-05,32.063388
2011-12-06,26.297581
2011-12-07,23.261839
2011-12-08,27.777744
2011-12-09,24.029059
2011-12-12,21.901249
2011-12-13,35.717534
2011-12-14,25.320109
2011-12-15,36.750834
2011-12-16,36.302339
2011-12-19,37.909752
2011-12-20,32.402327
2011-12-21,31.209525
2011-12-22,36.683858
2011-12-23,33.161904
2011-12-26,28.224087
2011-12-27,29.277314
2011-12-28,32.88202
2011-12-29,30.8877
2011-12-30,35.865243
2012-01-04,34.344567
2012-01-05,43.01648
2012-01-06,35.198992
2012-01-09,54.727341
2012-01-10,81.154989
2012-01-11,58.705674
2012-01-12,47.121275
2012-01-13,45.513997
2012-01-16,30.527145
2012-01-17,64.205648
2012-01-18,63.892358
2012-01-19,55.615726
2012-01-20,54.529783
2012-01-30,43.517148
2012-01-31,30.701501
2012-02-01,35.015374
2012-02-02,42.066985
2012-02-03,49.94924
2012-02-06,45.079905
2012-02-07,39.679164
2012-02-08,56.186456
2012-02-09,59.299751
2012-02-10,61.575877
2012-02-13,51.913973
2012-02-14,40.430101
2012-02-15,58.09037
2012-02-16,54.395431
2012-02-17,38.994716
2012-02-20,56.153329
2012-02-21,47.894808
2012-02-22,76.376656
2012-02-23,70.377126
2012-02-24,85.999708
2012-02-27,101.514034
2012-02-28,77.592536
2012-02-29,59.120206
2012-03-01,42.148441
2012-03-02,64.122034
2012-03-05,71.395458
2012-03-06,62.447148
2012-03-07,56.948733
2012-03-08,57.549413
2012-03-09,55.258921
2012-03-12,62.327216
2012-03-13,58.404469
2012-03-14,108.42654
2012-03-15,72.56596
2012-03-16,58.091259
2012-03-19,57.646625
2012-03-20,58.114065
2012-03-21,58.002544
2012-03-22,44.926777
2012-03-23,43.329256
2012-03-26,31.816211
2012-03-27,35.944604
2012-03-28,50.00579
2012-03-29,46.131304
2012-03-30,37.027086
2012-04-05,54.331687
2012-04-06,42.368576
2012-04-09,35.370986
2012-04-10,41.335905
2012-04-11,42.51031
2012-04-12,56.488409
2012-04-13,53.092643
2012-04-16,40.8397
2012-04-17,37.815467
2012-04-18,58.688408
2012-04-19,46.448109
2012-04-20,61.446379
2012-04-23,58.664938
2012-04-24,71.139558
2012-04-25,62.468053
2012-04-26,58.965667
2012-04-27,48.233586
2012-05-02,80.148654
2012-05-03,59.36109
2012-05-04,63.218086
2012-05-07,68.547314
2012-05-08,63.11084
2012-05-09,58.400283
2012-05-10,46.962576
2012-05-11,41.006143
2012-05-14,52.082484
2012-05-15,45.767271
2012-05-16,43.280274
2012-05-17,43.728389
2012-05-18,43.422124
2012-05-21,38.60209
2012-05-22,42.773529
2012-05-23,43.719531
2012-05-24,42.844066
2012-05-25,39.273004
2012-05-28,56.339275
2012-05-29,72.135637
2012-05-30,51.855436
2012-05-31,44.107469
2012-06-01,44.191056
2012-06-04,52.478502
2012-06-05,37.77991
2012-06-06,33.857694
2012-06-07,34.841186
2012-06-08,43.856426
2012-06-11,40.09826
2012-06-12,37.936676
2012-06-13,45.014568
2012-06-14,40.247934
2012-06-15,42.786078
2012-06-18,35.693628
2012-06-19,32.700553
2012-06-20,29.850639
2012-06-21,35.396732
2012-06-25,40.106735
2012-06-26,31.734008
2012-06-27,30.007553
2012-06-28,30.543113
2012-06-29,37.994941
2012-07-02,40.510078
2012-07-03,38.693354
2012-07-04,34.452142
2012-07-05,34.726145
2012-07-06,49.610605
2012-07-09,49.223302
2012-07-10,35.549984
2012-07-11,37.624312
2012-07-12,56.717691
2012-07-13,36.725256
2012-07-16,42.77187
2012-07-17,33.424329
2012-07-18,41.751788
2012-07-19,46.949052
2012-07-20,37.619754
2012-07-23,32.390369
2012-07-24,30.310079
2012-07-25,24.896501
2012-07-26,31.314094
2012-07-27,31.090525
2012-07-30,30.484851
2012-07-31,32.099723
2012-08-01,31.420848
2012-08-02,31.516159
2012-08-03,29.769785
2012-08-06,41.820665
2012-08-07,38.285489
2012-08-08,37.810451
2012-08-09,35.658951
2012-08-10,34.702995
2012-08-13,44.783546
2012-08-14,39.850066
2012-08-15,30.580176
2012-08-16,25.902905
2012-08-17,26.065717
2012-08-20,27.402033
2012-08-21,34.8951
2012-08-22,31.708412
2012-08-23,31.335342
2012-08-24,31.869591
2012-08-27,37.386191
2012-08-28,33.773615
2012-08-29,29.010648
2012-08-30,35.49131
2012-08-31,25.964986
2012-09-03,38.548592
2012-09-04,34.852688
2012-09-05,34.751824
2012-09-06,31.695884
2012-09-07,94.529764
2012-09-10,65.330554
2012-09-11,46.260719
2012-09-12,49.622518
2012-09-13,42.049849
2012-09-14,61.571814
2012-09-17,48.984734
2012-09-18,33.228696
2012-09-19,34.349706
2012-09-20,42.545779
2012-09-21,38.120593
2012-09-24,37.501686
2012-09-25,27.877019
2012-09-26,27.454626
2012-09-27,53.0169
2012-09-28,57.875825
2012-10-08,35.534424
2012-10-09,52.548887
2012-10-10,42.686238
2012-10-11,41.300655
2012-10-12,36.874145
2012-10-15,28.651746
2012-10-16,32.059679
2012-10-17,33.349409
2012-10-18,50.6151
2012-10-19,35.927732
2012-10-22,34.368286
2012-10-23,37.221272
2012-10-24,37.542445
2012-10-25,44.351531
2012-10-26,40.900519
2012-10-29,27.581325
2012-10-30,34.083125
2012-10-31,37.169795
2012-11-01,50.761729
2012-11-02,39.833288
2012-11-05,39.510372
2012-11-06,39.280627
2012-11-07,33.067403
2012-11-08,35.426475
2012-11-09,30.506968
2012-11-12,34.721685
2012-11-13,34.083704
2012-11-14,26.75879
2012-11-15,28.319151
2012-11-16,30.247786
2012-11-19,26.978666
2012-11-20,23.948916
2012-11-21,30.508482
2012-11-22,22.912351
2012-11-23,28.667493
2012-11-26,24.742696
2012-11-27,31.946746
2012-11-28,30.009339
2012-11-29,29.670625
2012-11-30,36.406911
2012-12-03,40.186762
2012-12-04,36.225915
2012-12-05,82.487103
2012-12-06,48.574689
2012-12-07,76.169748
2012-12-10,73.375475
2012-12-11,51.468703
2012-12-12,45.006454
2012-12-13,41.9421
2012-12-14,110.892562
2012-12-17,94.088195
2012-12-18,85.784849
2012-12-19,63.29253
2012-12-20,65.655462
2012-12-21,68.714158
2012-12-24,53.087004
2012-12-25,95.50235
2012-12-26,71.591828
2012-12-27,73.255067
2012-12-28,67.166321
2012-12-31,82.002293
2013-01-04,97.988182
2013-01-07,75.167993
2013-01-08,71.8371
2013-01-09,70.23117
2013-01-10,71.085862
2013-01-11,74.239176
2013-01-14,93.554091
2013-01-15,98.620805
2013-01-16,93.536084
2013-01-17,69.915239
2013-01-18,77.940303
2013-01-21,84.133742
2013-01-22,105.766275
2013-01-23,75.739444
2013-01-24,111.277172
2013-01-25,58.487359
2013-01-28,91.27479
2013-01-29,101.040229
2013-01-30,99.87499
2013-01-31,96.740101
2013-02-01,103.879515
2013-02-04,127.939179
2013-02-05,116.130819
2013-02-06,82.779271
2013-02-07,89.978142
2013-02-08,77.429644
2013-02-18,76.438227
2013-02-19,80.626431
2013-02-20,70.019377
2013-02-21,100.657984
2013-02-22,60.204852
2013-02-25,53.161942
2013-02-26,80.003065
2013-02-27,63.226743
2013-02-28,86.922595
2013-03-01,73.343753
2013-03-04,110.619103
2013-03-05,89.661152
2013-03-06,95.829652
2013-03-07,94.082666
2013-03-08,59.429557
2013-03-11,50.946436
2013-03-12,71.935141
2013-03-13,56.43046
2013-03-14,47.605756
2013-03-15,81.372185
2013-03-18,59.812778
2013-03-19,54.536476
2013-03-20,90.700622
2013-03-21,69.552756
2013-03-22,55.647141
2013-03-25,56.261402
2013-03-26,63.962961
2013-03-27,56.906517
2013-03-28,87.578405
2013-03-29,52.402137
2013-04-01,47.346022
2013-04-02,55.684152
2013-04-03,45.564221
2013-04-08,53.296772
2013-04-09,52.389824
2013-04-10,47.504913
2013-04-11,42.989958
2013-04-12,39.917278
2013-04-15,46.539734
2013-04-16,55.280613
2013-04-17,44.692164
2013-04-18,42.860707
2013-04-19,75.520876
2013-04-22,62.511883
2013-04-23,60.653982
2013-04-24,63.050916
2013-04-25,60.557927
2013-04-26,47.123378
2013-05-02,47.016088
2013-05-03,62.330091
2013-05-06,60.41878
2013-05-07,54.490643
2013-05-08,59.554294
2013-05-09,60.240145
2013-05-10,48.816728
2013-05-13,54.092147
2013-05-14,54.880064
2013-05-15,44.18966
2013-05-16,70.796182
2013-05-17,81.850801
2013-05-20,86.337803
2013-05-21,71.505994
2013-05-22,74.191817
2013-05-23,84.82537
2013-05-24,60.739669
2013-05-27,64.19508
2013-05-28,84.196112
2013-05-29,79.277709
2013-05-30,70.146368
2013-05-31,62.528533
2013-06-03,59.774468
2013-06-04,66.31575
2013-06-05,45.637193
2013-06-06,52.496529
2013-06-07,61.030894
2013-06-13,69.730066
2013-06-14,55.964534
2013-06-17,50.395711
2013-06-18,48.630379
2013-06-19,54.34626
2013-06-20,55.20102
2013-06-21,58.705798
2013-06-24,86.597259
2013-06-25,107.554882
2013-06-26,79.256426
2013-06-27,75.406753
2013-06-28,79.451327
2013-07-01,57.726227
2013-07-02,61.83885
2013-07-03,65.836022
2013-07-04,72.581145
2013-07-05,61.821775
2013-07-08,54.782493
2013-07-09,41.494433
2013-07-10,61.149781
2013-07-11,125.793192
2013-07-12,89.733082
2013-07-15,74.757884
2013-07-16,65.624157
2013-07-17,67.655248
2013-07-18,57.144292
2013-07-19,70.535282
2013-07-22,53.283495
2013-07-23,74.809731
2013-07-24,69.592307
2013-07-25,65.774316
2013-07-26,48.941098
2013-07-29,54.600925
2013-07-30,55.193623
2013-07-31,48.327055
2013-08-01,62.603997
2013-08-02,60.890893
2013-08-05,55.342151
2013-08-06,73.746895
2013-08-07,73.048695
2013-08-08,53.09843
2013-08-09,64.600017
2013-08-12,97.863216
2013-08-13,78.393636
2013-08-14,75.942128
2013-08-15,61.951853
2013-08-16,120.369563
2013-08-19,72.483224
2013-08-20,73.086345
2013-08-21,55.007384
2013-08-22,55.338104
2013-08-23,68.967133
2013-08-26,70.371043
2013-08-27,65.990333
2013-08-28,89.256174
2013-08-29,66.085415
2013-08-30,87.654515
2013-09-02,79.510249
2013-09-03,80.554005
2013-09-04,78.725763
2013-09-05,62.951383
2013-09-06,73.340116
2013-09-09,149.88964
2013-09-10,154.855992
2013-09-11,166.914974
2013-09-12,145.173175
2013-09-13,110.775049
2013-09-16,105.383282
2013-09-17,99.459982
2013-09-18,71.040759
2013-09-23,80.128352
2013-09-24,97.853013
2013-09-25,90.518418
2013-09-26,86.23677
2013-09-27,65.971508
2013-09-30,59.513992
2013-10-08,84.785506
2013-10-09,76.277645
2013-10-10,90.329706
2013-10-11,93.388261
2013-10-14,100.081301
2013-10-15,89.173496
2013-10-16,88.979834
2013-10-17,71.222474
2013-10-18,60.29163
2013-10-21,84.909795
2013-10-22,90.703029
2013-10-23,91.545355
2013-10-24,64.560821
2013-10-25,77.070182
2013-10-28,62.876152
2013-10-29,106.737833
2013-10-30,92.178126
2013-10-31,82.736964
2013-11-01,63.055762
2013-11-04,51.798461
2013-11-05,62.084488
2013-11-06,63.776663
2013-11-07,54.821747
2013-11-08,53.788508
2013-11-11,45.739457
2013-11-12,52.687545
2013-11-13,59.848831
2013-11-14,57.310356
2013-11-15,86.391771
2013-11-18,110.034633
2013-11-19,78.648296
2013-11-20,72.291801
2013-11-21,87.706677
2013-11-22,75.000675
2013-11-25,66.144734
2013-11-26,59.185864
2013-11-27,75.294088
2013-11-28,90.660406
2013-11-29,61.803746
2013-12-02,119.655123
2013-12-03,74.455752
2013-12-04,102.650235
2013-12-05,77.708932
2013-12-06,66.114089
2013-12-09,57.164884
2013-12-10,66.941424
2013-12-11,68.075144
2013-12-12,50.147719
2013-12-13,51.501196
2013-12-16,64.581674
2013-12-17,48.483891
2013-12-18,40.015207
2013-12-19,48.09568
2013-12-20,65.204207
2013-12-23,45.580285
2013-12-24,45.599168
2013-12-25,44.005326
2013-12-26,51.497563
2013-12-27,53.389157
2013-12-30,48.414308
2013-12-31,56.63107
2014-01-02,45.194291
2014-01-03,59.782645
2014-01-06,66.300403
2014-01-07,43.753103
2014-01-08,51.348854
2014-01-09,55.987041
2014-01-10,54.169293
2014-01-13,50.122772
2014-01-14,54.049947
2014-01-15,48.962395
2014-01-16,52.298902
2014-01-17,50.273155
2014-01-20,40.560154
2014-01-21,40.306247
2014-01-22,70.641375
2014-01-23,56.345951
2014-01-24,61.16767
2014-01-27,70.344246
2014-01-28,53.26913
2014-01-29,50.222717
2014-01-30,43.632304
2014-02-07,50.459315
2014-02-10,83.065716
2014-02-11,99.229829
2014-02-12,76.592161
2014-02-13,96.217789
2014-02-14,67.082997
2014-02-17,87.831666
2014-02-18,87.049743
2014-02-19,99.352561
2014-02-20,106.439533
2014-02-21,76.368993
2014-02-24,89.215939
2014-02-25,93.237551
2014-02-26,77.993297
2014-02-27,90.104296
2014-02-28,76.668057
2014-03-03,82.072314
2014-03-04,73.06925
2014-03-05,61.332015
2014-03-06,69.093767
2014-03-07,64.265177
2014-03-10,71.416407
2014-03-11,57.621243
2014-03-12,70.069747
2014-03-13,69.226028
2014-03-14,58.617737
2014-03-17,52.409445
2014-03-18,55.354132
2014-03-19,59.303905
2014-03-20,67.631285
2014-03-21,104.024807
2014-03-24,104.491984
2014-03-25,86.87751
2014-03-26,58.276176
2014-03-27,71.275132
2014-03-28,70.086073
2014-03-31,55.457488
2014-04-01,48.866403
2014-04-02,65.039257
2014-04-03,71.536032
2014-04-04,47.945888
2014-04-08,97.219117
2014-04-09,66.357268
2014-04-10,114.545405
2014-04-11,90.615897
2014-04-14,62.264998
2014-04-15,68.21813
2014-04-16,51.67801
2014-04-17,48.333628
2014-04-18,50.757995
2014-04-21,56.27828
2014-04-22,57.094694
2014-04-23,47.763531
2014-04-24,45.058911
2014-04-25,60.245383
2014-04-28,60.485187
2014-04-29,48.204931
2014-04-30,45.334624
2014-05-05,49.344073
2014-05-06,48.086519
2014-05-07,44.60747
2014-05-08,48.332452
2014-05-09,49.181135
2014-05-12,83.47256
2014-05-13,64.912518
2014-05-14,48.514206
2014-05-15,46.734032
2014-05-16,42.253197
2014-05-19,42.893607
2014-05-20,37.299683
2014-05-21,38.946042
2014-05-22,46.252736
2014-05-23,37.623105
2014-05-26,39.550656
2014-05-27,35.897171
2014-05-28,50.05626
2014-05-29,44.891556
2014-05-30,43.923863
2014-06-03,41.982954
2014-06-04,41.817249
2014-06-05,36.477424
2014-06-06,35.738058
2014-06-09,39.31106
2014-06-10,50.507902
2014-06-11,42.563718
2014-06-12,43.025843
2014-06-13,59.252876
2014-06-16,63.296875
2014-06-17,49.933665
2014-06-18,49.463897
2014-06-19,53.162645
2014-06-20,42.393719
2014-06-23,41.179258
2014-06-24,40.164356
2014-06-25,37.6661
2014-06-26,44.351166
2014-06-27,52.722896
2014-06-30,54.304188
2014-07-01,53.3231
2014-07-02,59.685501
2014-07-03,63.69069
2014-07-04,52.851106
2014-07-07,50.242334
2014-07-08,50.743599
2014-07-09,62.022046
2014-07-10,55.732497
2014-07-11,61.374274
2014-07-14,66.158863
2014-07-15,71.815694
2014-07-16,81.56023
2014-07-17,59.453568
2014-07-18,65.473295
2014-07-21,54.17226
2014-07-22,78.542583
2014-07-23,84.213872
2014-07-24,119.435534
2014-07-25,98.972838
2014-07-28,179.869333
2014-07-29,134.269641
2014-07-30,123.022832
2014-07-31,110.987769
2014-08-01,126.31739
2014-08-04,116.713754
