时间,期货持仓量(连续):欧盟排放配额(EUA)
2021-12-31,764157000
2022-01-03,764514000
2022-01-04,763723000
2022-01-05,762728000
2022-01-06,761941000
2022-01-07,762093000
2022-01-10,762192000
2022-01-11,762573000
2022-01-12,767927000
2022-01-13,766813000
2022-01-14,772628000
2022-01-17,773658000
2022-01-18,766069000
2022-01-19,757107000
2022-01-20,758830000
2022-01-21,758877000
2022-01-24,761424000
2022-01-25,763889000
2022-01-26,763974000
2022-01-27,767213000
2022-01-28,767962000
2022-01-31,768759000
2022-02-01,755452000
2022-02-02,757893000
2022-02-03,758459000
2022-02-04,759438000
2022-02-07,761219000
2022-02-08,765404000
2022-02-09,765741000
2022-02-10,764024000
2022-02-11,760540000
2022-02-14,762978000
2022-02-15,763138000
2022-02-16,764290000
2022-02-17,766255000
2022-02-18,764990000
2022-02-21,767229000
2022-02-22,771382000
2022-02-23,772944000
2022-02-24,774613000
2022-02-25,774885000
2022-02-28,776781000
2022-03-01,766575000
2022-03-02,752022000
2022-03-03,754638000
2022-03-04,754471000
2022-03-07,748756000
2022-03-08,744147000
2022-03-09,740684000
2022-03-10,737328000
2022-03-11,736093000
2022-03-14,739499000
2022-03-15,743153000
2022-03-16,736539000
2022-03-17,739408000
2022-03-18,739948000
2022-03-21,739107000
2022-03-22,741035000
2022-03-23,734103000
2022-03-24,732324000
2022-03-25,725555000
2022-03-28,727421000
2022-03-29,620961000
2022-03-30,621322000
2022-03-31,620519000
2022-04-01,621518000
2022-04-04,622099000
2022-04-05,616500000
2022-04-06,614456000
2022-04-07,619943000
2022-04-08,619574000
2022-04-11,620080000
2022-04-12,623685000
2022-04-13,624143000
2022-04-14,625606000
2022-04-18,625586000
2022-04-19,624984000
2022-04-20,626839000
2022-04-21,628474000
2022-04-22,630436000
2022-04-25,630899000
2022-04-26,616645000
2022-04-27,618144000
2022-04-28,620559000
2022-04-29,622082000
2022-05-02,624665000
2022-05-03,628143000
2022-05-04,638396000
2022-05-05,642841000
2022-05-06,639355000
2022-05-09,637647000
2022-05-10,639227000
2022-05-11,640863000
2022-05-12,641409000
2022-05-13,642793000
2022-05-16,642097000
2022-05-17,642715000
2022-05-18,646562000
2022-05-19,650144000
2022-05-20,652091000
2022-05-23,654018000
2022-05-24,651053000
2022-05-25,652632000
2022-05-26,640351000
2022-05-27,641352000
2022-05-30,642872000
2022-05-31,643298000
2022-06-01,643585000
2022-06-02,643996000
2022-06-03,644512000
2022-06-06,647840000
2022-06-07,647109000
2022-06-08,646799000
2022-06-09,646522000
2022-06-10,646494000
2022-06-13,649476000
2022-06-14,650469000
2022-06-15,650527000
2022-06-16,651822000
2022-06-17,653470000
2022-06-20,654847000
2022-06-21,656552000
2022-06-22,662782000
2022-06-23,663681000
2022-06-24,664797000
2022-06-27,662331000
2022-06-28,655335000
2022-06-29,660321000
2022-06-30,656438000
2022-07-01,657338000
2022-07-04,660164000
2022-07-05,662794000
2022-07-06,665524000
2022-07-07,664688000
2022-07-08,667484000
2022-07-11,668152000
2022-07-12,670790000
2022-07-13,672302000
2022-07-14,673094000
2022-07-15,675156000
2022-07-18,676137000
2022-07-19,677389000
2022-07-20,679274000
2022-07-21,680521000
2022-07-22,683504000
2022-07-25,680622000
2022-07-26,674301000
2022-07-27,674222000
2022-07-28,674593000
2022-07-29,674846000
2022-08-01,676521000
2022-08-02,673888000
2022-08-03,678107000
2022-08-04,675594000
2022-08-05,679534000
2022-08-08,681678000
2022-08-09,684650000
2022-08-10,685460000
2022-08-11,685584000
2022-08-12,688259000
2022-08-15,689798000
2022-08-16,692585000
2022-08-17,695437000
2022-08-18,700297000
2022-08-19,700823000
2022-08-22,702188000
2022-08-23,697936000
2022-08-24,699794000
2022-08-25,698543000
2022-08-26,698930000
2022-08-29,700275000
2022-08-30,701498000
2022-08-31,701943000
2022-09-01,703943000
2022-09-02,706528000
2022-09-05,710534000
2022-09-06,718252000
2022-09-07,721084000
2022-09-08,723367000
2022-09-09,726587000
2022-09-12,727264000
2022-09-13,733807000
2022-09-14,735420000
2022-09-15,744343000
2022-09-16,747711000
2022-09-19,754380000
2022-09-20,755813000
2022-09-21,760118000
2022-09-22,761393000
2022-09-23,766041000
2022-09-26,767263000
2022-09-27,756586000
2022-09-28,762657000
2022-09-29,765694000
2022-09-30,766830000
2022-10-03,775251000
2022-10-04,782149000
2022-10-05,782756000
2022-10-06,785363000
2022-10-07,788854000
2022-10-10,790472000
2022-10-11,791401000
2022-10-12,794675000
2022-10-13,797864000
2022-10-14,800289000
2022-10-17,804037000
2022-10-18,807796000
2022-10-19,810765000
2022-10-20,815822000
2022-10-21,816095000
2022-10-24,817203000
2022-10-25,816170000
2022-10-26,819019000
2022-10-27,823871000
2022-10-28,824768000
2022-10-31,825560000
2022-11-01,813764000
2022-11-02,820916000
2022-11-03,823514000
2022-11-04,833680000
2022-11-07,833526000
2022-11-08,834175000
2022-11-09,840680000
2022-11-10,847178000
2022-11-11,847311000
2022-11-14,844832000
2022-11-15,845285000
2022-11-16,852172000
2022-11-17,848710000
2022-11-18,848669000
2022-11-21,848997000
2022-11-22,851752000
2022-11-23,856134000
2022-11-24,856044000
2022-11-25,854527000
2022-11-28,858531000
2022-11-29,836423000
2022-11-30,836050000
2022-12-01,840388000
2022-12-02,835916000
2022-12-05,841468000
2022-12-06,828146000
2022-12-07,829032000
2022-12-08,832940000
2022-12-09,831968000
2022-12-12,835620000
2022-12-13,836094000
2022-12-14,828194000
2022-12-15,818773000
2022-12-16,818055000
2022-12-19,815893000
2022-12-20,581493000
2022-12-21,580837000
2022-12-22,581722000
2022-12-23,584832000
2022-12-27,584911000
2022-12-28,585745000
2022-12-29,586451000
2022-12-30,586988000
2023-01-02,586620000
2023-01-03,586856000
2023-01-04,585391000
2023-01-05,568284000
2023-01-06,568085000
2023-01-09,564539000
2023-01-10,565691000
2023-01-11,563087000
2023-01-12,567674000
2023-01-13,569078000
2023-01-16,571877000
2023-01-17,573226000
2023-01-18,574035000
2023-01-19,574745000
2023-01-20,575793000
2023-01-23,581198000
2023-01-24,580894000
2023-01-25,581489000
2023-01-26,584321000
2023-01-27,588666000
2023-01-30,593208000
2023-01-31,589665000
2023-02-01,594020000
2023-02-02,601616000
2023-02-03,603007000
2023-02-06,603420000
2023-02-07,604051000
2023-02-08,603314000
2023-02-09,600642000
2023-02-10,610619000
2023-02-13,613594000
2023-02-14,616713000
2023-02-15,618250000
2023-02-16,620093000
2023-02-17,621351000
2023-02-20,623631000
2023-02-21,633436000
2023-02-22,632630000
2023-02-23,634039000
2023-02-24,635922000
2023-02-27,636934000
2023-02-28,622474000
2023-03-01,622710000
2023-03-02,623591000
2023-03-03,624411000
2023-03-06,626811000
2023-03-07,625801000
2023-03-08,626619000
2023-03-09,624438000
2023-03-10,627639000
2023-03-13,620927000
2023-03-14,618417000
2023-03-15,621073000
2023-03-16,611906000
2023-03-17,613993000
2023-03-20,618704000
2023-03-21,620362000
2023-03-22,633479000
2023-03-23,634406000
2023-03-24,634582000
2023-03-27,625604000
2023-03-28,489056000
2023-03-29,480103000
2023-03-30,480657000
2023-03-31,479857000
2023-04-03,486159000
2023-04-04,489236000
2023-04-05,492294000
2023-04-06,493886000
2023-04-10,493879000
2023-04-11,495968000
2023-04-12,496163000
2023-04-13,497188000
2023-04-14,498991000
2023-04-17,502072000
2023-04-18,502993000
2023-04-19,502064000
2023-04-20,503017000
2023-04-21,503148000
2023-04-24,502665000
2023-04-25,459163000
2023-04-26,493886000
2023-04-27,464056000
2023-04-28,462508000
2023-05-01,461047000
2023-05-02,460050000
2023-05-03,463153000
2023-05-04,464063000
2023-05-05,463879000
2023-05-08,464676000
2023-05-09,469866000
2023-05-10,472393000
2023-05-11,472661000
2023-05-12,473625000
2023-05-15,475737000
2023-05-16,477672000
2023-05-17,477094000
2023-05-18,477394000
2023-05-19,478545000
2023-05-22,481781000
2023-05-23,463660000
2023-05-24,467925000
2023-05-25,473661000
2023-05-26,477259000
2023-05-29,477155000
2023-05-30,480143000
2023-05-31,483521000
2023-06-01,495083000
2023-06-02,495784000
2023-06-05,495938000
2023-06-06,497762000
2023-06-07,496313000
2023-06-08,497600000
2023-06-09,498365000
2023-06-12,497872000
2023-06-13,498988000
2023-06-14,496534000
2023-06-15,501650000
2023-06-16,504614000
2023-06-19,509400000
2023-06-20,510637000
2023-06-21,518628000
2023-06-22,520492000
2023-06-23,519544000
2023-06-26,521589000
2023-06-27,490030000
2023-06-28,493162000
2023-06-29,496725000
2023-06-30,499417000
2023-07-03,500031000
2023-07-04,503001000
2023-07-05,504975000
2023-07-06,514250000
2023-07-07,505534000
2023-07-10,507111000
2023-07-11,508153000
2023-07-12,530598000
2023-07-13,532433000
2023-07-14,533753000
2023-07-17,535218000
2023-07-18,536883000
2023-07-19,539636000
2023-07-20,539624000
2023-07-21,541437000
2023-07-24,543643000
2023-07-25,547414000
2023-07-26,548764000
2023-07-27,565605000
2023-07-28,568112000
2023-07-31,568737000
2023-08-01,545332000
2023-08-02,548959000
2023-08-03,552205000
2023-08-04,553050000
2023-08-07,554680000
2023-08-08,561834000
2023-08-09,562717000
2023-08-10,563208000
2023-08-11,562080000
2023-08-14,561737000
2023-08-15,560868000
2023-08-16,560366000
2023-08-17,561297000
2023-08-18,564303000
2023-08-21,564697000
2023-08-22,556163000
2023-08-23,558108000
2023-08-24,560705000
2023-08-25,560199000
2023-08-28,560174000
2023-08-29,562892000
2023-08-30,564416000
2023-08-31,565958000
2023-09-01,565785000
2023-09-04,568506000
2023-09-05,574386000
2023-09-06,577059000
2023-09-07,579263000
2023-09-08,580144000
2023-09-11,581880000
2023-09-12,586904000
2023-09-13,588571000
2023-09-14,588099000
2023-09-15,589944000
2023-09-18,592454000
2023-09-19,594681000
2023-09-20,595944000
2023-09-21,593013000
2023-09-22,590266000
2023-09-25,591692000
2023-09-26,556005000
2023-09-27,560072000
2023-09-28,561932000
2023-09-29,562617000
2023-10-02,564780000
2023-10-03,567339000
2023-10-04,575522000
2023-10-05,580780000
2023-10-06,582688000
2023-10-09,586472000
2023-10-10,587517000
2023-10-11,593326000
2023-10-12,596066000
2023-10-13,596830000
2023-10-16,591746000
2023-10-17,593803000
2023-10-18,596725000
2023-10-19,597489000
2023-10-20,596516000
2023-10-23,600583000
2023-10-24,603086000
2023-10-25,610021000
2023-10-26,613348000
2023-10-27,618997000
2023-10-30,626875000
2023-10-31,620629000
2023-11-01,624124000
2023-11-02,639936000
2023-11-03,643808000
2023-11-06,644227000
2023-11-07,645900000
2023-11-08,648641000
2023-11-09,652209000
2023-11-10,653683000
2023-11-13,657962000
2023-11-14,662121000
2023-11-15,661328000
2023-11-16,660366000
2023-11-17,660334000
2023-11-20,662137000
2023-11-21,664899000
2023-11-22,668635000
2023-11-23,676183000
2023-11-24,680767000
2023-11-27,681655000
2023-11-28,669104000
2023-11-29,668977000
2023-11-30,671284000
2023-12-01,671598000
2023-12-04,676391000
2023-12-05,676848000
2023-12-06,678192000
2023-12-07,681568000
2023-12-08,685283000
2023-12-11,691359000
2023-12-12,695249000
2023-12-13,691671000
2023-12-14,697727000
2023-12-15,699275000
2023-12-18,704830000
2023-12-19,459606000
2023-12-20,463372000
2023-12-21,459626000
2023-12-22,458553000
2023-12-26,458553000
2023-12-27,458954000
2023-12-28,456954000
2023-12-29,455119000
2024-01-02,461160000
2024-01-03,479613000
2024-01-04,492416000
2024-01-05,491662000
2024-01-08,492813000
2024-01-09,493780000
2024-01-10,498543000
2024-01-11,502002000
2024-01-12,509439000
2024-01-15,507995000
2024-01-16,511275000
2024-01-17,514209000
2024-01-18,516534000
2024-01-19,519182000
2024-01-22,520211000
2024-01-23,519534000
2024-01-24,519229000
2024-01-25,524450000
2024-01-26,526382000
2024-01-29,528407000
2024-01-30,514399000
2024-01-31,516276000
2024-02-01,522663000
2024-02-02,533098000
2024-02-05,538082000
2024-02-06,541996000
2024-02-07,542187000
2024-02-08,548277000
2024-02-09,554013000
2024-02-12,556619000
2024-02-13,558708000
2024-02-14,559569000
2024-02-15,561160000
2024-02-16,561976000
2024-02-19,567535000
2024-02-20,565734000
2024-02-21,566114000
2024-02-22,571901000
2024-02-23,573559000
2024-02-26,575422000
2024-02-27,572930000
2024-02-28,573118000
2024-02-29,573093000
2024-03-01,575108000
2024-03-04,580662000
2024-03-05,574907000
2024-03-06,577666000
2024-03-07,581840000
2024-03-08,587940000
2024-03-11,594124000
2024-03-12,595309000
2024-03-13,595452000
2024-03-14,589935000
2024-03-15,597621000
2024-03-18,596930000
2024-03-19,498153000
2024-03-20,499559000
2024-03-21,504714000
2024-03-22,510646000
2024-03-25,513387000
2024-03-26,519559000
2024-03-27,527272000
2024-03-28,531439000
2024-04-01,531434000
2024-04-02,534265000
2024-04-03,536892000
2024-04-04,536817000
2024-04-05,539116000
2024-04-08,541103000
2024-04-09,536155000
2024-04-10,537893000
2024-04-11,539486000
2024-04-12,541854000
2024-04-15,543220000
2024-04-16,542411000
2024-04-17,562667000
2024-04-18,563490000
2024-04-19,567193000
2024-04-22,584448000
2024-04-23,591812000
2024-04-24,599767000
2024-04-25,612534000
2024-04-26,615079000
2024-04-29,617117000
2024-04-30,611885000
2024-05-01,616310000
2024-05-02,622697000
2024-05-03,640936000
2024-05-06,642375000
2024-05-07,646839000
2024-05-08,648761000
2024-05-09,649734000
2024-05-10,650843000
2024-05-13,651823000
2024-05-14,655604000
2024-05-15,659586000
2024-05-16,662755000
2024-05-17,666334000
2024-05-20,668212000
2024-05-21,655554000
2024-05-22,649173000
2024-05-23,652516000
2024-05-24,656122000
2024-05-27,656904000
2024-05-28,660107000
2024-05-29,660892000
2024-05-30,664552000
2024-05-31,665914000
2024-06-03,667198000
2024-06-04,667915000
2024-06-05,671180000
2024-06-06,671255000
2024-06-07,674723000
2024-06-10,675069000
2024-06-11,680623000
2024-06-12,681534000
2024-06-13,683959000
2024-06-14,697412000
2024-06-17,697737000
2024-06-18,703936000
2024-06-19,708286000
2024-06-20,710955000
2024-06-21,721088000
2024-06-24,729854000
2024-06-25,667284000
2024-06-26,668793000
2024-06-27,673433000
2024-06-28,673532000
2024-07-01,674463000
2024-07-02,679908000
2024-07-03,700534000
2024-07-04,701552000
2024-07-05,705531000
2024-07-08,711567000
2024-07-09,717133000
2024-07-10,723249000
2024-07-11,723242000
2024-07-12,723766000
2024-07-15,724115000
2024-07-16,723823000
2024-07-17,726848000
2024-07-18,729094000
2024-07-19,730973000
2024-07-22,737235000
2024-07-23,740525000
2024-07-24,742357000
2024-07-25,742654000
2024-07-26,739386000
2024-07-29,739546000
2024-07-30,723783000
2024-07-31,724862000
2024-08-01,724348000
2024-08-02,721734000
2024-08-05,722100000
2024-08-06,722765000
2024-08-07,726245000
2024-08-08,727728000
2024-08-09,728812000
2024-08-12,728938000
2024-08-13,728264000
2024-08-14,731828000
2024-08-15,733181000
2024-08-16,734577000
2024-08-19,736964000
2024-08-20,684977000
2024-08-21,685309000
2024-08-22,689907000
2024-08-23,691301000
2024-08-26,692609000
2024-08-27,696509000
2024-08-28,699878000
2024-08-29,702269000
2024-08-30,699408000
2024-09-02,703459000
2024-09-03,708383000
2024-09-04,709927000
2024-09-05,713753000
2024-09-06,718954000
2024-09-09,723490000
2024-09-10,726499000
2024-09-11,726433000
2024-09-12,730759000
2024-09-13,734718000
2024-09-16,739474000
2024-09-17,740530000
2024-09-18,741866000
2024-09-19,751093000
2024-09-20,752705000
2024-09-23,757867000
2024-09-24,760221000
2024-09-25,770068000
2024-09-26,776386000
2024-09-27,780018000
2024-09-30,782633000
2024-10-01,773668000
2024-10-02,788763000
2024-10-03,790051000
2024-10-04,793944000
2024-10-07,772488000
2024-10-08,775756000
2024-10-09,780351000
2024-10-10,777822000
2024-10-11,776247000
2024-10-14,778325000
2024-10-15,780756000
2024-10-16,782058000
2024-10-17,785577000
2024-10-18,787605000
2024-10-21,790664000
2024-10-22,792493000
2024-10-23,790869000
2024-10-24,790502000
2024-10-25,786404000
2024-10-28,785605000
2024-10-29,760706000
2024-10-30,759379000
2024-10-31,763691000
2024-11-01,764023000
2024-11-04,766807000
2024-11-05,769410000
2024-11-06,771870000
2024-11-07,770617000
2024-11-08,774284000
2024-11-11,778743000
2024-11-12,777144000
2024-11-13,771353000
2024-11-14,774665000
2024-11-15,773120000
2024-11-18,776299000
2024-11-19,776168000
2024-11-20,777831000
2024-11-21,774685000
2024-11-22,770640000
2024-11-25,765722000
2024-11-26,762427000
2024-11-27,763601000
2024-11-28,767538000
2024-11-29,770029000
2024-12-02,772568000
2024-12-03,771724000
2024-12-04,775414000
2024-12-05,784845000
2024-12-06,783658000
2024-12-09,769129000
2024-12-10,768698000
2024-12-11,757262000
2024-12-12,766113000
2024-12-13,768648000
2024-12-16,771021000
2024-12-17,539564000
2024-12-18,545264000
2024-12-19,547369000
2024-12-20,547940000
2024-12-23,548566000
2024-12-24,548485000
2024-12-26,548483000
2024-12-27,548071000
2024-12-30,545796000
2024-12-31,544733000
2025-01-02,544157000
2025-01-03,547441000
2025-01-06,550441000
2025-01-07,552960000
2025-01-08,555006000
2025-01-09,556690000
2025-01-10,559503000
2025-01-13,559490000
2025-01-14,563044000
2025-01-15,559982000
2025-01-16,564259000
2025-01-17,567356000
2025-01-20,568126000
2025-01-21,569533000
2025-01-22,573137000
2025-01-23,577094000
2025-01-24,581799000
2025-01-27,584740000
2025-01-28,561525000
2025-01-29,561830000
2025-01-30,563177000
2025-01-31,565873000
2025-02-03,570055000
2025-02-04,572401000
2025-02-05,575139000
2025-02-06,581819000
2025-02-07,584073000
2025-02-10,587143000
2025-02-11,591057000
2025-02-12,595576000
2025-02-13,593919000
2025-02-14,593784000
2025-02-17,594850000
2025-02-18,593658000
2025-02-19,592656000
2025-02-20,597349000
2025-02-21,597713000
2025-02-24,596858000
2025-02-25,585934000
2025-02-26,586407000
2025-02-27,586093000
2025-02-28,585868000
2025-03-03,587310000
2025-03-04,593562000
2025-03-05,597707000
2025-03-06,599556000
2025-03-07,600750000
2025-03-10,610190000
2025-03-11,610924000
2025-03-12,610681000
2025-03-13,611624000
2025-03-14,614592000
2025-03-17,616445000
2025-03-18,622844000
2025-03-19,627027000
2025-03-20,630871000
2025-03-21,638103000
2025-03-24,640956000
2025-03-25,643949000
2025-03-26,644938000
2025-03-27,645217000
2025-03-28,648511000
2025-03-31,653684000
2025-04-01,610285000
2025-04-02,613626000
2025-04-03,618216000
2025-04-04,618358000
2025-04-07,624318000
2025-04-08,625915000
2025-04-09,629351000
2025-04-10,630730000
2025-04-11,632819000
2025-04-14,633753000
2025-04-15,637965000
2025-04-16,639931000
2025-04-17,643911000
2025-04-21,643907000
2025-04-22,648228000
2025-04-23,646593000
2025-04-24,647753000
2025-04-25,648922000
2025-04-28,650716000
2025-04-29,642674000
2025-04-30,641973000
2025-05-01,640970000
2025-05-02,641258000
2025-05-05,642685000
2025-05-06,645067000
2025-05-07,644692000
2025-05-08,644362000
2025-05-09,648437000
2025-05-12,651101000
2025-05-13,649155000
2025-05-14,650573000
2025-05-15,650081000
2025-05-16,652415000
2025-05-19,657418000
2025-05-20,647493000
2025-05-21,648151000
2025-05-22,652900000
2025-05-23,652669000
2025-05-26,652098000
2025-05-27,657023000
2025-05-28,661937000
2025-05-29,663065000
2025-05-30,661104000
2025-06-02,661902000
2025-06-03,666184000
2025-06-04,667495000
2025-06-05,670276000
2025-06-06,671409000
2025-06-09,671575000
2025-06-10,674875000
2025-06-11,675780000
2025-06-12,677340000
2025-06-13,677928000
2025-06-16,678256000
2025-06-17,681406000
2025-06-18,681306000
2025-06-19,686014000
2025-06-20,688718000
2025-06-23,692889000
2025-06-24,689595000
2025-06-25,690515000
2025-06-26,700023000
2025-06-27,701037000
2025-06-30,704881000
2025-07-01,670131000
2025-07-02,672097000
2025-07-03,680914000
2025-07-04,683113000
2025-07-07,685832000
2025-07-08,688218000
2025-07-09,691030000
2025-07-10,691848000
2025-07-11,691610000
2025-07-14,694793000
2025-07-15,698583000
2025-07-16,701926000
2025-07-17,703424000
2025-07-18,706527000
2025-07-21,710379000
2025-07-22,713331000
2025-07-23,715888000
2025-07-24,718563000
2025-07-25,718422000
2025-07-28,720005000
2025-07-29,699710000
2025-07-30,699430000
2025-07-31,701128000
2025-08-01,702687000
2025-08-04,703396000
2025-08-05,704891000
2025-08-06,708056000
2025-08-07,708476000
2025-08-08,711510000
2025-08-11,711087000
2025-08-12,712485000
2025-08-13,713767000
2025-08-14,720733000
2025-08-15,724089000
2025-08-18,727375000
2025-08-19,679151000
2025-08-20,682072000
2025-08-21,685082000
2025-08-22,686823000
2025-08-25,687999000
2025-08-26,690897000
2025-08-27,691119000
2025-08-28,694136000
2025-08-29,697564000
2025-09-01,699220000
2025-09-02,699585000
2025-09-03,700451000
2025-09-04,701568000
2025-09-05,700769000
2025-09-08,702985000
2025-09-09,705032000
2025-09-10,708354000
2025-09-11,711612000
2025-09-12,714805000
2025-09-15,719306000
2025-09-16,720432000
2025-09-17,722187000
2025-09-18,726131000
2025-09-19,727491000
2025-09-22,729567000
2025-09-23,733080000
2025-09-24,732178000
2025-09-25,731717000
2025-09-26,734532000
2025-09-29,737326000
2025-09-30,688240000
2025-10-01,689231000
2025-10-02,695214000
2025-10-03,697249000
2025-10-06,696865000
2025-10-07,700730000
2025-10-08,699573000
2025-10-09,703464000
2025-10-10,699533000
2025-10-13,701512000
2025-10-14,704444000
2025-10-15,708364000
2025-10-16,710719000
2025-10-17,720337000
2025-10-20,722703000
2025-10-21,725494000
2025-10-22,724866000
2025-10-23,725968000
2025-10-24,728420000
2025-10-27,731747000
2025-10-28,717921000
2025-10-29,724415000
2025-10-30,728836000
2025-10-31,730904000
2025-11-03,734617000
2025-11-04,737533000
2025-11-05,742575000
2025-11-06,739237000
2025-11-07,740499000
2025-11-10,743814000
2025-11-11,753354000
2025-11-12,759443000
2025-11-13,761904000
2025-11-14,767518000
2025-11-17,770583000
2025-11-18,769147000
2025-11-19,769002000
2025-11-20,772644000
2025-11-21,773508000
2025-11-24,772259000
2025-11-25,766110000
2025-11-26,763200000
2025-11-27,762994000
2025-11-28,765051000
2025-12-01,765088000
2025-12-02,770705000
2025-12-03,774322000
2025-12-04,774830000
2025-12-05,776790000
2025-12-08,787435000
2025-12-09,798681000
2025-12-10,802926000
2025-12-11,800924000
2025-12-12,801181000
2025-12-15,797838000
2025-12-16,630732000
2025-12-17,638307000
2025-12-18,638678000
2025-12-19,641686000
2025-12-22,644460000
2025-12-23,645434000
2025-12-24,646341000
2025-12-26,646338000
2025-12-29,645661000
2025-12-30,643557000
2025-12-31,644024000
2026-01-02,644561000
2026-01-05,642649000
2026-01-06,641101000
2026-01-07,640275000
2026-01-08,641812000
2026-01-09,642745000
