时间,期货持仓量(连续):欧盟排放配额(EUA)
2017-03-29,887536000
2017-03-30,891380000
2017-03-31,894145000
2017-04-03,897479000
2017-04-04,899387000
2017-04-05,899970000
2017-04-06,902631000
2017-04-07,906872000
2017-04-10,909850000
2017-04-11,907988000
2017-04-12,912515000
2017-04-13,915711000
2017-04-17,915266000
2017-04-18,917430000
2017-04-19,919504000
2017-04-20,921165000
2017-04-21,923517000
2017-04-24,823793000
2017-04-25,921280000
2017-04-26,932910000
2017-04-27,927249000
2017-04-28,924482000
2017-05-01,924447000
2017-05-02,925728000
2017-05-03,928779000
2017-05-04,930403000
2017-05-05,934455000
2017-05-08,936754000
2017-05-09,938278000
2017-05-10,941518000
2017-05-11,944113000
2017-05-12,945578000
2017-05-15,948084000
2017-05-17,949524000
2017-05-18,964129000
2017-05-19,965741000
2017-05-22,965768000
2017-05-23,970087000
2017-05-24,970076000
2017-05-25,969823000
2017-05-26,972857000
2017-05-29,971248000
2017-05-30,975910000
2017-05-31,974763000
2017-06-01,974334000
2017-06-02,976399000
2017-06-05,974065000
2017-06-06,976501000
2017-06-07,979755000
2017-06-08,985355000
2017-06-09,984078000
2017-06-12,990923000
2017-06-13,993831000
2017-06-14,996770000
2017-06-15,995423000
2017-06-16,993162000
2017-06-19,995491000
2017-06-20,1000778000
2017-06-21,1005801000
2017-06-22,1007488000
2017-06-23,1008361000
2017-06-26,1010674000
2017-06-27,1004779000
2017-06-28,1004299000
2017-06-29,1001294000
2017-06-30,1004564000
2017-07-03,1005575000
2017-07-04,1005682000
2017-07-05,1008431000
2017-07-06,1010951000
2017-07-07,1014833000
2017-07-10,1014899000
2017-07-11,1017253000
2017-07-12,1017436000
2017-07-13,1024872000
2017-07-14,1028130000
2017-07-17,1028959000
2017-07-18,1031947000
2017-07-19,1037823000
2017-07-20,1040391000
2017-07-21,1053882000
2017-07-24,1053298000
2017-07-25,1060535000
2017-07-26,1060753000
2017-07-27,1069520000
2017-07-28,1068092000
2017-07-31,1067843000
2017-08-01,1068362000
2017-08-02,1075372000
2017-08-03,1078006000
2017-08-04,1078349000
2017-08-07,1079267000
2017-08-08,1082862000
2017-08-09,1083669000
2017-08-10,1085694000
2017-08-11,1093548000
2017-08-14,1100290000
2017-08-15,1103954000
2017-08-16,1112625000
2017-08-17,1115947000
2017-08-18,1122120000
2017-08-21,1128321000
2017-08-22,1130112000
2017-08-23,1132382000
2017-08-24,1132379000
2017-08-25,1134495000
2017-08-28,1135120000
2017-08-29,1137090000
2017-08-30,1140879000
2017-08-31,1142191000
2017-09-01,1144499000
2017-09-04,1145315000
2017-09-05,1143090000
2017-09-06,1151305000
2017-09-07,1154181000
2017-09-08,1157798000
2017-09-11,1164129000
2017-09-12,1164910000
2017-09-13,1167505000
2017-09-14,1165907000
2017-09-15,1166806000
2017-09-18,1168493000
2017-09-19,1169179000
2017-09-20,1167383000
2017-09-21,1169355000
2017-09-22,1171396000
2017-09-25,1188165000
2017-09-26,1206736000
2017-09-27,1210698000
2017-09-28,1211154000
2017-09-29,1214083000
2017-10-02,1213169000
2017-10-03,1215699000
2017-10-04,1221162000
2017-10-05,1223019000
2017-10-06,1225816000
2017-10-09,1229097000
2017-10-10,1237679000
2017-10-11,1244425000
2017-10-12,1245626000
2017-10-13,1251083000
2017-10-16,1257418000
2017-10-17,1259981000
2017-10-18,1266088000
2017-10-19,1267960000
2017-10-20,1266518000
2017-10-23,1268077000
2017-10-24,1273625000
2017-10-25,1275598000
2017-10-26,1278688000
2017-10-27,1289535000
2017-10-30,1297620000
2017-10-31,1297970000
2017-11-01,1301620000
2017-11-02,1302848000
2017-11-03,1303845000
2017-11-06,1307283000
2017-11-07,1309284000
2017-11-08,1310722000
2017-11-09,1314606000
2017-11-10,1314630000
2017-11-13,1313601000
2017-11-14,1316194000
2017-11-15,1317530000
2017-11-16,1318832000
2017-11-17,1321534000
2017-11-20,1326078000
2017-11-21,1327972000
2017-11-22,1329277000
2017-11-23,1330717000
2017-11-24,1332447000
2017-11-27,1334754000
2017-11-28,1331344000
2017-11-29,1331543000
2017-11-30,1332334000
2017-12-01,1333325000
2017-12-04,1335032000
2017-12-05,1338162000
2017-12-06,1341814000
2017-12-07,1341495000
2017-12-08,1345127000
2017-12-11,1353121000
2017-12-12,1354599000
2017-12-13,1337998000
2017-12-14,1344690000
2017-12-15,1329438000
2017-12-18,1340320000
2017-12-19,996848000
2017-12-20,1001102000
2017-12-21,1006172000
2017-12-22,1013262000
2017-12-26,1012817000
2017-12-27,1014089000
2017-12-28,1005725000
2017-12-29,1006404000
2018-01-02,1006446000
2018-01-03,1005903000
2018-01-04,1004357000
2018-01-05,1005673000
2018-01-08,1007799000
2018-01-09,1009466000
2018-01-10,1009518000
2018-01-11,1008875000
2018-01-12,1010370000
2018-01-15,1012084000
2018-01-16,1014610000
2018-01-17,1021972000
2018-01-18,1025527000
2018-01-19,1027449000
2018-01-22,1027169000
2018-01-23,1029707000
2018-01-24,1030682000
2018-01-25,1032015000
2018-01-26,1033196000
2018-01-29,1032116000
2018-01-30,1036345000
2018-01-31,1037135000
2018-02-01,1038789000
2018-02-02,1039950000
2018-02-05,1041670000
2018-02-06,1041395000
2018-02-07,1042551000
2018-02-08,1046214000
2018-02-09,1047443000
2018-02-12,1050584000
2018-02-13,1055352000
2018-02-14,1055076000
2018-02-15,1055813000
2018-02-16,1053478000
2018-02-19,1054664000
2018-02-20,1057495000
2018-02-21,1058454000
2018-02-22,1060154000
2018-02-23,1075729000
2018-02-26,1076511000
2018-02-27,1080289000
2018-02-28,1080114000
2018-03-01,1083332000
2018-03-02,1084725000
2018-03-05,1086735000
2018-03-06,1087607000
2018-03-07,1089074000
2018-03-08,1094177000
2018-03-09,1097225000
2018-03-12,1100414000
2018-03-13,1106113000
2018-03-14,1111857000
2018-03-15,1118354000
2018-03-16,1118821000
2018-03-19,1112588000
2018-03-20,937517000
2018-03-21,939510000
2018-03-22,942429000
2018-03-23,943501000
2018-03-26,945968000
2018-03-27,953394000
2018-03-28,956527000
2018-03-29,961629000
2018-04-02,961629000
2018-04-03,960762000
2018-04-04,961174000
2018-04-05,961313000
2018-04-06,962775000
2018-04-09,961787000
2018-04-10,963815000
2018-04-11,963531000
2018-04-12,967708000
2018-04-13,970492000
2018-04-16,966767000
2018-04-17,968223000
2018-04-18,968550000
2018-04-19,971787000
2018-04-20,975223000
2018-04-23,976708000
2018-04-24,975717000
2018-04-25,977751000
2018-04-26,979856000
2018-04-27,981831000
2018-04-30,983970000
2018-05-01,962064000
2018-05-02,968814000
2018-05-03,972140000
2018-05-04,975267000
2018-05-07,963398000
2018-05-08,964823000
2018-05-09,970412000
2018-05-10,972362000
2018-05-11,976673000
2018-05-14,979196000
2018-05-15,980019000
2018-05-16,984144000
2018-05-17,984424000
2018-05-18,985867000
2018-05-21,987309000
2018-05-22,989134000
2018-05-23,992139000
2018-05-24,997004000
2018-05-25,996800000
2018-05-28,998129000
2018-05-29,998987000
2018-05-30,1002681000
2018-05-31,1003015000
2018-06-01,1005330000
2018-06-04,1006298000
2018-06-05,1004392000
2018-06-06,1004591000
2018-06-07,1001828000
2018-06-08,1002066000
2018-06-11,1005355000
2018-06-12,1009606000
2018-06-13,1014857000
2018-06-14,1016997000
2018-06-15,1025476000
2018-06-18,1029518000
2018-06-19,1035540000
2018-06-20,1037149000
2018-06-21,1038632000
2018-06-22,1037984000
2018-06-25,1043357000
2018-06-26,1027095000
2018-06-27,1028710000
2018-06-28,1028955000
2018-06-29,1031460000
2018-07-02,1034937000
2018-07-03,1036673000
2018-07-04,1035858000
2018-07-05,1034203000
2018-07-06,1036757000
2018-07-09,1045810000
2018-07-10,1050899000
2018-07-11,1053061000
2018-07-12,1054173000
2018-07-13,1055028000
2018-07-16,1056002000
2018-07-17,1058360000
2018-07-18,1059952000
2018-07-19,1062604000
2018-07-20,1063142000
2018-07-23,1065148000
2018-07-24,1069254000
2018-07-25,1069906000
2018-07-26,1070506000
2018-07-27,1075397000
2018-07-30,1075839000
2018-07-31,1082387000
2018-08-01,1081707000
2018-08-02,1077394000
2018-08-03,1076997000
2018-08-06,1078848000
2018-08-07,1079454000
2018-08-08,1088393000
2018-08-09,1088474000
2018-08-10,1089931000
2018-08-13,1088061000
2018-08-14,1087968000
2018-08-15,1089507000
2018-08-16,1086309000
2018-08-17,1086718000
2018-08-20,1085167000
2018-08-21,1086776000
2018-08-22,1089314000
2018-08-23,1086597000
2018-08-24,1084952000
2018-08-27,1085037000
2018-08-28,1084914000
2018-08-29,1086889000
2018-08-30,1086493000
2018-08-31,1090407000
2018-09-03,1087521000
2018-09-04,1090553000
2018-09-05,1093637000
2018-09-06,1099346000
2018-09-07,1107628000
2018-09-10,1117436000
2018-09-11,1114388000
2018-09-12,1113353000
2018-09-13,1111133000
2018-09-14,1113863000
2018-09-17,1117315000
2018-09-18,1121898000
2018-09-19,1119659000
2018-09-20,1120981000
2018-09-21,1109689000
2018-09-24,1109483000
2018-09-25,1111075000
2018-09-26,1107425000
2018-09-27,1117477000
2018-09-28,1126340000
2018-10-01,1129558000
2018-10-02,1133319000
2018-10-03,1137176000
2018-10-04,1143140000
2018-10-05,1145689000
2018-10-08,1151989000
2018-10-09,1156636000
2018-10-10,1155247000
2018-10-11,1162176000
2018-10-12,1169010000
2018-10-15,1169980000
2018-10-16,1178840000
2018-10-17,1185136000
2018-10-18,1188121000
2018-10-19,1189980000
2018-10-22,1191631000
2018-10-23,1191922000
2018-10-24,1194433000
2018-10-25,1199815000
2018-10-26,1200861000
2018-10-29,1208335000
2018-10-30,1217265000
2018-10-31,1219125000
2018-11-01,1219911000
2018-11-02,1224313000
2018-11-05,1223403000
2018-11-06,1227393000
2018-11-07,1233763000
2018-11-08,1241993000
2018-11-09,1246941000
2018-11-12,1248519000
2018-11-13,1258302000
2018-11-14,1259374000
2018-11-15,1261868000
2018-11-16,1268035000
2018-11-19,1270904000
2018-11-20,1280495000
2018-11-21,1283237000
2018-11-22,1284671000
2018-11-23,1259417000
2018-11-26,1260551000
2018-11-27,1264406000
2018-11-28,1265747000
2018-11-29,1269401000
2018-11-30,1273431000
2018-12-03,1272471000
2018-12-04,1272856000
2018-12-05,1274531000
2018-12-06,1285169000
2018-12-07,1284625000
2018-12-10,1292720000
2018-12-11,1293990000
2018-12-12,1282636000
2018-12-13,1285818000
2018-12-14,1294616000
2018-12-17,1302815000
2018-12-18,975441000
2018-12-19,979768000
2018-12-20,981941000
2018-12-21,981853000
2018-12-24,985279000
2018-12-26,985278000
2018-12-27,987498000
2018-12-28,987345000
2018-12-31,986282000
2019-01-02,991361000
2019-01-03,988567000
2019-01-04,984493000
2019-01-07,979985000
2019-01-08,979523000
2019-01-09,983035000
2019-01-10,985085000
2019-01-11,985242000
2019-01-14,979323000
2019-01-15,983824000
2019-01-16,991065000
2019-01-17,986541000
2019-01-18,989717000
2019-01-21,989891000
2019-01-22,991183000
2019-01-23,993500000
2019-01-24,991183000
2019-01-25,992932000
2019-01-28,991924000
2019-01-29,955407000
2019-01-30,954584000
2019-01-31,954669000
2019-02-01,953472000
2019-02-04,955976000
2019-02-05,952905000
2019-02-06,955331000
2019-02-07,954861000
2019-02-08,954441000
2019-02-11,954443000
2019-02-12,953391000
2019-02-13,945277000
2019-02-14,947228000
2019-02-15,948199000
2019-02-18,944340000
2019-02-19,944093000
2019-02-20,945111000
2019-02-21,946095000
2019-02-22,949436000
2019-02-25,956951000
2019-02-26,944065000
2019-02-27,934560000
2019-02-28,935696000
2019-03-01,936675000
2019-03-04,938189000
2019-03-05,939132000
2019-03-06,937273000
2019-03-07,939208000
2019-03-08,939644000
2019-03-11,941009000
2019-03-12,941466000
2019-03-13,939642000
2019-03-14,941238000
2019-03-15,941563000
2019-03-18,941602000
2019-03-19,944360000
2019-03-20,923008000
2019-03-21,927382000
2019-03-22,928149000
2019-03-25,934519000
2019-03-26,850206000
2019-03-27,855830000
2019-03-28,860330000
2019-03-29,859987000
2019-04-01,860365000
2019-04-02,861773000
2019-04-03,862483000
2019-04-04,864253000
2019-04-05,864427000
2019-04-08,866266000
2019-04-09,870404000
2019-04-10,872042000
2019-04-11,871524000
2019-04-12,871329000
2019-04-15,872908000
2019-04-16,871748000
2019-04-17,870456000
2019-04-18,872052000
2019-04-22,872028000
2019-04-23,872716000
2019-04-24,873758000
2019-04-25,872888000
2019-04-26,871592000
2019-04-29,873326000
2019-04-30,872868000
2019-05-01,872998000
2019-05-02,867120000
2019-05-03,868701000
2019-05-06,869576000
2019-05-07,869088000
2019-05-08,871044000
2019-05-09,871737000
2019-05-10,876394000
2019-05-13,877017000
2019-05-14,877368000
2019-05-15,877726000
2019-05-16,876786000
2019-05-17,877618000
2019-05-20,877692000
2019-05-21,878464000
2019-05-22,882399000
2019-05-23,887900000
2019-05-24,887794000
2019-05-27,887831000
2019-05-28,888938000
2019-05-29,888981000
2019-05-30,888882000
2019-05-31,889121000
2019-06-03,893954000
2019-06-04,895282000
2019-06-05,896975000
2019-06-06,899372000
2019-06-07,905923000
2019-06-10,906337000
2019-06-11,908705000
2019-06-12,911543000
2019-06-13,909872000
2019-06-14,910996000
2019-06-17,914833000
2019-06-18,920284000
2019-06-19,920728000
2019-06-20,922735000
2019-06-21,927817000
2019-06-24,931181000
2019-06-25,920547000
2019-06-26,922505000
2019-06-27,923069000
2019-06-28,922422000
2019-07-01,926064000
2019-07-02,927534000
2019-07-03,927763000
2019-07-04,930832000
2019-07-05,930975000
2019-07-08,933405000
2019-07-09,935296000
2019-07-10,939820000
2019-07-11,940329000
2019-07-12,943287000
2019-07-15,940974000
2019-07-16,943014000
2019-07-17,943312000
2019-07-18,943576000
2019-07-19,946392000
2019-07-22,950464000
2019-07-23,954320000
2019-07-24,952908000
2019-07-25,956100000
2019-07-26,962265000
2019-07-29,966373000
2019-07-30,968921000
2019-07-31,971691000
2019-08-01,973406000
2019-08-02,973441000
2019-08-05,972979000
2019-08-06,972683000
2019-08-07,972311000
2019-08-08,975113000
2019-08-09,978114000
2019-08-12,975019000
2019-08-13,976851000
2019-08-14,980139000
2019-08-15,978665000
2019-08-16,979925000
2019-08-19,978219000
2019-08-20,979696000
2019-08-21,979914000
2019-08-22,981556000
2019-08-23,981411000
2019-08-26,981256000
2019-08-27,982951000
2019-08-28,994542000
2019-08-29,995284000
2019-08-30,995878000
2019-09-02,997476000
2019-09-03,992186000
2019-09-04,992043000
2019-09-05,992994000
2019-09-06,994539000
2019-09-09,995859000
2019-09-10,1002197000
2019-09-11,1004820000
2019-09-12,1005253000
2019-09-13,1003364000
2019-09-16,1004825000
2019-09-17,1006142000
2019-09-18,1008923000
2019-09-19,1011450000
2019-09-20,1012441000
2019-09-23,1014118000
2019-09-24,1016211000
2019-09-25,1018186000
2019-09-26,1015832000
2019-09-27,1014465000
2019-09-30,1015590000
2019-10-01,1006752000
2019-10-02,1010992000
2019-10-03,1016178000
2019-10-04,1018600000
2019-10-07,1016464000
2019-10-08,1017546000
2019-10-09,1020252000
2019-10-10,1021610000
2019-10-11,1023456000
2019-10-14,1024799000
2019-10-15,1024737000
2019-10-16,1024544000
2019-10-17,1025959000
2019-10-18,1027611000
2019-10-21,1029440000
2019-10-22,1031177000
2019-10-23,1032939000
2019-10-24,1033758000
2019-10-25,1036278000
2019-10-28,1036995000
2019-10-29,1032027000
2019-10-30,1031366000
2019-10-31,1034270000
2019-11-01,1036734000
2019-11-04,1040875000
2019-11-05,1041663000
2019-11-06,1045994000
2019-11-07,1048033000
2019-11-08,1049266000
2019-11-11,1046443000
2019-11-12,1036896000
2019-11-13,1038708000
2019-11-14,1044432000
2019-11-15,1042808000
2019-11-18,1043084000
2019-11-19,1045733000
2019-11-20,1037438000
2019-11-21,1040994000
2019-11-22,1045222000
2019-11-25,1046810000
2019-11-26,1050742000
2019-11-27,1050596000
2019-11-28,1049918000
2019-11-29,1047616000
2019-12-02,1045022000
2019-12-03,1042470000
2019-12-04,1046713000
2019-12-05,1047643000
2019-12-06,1051812000
2019-12-09,1055560000
2019-12-10,1061934000
2019-12-11,1046792000
2019-12-12,1046985000
2019-12-13,1050563000
2019-12-16,1048222000
2019-12-17,808617000
2019-12-18,808804000
2019-12-19,807255000
2019-12-20,808613000
2019-12-23,809505000
2019-12-24,809682000
2019-12-26,809682000
2019-12-27,810633000
2019-12-30,809594000
2019-12-31,809449000
2020-01-02,809891000
2020-01-03,810916000
2020-01-06,810760000
2020-01-07,811174000
2020-01-08,814158000
2020-01-09,814807000
2020-01-10,816004000
2020-01-13,816917000
2020-01-14,819546000
2020-01-15,806971000
2020-01-16,808516000
2020-01-17,808815000
2020-01-20,809567000
2020-01-21,812847000
2020-01-22,813466000
2020-01-23,817035000
2020-01-24,818794000
2020-01-27,821705000
2020-01-28,816256000
2020-01-29,820295000
2020-01-30,821267000
2020-01-31,821721000
2020-02-03,823056000
2020-02-04,825654000
2020-02-05,825700000
2020-02-06,824159000
2020-02-07,825442000
2020-02-10,826473000
2020-02-11,826762000
2020-02-12,826953000
2020-02-13,829172000
2020-02-14,829731000
2020-02-17,830798000
2020-02-18,830763000
2020-02-19,830981000
2020-02-20,830245000
2020-02-21,827881000
2020-02-24,829580000
2020-02-25,829047000
2020-02-26,830680000
2020-02-27,831659000
2020-02-28,828648000
2020-03-02,832966000
2020-03-03,835267000
2020-03-04,839835000
2020-03-05,840250000
2020-03-06,840662000
2020-03-09,850261000
2020-03-10,854858000
2020-03-11,855547000
2020-03-12,860082000
2020-03-13,861042000
2020-03-16,861340000
2020-03-17,867780000
2020-03-18,874179000
2020-03-19,873693000
2020-03-20,874241000
2020-03-23,877893000
2020-03-24,881316000
2020-03-25,885833000
2020-03-26,889831000
2020-03-27,894170000
2020-03-30,893503000
2020-03-31,791066000
2020-04-01,790850000
2020-04-02,783608000
2020-04-03,780000000
2020-04-06,788705000
2020-04-07,791482000
2020-04-08,794028000
2020-04-09,794339000
2020-04-13,794339000
2020-04-14,794334000
2020-04-15,800336000
2020-04-16,804820000
2020-04-17,809712000
2020-04-20,810951000
2020-04-21,813539000
2020-04-22,818965000
2020-04-23,819431000
2020-04-24,821105000
2020-04-27,822441000
2020-04-28,824082000
2020-04-29,826976000
2020-04-30,830218000
2020-05-01,831157000
2020-05-04,831298000
2020-05-05,833334000
2020-05-06,837976000
2020-05-07,840089000
2020-05-08,842046000
2020-05-11,846348000
2020-05-12,846715000
2020-05-13,850558000
2020-05-14,851772000
2020-05-15,857203000
2020-05-18,862969000
2020-05-19,867376000
2020-05-20,868402000
2020-05-21,868737000
2020-05-22,867008000
2020-05-25,867845000
2020-05-26,874219000
2020-05-27,874755000
2020-05-28,875871000
2020-05-29,875842000
2020-06-01,874403000
2020-06-02,873065000
2020-06-03,876723000
2020-06-04,878311000
2020-06-05,880136000
2020-06-08,885698000
2020-06-09,884580000
2020-06-10,888897000
2020-06-11,889990000
2020-06-12,891784000
2020-06-15,892794000
2020-06-16,894022000
2020-06-17,898166000
2020-06-18,905185000
2020-06-19,907347000
2020-06-22,916498000
2020-06-23,921748000
2020-06-24,920346000
2020-06-25,921375000
2020-06-26,923061000
2020-06-29,925301000
2020-06-30,894300000
2020-07-01,891790000
2020-07-02,893500000
2020-07-03,894527000
2020-07-06,896609000
2020-07-07,902992000
2020-07-08,902288000
2020-07-09,901778000
2020-07-10,903387000
2020-07-13,904751000
2020-07-14,911469000
2020-07-15,917758000
2020-07-16,922275000
2020-07-17,926508000
2020-07-20,930103000
2020-07-21,932948000
2020-07-22,934476000
2020-07-23,937280000
2020-07-24,936883000
2020-07-27,935916000
2020-07-28,939630000
2020-07-29,941848000
2020-07-30,942532000
2020-07-31,942923000
2020-08-03,943061000
2020-08-04,944780000
2020-08-05,946635000
2020-08-06,947603000
2020-08-07,948730000
2020-08-10,948351000
2020-08-11,949015000
2020-08-12,950099000
2020-08-13,951076000
2020-08-14,951778000
2020-08-17,955677000
2020-08-18,959896000
2020-08-19,962343000
2020-08-20,966654000
2020-08-21,967273000
2020-08-24,969298000
2020-08-25,957030000
2020-08-26,957721000
2020-08-27,956638000
2020-08-28,956069000
2020-08-31,957160000
2020-09-01,959436000
2020-09-02,959914000
2020-09-03,961229000
2020-09-04,963898000
2020-09-07,964200000
2020-09-08,967924000
2020-09-09,971136000
2020-09-10,974632000
2020-09-11,976803000
2020-09-14,976901000
2020-09-15,982534000
2020-09-16,988794000
2020-09-17,990341000
2020-09-18,990845000
2020-09-21,988121000
2020-09-22,990579000
2020-09-23,995076000
2020-09-24,998472000
2020-09-25,1001956000
2020-09-28,1001752000
2020-09-29,986527000
2020-09-30,981308000
2020-10-01,983840000
2020-10-02,985973000
2020-10-05,986226000
2020-10-06,986987000
2020-10-07,983747000
2020-10-08,982282000
2020-10-09,982176000
2020-10-12,983332000
2020-10-13,982470000
2020-10-14,983711000
2020-10-15,987873000
2020-10-16,988578000
2020-10-19,991546000
2020-10-20,994343000
2020-10-21,1005107000
2020-10-22,1001668000
2020-10-23,1009005000
2020-10-26,1011633000
2020-10-27,1012739000
2020-10-28,1022602000
2020-10-29,1025881000
2020-10-30,1026831000
2020-11-02,1029973000
2020-11-03,1033950000
2020-11-04,1042363000
2020-11-05,1044055000
2020-11-06,1054669000
2020-11-09,1058508000
2020-11-10,1063165000
2020-11-11,1069473000
2020-11-12,1074966000
2020-11-13,1081497000
2020-11-16,1087872000
2020-11-17,1091962000
2020-11-18,1096109000
2020-11-19,1101195000
2020-11-20,1105724000
2020-11-23,1106473000
2020-11-24,1112189000
2020-11-25,1115453000
2020-11-26,1121471000
2020-11-27,1122124000
2020-11-30,1115943000
2020-12-01,1101004000
2020-12-02,1104945000
2020-12-03,1102476000
2020-12-04,1103542000
2020-12-07,1104537000
2020-12-08,1109347000
2020-12-09,1110917000
2020-12-10,1136454000
2020-12-11,1142819000
2020-12-14,1142829000
2020-12-15,860586000
2020-12-16,860374000
2020-12-17,859807000
2020-12-18,860387000
2020-12-21,858638000
2020-12-22,858068000
2020-12-23,858069000
2020-12-24,858416000
2020-12-28,859230000
2020-12-29,858613000
2020-12-30,857707000
2020-12-31,857204000
2021-01-04,859310000
2021-01-05,860028000
2021-01-06,861552000
2021-01-07,860055000
2021-01-08,861093000
2021-01-11,860511000
2021-01-12,859772000
2021-01-13,859236000
2021-01-14,858396000
2021-01-15,859813000
2021-01-18,859162000
2021-01-19,860466000
2021-01-20,859893000
2021-01-21,858114000
2021-01-22,856965000
2021-01-25,855677000
2021-01-26,848142000
2021-01-27,848159000
2021-01-28,846628000
2021-01-29,846951000
2021-02-01,846811000
2021-02-02,849975000
2021-02-03,850525000
2021-02-04,853229000
2021-02-05,855864000
2021-02-08,858108000
2021-02-09,849629000
2021-02-10,843576000
2021-02-11,830977000
2021-02-12,834292000
2021-02-15,839251000
2021-02-16,832412000
2021-02-17,830096000
2021-02-18,827440000
2021-02-19,830268000
2021-02-22,831252000
2021-02-23,828079000
2021-02-24,829281000
2021-02-25,830030000
2021-02-26,832569000
2021-03-01,834404000
2021-03-02,839491000
2021-03-03,841445000
2021-03-04,841574000
2021-03-05,841893000
2021-03-08,844405000
2021-03-09,845403000
2021-03-10,839521000
2021-03-11,839887000
2021-03-12,840022000
2021-03-15,846233000
2021-03-16,853837000
2021-03-17,855064000
2021-03-18,862947000
2021-03-19,869411000
2021-03-22,872059000
2021-03-23,755911000
2021-03-24,758254000
2021-03-25,760370000
2021-03-26,760963000
2021-03-29,763511000
2021-03-30,769563000
2021-03-31,771318000
2021-04-01,772308000
2021-04-05,772308000
2021-04-06,776727000
2021-04-07,778191000
2021-04-08,769958000
2021-04-09,771669000
2021-04-12,773378000
2021-04-13,775148000
2021-04-14,773191000
2021-04-15,773544000
2021-04-16,777524000
2021-04-19,782020000
2021-04-20,781637000
2021-04-21,782083000
2021-04-22,785748000
2021-04-23,789360000
2021-04-26,791522000
2021-04-27,793102000
2021-04-28,793228000
2021-04-29,795767000
2021-04-30,806158000
2021-05-03,806038000
2021-05-04,809811000
2021-05-05,802529000
2021-05-06,805018000
2021-05-07,808134000
2021-05-10,810132000
2021-05-11,813667000
2021-05-12,819291000
2021-05-13,820020000
2021-05-14,821841000
2021-05-17,826355000
2021-05-18,830838000
2021-05-19,830660000
2021-05-20,838285000
2021-05-21,842559000
2021-05-24,845045000
2021-05-25,846455000
2021-05-26,852216000
2021-05-27,854517000
2021-05-28,857169000
2021-05-31,856633000
2021-06-01,858674000
2021-06-02,860949000
2021-06-03,860095000
2021-06-04,863047000
2021-06-07,862857000
2021-06-08,864177000
2021-06-09,867868000
2021-06-10,866339000
2021-06-11,867165000
2021-06-14,868896000
2021-06-15,868943000
2021-06-16,868210000
2021-06-17,869045000
2021-06-18,869283000
2021-06-21,871817000
2021-06-22,873787000
2021-06-23,876330000
2021-06-24,881400000
2021-06-25,887366000
2021-06-28,891683000
2021-06-29,875620000
2021-06-30,879788000
2021-07-01,884099000
2021-07-02,885793000
2021-07-05,899044000
2021-07-06,902442000
2021-07-07,902135000
2021-07-08,904897000
2021-07-09,907239000
2021-07-12,906352000
2021-07-13,907982000
2021-07-14,909811000
2021-07-15,916056000
2021-07-16,917294000
2021-07-19,917289000
2021-07-20,917014000
2021-07-21,917259000
2021-07-22,919826000
2021-07-23,918209000
2021-07-26,917483000
2021-07-27,917026000
2021-07-28,915508000
2021-07-29,913862000
2021-07-30,906683000
2021-08-02,906857000
2021-08-03,904918000
2021-08-04,904543000
2021-08-05,903968000
2021-08-06,905197000
2021-08-09,905593000
2021-08-10,906951000
2021-08-11,908534000
2021-08-12,909963000
2021-08-13,913210000
2021-08-16,913720000
2021-08-17,917418000
2021-08-18,920036000
2021-08-19,917561000
2021-08-20,918062000
2021-08-23,922650000
2021-08-24,923212000
2021-08-25,925094000
2021-08-26,924880000
2021-08-27,925043000
2021-08-30,924527000
2021-08-31,925619000
2021-09-01,926548000
2021-09-02,927799000
2021-09-03,926314000
2021-09-06,927405000
2021-09-07,929270000
2021-09-08,932246000
2021-09-09,931556000
2021-09-10,935622000
2021-09-13,938548000
2021-09-14,942203000
2021-09-15,941869000
2021-09-16,944147000
2021-09-17,950226000
2021-09-20,955315000
2021-09-21,955692000
2021-09-22,951902000
2021-09-23,956063000
2021-09-24,960630000
2021-09-27,962513000
2021-09-28,939854000
2021-09-29,946124000
2021-09-30,947124000
2021-10-01,948178000
2021-10-04,954257000
2021-10-05,965149000
2021-10-06,967778000
2021-10-07,971001000
2021-10-08,972570000
2021-10-11,972938000
2021-10-12,973234000
2021-10-13,974940000
2021-10-14,970967000
2021-10-15,972864000
2021-10-18,971255000
2021-10-19,976485000
2021-10-20,981918000
2021-10-21,983134000
2021-10-22,986618000
2021-10-25,989862000
2021-10-26,991295000
2021-10-27,994955000
2021-10-28,995879000
2021-10-29,996144000
2021-11-01,996743000
2021-11-02,995489000
2021-11-03,996314000
2021-11-04,986900000
2021-11-05,987640000
2021-11-08,992731000
2021-11-09,989968000
2021-11-10,992728000
2021-11-11,989941000
2021-11-12,990009000
2021-11-15,989357000
2021-11-16,988949000
2021-11-17,993656000
2021-11-18,997859000
2021-11-19,998109000
2021-11-22,1001858000
2021-11-23,1009554000
2021-11-24,1007156000
2021-11-25,1006603000
2021-11-26,1003397000
2021-11-29,1001941000
2021-11-30,1001885000
2021-12-01,997784000
2021-12-02,999915000
2021-12-03,1000866000
2021-12-06,1000302000
2021-12-07,989744000
2021-12-08,994502000
2021-12-09,990652000
2021-12-10,992262000
2021-12-13,1001565000
2021-12-14,999335000
2021-12-15,965725000
2021-12-16,973371000
2021-12-17,986054000
2021-12-20,984939000
2021-12-21,765566000
2021-12-22,763429000
2021-12-23,760609000
2021-12-24,761680000
2021-12-27,762313000
2021-12-28,762495000
2021-12-29,761120000
2021-12-30,764396000
