国家,中国,中国,中国,中国,中国,中国
指标名称,广东:成交均价:碳排放权配额(GDEA),广东:收盘价:碳排放权配额(GDEA),广东:当日成交量:碳排放权配额(GDEA),广东:累计成交量:碳排放权配额(GDEA),广东:当日成交额:碳排放权配额(GDEA),广东:累计成交额:碳排放权配额(GDEA)
频率,日,日,日,日,日,日
单位,元/吨,元/吨,吨,吨,元,元
指标ID,S6301318,S6301317,S6301319,S6301321,S6301320,S6301322
时间区间,2013-12-19:2026-01-08,2013-12-19:2026-01-12,2013-12-19:2026-01-08,2013-12-19:2026-01-12,2013-12-19:2026-01-08,2013-12-19:2026-01-12
来源,广州碳排放权交易所,广州碳排放权交易所,广州碳排放权交易所,广州碳排放权交易所,广州碳排放权交易所,广州碳排放权交易所
2022-11-26,,,,190865523,,4.60903852262E9
2022-11-27,,,,190865523,,4.60903852262E9
2022-11-28,74.19,74.19,8110,190873633,601645.6,4.60964016822E9
2022-11-29,78.42,78.42,211854,191085487,1.661441144E7,4.62625457966E9
2022-11-30,79.72,78.03,152395,191237882,1.214857764E7,4.6384031573E9
2022-12-01,76.8,76.8,32891,191270773,2526066.27,4.64092922357E9
2022-12-02,76.74,76.74,4600,191275373,353012.61,4.64128223618E9
2022-12-03,,,,191275373,,4.64128223618E9
2022-12-04,,,,191275373,,4.64128223618E9
2022-12-05,76.38,76.38,1191,191276564,90964.2,4.64137320038E9
2022-12-06,77.48,77.48,300,191276864,23243.63,4.64139644401E9
2022-12-07,76.75,76.75,303,191277167,23255.04,4.64141969905E9
2022-12-08,76.2,76.21,62989,191340156,4800046.7,4.64621974575E9
2022-12-09,76.35,76.83,44052,191384208,3363305.8,4.64958305155E9
2022-12-10,,,,191384208,,4.64958305155E9
2022-12-11,,,,191384208,,4.64958305155E9
2022-12-12,76.94,76.94,1668,191385876,128341.13,4.64971139268E9
2022-12-13,76.43,76.43,3180,191389056,243062.26,4.64995445494E9
2022-12-14,75.15,76.3,113268,191502324,8512297.22,4.65846675216E9
2022-12-15,76.74,76.74,15986,191518310,1226733.06,4.65969348522E9
2022-12-16,75.21,75.21,12781,191531091,961251.62,4.66065473684E9
2022-12-17,,,,191531091,,4.66065473684E9
2022-12-18,,,,191531091,,4.66065473684E9
2022-12-19,76.92,76.88,28919,191560010,2224307.8,4.66287904464E9
2022-12-20,77.86,77.25,444,191560454,34571.7,4.66291361634E9
2022-12-21,77.17,76.47,19141,191579595,1477186.03,4.66439080237E9
2022-12-22,76.48,77.93,12214,191591809,934168.91,4.66532497128E9
2022-12-23,63.01,77.93,100040,191691849,6303044.2,4.67162801548E9
2022-12-24,,,,191691849,,4.67162801548E9
2022-12-25,,,,191691849,,4.67162801548E9
2022-12-26,77.65,77.65,100062,191791911,7769798.66,4.67939781414E9
2022-12-27,75.14,75.14,77450,191869361,5819413.71,4.68521722785E9
2022-12-28,74.37,76.34,389690,192259051,2.898070744E7,4.71419793529E9
2022-12-29,75.35,75.66,121056,192380107,9121298.03,4.72331923332E9
2022-12-30,73.18,75.64,159492,192539599,1.167085587E7,4.73499008919E9
2022-12-31,,,,192539599,,4.73499008919E9
2023-01-01,,,,192539599,,4.73499008919E9
2023-01-02,,,,192539599,,4.73499008919E9
2023-01-03,77.29,75.98,78407,192618006,6059764.85,4.74104985404E9
2023-01-04,75.27,75.28,11870,192629876,893403.36,4.7419432574E9
2023-01-05,75.2,75.52,14075,192643951,1058451.76,4.74300170916E9
2023-01-06,75.13,75.12,333,192644284,25019.26,4.74302672842E9
2023-01-07,,,,192644284,,4.74302672842E9
2023-01-08,,,,192644284,,4.74302672842E9
2023-01-09,74.21,74.21,8560,192652844,635226.74,4.74366195516E9
2023-01-10,74.43,74.43,14353,192667197,1068351.77,4.74473030693E9
2023-01-11,74.28,74.28,4869,192672066,361655.59,4.74509196252E9
2023-01-12,74.08,74.08,11613,192683679,860295.31,4.74595225783E9
2023-01-13,75.61,75.61,3458,192687137,261457.87,4.7462137157E9
2023-01-14,,,,192687137,,4.7462137157E9
2023-01-15,,,,192687137,,4.7462137157E9
2023-01-16,74.23,74.23,14203,192701340,1054314.23,4.74726802993E9
2023-01-17,74.16,74.16,4448,192705788,329878.4,4.74759790833E9
2023-01-18,74.38,74.38,1832,192707620,136272.26,4.74773418059E9
2023-01-19,74.21,74.21,4740,192712360,351763.95,4.74808594454E9
2023-01-20,74.58,74.58,7028,192719388,524140.98,4.74861008552E9
2023-01-21,,,,192719388,,4.74861008552E9
2023-01-22,,,,192719388,,4.74861008552E9
2023-01-23,,,,192719388,,4.74861008552E9
2023-01-24,,,,192719388,,4.74861008552E9
2023-01-25,,,,192719388,,4.74861008552E9
2023-01-26,,,,192719388,,4.74861008552E9
2023-01-27,,,,192719388,,4.74861008552E9
2023-01-28,,,,192719388,,4.74861008552E9
2023-01-29,,,,192719388,,4.74861008552E9
2023-01-30,74.28,74.28,10549,192729937,783568.68,4.7493936542E9
2023-01-31,74.15,74.18,12247,192742184,908078.94,4.75030173314E9
2023-02-01,74.3,74.3,1400,192743584,104017.29,4.75040575043E9
2023-02-02,72.93,74.31,7527,192751111,548968.88,4.75095471931E9
2023-02-03,74.14,74.14,2090,192753201,154948.17,4.75110966748E9
2023-02-04,,,,192753201,,4.75110966748E9
2023-02-05,,,,192753201,,4.75110966748E9
2023-02-06,73.89,74.57,7133,192760334,527062.63,4.75163673011E9
2023-02-07,74.8,74.8,6000,192766334,448794.11,4.75208552422E9
2023-02-08,70.78,76.87,135400,192901734,9583199.4,4.76166872362E9
2023-02-09,76.19,76.35,8395,192910129,639630.32,4.76230835394E9
2023-02-10,76.1,76.1,5746,192915875,437278.28,4.76274563222E9
2023-02-11,,,,192915875,,4.76274563222E9
2023-02-12,,,,192915875,,4.76274563222E9
2023-02-13,76.22,76.22,15655,192931530,1193258.14,4.76393889036E9
2023-02-14,76.85,76.85,21100,192952630,1621500.46,4.76556039082E9
2023-02-15,76.71,76.71,15041,192967671,1153778.83,4.76671416965E9
2023-02-16,77.2,77.21,49088,193016759,3789799.43,4.77050396908E9
2023-02-17,76.89,77.23,24304,193041063,1868720.22,4.7723726893E9
2023-02-18,,,,193041063,,4.7723726893E9
2023-02-19,,,,193041063,,4.7723726893E9
2023-02-20,77.26,77.26,58708,193099771,4535527.45,4.77690821675E9
2023-02-21,77.46,77.46,75000,193174771,5809494,4.78271771075E9
2023-02-22,77.4,77.4,19330,193194101,1496223.08,4.78421393383E9
2023-02-23,77.81,77.81,11249,193205350,875269.95,4.78508920378E9
2023-02-24,78.86,78.86,22933,193228283,1808532.64,4.78689773642E9
2023-02-25,,,,193228283,,4.78689773642E9
2023-02-26,,,,193228283,,4.78689773642E9
2023-02-27,79.35,79.35,7474,193235757,593057.02,4.78749079344E9
2023-02-28,80.12,80.12,12334,193248091,988199.63,4.78847899307E9
2023-03-01,79.78,80.01,28961,193277052,2310398.99,4.79078939206E9
2023-03-02,80.78,80.78,2600,193279652,210035.53,4.79099942759E9
2023-03-03,80.72,80.72,20694,193300346,1670406.65,4.79266983424E9
2023-03-04,,,,193300346,,4.79266983424E9
2023-03-05,,,,193300346,,4.79266983424E9
2023-03-06,80.6,80.6,13800,193314146,1112283.96,4.7937821182E9
2023-03-07,80.68,80.68,6451,193320597,520479.86,4.79430259806E9
2023-03-08,80.06,80.12,10355,193330952,829006.8,4.79513160486E9
2023-03-09,80.41,80.41,3945,193334897,317201.55,4.79544880641E9
2023-03-10,80.73,80.73,5606,193340503,452591.29,4.7959013977E9
2023-03-11,,,,193340503,,4.7959013977E9
2023-03-12,,,,193340503,,4.7959013977E9
2023-03-13,80.46,80.74,10828,193351331,871263.34,4.79677266104E9
2023-03-14,80.89,80.89,6246,193357577,505209.83,4.79727787087E9
2023-03-15,80.96,80.96,8820,193366397,714047.93,4.7979919188E9
2023-03-16,81.14,81.14,7175,193373572,582193.22,4.79857411202E9
2023-03-17,81.35,81.35,7300,193380872,593874.08,4.7991679861E9
2023-03-18,,,,193380872,,4.7991679861E9
2023-03-19,,,,193380872,,4.7991679861E9
2023-03-20,81.37,81.37,8294,193389166,674852.71,4.79984283881E9
2023-03-21,81.8,81.62,5322,193394488,435347.06,4.80027818587E9
2023-03-22,81.75,81.75,4675,193399163,382188.96,4.80066037483E9
2023-03-23,83.27,83.24,2430,193401593,202354.94,4.80086272977E9
2023-03-24,83.02,83.02,10650,193412243,884164.28,4.80174689405E9
2023-03-25,,,,193412243,,4.80174689405E9
2023-03-26,,,,193412243,,4.80174689405E9
2023-03-27,85.2,85.2,18888,193431131,1609336.94,4.80335623099E9
2023-03-28,84.25,84.25,5808,193436939,489319.54,4.80384555053E9
2023-03-29,84.05,84.05,9100,193446039,764838.23,4.80461038876E9
2023-03-30,84.75,84.75,4136,193450175,350507.01,4.80496089577E9
2023-03-31,84.78,84.77,5343,193455518,452957.37,4.80541385314E9
2023-04-01,,,,193455518,,4.80541385314E9
2023-04-02,,,,193455518,,4.80541385314E9
2023-04-03,80.31,83.26,2330,193457848,187116.66,4.8056009698E9
2023-04-04,82.84,82.84,3153,193461001,261206.22,4.80586217602E9
2023-04-05,,,,193461001,,4.80586217602E9
2023-04-06,83.59,83.58,1749,193462750,146195.63,4.80600837165E9
2023-04-07,83.46,83.46,3729,193466479,311217.3,4.80631958895E9
2023-04-08,,,,193466479,,4.80631958895E9
2023-04-09,,,,193466479,,4.80631958895E9
2023-04-10,83.72,83.72,973,193467452,81458,4.80640104695E9
2023-04-11,83.92,83.92,2362,193469814,198222.44,4.80659926939E9
2023-04-12,84.17,83.86,9491,193479305,798831.61,4807398101
2023-04-13,83.9,83.9,8369,193487674,702185.59,4.80810028659E9
2023-04-14,83.57,83.57,7534,193495208,629630.92,4.80872991751E9
2023-04-15,,,,193495208,,4.80872991751E9
2023-04-16,,,,193495208,,4.80872991751E9
2023-04-17,78.35,83.65,111466,193606674,8733266.45,4.81746318396E9
2023-04-18,83,83,15562,193622236,1291636.15,4.81875482011E9
2023-04-19,83.5,83.5,10695,193632931,893008.18,4.81964782829E9
2023-04-20,85.2,83.61,6806,193639737,579850.8,4.82022767909E9
2023-04-21,83.32,83.32,12396,193652133,1032886.4,4.82126056549E9
2023-04-22,,,,193652133,,4.82126056549E9
2023-04-23,,,,193652133,,4.82126056549E9
2023-04-24,79.94,83.76,108974,193761107,8711648.62,4.82997221411E9
2023-04-25,83.29,83.34,13366,193774473,1113205.46,4.83108541957E9
2023-04-26,83.53,83.82,32302,193806775,2698177.37,4.83378359694E9
2023-04-27,83.88,83.88,19444,193826219,1630870.43,4.83541446737E9
2023-04-28,84.03,84.03,20250,193846469,1701612.24,4.83711607961E9
2023-04-29,,,,193846469,,4.83711607961E9
2023-04-30,,,,193846469,,4.83711607961E9
2023-05-01,,,,193846469,,4.83711607961E9
2023-05-02,,,,193846469,,4.83711607961E9
2023-05-03,,,,193846469,,4.83711607961E9
2023-05-04,84.06,84.06,6552,193853021,550747.83,4.83766682744E9
2023-05-05,84.39,84.39,4988,193858009,420951.66,4.8380877791E9
2023-05-06,,,,193858009,,4.8380877791E9
2023-05-07,,,,193858009,,4.8380877791E9
2023-05-08,84.17,84.17,47443,193905452,3993315.29,4.84208109439E9
2023-05-09,86.22,86.22,10229,193915681,881938.7,4.84296303309E9
2023-05-10,62.54,84.64,109900,194025581,6872938.47,4.84983597156E9
2023-05-11,84.68,84.91,17200,194042781,1456466.2,4.85129243776E9
2023-05-12,82.75,82.75,14366,194057147,1188808.05,4.85248124581E9
2023-05-13,,,,194057147,,4.85248124581E9
2023-05-14,,,,194057147,,4.85248124581E9
2023-05-15,85.63,85.63,17460,194074607,1495129.66,4.85397637547E9
2023-05-16,85.31,85.31,21390,194095997,1824718.22,4.85580109369E9
2023-05-17,86.08,86.08,5240,194101237,451081.54,4.85625217523E9
2023-05-18,86.24,86.24,4410,194105647,380328.52,4.85663250375E9
2023-05-19,86.1,86.1,13600,194119247,1171004.78,4.85780350853E9
2023-05-20,,,,194119247,,4.85780350853E9
2023-05-21,,,,194119247,,4.85780350853E9
2023-05-22,86.49,86.49,13300,194132547,1150325.18,4.85895383371E9
2023-05-23,85.62,85.84,43900,194176447,3758824.95,4.86271265866E9
2023-05-24,86.65,86.65,57957,194234404,5022090.99,4.86773474965E9
2023-05-25,86.96,86.96,14633,194249037,1272504.52,4.86900725417E9
2023-05-26,80.68,85.99,112874,194361911,9107010.47,4.87811426464E9
2023-05-27,,,,194361911,,4.87811426464E9
2023-05-28,,,,194361911,,4.87811426464E9
2023-05-29,83.35,83.35,51340,194413251,4279429.11,4.88239369375E9
2023-05-30,75.74,84.21,35830,194449081,2713662.52,4.88510735627E9
2023-05-31,86.38,84.52,311354,194760435,2.689468337E7,4.91200203964E9
2023-06-01,84.02,84.44,103832,194864267,8723598.6,4.92072563824E9
2023-06-02,84.48,84.48,11468,194875735,968851.96,4.9216944902E9
2023-06-03,,,,194875735,,4.9216944902E9
2023-06-04,,,,194875735,,4.9216944902E9
2023-06-05,84.38,84.38,41717,194917452,3519939.73,4.92521442993E9
2023-06-06,83.75,84.31,14705,194932157,1231513.37,4.9264459433E9
2023-06-07,84.72,84.71,1055,194933212,89377,4.9265353203E9
2023-06-08,84.41,84.4,15737,194948949,1328414.33,4.92786373463E9
2023-06-09,80.46,84.65,111030,195059979,8933664.78,4.93679739941E9
2023-06-10,81.14,87.99,49639,195109618,4027804.92,4.94082520433E9
2023-06-11,,,,195109618,,4.94082520433E9
2023-06-12,84.51,84.5,768,195110386,64904.23,4.94089010856E9
2023-06-13,83.96,83.96,10864,195121250,912171.76,4.94180228032E9
2023-06-14,83.39,83.39,13587,195134837,1132987.76,4.94293526808E9
2023-06-15,83.73,83.73,75251,195210088,6300471.09,4.94923573917E9
2023-06-16,83.12,83.11,1981,195212069,164658.58,4.94940039775E9
2023-06-17,87.5,87.5,1500,195213569,131250,4.94953164775E9
2023-06-18,,,,195213569,,4.94953164775E9
2023-06-19,82.79,82.79,22151,195235720,1833981.02,4.95136562877E9
2023-06-20,82.01,82.8,160900,195396620,1.319488628E7,4.96456051505E9
2023-06-21,81.49,81.49,43253,195439873,3524536.43,4.96808505148E9
2023-06-22,,,,195439873,,4.96808505148E9
2023-06-23,,,,195439873,,4.96808505148E9
2023-06-24,,,,195439873,,4.96808505148E9
2023-06-25,,,,195439873,,4.96808505148E9
2023-06-26,83.07,83.07,1488,195441361,123611.97,4.96820866345E9
2023-06-27,81.36,81.36,145985,195587346,1.187699119E7,4.98008565464E9
2023-06-28,81.46,81.46,4715,195592061,384080.14,4.98046973478E9
2023-06-29,80.68,82.97,542198,196134259,4.374573996E7,5.02421547474E9
2023-06-30,84.95,84.95,120170,196254429,1.020823025E7,5.03442370499E9
2023-07-01,,,,196254429,,5.03442370499E9
2023-07-02,,,,196254429,,5.03442370499E9
2023-07-03,79.59,80.89,102612,196357041,8166730.7,5.04259043569E9
2023-07-04,80.31,80.3,15342,196372383,1232040.57,5.04382247626E9
2023-07-05,79.64,80.43,52866,196425249,4210480.67,5.04803295693E9
2023-07-06,79.45,79.45,10456,196435705,830713.87,5.0488636708E9
2023-07-07,81.03,79.33,24001,196459706,1944887.07,5.05080855787E9
2023-07-08,,,,196459706,,5.05080855787E9
2023-07-09,,,,196459706,,5.05080855787E9
2023-07-10,78.41,78.41,3052,196462758,239312.48,5.05104787035E9
2023-07-11,78.96,79.14,100012,196562770,7896494.94,5.05894436529E9
2023-07-12,79.13,79.13,29637,196592407,2345138.36,5.06128950365E9
2023-07-13,81.87,78.35,178970,196771377,1.465208008E7,5.07594158373E9
2023-07-14,78.43,78.43,41581,196812958,3261359.37,5.0792029431E9
2023-07-15,74.91,83.29,41342,196854300,3096995,5.0822999381E9
2023-07-16,79.9,83.29,50,196854350,3995,5.0823039331E9
2023-07-17,78.32,78.32,50039,196904389,3919257.01,5.08622319011E9
2023-07-18,80.65,77.48,298385,197202774,2.406555547E7,5.11028874558E9
2023-07-19,79.97,78.73,567850,197770624,4.541198188E7,5.15570072746E9
2023-07-20,78.16,77.89,543135,198313759,4.245145357E7,5.19815218103E9
2023-07-21,81.73,77.52,105103,198418862,8589574.06,5.20674175509E9
2023-07-22,,,,198418862,,5.20674175509E9
2023-07-23,,,,198418862,,5.20674175509E9
2023-07-24,77.86,77.86,4485,198423347,349199.81,5.2070909549E9
2023-07-25,78.31,78.31,1494,198424841,116995.64,5.20720795054E9
2023-07-26,77.31,77.3,888,198425729,68651.07,5.20727660161E9
2023-07-27,77.25,77.25,1111,198426840,85825.32,5.20736242693E9
2023-07-28,77.02,77.02,2060,198428900,158665.45,5.20752109238E9
2023-07-29,,,,198428900,,5.20752109238E9
2023-07-30,,,,198428900,,5.20752109238E9
2023-07-31,79.39,79.39,6412,198435312,509038.08,5.20803013046E9
2023-08-01,77.05,77.04,454,198435766,34980.75,5.20806511121E9
2023-08-02,75.37,75.37,1737,198437503,130925.03,5.20819603624E9
2023-08-03,75.58,75.58,11877,198449380,897614.34,5.20909365058E9
2023-08-04,77.04,75.58,55,198449435,4237.02,5.2090978876E9
2023-08-05,,,,198449435,,5.2090978876E9
2023-08-06,,,,198449435,,5.2090978876E9
2023-08-07,76.47,76.49,168,198449603,12847.42,5.20911073502E9
2023-08-08,75.37,75.37,3475,198453078,261905.09,5.20937264011E9
2023-08-09,75.32,75.32,1799,198454877,135502.83,5.20950814294E9
2023-08-10,75.1,75.09,524,198455401,39351.29,5.20954749423E9
2023-08-11,76.78,76.78,2208,198457609,169528.82,5.20971702305E9
2023-08-12,,,,198457609,,5.20971702305E9
2023-08-13,,,,198457609,,5.20971702305E9
2023-08-14,80.6,76.78,963,198458572,77619.32,5.20979464237E9
2023-08-15,75.23,75.23,4062,198462634,305584.79,5.21010022716E9
2023-08-16,76.31,74.77,3213,198465847,245197.18,5.21034542434E9
数据来源：Wind
