国家,英国,英国
指标名称,期货收盘价(连续):IPE鹿特丹煤炭,期货结算价(连续):IPE鹿特丹煤炭
频率,日,日
单位,美元/吨,美元/吨
指标ID,S0202719,S0202718
时间区间,2008-11-25:2026-01-12,2008-11-25:2026-01-12
来源,ICE,ICE
2008-11-25,87.9,87.9
2008-11-26,88.55,88.55
2008-11-27,92.4,92.4
2008-11-28,91.65,91.65
2008-12-01,86.95,86.95
2008-12-02,85.8,85.8
2008-12-03,84.45,84.45
2008-12-04,82.4,82.4
2008-12-05,79.6,79.6
2008-12-08,82.75,82.75
2008-12-09,83.4,83.4
2008-12-10,86.1,86.1
2008-12-11,92.35,92.35
2008-12-12,88.9,88.9
2008-12-15,91.4,91.4
2008-12-16,89.6,89.6
2008-12-17,90.95,90.95
2008-12-18,89.9,89.9
2008-12-19,90.15,90.15
2008-12-22,90,90
2008-12-23,90,90
2008-12-24,89.6,89.6
2008-12-26,89.6,89.6
2008-12-29,91.15,91.15
2008-12-30,91.1,91.1
2008-12-31,91.4,91.4
2009-01-02,89.05,89.05
2009-01-05,90.4,90.4
2009-01-06,95.35,95.35
2009-01-07,93.2,93.2
2009-01-08,90.65,90.65
2009-01-09,87.55,87.55
2009-01-12,82.15,82.15
2009-01-13,82.25,82.25
2009-01-14,82.15,82.15
2009-01-15,83.6,83.6
2009-01-16,81.2,81.2
2009-01-19,78,78
2009-01-20,76.5,76.5
2009-01-21,75.15,75.15
2009-01-22,75.95,75.95
2009-01-23,76.55,76.55
2009-01-26,78.9,78.9
2009-01-27,79.4,79.4
2009-01-28,81.05,81.05
2009-01-29,81.4,81.4
2009-01-30,82.2,82.2
2009-02-02,81.05,81.05
2009-02-03,80.3,80.3
2009-02-04,80.95,80.95
2009-02-05,81.55,81.55
2009-02-06,81.45,81.45
2009-02-09,88,88
2009-02-10,85.5,85.5
2009-02-11,81.8,81.8
2009-02-12,80.35,80.35
2009-02-13,80.65,80.65
2009-02-16,78.3,78.3
2009-02-17,77.4,77.4
2009-02-18,77.15,77.15
2009-02-19,77.9,77.9
2009-02-20,75.45,75.45
2009-02-23,71.15,71.15
2009-02-24,68.85,68.85
2009-02-25,69.3,69.3
2009-02-26,72.3,72.3
2009-02-27,69.75,69.75
2009-03-02,67.6,67.6
2009-03-03,68.45,68.45
2009-03-04,70.8,70.8
2009-03-05,69.6,69.6
2009-03-06,70.4,70.4
2009-03-09,70.9,70.9
2009-03-10,70.7,70.7
2009-03-11,69.3,69.3
2009-03-12,67.75,67.75
2009-03-13,68.35,68.35
2009-03-16,66.6,66.6
2009-03-17,67.55,67.55
2009-03-18,67.75,67.75
2009-03-19,70.95,70.95
2009-03-20,72.65,72.65
2009-03-23,78.75,78.75
2009-03-24,79.35,79.35
2009-03-25,77.25,77.25
2009-03-26,80.15,80.15
2009-03-27,79,79
2009-03-30,75.5,75.5
2009-03-31,76.75,76.75
2009-04-01,77.5,77.5
2009-04-02,80.6,80.6
2009-04-03,80.1,80.1
2009-04-06,81,81
2009-04-07,78.25,78.25
2009-04-08,77.55,77.55
2009-04-09,78.45,78.45
2009-04-14,79.8,79.8
2009-04-15,79.15,79.15
2009-04-16,79.8,79.8
2009-04-17,79.3,79.3
2009-04-20,77.1,77.1
2009-04-21,75,75
2009-04-22,74.5,74.5
2009-04-23,73.8,73.8
2009-04-24,75.3,75.3
2009-04-27,73.1,73.1
2009-04-28,73.45,73.45
2009-04-29,72.7,72.7
2009-04-30,74.7,74.7
2009-05-01,74.25,74.25
2009-05-05,75.4,75.4
2009-05-06,75.52,75.52
2009-05-07,77.39,77.39
2009-05-08,77.54,77.54
2009-05-11,76.46,76.46
2009-05-12,75.15,75.15
2009-05-13,75.8,75.8
2009-05-14,74.6,74.6
2009-05-15,74.45,74.45
2009-05-18,75.65,75.65
2009-05-19,77.6,77.6
2009-05-20,77.6,77.6
2009-05-21,76.5,76.5
2009-05-22,76.85,76.85
2009-05-26,76.66,76.66
2009-05-27,77.69,77.69
2009-05-28,78.6,78.6
2009-05-29,79.79,79.79
2009-06-01,82.55,82.55
2009-06-02,84.1,84.1
2009-06-03,82.85,82.85
2009-06-04,84.8,84.8
2009-06-05,85.3,85.3
2009-06-08,85.25,85.25
2009-06-09,86.65,86.65
2009-06-10,87.8,87.8
2009-06-11,87.85,87.85
2009-06-12,87,87
2009-06-15,84.4,84.4
2009-06-16,85.35,85.35
2009-06-17,80.8,80.8
2009-06-18,80.05,80.05
2009-06-19,79.85,79.85
2009-06-22,75.35,75.35
2009-06-23,76.95,76.95
2009-06-24,77.95,77.95
2009-06-25,79.21,79.21
2009-06-26,79.85,79.85
2009-06-29,79.2,79.2
2009-06-30,77.9,77.9
2009-07-01,77.95,77.95
2009-07-02,76.3,76.3
2009-07-03,77,77
2009-07-06,76.25,76.25
2009-07-07,76.1,76.1
2009-07-08,76.9,76.9
2009-07-09,77.5,77.5
2009-07-10,78.3,78.3
2009-07-13,77.9,77.9
2009-07-14,78.8,78.8
2009-07-15,78.6,78.6
2009-07-16,79.9,79.9
2009-07-17,79.45,79.45
2009-07-20,77.8,77.8
2009-07-21,78,78
2009-07-22,76.9,76.9
2009-07-23,77.2,77.2
2009-07-24,77.5,77.5
2009-07-27,77.6,77.6
2009-07-28,76.65,76.65
2009-07-29,75.9,75.9
2009-07-30,76.65,76.65
2009-07-31,75.1,75.1
2009-08-03,76.42,76.42
2009-08-04,76.4,76.4
2009-08-05,76.65,76.65
2009-08-06,78.25,78.25
2009-08-07,77.2,77.2
2009-08-10,77.8,77.8
2009-08-11,76.55,76.55
2009-08-12,77.4,77.4
2009-08-13,78.05,78.05
2009-08-14,77.15,77.15
2009-08-17,76.55,76.55
2009-08-18,77.4,77.4
2009-08-19,77.15,77.15
2009-08-20,77.25,77.25
2009-08-21,77.5,77.5
2009-08-24,77,77
2009-08-25,76.7,76.7
2009-08-26,75.4,75.4
2009-08-27,74.8,74.8
2009-08-28,74.25,74.25
2009-09-01,71.85,71.85
2009-09-02,70.8,70.8
2009-09-03,71.15,71.15
2009-09-04,69.3,69.3
2009-09-07,70.15,70.15
2009-09-08,71.4,71.4
2009-09-09,71.8,71.8
2009-09-10,71.75,71.75
2009-09-11,72.35,72.35
2009-09-14,71,71
2009-09-15,70.7,70.7
2009-09-16,71.85,71.85
2009-09-17,71.8,71.8
2009-09-18,71.1,71.1
2009-09-21,70.5,70.5
2009-09-22,71.85,71.85
2009-09-23,71.45,71.45
2009-09-24,71.35,71.35
2009-09-25,71,71
2009-09-28,72.25,72.25
2009-09-29,72.65,72.65
2009-09-30,74.15,74.15
2009-10-01,74.55,74.55
2009-10-02,73.65,73.65
2009-10-05,73.75,73.75
2009-10-06,76.15,76.15
2009-10-07,76.6,76.6
2009-10-08,76.5,76.5
2009-10-09,76.4,76.4
2009-10-12,77.5,77.5
2009-10-13,77.6,77.6
2009-10-14,76.9,76.9
2009-10-15,76.65,76.65
2009-10-16,77.3,77.3
2009-10-19,76.95,76.95
2009-10-20,77.2,77.2
2009-10-21,77.55,77.55
2009-10-22,78.55,78.55
2009-10-23,78.4,78.4
2009-10-26,77.8,77.8
2009-10-27,77.3,77.3
2009-10-28,75.9,75.9
2009-10-29,76.85,76.85
2009-10-30,76.65,76.65
2009-11-02,76.6,76.6
2009-11-03,76.45,76.45
2009-11-04,76.9,76.9
2009-11-05,76.9,76.9
2009-11-06,76.85,76.85
2009-11-09,78,78
2009-11-10,78.45,78.45
2009-11-11,79.15,79.15
2009-11-12,78.35,78.35
2009-11-13,79.1,79.1
2009-11-16,79.95,79.95
2009-11-17,79.85,79.85
2009-11-18,80.7,80.7
2009-11-19,78.8,78.8
2009-11-20,78,78
2009-11-23,78.5,78.5
2009-11-24,77.5,77.5
2009-11-25,77.9,77.9
2009-11-26,77.75,77.75
2009-11-27,77.75,77.75
2009-11-30,77.5,77.5
2009-12-01,77.8,77.8
2009-12-02,76.8,76.8
2009-12-03,76.75,76.75
2009-12-04,76.35,76.35
2009-12-07,76,76
2009-12-08,75.85,75.85
2009-12-09,76.05,76.05
2009-12-10,75.95,75.95
2009-12-11,76.1,76.1
2009-12-14,76.15,76.15
2009-12-15,77.45,77.45
2009-12-16,79.3,79.3
2009-12-17,79,79
2009-12-18,80.3,80.3
2009-12-21,80.8,80.8
2009-12-22,80.95,80.95
2009-12-23,81.65,81.65
2009-12-24,81.75,81.75
2009-12-29,83.25,83.25
2009-12-30,83.7,83.7
2009-12-31,83.6,83.6
2010-01-04,88.65,88.65
2010-01-05,93,93
2010-01-06,93.3,93.3
2010-01-07,96.65,96.65
2010-01-08,94.7,94.7
2010-01-11,92.2,92.2
2010-01-12,87.8,87.8
2010-01-13,84.4,84.4
2010-01-14,85.4,85.4
2010-01-15,86.65,86.65
2010-01-18,85.65,85.65
2010-01-19,85.15,85.15
2010-01-20,84.2,84.2
2010-01-21,84.5,84.5
2010-01-22,84.95,84.95
2010-01-25,86.25,86.25
2010-01-26,86.65,86.65
2010-01-27,86.4,86.4
2010-01-28,86,86
2010-01-29,85.7,85.7
2010-02-01,79.15,79.15
2010-02-02,78.5,78.5
2010-02-03,77.35,77.35
2010-02-04,77.2,77.2
2010-02-05,76.95,76.95
2010-02-08,75.85,75.85
2010-02-09,76.1,76.1
2010-02-10,73.9,73.9
2010-02-11,73.1,73.1
2010-02-12,73.4,73.4
2010-02-15,74.1,74.1
2010-02-16,75.1,75.1
2010-02-17,74.4,74.4
2010-02-18,74.5,74.5
2010-02-19,74.75,74.75
2010-02-22,75.25,75.25
2010-02-23,75.35,75.35
2010-02-24,75.4,75.4
2010-02-25,75.4,75.4
2010-02-26,75.6,75.6
2010-03-01,76.75,76.75
2010-03-02,75.95,75.95
2010-03-03,73.55,73.55
2010-03-04,73.5,73.5
2010-03-05,73,73
2010-03-08,71.9,71.9
2010-03-09,70.3,70.3
2010-03-10,70.9,70.9
2010-03-11,72.3,72.3
2010-03-12,72.55,72.55
2010-03-15,73.3,73.3
2010-03-16,74,74
2010-03-17,73.25,73.25
2010-03-18,73.3,73.3
2010-03-19,73.3,73.3
2010-03-22,73.4,73.4
2010-03-23,73.6,73.6
2010-03-24,73.5,73.5
2010-03-25,73.35,73.35
2010-03-26,73.35,73.35
2010-03-29,73.5,73.5
2010-03-30,74.05,74.05
2010-03-31,75.4,75.4
2010-04-01,75.5,75.5
2010-04-06,78.15,78.15
2010-04-07,77.85,77.85
2010-04-08,78.15,78.15
2010-04-09,78.65,78.65
2010-04-12,77.45,77.45
2010-04-13,76.1,76.1
2010-04-14,76.75,76.75
2010-04-15,76.35,76.35
2010-04-16,75.75,75.75
2010-04-19,76.7,76.7
2010-04-20,77.5,77.5
2010-04-21,80.55,80.55
2010-04-22,81.4,81.4
2010-04-23,80.95,80.95
2010-04-26,83.55,83.55
2010-04-27,85.3,85.3
2010-04-28,83.5,83.5
2010-04-29,84.9,84.9
2010-04-30,83.7,83.7
2010-05-04,89.15,89.15
2010-05-05,88.6,88.6
2010-05-06,91.1,91.1
2010-05-07,91.35,91.35
2010-05-10,91.6,91.6
2010-05-11,90.25,90.25
2010-05-12,88.25,88.25
2010-05-13,88.5,88.5
2010-05-14,87.9,87.9
2010-05-17,87.15,87.15
2010-05-18,88.25,88.25
2010-05-19,87.75,87.75
2010-05-20,88.25,88.25
2010-05-21,90.25,90.25
2010-05-24,92.75,92.75
2010-05-25,91,91
2010-05-26,90.15,90.15
2010-05-27,89.85,89.85
2010-05-28,89.4,89.4
2010-06-01,88.85,88.85
2010-06-02,89.65,89.65
2010-06-03,91.25,91.25
2010-06-04,92.75,92.75
2010-06-07,94.15,94.15
2010-06-08,96.9,96.9
2010-06-09,98.9,98.9
2010-06-10,97.95,97.95
2010-06-11,96.4,96.4
2010-06-14,96.75,96.75
2010-06-15,96.65,96.65
2010-06-16,96,96
2010-06-17,95.9,95.9
2010-06-18,96,96
2010-06-21,94.75,94.75
2010-06-22,94.1,94.1
2010-06-23,94.5,94.5
2010-06-24,94.5,94.5
2010-06-25,94.5,94.5
2010-06-28,93.65,93.65
2010-06-29,94,94
2010-06-30,94.4,94.4
2010-07-01,94.25,94.25
2010-07-02,93.5,93.5
2010-07-05,93.3,93.3
2010-07-06,93.45,93.45
2010-07-07,92.8,92.8
2010-07-08,93.25,93.25
2010-07-09,93.55,93.55
2010-07-12,93.05,93.05
2010-07-13,93.05,93.05
2010-07-14,93.1,93.1
2010-07-15,92.9,92.9
2010-07-16,92.75,92.75
2010-07-19,92.75,92.75
2010-07-20,92.65,92.65
2010-07-21,92.3,92.3
2010-07-22,92.45,92.45
2010-07-23,92.6,92.6
2010-07-26,92.7,92.7
2010-07-27,92.7,92.7
2010-07-28,92.6,92.6
2010-07-29,92.75,92.75
2010-07-30,92.75,92.75
2010-08-02,94.85,94.85
2010-08-03,95.3,95.3
2010-08-04,95.05,95.05
2010-08-05,94.95,94.95
2010-08-06,94.55,94.55
2010-08-09,94.25,94.25
2010-08-10,94,94
2010-08-11,92.95,92.95
2010-08-12,92.6,92.6
2010-08-13,92.4,92.4
2010-08-16,92.45,92.45
2010-08-17,92.7,92.7
2010-08-18,92.15,92.15
2010-08-19,92.25,92.25
2010-08-20,91.95,91.95
2010-08-23,92.4,92.4
2010-08-24,91.85,91.85
2010-08-25,91.5,91.5
2010-08-26,91.6,91.6
2010-08-27,91.8,91.8
2010-08-31,91.25,91.25
2010-09-01,91.15,91.15
2010-09-02,91.23,91.23
2010-09-03,91.45,91.45
2010-09-06,91.13,91.13
2010-09-07,90.68,90.68
2010-09-08,90.55,90.55
2010-09-09,90.7,90.7
2010-09-10,90.75,90.75
2010-09-13,90.93,90.93
2010-09-14,91.78,91.78
2010-09-15,91.47,91.47
2010-09-16,91.85,91.85
2010-09-17,92.18,92.18
2010-09-20,92.03,92.03
2010-09-21,92.13,92.13
2010-09-22,92.45,92.45
2010-09-23,92.95,92.95
2010-09-24,92.67,92.67
2010-09-27,95.1,95.1
2010-09-28,95.2,95.2
2010-09-29,95.9,95.9
2010-09-30,96.37,96.37
2010-10-01,96.53,96.53
2010-10-04,95.95,95.95
2010-10-05,96.2,96.2
2010-10-06,96.83,96.83
2010-10-07,96.78,96.78
2010-10-08,96.58,96.58
2010-10-11,97.28,97.28
2010-10-12,97.27,97.27
2010-10-13,98.25,98.25
2010-10-14,99.33,99.33
2010-10-15,98.35,98.35
2010-10-18,98.25,98.25
2010-10-19,100.45,100.45
2010-10-20,98.75,98.75
2010-10-21,99.1,99.1
2010-10-22,98.75,98.75
2010-10-25,99,99
2010-10-26,98.9,98.9
2010-10-27,99.25,99.25
2010-10-28,98.9,98.9
2010-10-29,98.9,98.9
2010-11-01,105.8,105.8
2010-11-02,106.2,106.2
2010-11-03,105.4,105.4
2010-11-04,104.95,104.95
2010-11-05,104.8,104.8
2010-11-08,104,104
2010-11-09,103.5,103.5
2010-11-10,104.4,104.4
2010-11-11,105.45,105.45
2010-11-12,105.55,105.55
2010-11-15,106.65,106.65
2010-11-16,105.95,105.95
2010-11-17,105.45,105.45
2010-11-18,105.6,105.6
2010-11-19,105.65,105.65
2010-11-22,106.2,106.2
2010-11-23,106,106
2010-11-24,106.75,106.75
2010-11-25,106.3,106.3
2010-11-26,106.35,106.35
2010-11-29,114.1,114.1
2010-11-30,114.35,114.35
2010-12-01,116.45,116.45
2010-12-02,117.9,117.9
2010-12-03,119.3,119.3
2010-12-06,121.1,121.1
2010-12-07,121,120.15
2010-12-08,112,118.4
2010-12-09,117.25,116.5
2010-12-10,115.85,117.15
2010-12-13,118,118
2010-12-14,117.6,117.6
2010-12-15,117.5,117.7
2010-12-16,118.75,118.25
2010-12-17,120.75,120.75
2010-12-20,120.75,121.25
2010-12-21,121.15,121.15
2010-12-22,121.4,121.4
2010-12-23,121.25,121.25
2010-12-24,121.25,121.25
2010-12-29,125,125
2010-12-30,124.15,124.15
2010-12-31,124.35,124.35
2011-01-04,130,130.1
2011-01-05,122.35,123.4
2011-01-06,126,126.4
2011-01-07,129,128.2
2011-01-10,130.5,130.15
2011-01-11,127.25,129.4
2011-01-12,129.25,128.5
2011-01-13,127.85,128
2011-01-14,122.3,127.15
2011-01-17,126.35,126.35
2011-01-18,126.75,125.85
2011-01-19,125.6,125.6
2011-01-20,124.75,125.15
2011-01-21,122.15,122.15
2011-01-24,120.75,120.75
2011-01-25,119.75,119.75
2011-01-26,119.9,119.9
2011-01-27,120.25,120.25
2011-01-28,122,122
2011-01-31,116.3,118.5
2011-02-01,118.75,119.1
2011-02-02,120,119.9
2011-02-03,121.5,122.1
2011-02-04,122.9,121.75
2011-02-07,121.75,119.15
2011-02-08,118.5,118.3
2011-02-09,118.25,117.95
2011-02-10,118.25,117.4
2011-02-11,118,117.75
2011-02-14,118,117.75
2011-02-15,118.15,118.15
2011-02-16,117.85,117.85
2011-02-17,118.05,118.05
2011-02-18,118,118
2011-02-21,118.85,118.85
2011-02-22,118.7,118.7
2011-02-23,119.6,119.1
2011-02-24,119.5,119.2
2011-02-25,119.4,119.5
2011-02-28,119.75,120.15
2011-03-01,119.5,119.7
2011-03-02,119.75,120.05
2011-03-03,121.3,121.05
2011-03-04,122.5,122.45
2011-03-07,121,124
2011-03-08,123.7,123.55
2011-03-09,123.75,123.7
2011-03-10,122.75,122.1
2011-03-11,122.9,122.65
2011-03-14,124.5,125.25
2011-03-15,124.5,126
2011-03-16,128,127.55
2011-03-17,126,126
2011-03-18,125.5,125.25
2011-03-21,126,127.15
2011-03-22,125.75,128.1
2011-03-23,129.45,129.45
2011-03-24,126.7,126.7
2011-03-25,126.5,126.5
2011-03-28,127,126.65
2011-03-29,125.85,125.7
2011-03-30,126.4,125.3
2011-03-31,127.5,127.4
2011-04-01,128.5,128.6
2011-04-04,131.5,131.2
2011-04-05,130,129
2011-04-06,128.6,129.15
2011-04-07,123,128
2011-04-08,128.5,129
2011-04-11,129.6,129.25
2011-04-12,127.75,127.9
2011-04-13,127.4,128
2011-04-14,127.4,128.25
2011-04-15,127.25,128.95
2011-04-18,127.5,127.75
2011-04-19,127.4,127.7
2011-04-20,127,127.85
2011-04-21,127.8,127.8
2011-04-26,127.8,127.8
2011-04-27,127.95,127.95
2011-04-28,128.25,128.25
2011-05-03,127.95,127.9
2011-05-04,128,127.95
2011-05-05,127.75,126
2011-05-06,125,126
2011-05-09,126,125.6
2011-05-10,124.65,124.3
2011-05-11,124.7,123.5
2011-05-12,122.1,122.1
2011-05-13,121.6,121.6
2011-05-16,123.5,121.55
2011-05-17,122.75,122.2
2011-05-18,123.15,123.15
2011-05-19,123.35,123.35
2011-05-20,123.4,123.4
2011-05-23,123,123
2011-05-24,123,123
2011-05-25,122.9,122.9
2011-05-26,121.55,121.55
2011-05-27,122.45,122.45
2011-05-31,122.15,122.15
2011-06-01,122.2,122.2
2011-06-02,121.75,121.85
2011-06-03,122.4,122.8
2011-06-06,123.5,123.55
2011-06-07,124.5,125.3
2011-06-08,124.55,124.55
2011-06-09,124.35,124.75
2011-06-10,124.2,124.25
2011-06-13,124.15,124.7
2011-06-14,124.25,124.95
2011-06-15,124.25,124.25
2011-06-16,123.1,123.1
2011-06-17,122.65,122.65
2011-06-20,122.1,122.1
2011-06-21,122.3,122.3
2011-06-22,122.35,122.35
2011-06-23,121.75,121.75
2011-06-24,121.65,121.65
2011-06-27,120.75,120.75
2011-06-28,121.8,121.8
2011-06-29,122.55,122.55
2011-06-30,122.65,122.65
2011-07-01,123.32,122.7
2011-07-04,123.3,123.3
2011-07-05,124.05,124.05
2011-07-06,123.75,123.75
2011-07-07,124.27,123.45
2011-07-08,123.25,123.25
2011-07-11,129.5,122.65
2011-07-12,122.65,122.65
2011-07-13,122.85,122.85
2011-07-14,122.9,122.9
2011-07-15,122.95,122.95
2011-07-18,122.7,122.7
2011-07-19,123.2,122.85
2011-07-20,123.1,123.1
2011-07-21,123.1,123.1
2011-07-22,123.2,123.2
2011-07-25,123.5,123.5
2011-07-26,123.65,123.65
2011-07-27,123.65,123.65
2011-07-28,123.75,123.75
2011-07-29,123.85,123.85
2011-08-01,125.6,125.6
2011-08-02,126.25,126.25
2011-08-03,126.25,126.5
2011-08-04,126.35,126.35
2011-08-05,126.15,126.15
2011-08-08,125.5,125.5
2011-08-09,124.6,124.6
2011-08-10,125.05,125.05
2011-08-11,125.35,125.35
2011-08-15,125.8,125.8
2011-08-16,125.55,125.55
2011-08-17,125.45,125.45
2011-08-18,125,125
2011-08-19,124.65,124.65
2011-08-22,124.5,124.5
2011-08-23,124.75,124.75
2011-08-24,124.85,124.85
2011-08-25,124.8,124.8
2011-08-26,124.75,124.75
2011-08-30,124.65,124.65
2011-08-31,125.8,125.8
2011-09-01,126.3,126.3
2011-09-02,126.35,126.35
2011-09-05,126.2,126.2
2011-09-06,126.15,126.15
2011-09-07,126.25,126.25
2011-09-08,126.25,125.9
2011-09-09,125.15,125.15
2011-09-12,124.5,124.5
2011-09-13,124.05,124.05
2011-09-14,123.55,123.55
2011-09-15,123.55,123.9
2011-09-16,124.15,124.15
2011-09-19,123.8,123.8
2011-09-20,123.85,123.85
2011-09-21,124,124
2011-09-22,123.8,123.8
2011-09-23,123.6,123.6
2011-09-26,123.8,123.8
2011-09-27,123.5,123.5
2011-09-28,123.75,123.75
2011-09-29,123.7,123.7
2011-09-30,122.55,122.55
2011-10-03,119.8,119.8
2011-10-04,119.8,117.85
2011-10-05,118.3,118.3
2011-10-06,118.9,118.9
2011-10-07,118.7,118.7
2011-10-10,118.85,118.85
2011-10-11,118.5,118.5
2011-10-12,118.9,118.9
2011-10-13,118,118
2011-10-14,117.85,117.85
2011-10-17,117.95,117.95
2011-10-18,116.7,116.7
2011-10-19,115.35,115.35
2011-10-20,115.35,115.65
2011-10-21,116.45,116.45
2011-10-24,117.25,117.25
2011-10-25,117.3,117.3
2011-10-26,117.3,117.3
2011-10-27,117.35,117.35
2011-10-28,117.7,117.7
2011-10-31,118,118
2011-11-01,116.2,116.2
2011-11-02,116.6,116.6
2011-11-03,117.1,117.1
2011-11-04,117.45,117.45
2011-11-07,117.8,117.8
2011-11-08,117.1,117.1
2011-11-09,116.35,116.35
2011-11-10,116,116
2011-11-11,115.75,115.75
2011-11-14,115.8,115.8
2011-11-15,115.8,115.8
2011-11-16,116,116
2011-11-17,115.6,115.6
2011-11-18,115.4,115.4
2011-11-21,115.75,115.75
2011-11-22,114.6,114.6
2011-11-23,113.95,113.95
2011-11-24,115.5,115.5
2011-11-25,115.25,115.25
2011-11-28,111.3,111.3
2011-11-29,111.05,111.05
2011-11-30,112.1,112.1
2011-12-01,112.1,112.1
2011-12-02,112.2,112.2
2011-12-05,112.1,112.1
2011-12-06,111.85,111.85
2011-12-07,111.4,111.4
2011-12-08,111.05,111.05
2011-12-09,111.2,111.2
2011-12-12,111.4,111.4
2011-12-13,111.55,111.55
2011-12-14,111.05,111.05
2011-12-15,110.75,110.75
2011-12-16,110.9,110.9
2011-12-19,110.35,110.35
2011-12-20,111.05,111.05
2011-12-21,111.05,111.05
2011-12-22,111.2,111.2
2011-12-23,111.3,111.3
2011-12-28,110.8,110.8
2011-12-29,110.35,110.35
2011-12-30,110.2,110.2
2012-01-03,109.35,109.35
2012-01-04,109.55,109.55
2012-01-05,110.1,110.1
2012-01-06,110.2,110.2
2012-01-09,109.35,109.35
2012-01-10,108.85,108.85
2012-01-11,108.15,108.15
2012-01-12,107.75,107.75
2012-01-13,105.95,105.95
2012-01-16,103.7,103.7
2012-01-17,104.3,104.3
2012-01-18,105.65,105.65
2012-01-19,106.25,106.25
2012-01-20,106.35,106.35
2012-01-23,106.15,106.15
2012-01-24,106.1,106.1
2012-01-25,106.15,106.15
2012-01-26,106.1,106.1
2012-01-27,105.8,105.8
2012-01-30,105.5,105.5
2012-01-31,104.75,102.85
2012-02-01,101.05,101.05
2012-02-02,104.5,101.55
2012-02-03,101.2,101.2
2012-02-06,100.75,100.75
2012-02-07,99.85,99.85
2012-02-08,98.95,98.95
2012-02-09,98.95,98.95
2012-02-10,98.25,98.25
2012-02-13,98.1,98.1
2012-02-14,98.7,98.7
2012-02-15,98.6,98.6
2012-02-16,98.9,98.9
2012-02-17,99.15,99.15
2012-02-20,99.4,99.4
2012-02-21,99.35,99.35
2012-02-22,99.45,99.45
2012-02-23,99.5,99.5
2012-02-24,99.4,99.4
2012-02-27,105.55,100.75
2012-02-28,99.15,99.15
2012-02-29,97.65,97.65
2012-03-01,97.75,96.95
2012-03-02,96.55,96.55
2012-03-05,96.75,96.75
2012-03-06,96.75,96.75
2012-03-07,97.4,97.4
2012-03-08,98.15,98.15
2012-03-09,97.65,97.65
2012-03-12,97.25,97.25
2012-03-13,97.3,97.3
2012-03-14,96.7,96.7
2012-03-15,96.6,96.6
2012-03-16,96.7,96.7
2012-03-19,97.05,97.05
2012-03-20,96.9,96.9
2012-03-21,97,97
2012-03-22,96.85,96.85
2012-03-23,96.65,96.65
2012-03-26,96.65,96.65
2012-03-27,97.1,97.1
2012-03-28,97.35,97.35
2012-03-29,98.3,98.3
2012-03-30,99,99
2012-04-02,101.3,101.3
2012-04-03,99.8,99.8
2012-04-04,98.35,98.35
2012-04-05,98.4,98.4
2012-04-10,97.75,97.75
2012-04-11,97.1,97.1
2012-04-12,96.9,96.9
2012-04-13,97.5,97.5
2012-04-16,96.85,96.85
2012-04-17,96.7,96.7
2012-04-18,96.6,96.6
2012-04-19,96.2,96.2
2012-04-20,96.5,96.5
2012-04-23,96.4,96.4
2012-04-24,96.5,96.5
2012-04-25,96.35,96.35
2012-04-26,96.35,96.35
2012-04-27,96.25,96.25
2012-04-30,91.15,91.15
2012-05-01,89.3,89.3
2012-05-02,88.65,88.65
2012-05-03,89.25,89.25
2012-05-04,88.9,88.9
2012-05-08,87.15,87.15
2012-05-09,87.75,87.75
2012-05-10,87.9,87.9
2012-05-11,88.3,88.3
2012-05-14,87.85,87.85
2012-05-15,87.8,87.8
2012-05-16,87.25,87.25
2012-05-17,87.2,87.2
2012-05-18,86.8,86.8
2012-05-21,86.4,86.4
2012-05-22,85.65,85.65
2012-05-23,85.3,85.3
2012-05-24,85.3,85.3
2012-05-25,86.65,86.65
2012-05-28,87.8,87.8
2012-05-29,88.7,88.7
2012-05-30,89.15,89.15
2012-05-31,88.4,88.4
2012-06-01,88.2,88.2
2012-06-06,87.35,87.35
2012-06-07,87,87
2012-06-08,86.75,86.75
2012-06-11,86,86
2012-06-12,85.35,85.35
2012-06-13,85.65,85.65
2012-06-14,85.6,85.6
2012-06-15,85.25,85.25
2012-06-18,85.85,85.85
2012-06-19,85.9,85.9
2012-06-20,86.25,86.25
2012-06-21,86.1,86.1
2012-06-22,86.75,86.75
2012-06-25,86.7,86.7
2012-06-26,86.7,86.7
2012-06-27,86.9,86.9
2012-06-28,86.8,86.8
2012-06-29,86.7,86.7
2012-07-02,90.05,90.05
2012-07-03,90.4,90.4
2012-07-04,90.3,90.3
2012-07-05,89.65,89.65
2012-07-06,89.6,89.6
2012-07-09,89.3,89.3
2012-07-10,88.75,88.75
2012-07-11,88.45,88.45
2012-07-12,87.8,87.8
2012-07-13,88.2,88.2
2012-07-16,88.3,88.3
2012-07-17,88.7,88.7
2012-07-18,89.1,89.1
2012-07-19,89.05,89.05
2012-07-20,88.85,88.85
2012-07-23,87.65,87.65
2012-07-24,88.85,88.85
2012-07-25,89,89
2012-07-26,89.1,89.1
2012-07-27,90.4,90.4
2012-07-30,92.45,92.45
2012-07-31,94.3,94.3
2012-08-01,94.6,94.6
2012-08-02,93.55,93.55
2012-08-03,94.2,94.2
2012-08-06,95,95
2012-08-07,95.35,95.35
2012-08-08,95.8,95.8
2012-08-09,95.65,95.65
2012-08-10,95.4,95.4
2012-08-13,95.9,95.9
2012-08-14,95.6,95.6
2012-08-15,94.45,94.45
2012-08-16,94.3,94.3
