国家,英国,英国
指标名称,期货收盘价(连续):IPE鹿特丹煤炭,期货结算价(连续):IPE鹿特丹煤炭
频率,日,日
单位,美元/吨,美元/吨
指标ID,S0202719,S0202718
时间区间,2008-11-25:2026-01-12,2008-11-25:2026-01-12
来源,ICE,ICE
2024-04-02,120.75,122.15
2024-04-03,118.25,117.8
2024-04-04,115.75,116.5
2024-04-05,118,117.9
2024-04-08,118,118
2024-04-09,118,118.1
2024-04-10,118.3,118.45
2024-04-11,121,120.75
2024-04-12,,121.3
2024-04-15,121.3,120.7
2024-04-16,121.5,121.5
2024-04-17,120,120.35
2024-04-18,120,120.35
2024-04-19,,120
2024-04-22,,118.65
2024-04-23,,118.9
2024-04-24,,118.2
2024-04-25,118.5,118.55
2024-04-26,117.5,118
2024-04-29,101.7,101.3
2024-04-30,103,102.9
2024-05-01,,107.1
2024-05-02,108,107.9
2024-05-03,107.9,107.15
2024-05-06,109,109.35
2024-05-07,110,109.25
2024-05-08,106,106
2024-05-09,107.5,107.75
2024-05-10,107,106.9
2024-05-13,105.5,105.5
2024-05-14,105,105.2
2024-05-15,104,105.6
2024-05-16,106.5,106.45
2024-05-17,105,105
2024-05-20,106.75,105.8
2024-05-21,106.75,106.8
2024-05-22,103.65,105.05
2024-05-23,,105.2
2024-05-24,,105.1
2024-05-27,,104.05
2024-05-28,,104.85
2024-05-29,,105.25
2024-05-30,,105.55
2024-05-31,,105.5
2024-06-03,119,119
2024-06-04,116.65,116.9
2024-06-05,,112.1
2024-06-06,108.15,109.85
2024-06-07,108,108
2024-06-10,106.5,109.6
2024-06-11,109,108.65
2024-06-12,110.95,109.5
2024-06-13,111,110.7
2024-06-14,,109.6
2024-06-17,109,109.1
2024-06-18,,109.25
2024-06-19,110.75,110.75
2024-06-20,,110.75
2024-06-21,109.75,108
2024-06-24,,108.4
2024-06-25,,108.9
2024-06-26,,108.6
2024-06-27,109.7,109
2024-06-28,,109.1
2024-07-01,103.2,103.5
2024-07-02,102.7,103.25
2024-07-03,103.75,103.75
2024-07-04,105,106.55
2024-07-05,,105
2024-07-08,105,104.5
2024-07-09,102.95,103
2024-07-10,102,101.85
2024-07-11,102.3,102.3
2024-07-12,,104.3
2024-07-15,105,106.15
2024-07-16,108,106.5
2024-07-17,105,104.6
2024-07-18,104.4,104.65
2024-07-19,,105.2
2024-07-22,,105
2024-07-23,105.5,105.25
2024-07-24,106.7,106.4
2024-07-25,,106.25
2024-07-26,,106.15
2024-07-29,115.3,115.25
2024-07-30,116.8,116.15
2024-07-31,116.5,116.85
2024-08-01,120.65,119.95
2024-08-02,121.95,121.35
2024-08-05,119.3,119.3
2024-08-06,,120.8
2024-08-07,,121.1
2024-08-08,121.5,121.4
2024-08-09,124,122.1
2024-08-12,124,122.75
2024-08-13,,121.75
2024-08-14,122.85,121.65
2024-08-15,,122.25
2024-08-16,,120.65
2024-08-19,,122.5
2024-08-20,122.1,121.5
2024-08-21,,120.5
2024-08-22,120.5,121.25
2024-08-23,,120.5
2024-08-26,,120.4
2024-08-27,,121
2024-08-28,121.5,121.75
2024-08-29,121.3,121.3
2024-08-30,,121.7
2024-09-02,118.75,119.6
2024-09-03,116,116.8
2024-09-04,114.25,114.25
2024-09-05,113.65,114
2024-09-06,115.5,114.75
2024-09-09,114.5,114.7
2024-09-10,114.3,113.65
2024-09-11,,113.45
2024-09-12,112.25,113.05
2024-09-13,114,114.1
2024-09-16,,112.65
2024-09-17,,114.65
2024-09-18,114,114.25
2024-09-19,114.75,114.25
2024-09-20,,114.35
2024-09-23,115,114.65
2024-09-24,,114.8
2024-09-25,,114.95
2024-09-26,,114.95
2024-09-27,,114.6
2024-09-30,119,119
2024-10-01,117.7,117.9
2024-10-02,116,116.1
2024-10-03,115.75,117
2024-10-04,121.5,122.05
2024-10-07,121.25,121.2
2024-10-08,120,119.75
2024-10-09,119.05,118.8
2024-10-10,119.5,120.65
2024-10-11,120.25,119.5
2024-10-14,120,120.75
2024-10-15,119.5,119.1
2024-10-16,119,118.1
2024-10-17,118.5,118.55
2024-10-18,118.75,119.35
2024-10-21,118,118.6
2024-10-22,118.5,118.75
2024-10-23,119.25,119.1
2024-10-24,119,119.25
2024-10-25,,119.65
2024-10-28,120,119.75
2024-10-29,121.35,121.55
2024-10-30,120.8,120.25
2024-10-31,118.25,120
2024-11-01,118.7,118.6
2024-11-04,119.25,119.05
2024-11-05,118.8,118.1
2024-11-06,,117.2
2024-11-07,118.5,118.75
2024-11-08,119.75,119.7
2024-11-11,120.5,120.8
2024-11-12,120.75,120.85
2024-11-13,,120.45
2024-11-14,121.5,121.45
2024-11-15,122,122.75
2024-11-18,122.5,122.6
2024-11-19,,122.4
2024-11-20,123,122.3
2024-11-21,,122.6
2024-11-22,,122.35
2024-11-25,122.5,121.9
2024-11-26,121.85,121.6
2024-11-27,,121.35
2024-11-28,,121.6
2024-11-29,,121.55
2024-12-02,118.15,117.85
2024-12-03,116.25,116.25
2024-12-04,,115.2
2024-12-05,114.5,114.5
2024-12-06,113.75,114
2024-12-09,113.75,113.9
2024-12-10,112.75,113.9
2024-12-11,113.75,113.7
2024-12-12,113.25,112.55
2024-12-13,,112.75
2024-12-16,,111.3
2024-12-17,112,111.75
2024-12-18,111.5,111.4
2024-12-19,111.5,111.5
2024-12-20,,111.85
2024-12-23,,112.3
2024-12-24,,112
2024-12-26,,112
2024-12-27,,112.25
2024-12-30,112.25,112.65
2024-12-31,114,113.95
2025-01-02,114.2,114.5
2025-01-03,113.3,112.85
2025-01-06,111.2,109.95
2025-01-07,109.8,109.95
2025-01-08,108,108.1
2025-01-09,105.75,104.85
2025-01-10,104,105.4
2025-01-13,107.25,107.75
2025-01-14,108.85,105.35
2025-01-15,106.95,106.35
2025-01-16,108,107.2
2025-01-17,109,108.9
2025-01-20,,110.7
2025-01-21,,112.2
2025-01-22,108.5,108.5
2025-01-23,109.5,109.1
2025-01-24,,108.65
2025-01-27,,109.1
2025-01-28,110.25,110.25
2025-01-29,110.75,109.95
2025-01-30,110.1,110
2025-01-31,,110.5
2025-02-03,109.05,109.3
2025-02-04,105.55,105.6
2025-02-05,105.5,105.9
2025-02-06,106.25,106.3
2025-02-07,104.75,105.15
2025-02-10,105.5,104.3
2025-02-11,,102.9
2025-02-12,,103.1
2025-02-13,,102.15
2025-02-14,100.15,101.45
2025-02-17,,99.5
2025-02-18,99,101.15
2025-02-19,101.9,100.75
2025-02-20,,100.4
2025-02-21,,99.75
2025-02-24,,100.1
2025-02-25,,99.75
2025-02-26,,99.9
2025-02-27,,99.75
2025-02-28,,99.75
2025-03-03,96.25,96.1
2025-03-04,96.25,96.25
2025-03-05,96.5,96.65
2025-03-06,96.7,96.65
2025-03-07,100.45,97
2025-03-10,99.5,100
2025-03-11,99.1,99.1
2025-03-12,,97.95
2025-03-13,98.5,97.95
2025-03-14,97.5,97.9
2025-03-17,,97.1
2025-03-18,,96.75
2025-03-19,,97.75
2025-03-20,,97.75
2025-03-21,98.25,98
2025-03-24,,97.6
2025-03-25,,97.05
2025-03-26,,97.6
2025-03-27,98,97.6
2025-03-28,,97.6
2025-03-31,104.45,104.2
2025-04-01,106.2,105.75
2025-04-02,104.25,103.4
2025-04-03,,101.25
2025-04-04,99.7,100
2025-04-07,102,102.25
2025-04-08,102.7,102.8
2025-04-09,101.5,101.55
2025-04-10,102.75,102.4
2025-04-11,103,102.55
2025-04-14,103.75,103.65
2025-04-15,104.5,104.3
2025-04-16,103.5,103.5
2025-04-17,103.5,102.55
2025-04-21,,102.55
2025-04-22,,102.35
2025-04-23,103.5,103
2025-04-24,,102.25
2025-04-25,,102
2025-04-28,92.4,92.2
2025-04-29,92.8,93
2025-04-30,93.25,93.65
2025-05-01,,94.1
2025-05-02,,94.6
2025-05-05,,94.75
2025-05-06,97,97.35
2025-05-07,99.45,98.6
2025-05-08,96.75,96.75
2025-05-09,96.75,96.05
2025-05-12,97.75,96.6
2025-05-13,,96.1
2025-05-14,95,94.6
2025-05-15,94.75,95
2025-05-16,,94.9
2025-05-19,,95.25
2025-05-20,96,96.2
2025-05-21,,96.05
2025-05-22,,96.45
2025-05-23,,96.25
2025-05-26,,97.8
2025-05-27,94,95.55
2025-05-28,94.3,95.7
2025-05-29,,95.7
2025-05-30,,95.9
2025-06-02,96.75,96.65
2025-06-03,97.3,97.15
2025-06-04,98.9,99.05
2025-06-05,100.65,100.55
2025-06-06,101.8,101.5
2025-06-09,103.5,103.2
2025-06-10,101.9,101.85
2025-06-11,102.7,102.2
2025-06-12,102.75,102.6
2025-06-13,103.6,103.35
2025-06-16,103.1,103.75
2025-06-17,104.2,104.1
2025-06-18,103.85,103.85
2025-06-19,,103.5
2025-06-20,,103.75
2025-06-23,,104.45
2025-06-24,103.45,103.5
2025-06-25,,103.2
2025-06-26,103.9,103.7
2025-06-27,,103.7
2025-06-30,107.65,107.25
2025-07-01,103.8,107.5
2025-07-02,109.2,109
2025-07-03,108.45,108.2
2025-07-04,106,105.75
2025-07-07,106,106.15
2025-07-08,106.65,107.1
2025-07-09,108,107.75
2025-07-10,108.6,108.35
2025-07-11,108.75,108.7
2025-07-14,106.5,106.55
2025-07-15,104.5,105.55
2025-07-16,,105.15
2025-07-17,105,104.8
2025-07-18,104.5,104.55
2025-07-21,104.5,104.2
2025-07-22,104.75,104.15
2025-07-23,,104.35
2025-07-24,104.5,104.45
2025-07-25,104.5,104.5
2025-07-28,102.75,103.4
2025-07-29,104.8,105.1
2025-07-30,104.5,104.55
2025-07-31,103.9,103.9
2025-08-01,103,103.45
2025-08-04,103.2,103.2
2025-08-05,102.25,102.6
2025-08-06,102,102.2
2025-08-07,,101.4
2025-08-08,101.25,101
2025-08-11,101,101.35
2025-08-12,100.25,100.35
2025-08-13,,100.3
2025-08-14,,99.8
2025-08-15,,99.4
2025-08-18,99.4,99.4
2025-08-19,100.25,100.25
2025-08-20,100.25,101
2025-08-21,100.7,100.4
2025-08-22,99.85,99.85
2025-08-25,99.85,100.4
2025-08-26,100.4,100.3
2025-08-27,99.75,99.7
2025-08-28,99.6,99.55
2025-08-29,,99.3
2025-09-01,96.4,96.45
2025-09-02,96.65,96.55
2025-09-03,96.3,96.4
2025-09-04,95.55,95.5
2025-09-05,94.8,95.2
2025-09-08,94.5,94.6
2025-09-09,94,94.2
2025-09-10,93,92.95
2025-09-11,93,93
2025-09-12,93,92.95
2025-09-15,93,92.85
2025-09-16,93.35,93.35
2025-09-17,93.5,93.55
2025-09-18,94,93.85
2025-09-19,,92.65
2025-09-22,92.7,92.9
2025-09-23,92.9,92.9
2025-09-24,,93.1
2025-09-25,92.7,92.8
2025-09-26,92.95,92.95
2025-09-29,93.85,93.9
2025-09-30,93.7,93.75
2025-10-01,92.8,92.85
2025-10-02,92,92.3
2025-10-03,91.7,92.05
2025-10-06,91.5,91.3
2025-10-07,91.25,91
2025-10-08,90.6,90.35
2025-10-09,90.5,90.1
2025-10-10,90.5,89.65
2025-10-13,89.3,89.1
2025-10-14,89,89.05
2025-10-15,91.5,91.05
2025-10-16,93,93.15
2025-10-17,93.2,93
2025-10-20,92.75,92.75
2025-10-21,,92.05
2025-10-22,,91.8
2025-10-23,92.6,92.5
2025-10-24,,92.15
2025-10-27,92.5,92.5
2025-10-28,92.5,92.7
2025-10-29,92.5,92.9
2025-10-30,93,93.15
2025-10-31,92.9,92.9
2025-11-03,96.8,96.25
2025-11-04,97.3,97.75
2025-11-05,97,97.2
2025-11-06,97.1,96.95
2025-11-07,96.75,96.75
2025-11-10,96.25,96
2025-11-11,95.9,95.7
2025-11-12,95.65,95.55
2025-11-13,95.5,95.25
2025-11-14,96.45,96.15
2025-11-17,96.45,96.45
2025-11-18,96.45,95.9
2025-11-19,96.25,96.25
2025-11-20,,96.1
2025-11-21,96.25,95.3
2025-11-24,96.3,95.85
2025-11-25,,96
2025-11-26,96,96
2025-11-27,96.4,95.9
2025-11-28,,96.45
2025-12-01,97.55,97.55
2025-12-02,99.4,99.55
2025-12-03,98.8,98.5
2025-12-04,97,97.2
2025-12-05,97.25,97.25
2025-12-08,97,97.05
2025-12-09,97.4,96.8
2025-12-10,,96.25
2025-12-11,96.5,96.4
2025-12-12,97.3,96.7
2025-12-15,95.75,95.9
2025-12-16,95.75,95.65
2025-12-17,96.5,96.75
2025-12-18,97.5,96.4
2025-12-19,96.9,96.6
2025-12-22,96.9,96.4
2025-12-23,96.45,96.45
2025-12-24,,96.7
2025-12-26,94.5,95.2
2025-12-29,96.25,96.3
2025-12-30,96.75,96.55
2025-12-31,,96.9
2026-01-02,98.15,98
2026-01-05,97.9,97.85
2026-01-06,99.5,98.65
2026-01-07,98.9,98.7
2026-01-08,97.9,98.2
2026-01-09,95.3,97
2026-01-12,97.3,97.05
数据来源：Wind
