国家,,中国,中国,中国,中国
指标名称,欧元兑美元,中间价:欧元兑人民币,CFETS:即期汇率:欧元兑人民币,平均汇率:欧元兑人民币,基准汇率:欧元兑人民币
频率,日,日,日,月,日
单位,,,,,
指标ID,M0000200,M0000186,M0067856,M0010045,M0325689
时间区间,1975-01-02:2026-01-12,1999-01-04:2026-01-13,1992-02-07:2026-01-12,1990-01:2025-12,1999-01-04:2026-01-13
来源,洲际交易所,中国人民银行,中国外汇交易中心(2009年后),中国人民银行,中国人民银行
2008-03-18,1.562,11.159500000000001,11.0646,,11.159500000000001
2008-03-19,1.5644,11.0712,11.0463,,11.0712
2008-03-20,1.5428,10.9889,10.8852,,10.9889
2008-03-21,1.5431,10.875900000000001,10.885299999999999,,10.875900000000001
2008-03-24,1.543,10.8637,10.8881,,10.8637
2008-03-25,1.5627,10.87,11.0218,,10.87
2008-03-26,1.5842,10.9857,11.1392,,10.9857
2008-03-27,1.5777,11.103299999999999,11.064300000000001,,11.103299999999999
2008-03-28,1.58,11.0718,11.0804,,11.0718
2008-03-31,1.5761,11.0809,11.061,10.967500000000001,11.0809
2008-04-01,1.5618,11.0762,10.945,,11.0762
2008-04-02,1.5689,10.9687,11.013,,10.9687
2008-04-03,1.5682,10.990300000000001,11.0034,,10.990300000000001
2008-04-04,1.5736,,,,
2008-04-07,1.5703,11.000499999999999,10.9931,,11.000499999999999
2008-04-08,1.5702,11.047,10.9944,,11.047
2008-04-09,1.5833,10.999500000000001,11.0854,,10.999500000000001
2008-04-10,1.5741,11.0715,11.0072,,11.0715
2008-04-11,1.5805,11.0353,11.0752,,11.0353
2008-04-14,1.5836,10.9763,11.0909,,10.9763
2008-04-15,1.579,11.073,11.0422,,11.073
2008-04-16,1.594,11.0622,11.1525,,11.0622
2008-04-17,1.5893,11.1318,11.1024,,11.1318
2008-04-18,1.5817,11.1243,11.0608,,11.1243
2008-04-21,1.5904,11.0909,11.1356,,11.0909
2008-04-22,1.5998,11.1185,11.176499999999999,,11.1185
2008-04-23,1.5884,11.1586,11.0959,,11.1586
2008-04-24,1.5679,11.0961,10.9578,,11.0961
2008-04-25,1.5623,10.9757,10.953100000000001,,10.9757
2008-04-28,1.5653,10.9344,10.965,,10.9344
2008-04-29,1.5565,10.9404,10.8748,,10.9404
2008-04-30,1.5618,10.8972,10.9157,11.0366,10.8972
2008-05-01,1.5467,,,,
2008-05-02,1.5426,,,,
2008-05-05,1.5498,10.8164,10.829,,10.8164
2008-05-06,1.553,10.8435,10.8529,,10.8435
2008-05-07,1.5395,10.835500000000001,10.7554,,10.835500000000001
2008-05-08,1.5403,10.7441,10.7924,,10.7441
2008-05-09,1.5481,10.7787,10.8206,,10.7787
2008-05-12,1.5541,10.8022,10.8648,,10.8022
2008-05-13,1.5468,10.8472,10.8087,,10.8472
2008-05-14,1.5479,10.8228,10.8372,,10.8228
2008-05-15,1.5442,10.8241,10.7997,,10.8241
2008-05-16,1.5582,10.8065,10.8922,,10.8065
2008-05-19,1.5517,10.8618,10.8199,,10.8618
2008-05-20,1.5652,10.8361,10.9177,,10.8361
2008-05-21,1.5795,10.902700000000001,10.9901,,10.902700000000001
2008-05-22,1.5723,10.969299999999999,10.9225,,10.969299999999999
2008-05-23,1.5764,10.9261,10.944099999999999,,10.9261
2008-05-26,1.5773,10.955,10.942300000000001,,10.955
2008-05-27,1.5676,10.963299999999998,10.9007,,10.963299999999998
2008-05-28,1.5647,10.8821,10.860700000000001,,10.8821
2008-05-29,1.5513,10.860700000000001,10.7652,,10.860700000000001
2008-05-30,1.5552,10.7772,10.798,,10.7772
2008-05-31,,,,10.8528,
2008-06-02,1.5538,10.7877,10.777,,10.7877
2008-06-03,1.5433,10.765,10.698,,10.765
2008-06-04,1.5424,10.7127,10.7079,,10.7127
2008-06-05,1.5581,10.7065,10.8298,,10.7065
2008-06-06,1.5769,10.7914,10.923,,10.7914
2008-06-09,1.5641,,,,
2008-06-10,1.5454,10.7812,10.7006,,10.7812
2008-06-11,1.5557,10.702499999999999,10.7609,,10.702499999999999
2008-06-12,1.5449,10.7225,10.667900000000001,,10.7225
2008-06-13,1.5378,10.654300000000001,10.614899999999999,,10.654300000000001
2008-06-16,1.5467,10.6196,10.6731,,10.6196
2008-06-17,1.5506,10.658,10.6882,,10.658
2008-06-18,1.5527,10.6782,10.6877,,10.6782
2008-06-19,1.5502,10.716700000000001,10.6625,,10.716700000000001
2008-06-20,1.5607,10.666,10.7374,,10.666
2008-06-23,1.5513,10.7255,10.671100000000001,,10.7255
2008-06-24,1.5569,10.667100000000001,10.6954,,10.667100000000001
2008-06-25,1.5666,10.6951,10.756499999999999,,10.6951
2008-06-26,1.575,10.7536,10.8179,,10.7536
2008-06-27,1.5793,10.8033,10.8378,,10.8033
2008-06-30,1.5754,10.8302,10.7998,10.721900000000002,10.8302
2008-07-01,1.5794,10.8071,10.827,,10.8071
2008-07-02,1.589,10.8428,10.8842,,10.8428
2008-07-03,1.5696,10.8814,10.7541,,10.8814
2008-07-04,1.5704,10.7753,10.7728,,10.7753
2008-07-07,1.5723,10.7372,10.796899999999999,,10.7372
2008-07-08,1.5667,10.782,10.746300000000002,,10.782
2008-07-09,1.5737,10.750499999999999,10.798499999999999,,10.750499999999999
2008-07-10,1.5784,10.772300000000001,10.8012,,10.772300000000001
2008-07-11,1.5937,10.8002,10.895,,10.8002
2008-07-14,1.5904,10.8482,10.8876,,10.8482
2008-07-15,1.5911,10.8537,10.8582,,10.8537
2008-07-16,1.5819,10.8375,10.7772,,10.8375
2008-07-17,1.5858,10.7957,10.8197,,10.7957
2008-07-18,1.5846,10.8065,10.8032,,10.8065
2008-07-21,1.5924,10.8264,10.878499999999999,,10.8264
2008-07-22,1.579,10.8646,10.7674,,10.8646
2008-07-23,1.5684,10.7772,10.7148,,10.7772
2008-07-24,1.5676,10.711699999999999,10.704,,10.711699999999999
2008-07-25,1.5708,10.698300000000001,10.7127,,10.698300000000001
2008-07-28,1.5737,10.7181,10.7656,,10.7181
2008-07-29,1.5583,10.7344,10.640899999999998,,10.7344
2008-07-30,1.5576,10.6522,10.634300000000001,,10.6522
2008-07-31,1.5597,10.6531,10.6575,10.7794,10.6531
2008-08-01,1.5564,10.6559,10.651,,10.6559
2008-08-04,1.5573,10.6626,10.6726,,10.6626
2008-08-05,1.545,10.6454,10.5972,,10.6454
2008-08-06,1.5413,10.6012,10.553500000000001,,10.6012
2008-08-07,1.5324,10.581100000000001,10.5169,,10.581100000000001
2008-08-08,1.5005,10.4616,10.29,,10.4616
2008-08-11,1.4892,10.2648,10.2214,,10.2648
2008-08-12,1.4913,10.2371,10.2443,,10.2371
2008-08-13,1.4922,10.2414,10.2326,,10.2414
2008-08-14,1.4801,10.2276,10.1634,,10.2276
2008-08-15,1.4687,10.134300000000001,10.091,,10.134300000000001
2008-08-18,1.4678,10.115,10.0976,,10.115
2008-08-19,1.478,10.0676,10.1448,,10.0676
2008-08-20,1.4743,10.1245,10.106,,10.1245
2008-08-21,1.4896,10.128300000000001,10.2026,,10.128300000000001
2008-08-22,1.479,10.169500000000001,10.1102,,10.169500000000001
2008-08-25,1.4752,10.0728,10.1025,,10.0728
2008-08-26,1.4642,10.0616,10.0313,,10.0616
2008-08-27,1.4713,10.0536,10.0644,,10.0536
2008-08-28,1.4697,10.0777,10.038,,10.0777
2008-08-29,1.4671,10.0522,10.0498,,10.0522
2008-08-31,,,,10.2684,
2008-09-01,1.4588,10.0092,9.9694,,10.0092
2008-09-02,1.4516,9.966700000000001,9.919500000000001,,9.966700000000001
2008-09-03,1.4491,9.9225,9.9151,,9.9225
2008-09-04,1.424,9.9242,9.742700000000001,,9.9242
2008-09-05,1.4267,9.7692,9.7637,,9.7692
2008-09-08,1.4118,9.8288,9.6582,,9.8288
2008-09-09,1.4105,9.6555,9.6699,,9.6555
2008-09-10,1.3954,9.6507,9.564,,9.6507
2008-09-11,1.4017,9.5474,9.606,,9.5474
2008-09-12,1.4222,9.5831,9.7287,,9.5831
2008-09-15,1.4262,,,,
2008-09-16,1.4101,9.7043,9.6761,,9.7043
2008-09-17,1.4324,9.690700000000001,9.784099999999999,,9.690700000000001
2008-09-18,1.4325,9.7998,9.8,,9.7998
2008-09-19,1.4462,9.7283,9.887500000000001,,9.7283
2008-09-22,1.4797,9.8812,10.1026,,9.8812
2008-09-23,1.4669,10.0796,9.9778,,10.0796
2008-09-24,1.4614,10.0051,9.975,,10.0051
2008-09-25,1.4615,9.995299999999999,9.973,,9.995299999999999
2008-09-26,1.4611,9.999699999999999,10.0038,,9.999699999999999
2008-09-29,1.4415,,,,
2008-09-30,1.4116,,,9.8285,
2008-10-01,1.4007,,,,
2008-10-02,1.3802,,,,
2008-10-03,1.3772,,,,
2008-10-06,1.3484,9.330300000000001,9.23,,9.330300000000001
2008-10-07,1.3627,9.2382,9.2764,,9.2382
2008-10-08,1.363,9.2842,9.2874,,9.2842
2008-10-09,1.3596,9.282300000000001,9.2714,,9.282300000000001
2008-10-10,1.341,9.2634,9.1685,,9.2634
2008-10-13,1.3595,9.2683,9.2918,,9.2683
2008-10-14,1.3617,9.3094,9.3068,,9.3094
2008-10-15,1.3461,9.2744,9.193100000000001,,9.2744
2008-10-16,1.3481,9.201,9.2111,,9.201
2008-10-17,1.3408,9.2056,9.1639,,9.2056
2008-10-20,1.3327,9.1962,9.1155,,9.1962
2008-10-21,1.3053,9.101500000000001,8.9236,,9.101500000000001
2008-10-22,1.2825,8.9015,8.7789,,8.9015
2008-10-23,1.2975,8.7501,8.871500000000001,,8.7501
2008-10-24,1.2621,8.7945,8.64,,8.7945
2008-10-27,1.2471,8.612,8.5486,,8.612
2008-10-28,1.2776,8.489,8.6979,,8.489
2008-10-29,1.2971,8.7105,8.8669,,8.7105
2008-10-30,1.2863,8.929699999999999,8.825299999999999,,8.929699999999999
2008-10-31,1.273,8.7254,8.7087,9.0434,8.7254
2008-11-03,1.2644,8.733699999999999,8.6481,,8.733699999999999
2008-11-04,1.2976,8.5968,8.9046,,8.5968
2008-11-05,1.2964,8.8378,8.8451,,8.8378
2008-11-06,1.2713,8.8096,8.6676,,8.8096
2008-11-07,1.2717,8.6497,8.698300000000001,,8.6497
2008-11-10,1.2748,8.7932,8.6922,,8.7932
2008-11-11,1.2518,8.6683,8.541,,8.6683
2008-11-12,1.2504,8.563699999999999,8.5203,,8.563699999999999
2008-11-13,1.2763,8.5082,8.759500000000001,,8.5082
2008-11-14,1.2601,8.7137,8.6338,,8.7137
2008-11-17,1.2632,8.5686,8.6345,,8.5686
2008-11-18,1.2636,8.6135,8.6155,,8.6135
2008-11-19,1.2487,8.6234,8.5526,,8.6234
2008-11-20,1.2452,8.546899999999999,8.5144,,8.546899999999999
2008-11-21,1.2583,8.499,8.593,,8.499
2008-11-24,1.2947,8.6121,8.814300000000001,,8.6121
2008-11-25,1.3063,8.787500000000001,8.9118,,8.787500000000001
2008-11-26,1.288,8.8829,8.8049,,8.8829
2008-11-27,1.2904,8.7981,8.8019,,8.7981
2008-11-28,1.2695,8.811900000000001,8.668899999999999,,8.811900000000001
2008-11-30,,,,8.6809,
2008-12-01,1.2605,8.672,8.6926,,8.672
2008-12-02,1.2714,8.6471,8.746,,8.6471
2008-12-03,1.2717,8.6902,8.7399,,8.6902
2008-12-04,1.278,8.691500000000001,8.791,,8.691500000000001
2008-12-05,1.2732,8.7287,8.7542,,8.7287
2008-12-08,1.296,8.7428,8.8998,,8.7428
2008-12-09,1.292,8.8468,8.874,,8.8468
2008-12-10,1.3018,8.8559,8.9338,,8.8559
2008-12-11,1.3351,8.9156,9.1525,,8.9156
2008-12-12,1.3367,9.118,9.1508,,9.118
2008-12-15,1.3687,9.2089,9.391,,9.2089
2008-12-16,1.401,9.370899999999999,9.6514,,9.370899999999999
2008-12-17,1.442,9.606,9.846499999999999,,9.606
2008-12-18,1.425,9.8561,9.7149,,9.8561
2008-12-19,1.3908,9.7569,9.525500000000001,,9.7569
2008-12-22,1.3935,9.573500000000001,9.555100000000001,,9.573500000000001
2008-12-23,1.393,9.5557,9.5622,,9.5557
2008-12-24,1.3968,9.538300000000001,9.573500000000001,,9.538300000000001
2008-12-25,1.3968,9.5678,9.5744,,9.5678
2008-12-26,1.4023,9.5724,9.6187,,9.5724
2008-12-29,1.3929,9.6506,9.5676,,9.6506
2008-12-30,1.4057,9.6104,9.611500000000001,,9.6104
2008-12-31,1.3947,9.659,9.542300000000001,9.2363,9.659
2009-01-02,1.3913,,,,
2009-01-05,1.3631,9.5382,9.2932,,9.5382
2009-01-06,1.3532,9.2927,9.236099999999999,,9.2927
2009-01-07,1.3642,9.2134,9.3165,,9.2134
2009-01-08,1.3702,9.2795,9.3813,,9.2795
2009-01-09,1.3459,9.338,9.1883,,9.338
2009-01-12,1.3358,9.1659,9.141900000000001,,9.1659
2009-01-13,1.3181,9.115699999999999,9.0188,,9.115699999999999
2009-01-14,1.3192,9.0379,8.9962,,9.0379
2009-01-15,1.312,9.017100000000001,8.9917,,9.017100000000001
2009-01-16,1.3267,8.992700000000001,9.0968,,8.992700000000001
2009-01-19,1.3087,9.1097,8.9613,,9.1097
2009-01-20,1.2908,8.8938,8.8181,,8.8938
2009-01-21,1.3027,8.8142,8.9214,,8.8142
2009-01-22,1.3002,8.8762,8.8816,,8.8762
2009-01-23,1.2961,8.8795,8.8831,,8.8795
2009-01-26,1.3187,,,,
2009-01-27,1.3165,,,,
2009-01-28,1.3165,,,,
2009-01-29,1.2955,,,,
2009-01-30,1.2811,,,,
2009-01-31,,,,9.1043,
2009-02-02,1.2847,8.726099999999999,8.7997,,8.726099999999999
2009-02-03,1.3038,8.784,8.9183,,8.784
2009-02-04,1.2848,8.8668,8.768,,8.8668
2009-02-05,1.2787,8.7593,8.740499999999999,,8.7593
2009-02-06,1.2938,8.7457,8.8396,,8.7457
2009-02-09,1.3003,8.8652,8.8984,,8.8652
2009-02-10,1.2913,8.8071,8.8018,,8.8071
2009-02-11,1.2905,8.8062,8.8118,,8.8062
2009-02-12,1.2863,8.8183,8.7943,,8.8183
2009-02-13,1.2861,8.804499999999999,8.7979,,8.804499999999999
2009-02-16,1.2807,8.7284,8.7225,,8.7284
2009-02-17,1.2581,8.7241,8.6083,,8.7241
2009-02-18,1.253,8.6103,8.5747,,8.6103
2009-02-19,1.2673,8.5967,8.6568,,8.5967
2009-02-20,1.2826,8.6372,8.7814,,8.6372
2009-02-23,1.2693,8.7396,8.6872,,8.7396
2009-02-24,1.2845,8.663699999999999,8.7788,,8.663699999999999
2009-02-25,1.2723,8.788499999999999,8.6897,,8.788499999999999
2009-02-26,1.2739,8.7122,8.7043,,8.7122
2009-02-27,1.2671,8.6804,8.6651,,8.6804
2009-02-28,,,,8.7432,
2009-03-02,1.2577,8.5996,8.6119,,8.5996
2009-03-03,1.256,8.5962,8.5969,,8.5962
2009-03-04,1.2654,8.530899999999999,8.6476,,8.530899999999999
2009-03-05,1.2539,8.6222,8.5928,,8.6222
2009-03-06,1.2651,8.5886,8.6471,,8.5886
2009-03-09,1.2603,8.6872,8.6273,,8.6872
2009-03-10,1.2679,8.634300000000001,8.669699999999999,,8.634300000000001
2009-03-11,1.2846,8.6978,8.7766,,8.6978
2009-03-12,1.2908,8.773,8.8309,,8.773
2009-03-13,1.2913,8.8257,8.8383,,8.8257
2009-03-16,1.2976,8.7996,8.866499999999998,,8.7996
2009-03-17,1.3013,8.8613,8.8964,,8.8613
2009-03-18,1.351,8.888,9.2325,,8.888
2009-03-19,1.3671,9.1896,9.3257,,9.1896
2009-03-20,1.3564,9.327100000000002,9.274099999999999,,9.327100000000002
2009-03-23,1.3619,9.3146,9.3154,,9.3146
2009-03-24,1.347,9.3374,9.1922,,9.3374
2009-03-25,1.3575,9.203100000000001,9.2804,,9.203100000000001
2009-03-26,1.3525,9.2882,9.2439,,9.2882
2009-03-27,1.3287,9.2658,9.087900000000001,,9.2658
2009-03-30,1.3201,9.0684,9.0274,,9.0684
2009-03-31,1.3243,9.032300000000001,9.0539,8.915,9.032300000000001
2009-04-01,1.3236,9.0159,9.044099999999998,,9.0159
2009-04-02,1.3466,9.0528,9.2013,,9.0528
2009-04-03,1.3486,9.187299999999999,9.2153,,9.187299999999999
2009-04-06,1.3397,,,,
2009-04-07,1.3266,9.1224,9.070300000000001,,9.1224
2009-04-08,1.3265,9.0303,9.065299999999999,,9.0303
2009-04-09,1.3156,9.0503,8.9976,,9.0503
2009-04-10,1.3133,8.961,9.0126,,8.961
2009-04-13,1.3366,8.9822,9.136099999999999,,8.9822
2009-04-14,1.3261,9.1035,9.056899999999999,,9.1035
2009-04-15,1.3213,9.043,9.0305,,9.043
2009-04-16,1.318,9.0557,9.0064,,9.0557
2009-04-17,1.3042,8.9884,8.9104,,8.9884
2009-04-20,1.2923,8.8712,8.8266,,8.8712
2009-04-21,1.2945,8.830499999999999,8.832,,8.830499999999999
2009-04-22,1.3002,8.827900000000001,8.8781,,8.827900000000001
2009-04-23,1.3132,8.8766,8.9734,,8.8766
2009-04-24,1.3242,8.9642,9.048499999999999,,8.9642
2009-04-27,1.3017,9.002899999999999,8.888,,9.002899999999999
2009-04-28,1.3136,8.886899999999999,8.9728,,8.886899999999999
2009-04-29,1.3251,8.9738,9.0537,,8.9738
2009-04-30,1.3224,9.083699999999999,9.018099999999999,8.9957,9.083699999999999
2009-05-01,1.3265,,,,
2009-05-04,1.3415,9.0869,9.1475,,9.0869
2009-05-05,1.331,9.1294,9.0849,,9.1294
2009-05-06,1.331,9.073500000000001,9.0766,,9.073500000000001
2009-05-07,1.3388,9.066099999999999,9.139100000000001,,9.066099999999999
2009-05-08,1.3625,9.1211,9.3088,,9.1211
2009-05-11,1.3573,9.297699999999999,9.263,,9.297699999999999
2009-05-12,1.3644,9.2734,9.3076,,9.2734
2009-05-13,1.359,9.3537,9.2776,,9.3537
2009-05-14,1.3634,9.259500000000001,9.3052,,9.259500000000001
2009-05-15,1.3489,9.312,9.210700000000001,,9.312
2009-05-18,1.3555,9.1778,9.256300000000001,,9.1778
2009-05-19,1.3626,9.2414,9.2984,,9.2414
2009-05-20,1.3765,9.2886,9.3966,,9.2886
2009-05-21,1.3903,9.3973,9.4818,,9.3973
2009-05-22,1.3997,9.5122,9.5484,,9.5122
2009-05-25,1.4015,9.554300000000001,9.561,,9.554300000000001
2009-05-26,1.3988,9.564,9.5588,,9.564
2009-05-27,1.3836,9.55,9.4462,,9.55
2009-05-28,1.3931,,,,
2009-05-29,1.4147,,,,
2009-05-31,,,,9.2922,
2009-06-01,1.4152,9.637500000000001,9.668899999999999,,9.637500000000001
2009-06-02,1.4305,9.663,9.7727,,9.663
2009-06-03,1.4145,9.7621,9.6667,,9.7621
2009-06-04,1.4175,9.6844,9.6934,,9.6844
2009-06-05,1.3968,9.6942,9.5492,,9.6942
2009-06-08,1.3898,9.5513,9.5025,,9.5513
2009-06-09,1.4074,9.5203,9.615,,9.5203
2009-06-10,1.3965,9.6118,9.5444,,9.6118
2009-06-11,1.4095,9.5701,9.643699999999999,,9.5701
2009-06-12,1.4015,9.6379,9.5859,,9.6379
2009-06-15,1.3782,9.5489,9.4303,,9.5489
2009-06-16,1.3835,9.4136,9.4562,,9.4136
2009-06-17,1.394,9.4538,9.5355,,9.4538
2009-06-18,1.3905,9.5366,9.5044,,9.5366
2009-06-19,1.3937,9.5017,9.5319,,9.5017
2009-06-22,1.3856,9.5072,9.4754,,9.5072
2009-06-23,1.4075,9.4639,9.6213,,9.4639
2009-06-24,1.3929,9.623,9.513100000000001,,9.623
2009-06-25,1.3996,9.5376,9.5624,,9.5376
2009-06-26,1.4058,9.589500000000001,9.6034,,9.589500000000001
2009-06-29,1.4074,9.5868,9.6185,,9.5868
2009-06-30,1.4037,9.6408,9.5869,9.578899999999999,9.6408
2009-07-01,1.4152,9.5911,9.671,,9.5911
2009-07-02,1.3946,9.65,9.5202,,9.65
2009-07-03,1.3979,9.5461,9.540899999999999,,9.5461
2009-07-06,1.3973,9.550099999999999,9.5514,,9.550099999999999
2009-07-07,1.3916,9.5482,9.5115,,9.5482
2009-07-08,1.3874,9.4878,9.4808,,9.4878
2009-07-09,1.4023,9.4907,9.5812,,9.4907
2009-07-10,1.3935,9.558,9.52,,9.558
2009-07-13,1.3984,9.5464,9.5515,,9.5464
2009-07-14,1.397,9.561,9.5455,,9.561
2009-07-15,1.4103,9.554,9.6372,,9.554
2009-07-16,1.4141,9.6167,9.664,,9.6167
2009-07-17,1.4099,9.6474,9.6316,,9.6474
2009-07-20,1.4227,9.6633,9.720899999999999,,9.6633
2009-07-21,1.4213,9.710099999999999,9.7089,,9.710099999999999
2009-07-22,1.4206,9.692,9.7095,,9.692
2009-07-23,1.4151,9.710899999999999,9.6723,,9.710899999999999
2009-07-24,1.42,9.6694,9.704,,9.6694
2009-07-27,1.4243,9.7016,9.7301,,9.7016
2009-07-28,1.4172,9.7229,9.6825,,9.7229
2009-07-29,1.4034,9.6869,9.588700000000001,,9.6869
2009-07-30,1.4065,9.6045,9.615699999999999,,9.6045
2009-07-31,1.4255,9.625,9.7357,9.6145,9.625
2009-08-03,1.4417,9.741,9.849699999999999,,9.741
2009-08-04,1.4396,9.8315,9.8369,,9.8315
2009-08-05,1.4413,9.8408,9.843900000000001,,9.8408
2009-08-06,1.4353,9.8433,9.7998,,9.8433
2009-08-07,1.418,9.8105,9.6929,,9.8105
2009-08-10,1.4145,9.7068,9.6668,,9.7068
2009-08-11,1.4148,9.6691,9.6707,,9.6691
2009-08-12,1.4202,9.6816,9.7061,,9.6816
2009-08-13,1.4278,9.717,9.7645,,9.717
2009-08-14,1.4202,9.7644,9.708300000000001,,9.7644
2009-08-17,1.4074,9.679,9.6216,,9.679
2009-08-18,1.4131,9.644300000000001,9.6584,,9.644300000000001
2009-08-19,1.4234,9.6692,9.7291,,9.6692
2009-08-20,1.4247,9.7138,9.735299999999999,,9.7138
2009-08-21,1.4325,9.7356,9.7845,,9.7356
2009-08-24,1.4296,9.802700000000002,9.77,,9.802700000000002
2009-08-25,1.4299,9.7593,9.7677,,9.7593
2009-08-26,1.4242,9.7643,9.735299999999999,,9.7643
2009-08-27,1.435,9.721900000000002,9.8029,,9.721900000000002
2009-08-28,1.4302,9.8116,9.7664,,9.8116
2009-08-31,1.4331,9.7727,9.7876,9.7467,9.7727
2009-09-01,1.4217,9.788499999999999,9.7122,,9.788499999999999
2009-09-02,1.4261,9.703299999999999,9.7431,,9.703299999999999
2009-09-03,1.4257,9.745,9.7363,,9.745
2009-09-04,1.4297,9.7379,9.7618,,9.7379
2009-09-07,1.4338,9.7864,9.7887,,9.7864
2009-09-08,1.4494,9.7952,9.8895,,9.7952
2009-09-09,1.4565,9.903,9.945500000000001,,9.903
2009-09-10,1.458,9.939,9.956700000000001,,9.939
2009-09-11,1.4581,9.9562,9.949100000000001,,9.9562
2009-09-14,1.4627,9.9242,9.986899999999999,,9.9242
2009-09-15,1.4662,9.9964,10.0116,,9.9964
2009-09-16,1.4708,10.023299999999999,10.0426,,10.023299999999999
2009-09-17,1.4741,10.0428,10.0609,,10.0428
2009-09-18,1.4715,10.0584,10.0442,,10.0584
2009-09-21,1.4676,10.0426,10.0217,,10.0426
2009-09-22,1.4789,10.0416,10.098099999999999,,10.0416
2009-09-23,1.4695,10.0959,10.0552,,10.0959
2009-09-24,1.466,10.0662,10.008099999999999,,10.0662
2009-09-25,1.4669,9.9924,10.0293,,9.9924
2009-09-28,1.4615,10.0012,9.982099999999999,,10.0012
2009-09-29,1.4582,9.9724,9.959,,9.9724
2009-09-30,1.4636,9.965900000000001,9.9916,9.9354,9.965900000000001
2009-10-01,1.4544,,,,
2009-10-02,1.4574,,,,
2009-10-05,1.4648,,,,
2009-10-06,1.4722,,,,
2009-10-07,1.4687,,,,
2009-10-08,1.4792,,,,
2009-10-09,1.4728,10.0807,10.0541,,10.0807
2009-10-12,1.4774,10.0368,10.0815,,10.0368
2009-10-13,1.4852,10.0941,10.1434,,10.0941
2009-10-14,1.4923,10.1339,10.1894,,10.1339
2009-10-15,1.4938,10.1998,10.2034,,10.1998
2009-10-16,1.4902,10.2132,10.176,,10.2132
2009-10-19,1.4965,10.1382,10.215900000000001,,10.1382
2009-10-20,1.4936,10.217699999999999,10.1975,,10.217699999999999
2009-10-21,1.5007,10.1878,10.247900000000001,,10.1878
2009-10-22,1.5025,10.2626,10.2599,,10.2626
2009-10-23,1.5006,10.2692,10.2448,,10.2692
2009-10-26,1.4866,10.2464,10.1512,,10.2464
2009-10-27,1.4812,10.153500000000001,10.1137,,10.153500000000001
2009-10-28,1.4718,10.0994,10.0463,,10.0994
2009-10-29,1.4835,10.0362,10.1286,,10.0362
2009-10-30,1.4717,10.1288,10.0487,,10.1288
2009-10-31,,,,10.156099999999999,
2009-11-02,1.4775,10.0624,10.0833,,10.0624
2009-11-03,1.4725,10.106,10.0698,,10.106
2009-11-04,1.4863,10.0505,10.0785,,10.0505
2009-11-05,1.4872,10.1429,10.1204,,10.1429
2009-11-06,1.4843,10.153699999999999,10.1684,,10.153699999999999
2009-11-09,1.4995,10.1624,10.2154,,10.1624
2009-11-10,1.4989,10.235100000000001,10.2309,,10.235100000000001
2009-11-11,1.4984,10.2407,10.264,,10.2407
2009-11-12,1.4844,10.2433,10.2222,,10.2433
2009-11-13,1.4906,10.142,10.2299,,10.142
2009-11-16,1.4968,10.2046,10.2254,,10.2046
2009-11-17,1.4875,10.2287,10.2,,10.2287
2009-11-18,1.4962,10.1644,10.1866,,10.1644
2009-11-19,1.4925,10.2022,10.155,,10.2022
2009-11-20,1.4861,10.1956,10.1688,,10.1956
2009-11-23,1.4961,10.1732,10.2274,,10.1732
2009-11-24,1.4961,10.2028,10.1946,,10.2028
2009-11-25,1.5136,10.217699999999999,10.249500000000001,,10.217699999999999
2009-11-26,1.5018,10.3238,10.289900000000001,,10.3238
2009-11-27,1.4985,10.2192,10.1558,,10.2192
2009-11-30,1.5004,10.235,10.2722,10.186,10.235
2009-12-01,1.5082,10.2518,10.287500000000001,,10.2518
2009-12-02,1.5045,10.3047,10.3044,,10.3047
2009-12-03,1.5053,10.294099999999998,10.3136,,10.294099999999998
2009-12-04,1.4856,10.2746,10.284899999999999,,10.2746
2009-12-07,1.4824,10.166300000000001,10.1626,,10.166300000000001
2009-12-08,1.47,10.144300000000001,10.1196,,10.144300000000001
2009-12-09,1.4724,10.0455,10.064300000000001,,10.0455
2009-12-10,1.4729,10.0717,10.0462,,10.0717
2009-12-11,1.4622,10.0541,10.048499999999999,,10.0541
2009-12-14,1.4657,9.9926,10.0119,,9.9926
2009-12-15,1.4537,10.001,9.945699999999999,,10.001
2009-12-16,1.453,9.926499999999999,9.9299,,9.926499999999999
2009-12-17,1.4339,9.9188,9.821299999999999,,9.9188
2009-12-18,1.4346,9.7984,9.824,,9.7984
2009-12-21,1.4279,9.7873,9.759,,9.7873
2009-12-22,1.4249,9.7562,9.7795,,9.7562
2009-12-23,1.4335,9.731900000000001,9.7281,,9.731900000000001
2009-12-24,1.4379,9.7904,9.8,,9.7904
2009-12-25,1.4398,9.8157,9.8285,,9.8157
2009-12-28,1.4378,9.811100000000001,9.827,,9.811100000000001
2009-12-29,1.4354,9.8097,9.8596,,9.8097
2009-12-30,1.4338,9.7836,9.791500000000001,,9.7836
2009-12-31,1.4324,9.7971,9.837900000000001,9.9708,9.7971
2010-01-04,1.441,9.7635,9.7956,,9.7635
2010-01-05,1.4364,9.8419,9.8493,,9.8419
2010-01-06,1.4409,9.789900000000001,9.79,,9.789900000000001
2010-01-07,1.431,9.8529,9.8071,,9.8529
2010-01-08,1.441,9.769,9.784899999999999,,9.769
2010-01-11,1.4511,9.8941,9.9126,,9.8941
2010-01-12,1.4489,9.8973,9.894,,9.8973
