国家,,中国,中国,中国,中国
指标名称,欧元兑美元,中间价:欧元兑人民币,CFETS:即期汇率:欧元兑人民币,平均汇率:欧元兑人民币,基准汇率:欧元兑人民币
频率,日,日,日,月,日
单位,,,,,
指标ID,M0000200,M0000186,M0067856,M0010045,M0325689
时间区间,1975-01-02:2026-01-12,1999-01-04:2026-01-13,1992-02-07:2026-01-12,1990-01:2025-12,1999-01-04:2026-01-13
来源,洲际交易所,中国人民银行,中国外汇交易中心(2009年后),中国人民银行,中国人民银行
2018-12-31,1.1466,,,7.8309,
2019-01-01,1.14645,,,,
2019-01-02,1.1343,7.852099999999999,7.847900000000001,,7.852099999999999
2019-01-03,1.1394,7.7818,7.8148,,7.7818
2019-01-04,1.1396,7.8157,7.8295,,7.8157
2019-01-07,1.14745,7.8186,7.8344,,7.8186
2019-01-08,1.1441,7.8512,7.8463,,7.8512
2019-01-09,1.15425,7.8443000000000005,7.835,,7.8443000000000005
2019-01-10,1.15,7.876499999999999,7.827500000000001,,7.876499999999999
2019-01-11,1.1468,7.8149,7.7757,,7.8149
2019-01-14,1.14685,7.744700000000001,7.751500000000001,,7.744700000000001
2019-01-15,1.1413,7.7487,7.7364999999999995,,7.7487
2019-01-16,1.13915,7.7142,7.7116,,7.7142
2019-01-17,1.1389,7.7038,7.714899999999999,,7.7038
2019-01-18,1.1364,7.707299999999999,7.7167,,7.707299999999999
2019-01-21,1.13655,7.703900000000001,7.7273,,7.703900000000001
2019-01-22,1.13595,7.7142,7.7336,,7.7142
2019-01-23,1.1382,7.722499999999999,7.7105,,7.722499999999999
2019-01-24,1.1306,7.7204,7.715299999999999,,7.7204
2019-01-25,1.1408,7.681699999999999,7.660899999999999,,7.681699999999999
2019-01-28,1.1427,7.702700000000001,7.6784,,7.702700000000001
2019-01-29,1.1433,7.699699999999999,7.7029,,7.699699999999999
2019-01-30,1.148,7.7003,7.680499999999999,,7.7003
2019-01-31,1.14475,7.698099999999999,7.7186,7.755299999999999,7.698099999999999
2019-02-01,1.14565,7.6775,7.7158,,7.6775
2019-02-04,1.1437,,,,
2019-02-05,1.14065,,,,
2019-02-06,1.13615,,,,
2019-02-07,1.13375,,,,
2019-02-08,1.1322,,,,
2019-02-11,1.1276,7.6432,7.669900000000001,,7.6432
2019-02-12,1.1327,7.6418,7.6364,,7.6418
2019-02-13,1.1261,7.671100000000001,7.6548,,7.671100000000001
2019-02-14,1.12955,7.628099999999999,7.6236999999999995,,7.628099999999999
2019-02-15,1.1292,7.64,7.6432,,7.64
2019-02-18,1.131,7.6412,7.6476,,7.6412
2019-02-19,1.13405,7.650499999999999,7.6584,,7.650499999999999
2019-02-20,1.1337,7.6622,7.628099999999999,,7.6622
2019-02-21,1.1334,7.6268,7.624499999999999,,7.6268
2019-02-22,1.1332,7.6168,7.6272,,7.6168
2019-02-25,1.13575,7.6138,7.600099999999999,,7.6138
2019-02-26,1.1389,7.606300000000001,7.6039,,7.606300000000001
2019-02-27,1.1389,7.6168,7.6118,,7.6168
2019-02-28,1.13705,7.6082,7.6132,7.6363,7.6082
2019-03-01,1.1366,7.612099999999999,7.617,,7.612099999999999
2019-03-04,1.13395,7.624700000000001,7.600099999999999,,7.624700000000001
2019-03-05,1.13085,7.5966,7.5908,,7.5966
2019-03-06,1.1306,7.5796,7.588499999999999,,7.5796
2019-03-07,1.1193,7.589500000000001,7.5876,,7.589500000000001
2019-03-08,1.1233,7.5264,7.5352,,7.5264
2019-03-11,1.12445,7.5485,7.5628,,7.5485
2019-03-12,1.1286,7.5584,7.5654,,7.5584
2019-03-13,1.13275,7.5754,7.5754,,7.5754
2019-03-14,1.1305,7.5924,7.608899999999999,,7.5924
2019-03-15,1.13255,7.594,7.602899999999999,,7.594
2019-03-18,1.1339,7.5954,7.615100000000001,,7.5954
2019-03-19,1.13515,7.6028,7.625500000000001,,7.6028
2019-03-20,1.14125,7.617,7.600700000000001,,7.617
2019-03-21,1.1374,7.6376,7.6202,,7.6376
2019-03-22,1.13015,7.613500000000001,7.6229,,7.613500000000001
2019-03-25,1.13115,7.5787,7.5852,,7.5787
2019-03-26,1.12665,7.586099999999999,7.5902,,7.586099999999999
2019-03-27,1.12445,7.5688,7.569500000000001,,7.5688
2019-03-28,1.1224,7.5658,7.563,,7.5658
2019-03-29,1.1218,7.560700000000001,7.5496,,7.560700000000001
2019-03-31,,,,7.586899999999999,
2019-04-01,1.12135,7.542,7.5475,,7.542
2019-04-02,1.1205,7.5257,7.528099999999999,,7.5257
2019-04-03,1.12325,7.529,7.5399,,7.529
2019-04-04,1.12205,7.5409,7.551,,7.5409
2019-04-05,1.1215,,,,
2019-04-08,1.126,7.5374,7.5456,,7.5374
2019-04-09,1.1262,7.557900000000001,7.5668,,7.557900000000001
2019-04-10,1.1273,7.559500000000001,7.567100000000001,,7.559500000000001
2019-04-11,1.1253,7.5627,7.5742,,7.5627
2019-04-12,1.12985,7.5707,7.5832999999999995,,7.5707
2019-04-15,1.13035,7.5871,7.5894,,7.5871
2019-04-16,1.12815,7.584300000000001,7.5868,,7.584300000000001
2019-04-17,1.1298,7.5724,7.5707,,7.5724
2019-04-18,1.1231,7.5584999999999996,7.544300000000001,,7.5584999999999996
2019-04-19,1.1245,7.5342,7.5386,,7.5342
2019-04-22,1.12575,7.537299999999999,7.5482,,7.537299999999999
2019-04-23,1.12265,7.55,7.559,,7.55
2019-04-24,1.11535,7.5406,7.5326,,7.5406
2019-04-25,1.1132,7.505299999999999,7.509100000000001,,7.505299999999999
2019-04-26,1.1147,7.499,7.5071,,7.499
2019-04-29,1.11865,7.5044,7.5172,,7.5044
2019-04-30,1.1215,7.5256,7.5464,7.544,7.5256
2019-05-01,1.11955,,,,
2019-05-02,1.1172,,,,
2019-05-03,1.12035,,,,
2019-05-06,1.1199,7.5324,7.5682,,7.5324
2019-05-07,1.11915,7.561,7.569,,7.561
2019-05-08,1.11915,7.564700000000001,7.5889,,7.564700000000001
2019-05-09,1.1215,7.575100000000001,7.621100000000001,,7.575100000000001
2019-05-10,1.12325,7.6187000000000005,7.6446,,7.6187000000000005
2019-05-13,1.12215,7.632700000000001,7.719500000000001,,7.632700000000001
2019-05-14,1.1204,7.6768,7.738899999999999,,7.6768
2019-05-15,1.12005,7.689900000000001,7.705100000000001,,7.689900000000001
2019-05-16,1.1174,7.6974,7.7186,,7.6974
2019-05-17,1.1158,7.6926,7.724099999999999,,7.6926
2019-05-20,1.11665,7.7075000000000005,7.7186,,7.7075000000000005
2019-05-21,1.11605,7.7098,7.7082,,7.7098
2019-05-22,1.11505,7.7126,7.704899999999999,,7.7126
2019-05-23,1.1182,7.698499999999999,7.703,,7.698499999999999
2019-05-24,1.1206,7.713100000000001,7.7226,,7.713100000000001
2019-05-27,1.11925,7.7262,7.719,,7.7262
2019-05-28,1.116,7.7189,7.7354,,7.7189
2019-05-29,1.1131,7.7146,7.709900000000001,,7.7146
2019-05-30,1.1129,7.6952,7.689699999999999,,7.6952
2019-05-31,1.1168,7.683299999999999,7.6964999999999995,7.666099999999999,7.683299999999999
2019-06-03,1.1241,7.699699999999999,7.718300000000001,,7.699699999999999
2019-06-04,1.12515,7.7399000000000004,7.7829,,7.7399000000000004
2019-06-05,1.12205,7.7596,7.7913,,7.7596
2019-06-06,1.12755,7.753100000000001,7.7731,,7.753100000000001
2019-06-07,1.1334,,,,
2019-06-10,1.13115,7.7997,7.8344,,7.7997
2019-06-11,1.13265,7.814700000000001,7.8256,,7.814700000000001
2019-06-12,1.12875,7.814700000000001,7.8392,,7.814700000000001
2019-06-13,1.12765,7.802,7.819,,7.802
2019-06-14,1.12095,7.789299999999999,7.811699999999999,,7.789299999999999
2019-06-17,1.1219,7.7585,7.7674,,7.7585
2019-06-18,1.11935,7.7524,7.7520999999999995,,7.7524
2019-06-19,1.12265,7.7304,7.7356,,7.7304
2019-06-20,1.12925,7.737900000000001,7.7348,,7.737900000000001
2019-06-21,1.13685,7.733,7.7715000000000005,,7.733
2019-06-24,1.14,7.793500000000001,7.8375,,7.793500000000001
2019-06-25,1.13665,7.8161,7.834499999999999,,7.8161
2019-06-26,1.13695,7.810899999999999,7.8224,,7.810899999999999
2019-06-27,1.13695,7.8204,7.8199000000000005,,7.8204
2019-06-28,1.1372,7.817,7.819699999999999,,7.817
2019-06-30,,,,7.775900000000001,
2019-07-01,1.12855,7.809900000000001,7.754899999999999,,7.809900000000001
2019-07-02,1.1286,7.7327,7.77,,7.7327
2019-07-03,1.1278,7.7474,7.7642,,7.7474
2019-07-04,1.1285,7.7544,7.7546,,7.7544
2019-07-05,1.1225,7.7524999999999995,7.747,,7.7524999999999995
2019-07-08,1.1215,7.7326,7.7277,,7.7326
2019-07-09,1.12075,7.7214,7.7124999999999995,,7.7214
2019-07-10,1.1252,7.714899999999999,7.7226,,7.714899999999999
2019-07-11,1.1254,7.731299999999999,7.7416,,7.731299999999999
2019-07-12,1.127,7.730300000000001,7.7479000000000005,,7.730300000000001
2019-07-15,1.12575,7.739299999999999,7.7495,,7.739299999999999
2019-07-16,1.1211,7.7378,7.7318,,7.7378
2019-07-17,1.1224,7.7167,7.713500000000001,,7.7167
2019-07-18,1.12765,7.7186,7.7248,,7.7186
2019-07-19,1.1221,7.7272,7.7408,,7.7272
2019-07-22,1.12085,7.713500000000001,7.718,,7.713500000000001
2019-07-23,1.11515,7.7116999999999996,7.6956999999999995,,7.7116999999999996
2019-07-24,1.114,7.677900000000001,7.6592,,7.677900000000001
2019-07-25,1.11465,7.6582,7.6518,,7.6582
2019-07-26,1.1128,7.668,7.66,,7.668
2019-07-29,1.11445,7.6611,7.6603,,7.6611
2019-07-30,1.1155,7.674899999999999,7.6718,,7.674899999999999
2019-07-31,1.10765,7.680300000000001,7.675699999999999,7.717900000000001,7.680300000000001
2019-08-01,1.1085,7.6356,7.6178,,7.6356
2019-08-02,1.11075,7.637,7.7025,,7.637
2019-08-05,1.1203,7.682099999999999,7.8362,,7.682099999999999
2019-08-06,1.1202,7.8252,7.876899999999999,,7.8252
2019-08-07,1.1199,7.8451,7.879500000000001,,7.8451
2019-08-08,1.11805,7.8611,7.910099999999999,,7.8611
2019-08-09,1.12,7.8512,7.8872,,7.8512
2019-08-12,1.12125,7.8767000000000005,7.893,,7.8767000000000005
2019-08-13,1.11705,7.8916,7.906300000000001,,7.8916
2019-08-14,1.114,7.8797,7.843500000000001,,7.8797
2019-08-15,1.11065,7.8278,7.8366,,7.8278
2019-08-16,1.1091,7.810899999999999,7.8084999999999996,,7.810899999999999
2019-08-19,1.1078,7.8052,7.820899999999999,,7.8052
2019-08-20,1.10995,7.8088,7.8215,,7.8088
2019-08-21,1.10845,7.8172,7.8418,,7.8172
2019-08-22,1.1079,7.818300000000001,7.868499999999999,,7.818300000000001
2019-08-23,1.1143,7.830499999999999,7.8412,,7.830499999999999
2019-08-26,1.11,7.8627,7.9494,,7.8627
2019-08-27,1.10905,7.8836,7.9620999999999995,,7.8836
2019-08-28,1.10775,7.8889,7.9426,,7.8889
2019-08-29,1.1057,7.8902,7.923,,7.8902
2019-08-30,1.0991,7.866099999999999,7.8863,,7.866099999999999
2019-08-31,,,,7.8225,
2019-09-02,1.097,7.8153,7.872300000000001,,7.8153
2019-09-03,1.09745,7.8051,7.858499999999999,,7.8051
2019-09-04,1.1035,7.8028,7.8646,,7.8028
2019-09-05,1.10345,7.829,7.8898,,7.829
2019-09-06,1.1029,7.841100000000001,7.868899999999999,,7.841100000000001
2019-09-09,1.10475,7.8207,7.867900000000001,,7.8207
2019-09-10,1.10425,7.840300000000001,7.848,,7.840300000000001
2019-09-11,1.10105,7.8359000000000005,7.8488999999999995,,7.8359000000000005
2019-09-12,1.1063,7.8172999999999995,7.8182,,7.8172999999999995
2019-09-13,1.10735,,,,
2019-09-16,1.10025,7.834700000000001,7.8144,,7.834700000000001
2019-09-17,1.1072,7.7832,7.8144,,7.7832
2019-09-18,1.10295,7.8312,7.833900000000001,,7.8312
2019-09-19,1.1041,7.8132,7.8494,,7.8132
2019-09-20,1.10175,7.8236,7.8378,,7.8236
2019-09-23,1.0993,7.803,7.824700000000001,,7.803
2019-09-24,1.10205,7.7962,7.8119000000000005,,7.7962
2019-09-25,1.09425,7.793500000000001,7.834700000000001,,7.793500000000001
2019-09-26,1.092,7.777900000000001,7.8043000000000005,,7.777900000000001
2019-09-27,1.09415,7.747699999999999,7.782099999999999,,7.747699999999999
2019-09-30,1.08985,7.7538,7.809500000000001,7.808300000000001,7.7538
2019-10-01,1.0933,,,,
2019-10-02,1.0959,,,,
2019-10-03,1.0963,,,,
2019-10-04,1.0978,,,,
2019-10-07,1.09705,,,,
2019-10-08,1.0956,7.7795000000000005,7.8332999999999995,,7.7795000000000005
2019-10-09,1.0972,7.774700000000001,7.8374,,7.774700000000001
2019-10-10,1.1005,7.7924999999999995,7.8481,,7.7924999999999995
2019-10-11,1.1037,7.7986,7.816700000000001,,7.7986
2019-10-14,1.1026,7.802300000000001,7.7896,,7.802300000000001
2019-10-15,1.1032,7.792,7.806099999999999,,7.792
2019-10-16,1.10725,7.8052,7.8367,,7.8052
2019-10-17,1.11245,7.8405,7.844899999999999,,7.8405
2019-10-18,1.117,7.862499999999999,7.8788,,7.862499999999999
2019-10-21,1.115,7.8843000000000005,7.9008,,7.8843000000000005
2019-10-22,1.11245,7.8802,7.8878,,7.8802
2019-10-23,1.11305,7.8725,7.8687000000000005,,7.8725
2019-10-24,1.11045,7.873100000000001,7.8668,,7.873100000000001
2019-10-25,1.10805,7.8552,7.8612,,7.8552
2019-10-28,1.1099,7.8418,7.8336,,7.8418
2019-10-29,1.1111,7.837299999999999,7.8287,,7.837299999999999
2019-10-30,1.11505,7.8434,7.847500000000001,,7.8434
2019-10-31,1.11525,7.8676,7.8514,7.833500000000001,7.8676
2019-11-01,1.11645,7.847,7.852499999999999,,7.847
2019-11-04,1.1128,7.8548,7.841500000000001,,7.8548
2019-11-05,1.10735,7.8321,7.7952,,7.8321
2019-11-06,1.1066,7.763,7.753299999999999,,7.763
2019-11-07,1.10495,7.7494,7.7386,,7.7494
2019-11-08,1.10205,7.7284999999999995,7.719,,7.7284999999999995
2019-11-11,1.10335,7.7078,7.722899999999999,,7.7078
2019-11-12,1.10085,7.721900000000001,7.7214,,7.721900000000001
2019-11-13,1.1004,7.7113,7.721500000000001,,7.7113
2019-11-14,1.1021,7.713900000000001,7.7284999999999995,,7.713900000000001
2019-11-15,1.1052,7.725299999999999,7.7269,,7.725299999999999
2019-11-18,1.1072,7.7414,7.7582,,7.7414
2019-11-19,1.10775,7.7563,7.7764,,7.7563
2019-11-20,1.10735,7.766700000000001,7.783100000000001,,7.766700000000001
2019-11-21,1.10585,7.780499999999999,7.7962,,7.780499999999999
2019-11-22,1.10205,7.778700000000001,7.7892,,7.778700000000001
2019-11-25,1.1014,7.7593,7.7544,,7.7593
2019-11-26,1.1021,7.7474,7.7504,,7.7474
2019-11-27,1.0999,7.7528,7.7364999999999995,,7.7528
2019-11-28,1.10095,7.7334,7.7432,,7.7334
2019-11-29,1.10185,7.7406,7.736300000000001,,7.7406
2019-11-30,,,,7.757699999999999,
2019-12-02,1.1078,7.741699999999999,7.7600999999999996,,7.741699999999999
2019-12-03,1.10815,7.776,7.8084999999999996,,7.776
2019-12-04,1.1077,7.7898,7.8363000000000005,,7.7898
2019-12-05,1.11035,7.814099999999999,7.808300000000001,,7.814099999999999
2019-12-06,1.1059,7.8158,7.8127,,7.8158
2019-12-09,1.1063,7.785299999999999,7.7918,,7.785299999999999
2019-12-10,1.1092,7.789299999999999,7.794,,7.789299999999999
2019-12-11,1.11295,7.8076,7.7994,,7.8076
2019-12-12,1.113,7.821699999999999,7.8321,,7.821699999999999
2019-12-13,1.11215,7.846,7.8058,,7.846
2019-12-16,1.1144,7.7786,7.8043000000000005,,7.7786
2019-12-17,1.1151,7.7932,7.7988,,7.7932
2019-12-18,1.11135,7.8016,7.793,,7.8016
2019-12-19,1.11215,7.783,7.7975,,7.783
2019-12-20,1.1078,7.7872,7.7983,,7.7872
2019-12-23,1.109,7.7656,7.7708,,7.7656
2019-12-24,1.10885,7.7774,7.769900000000001,,7.7774
2019-12-25,1.1091,7.7686,7.746499999999999,,7.7686
2019-12-26,1.10965,7.747,7.7656,,7.747
2019-12-27,1.1175,7.7558,7.7932999999999995,,7.7558
2019-12-30,1.1198,7.8074,7.8234,,7.8074
2019-12-31,1.1217,7.815500000000001,7.807900000000001,7.7895,7.815500000000001
2020-01-01,1.12625,,,,
2020-01-02,1.11725,7.811299999999999,7.7998,,7.811299999999999
2020-01-03,1.11605,7.785100000000001,7.7802,,7.785100000000001
2020-01-06,1.11975,7.784300000000001,7.788499999999999,,7.784300000000001
2020-01-07,1.1153,7.8004999999999995,7.7562,,7.8004999999999995
2020-01-08,1.11055,7.7468,7.7311000000000005,,7.7468
2020-01-09,1.1106,7.719500000000001,7.7012,,7.719500000000001
2020-01-10,1.1121,7.7029,7.6944,,7.7029
2020-01-13,1.11335,7.6994,7.6684,,7.6994
2020-01-14,1.11265,7.6793,7.6678,,7.6793
2020-01-15,1.11495,7.661500000000001,7.6604,,7.661500000000001
2020-01-16,1.11365,7.673299999999999,7.68,,7.673299999999999
2020-01-17,1.109,7.670300000000001,7.6394,,7.670300000000001
2020-01-20,1.10955,7.6182,7.6115,,7.6182
2020-01-21,1.10825,7.611699999999999,7.6606,,7.611699999999999
2020-01-22,1.1094,7.6304,7.649900000000001,,7.6304
2020-01-23,1.1054,7.64,7.6835,,7.64
2020-01-24,1.1027,,,,
2020-01-27,1.1018,,,,
2020-01-28,1.10225,,,,
2020-01-29,1.10105,,,,
2020-01-30,1.10305,,,,
2020-01-31,1.1094,,,7.7022,
2020-02-03,1.10585,7.675,7.778499999999999,,7.675
2020-02-04,1.1045,7.7178,7.727100000000001,,7.7178
2020-02-05,1.09985,7.7116,7.733,,7.7116
2020-02-06,1.09805,7.6966,7.6709,,7.6966
2020-02-07,1.09445,7.6624,7.6634,,7.6624
2020-02-10,1.09105,7.6534,7.645900000000001,,7.6534
2020-02-11,1.09155,7.624499999999999,7.6082,,7.624499999999999
2020-02-12,1.0873,7.611299999999999,7.613900000000001,,7.611299999999999
2020-02-13,1.08415,7.5864,7.594499999999999,,7.5864
2020-02-14,1.0832,7.569699999999999,7.5634,,7.569699999999999
2020-02-17,1.08355,7.5649,7.5668,,7.5649
2020-02-18,1.07915,7.564700000000001,7.585299999999999,,7.564700000000001
2020-02-19,1.0808,7.557100000000001,7.554499999999999,,7.557100000000001
2020-02-20,1.0785,7.5698,7.5708,,7.5698
2020-02-21,1.0846,7.574300000000001,7.603699999999999,,7.574300000000001
2020-02-24,1.08545,7.6107000000000005,7.6149,,7.6107000000000005
2020-02-25,1.08805,7.6204,7.6202,,7.6204
2020-02-26,1.0881,7.6271,7.638,,7.6271
2020-02-27,1.10005,7.641299999999999,7.6688,,7.641299999999999
2020-02-28,1.10295,7.705900000000001,7.707299999999999,,7.705900000000001
2020-02-29,,,,7.6272,
2020-03-02,1.11325,7.7214,7.7138,,7.7214
2020-03-03,1.11735,7.745699999999999,7.7665,,7.745699999999999
2020-03-04,1.11345,7.766700000000001,7.740099999999999,,7.766700000000001
2020-03-05,1.12365,7.726700000000001,7.7214,,7.726700000000001
2020-03-06,1.1289,7.774700000000001,7.804,,7.774700000000001
2020-03-09,1.14525,7.8756,7.9376,,7.8756
2020-03-10,1.1282,7.918099999999999,7.915299999999999,,7.918099999999999
2020-03-11,1.1269,7.8682,7.863,,7.8682
2020-03-12,1.1185,7.8474,7.8718,,7.8474
2020-03-13,1.1108,7.8226,7.8202,,7.8226
2020-03-16,1.11835,7.8168999999999995,7.842300000000001,,7.8168999999999995
2020-03-17,1.0998,7.825900000000001,7.8018,,7.825900000000001
2020-03-18,1.09175,7.7424,7.7116999999999996,,7.7424
2020-03-19,1.0693,7.717299999999999,7.6908,,7.717299999999999
2020-03-20,1.06895,7.5778,7.6144,,7.5778
2020-03-23,1.0725,7.5779000000000005,7.6221,,7.5779000000000005
2020-03-24,1.079,7.6394,7.664499999999999,,7.6394
2020-03-25,1.0882,7.638,7.6838,,7.638
2020-03-26,1.1034,7.698,7.7522,,7.698
2020-03-27,1.11385,7.7732,7.8138,,7.7732
2020-03-30,1.1044,7.8288,7.857900000000001,,7.8288
2020-03-31,1.10355,7.8088,7.798700000000001,7.7596,7.8088
2020-04-01,1.09635,7.809,7.7731,,7.809
2020-04-02,1.0857,7.7678,7.7518,,7.7678
2020-04-03,1.0799,7.708099999999999,7.6618,,7.708099999999999
2020-04-06,1.07915,,,,
2020-04-07,1.0892,7.6578,7.6687,,7.6578
2020-04-08,1.0857,7.6828,7.6696,,7.6828
2020-04-09,1.09305,7.660899999999999,7.6758,,7.660899999999999
2020-04-10,1.0936,7.6932,7.7024,,7.6932
2020-04-13,1.091,7.689500000000001,7.706899999999999,,7.689500000000001
2020-04-14,1.0982,7.6831000000000005,7.7097,,7.6831000000000005
2020-04-15,1.0909,7.726700000000001,7.7228,,7.726700000000001
2020-04-16,1.08385,7.706300000000001,7.698099999999999,,7.706300000000001
2020-04-17,1.0875,7.680300000000001,7.658099999999999,,7.680300000000001
2020-04-20,1.0864,7.679100000000001,7.6861,,7.679100000000001
2020-04-21,1.08585,7.684099999999999,7.6766,,7.684099999999999
2020-04-22,1.08225,7.6954,7.688300000000001,,7.6954
2020-04-23,1.0777,7.666899999999999,7.6461,,7.666899999999999
2020-04-24,1.08225,7.630300000000001,7.6124,,7.630300000000001
2020-04-27,1.0829,7.6486,7.682899999999999,,7.6486
2020-04-28,1.082,7.655500000000001,7.6888,,7.655500000000001
2020-04-29,1.08745,7.6588,7.690899999999999,,7.6588
2020-04-30,1.0954,7.6744,7.6693,7.6884999999999994,7.6744
2020-05-01,1.09805,,,,
2020-05-04,1.09075,,,,
2020-05-05,1.0838,,,,
2020-05-06,1.0796,7.6592,7.6626,,7.6592
2020-05-07,1.0834,7.6548,7.659,,7.6548
2020-05-08,1.0839,7.672300000000001,7.6613,,7.672300000000001
2020-05-11,1.08075,7.6686,7.669500000000001,,7.6686
2020-05-12,1.08485,7.6624,7.6702,,7.6624
2020-05-13,1.08185,7.689500000000001,7.6912,,7.689500000000001
2020-05-14,1.0804,7.676499999999999,7.6714,,7.676499999999999
2020-05-15,1.0819,7.6658,7.6792,,7.6658
2020-05-18,1.0914,7.685299999999999,7.6932,,7.685299999999999
2020-05-19,1.0924,7.737699999999999,7.763699999999999,,7.737699999999999
2020-05-20,1.098,7.755699999999999,7.777900000000001,,7.755699999999999
2020-05-21,1.095,7.7772,7.7874,,7.7772
2020-05-22,1.0902,7.767,7.789699999999999,,7.767
2020-05-25,1.0897,7.765299999999999,7.7684,,7.765299999999999
2020-05-26,1.09825,7.770300000000001,7.8048,,7.770300000000001
2020-05-27,1.10085,7.8066,7.845699999999999,,7.8066
2020-05-28,1.1077,7.8522,7.8702,,7.8522
2020-05-29,1.1094,7.897,7.932300000000001,,7.897
2020-05-31,,,,7.731299999999999,
2020-06-01,1.11365,7.929900000000001,7.94,,7.929900000000001
2020-06-02,1.1171,7.9226,7.933299999999999,,7.9226
2020-06-03,1.1233,7.9468,7.9704999999999995,,7.9468
2020-06-04,1.1338,7.9747,7.973699999999999,,7.9747
2020-06-05,1.1284,8.0476,8.0422,,8.0476
2020-06-08,1.1294,8.0182,8.0014,,8.0182
2020-06-09,1.13415,7.9849,7.9782,,7.9849
2020-06-10,1.1376,8.015,8.035699999999999,,8.015
2020-06-11,1.1297,8.0314,8.041,,8.0314
2020-06-12,1.1256,8.0036,8.0133,,8.0036
2020-06-15,1.13225,7.9744,7.9846,,7.9744
2020-06-16,1.1263,8.017299999999999,8.0258,,8.017299999999999
2020-06-17,1.12425,7.9836,7.9868,,7.9836
2020-06-18,1.12045,7.9698,7.9591,,7.9698
2020-06-19,1.11865,7.946700000000001,7.9351,,7.946700000000001
2020-06-22,1.126,7.9209,7.9322,,7.9209
2020-06-23,1.13085,7.962300000000001,7.9777,,7.962300000000001
2020-06-24,1.12505,7.9832,7.992300000000001,,7.9832
2020-06-25,1.1218,,,,
2020-06-26,1.1233,,,,
2020-06-29,1.1241,7.9502,7.964099999999999,,7.9502
2020-06-30,1.12335,7.961,7.9408,7.9772,7.961
2020-07-01,1.12525,7.943,7.9365,,7.943
2020-07-02,1.124,7.940499999999999,7.976,,7.940499999999999
2020-07-03,1.12495,7.937900000000001,7.943900000000001,,7.937900000000001
2020-07-06,1.13085,7.9494,7.9384999999999994,,7.9494
2020-07-07,1.1274,7.9546,7.923299999999999,,7.9546
2020-07-08,1.1329,7.917,7.921500000000001,,7.917
2020-07-09,1.12845,7.942099999999999,7.921900000000001,,7.942099999999999
2020-07-10,1.13,7.8948,7.9106,,7.8948
2020-07-13,1.1343,7.9136999999999995,7.9198,,7.9136999999999995
2020-07-14,1.13975,7.9423,7.958099999999999,,7.9423
2020-07-15,1.14105,7.984700000000001,7.9983,,7.984700000000001
2020-07-16,1.13845,7.9812,7.9824,,7.9812
2020-07-17,1.14285,7.973699999999999,7.980899999999999,,7.973699999999999
2020-07-20,1.1447,7.998899999999999,7.991,,7.998899999999999
2020-07-21,1.15265,8.0023,7.996499999999999,,8.0023
2020-07-22,1.1569,8.0362,8.068,,8.0362
2020-07-23,1.15965,8.0764,8.1056,,8.0764
2020-07-24,1.1649,8.114099999999999,8.1456,,8.114099999999999
2020-07-27,1.17525,8.1514,8.1964,,8.1514
2020-07-28,1.1718,8.216700000000001,8.204,,8.216700000000001
2020-07-29,1.1792,8.1992,8.227,,8.1992
2020-07-30,1.18465,8.238700000000001,8.232899999999999,,8.238700000000001
2020-07-31,1.1777,8.2882,8.2889,8.026,8.2882
2020-08-03,1.17625,8.2389,8.2144,,8.2389
2020-08-04,1.18025,8.205,8.229,,8.205
2020-08-05,1.1863,8.232099999999999,8.2106,,8.232099999999999
2020-08-06,1.1877,8.2444,8.2333,,8.2444
2020-08-07,1.1788,8.2425,8.2356,,8.2425
2020-08-10,1.17365,8.2051,8.2016,,8.2051
2020-08-11,1.1739,8.1792,8.181,,8.1792
2020-08-12,1.1784,8.167900000000001,8.1659,,8.167900000000001
2020-08-13,1.1815,8.188899999999999,8.2128,,8.188899999999999
2020-08-14,1.1837,8.2004,8.2012,,8.2004
2020-08-17,1.187,8.2172,8.2148,,8.2172
2020-08-18,1.1931,8.2328,8.2349,,8.2328
2020-08-19,1.18375,8.257900000000001,8.2526,,8.257900000000001
2020-08-20,1.18605,8.205900000000002,8.1793,,8.205900000000002
2020-08-21,1.17965,8.1987,8.17,,8.1987
2020-08-24,1.1787,8.1668,8.1673,,8.1668
2020-08-25,1.1834,8.1586,8.1702,,8.1586
2020-08-26,1.1832,8.1753,8.143,,8.1753
2020-08-27,1.18215,8.1498,8.136899999999999,,8.1498
2020-08-28,1.1906,8.139100000000001,8.1701,,8.139100000000001
2020-08-31,1.1936,8.1649,8.1547,8.1986,8.1649
2020-09-01,1.1911,8.177299999999999,8.1732,,8.177299999999999
2020-09-02,1.18545,8.1465,8.1007,,8.1465
2020-09-03,1.1851,8.0941,8.080499999999999,,8.0941
2020-09-04,1.1839,8.0974,8.0994,,8.0974
2020-09-07,1.18165,8.0958,8.0902,,8.0958
2020-09-08,1.17755,8.0781,8.0723,,8.0781
2020-09-09,1.18045,8.052700000000002,8.061900000000001,,8.052700000000002
2020-09-10,1.18145,8.0672,8.0902,,8.0672
2020-09-11,1.18465,8.0877,8.0959,,8.0877
2020-09-14,1.18635,8.0936,8.0951,,8.0936
2020-09-15,1.18465,8.0956,8.057699999999999,,8.0956
2020-09-16,1.18155,8.0324,8.0242,,8.0324
2020-09-17,1.18485,7.988,7.989299999999999,,7.988
2020-09-18,1.18395,8.0098,8.0121,,8.0098
