国家,中国,中国,中国,中国,中国,中国
指标名称,湖北:成交均价:碳排放权(HBEA),湖北:当日成交量:碳排放权(HBEA),湖北:收盘价:碳排放权(HBEA),湖北:累计成交量:碳排放权(HBEA),湖北:累计成交额:碳排放权(HBEA),湖北:当日成交额:碳排放权(HBEA)
频率,日,日,日,日,日,日
单位,元/吨,吨,元/吨,吨,元,元
指标ID,S6324389,S6324390,S6324388,S6324392,S6324393,S6324391
时间区间,2014-04-28:2026-01-12,2014-04-28:2026-01-12,2014-04-28:2026-01-12,2014-04-28:2026-01-12,2014-04-28:2026-01-12,2014-04-28:2026-01-12
来源,湖北碳排放权交易中心,湖北碳排放权交易中心,湖北碳排放权交易中心,湖北碳排放权交易中心,湖北碳排放权交易中心,湖北碳排放权交易中心
2023-06-13,46.47,662,46.88,84239259,2.12491051439E9,30764
2023-06-14,46.2,5726,46.95,84244985,2.12517503955E9,264525.16
2023-06-15,46.44,469,46.97,84245454,2.12519681868E9,21779.13
2023-06-16,46.37,3245,46.85,84248699,2.12534727731E9,150458.63
2023-06-17,,,,84248699,2.12534727731E9,
2023-06-18,,,,84248699,2.12534727731E9,
2023-06-19,,,,84248699,2.12534727731E9,
2023-06-20,46.77,68226,46.82,84316925,2.12853801218E9,3190734.87
2023-06-21,46.43,2255,46.82,84319180,2.12864271315E9,104700.97
2023-06-22,,,,84319180,2.12864271315E9,
2023-06-23,,,,84319180,2.12864271315E9,
2023-06-24,,,,84319180,2.12864271315E9,
2023-06-25,,,,84319180,2.12864271315E9,
2023-06-26,47.4,612,47.4,84319792,2.12867171915E9,29006
2023-06-27,46.27,15426,46.02,84335218,2.12938547482E9,713755.67
2023-06-28,46.44,26,46.8,84335244,2.12938668219E9,1207.37
2023-06-29,46.81,214,46.81,84335458,2.12939669886E9,10016.67
2023-06-30,46.69,77,46.66,84335535,2.12940029433E9,3595.47
2023-07-01,,,,84335535,2.12940029433E9,
2023-07-02,,,,84335535,2.12940029433E9,
2023-07-03,46.36,2108,46.95,84337643,2.12949801892E9,97724.59
2023-07-04,46.57,1538,46.66,84339181,2.12956963882E9,71619.9
2023-07-05,46.11,4606,46.49,84343787,2.12978203621E9,212397.39
2023-07-06,46.06,257,46.05,84344044,2.12979387293E9,11836.72
2023-07-07,46.04,4139,46.2,84348183,2.12998444555E9,190572.62
2023-07-08,,,,84348183,2.12998444555E9,
2023-07-09,,,,84348183,2.12998444555E9,
2023-07-10,46.01,506,46.68,84348689,2.13000772724E9,23281.69
2023-07-11,46.95,103,46.95,84348792,2.13001256291E9,4835.67
2023-07-12,46.21,1936,46.5,84350728,2.1301020293E9,89466.39
2023-07-13,46.58,6,46.58,84350734,2.13010230879E9,279.49
2023-07-14,49.09,1,49.09,84350735,2.13010235788E9,49.09
2023-07-15,,,,84350735,2.13010235788E9,
2023-07-16,,,,84350735,2.13010235788E9,
2023-07-17,48,120,48,84350855,2.13010811788E9,5760
2023-07-18,46.08,26,47.27,84350881,2.13010931603E9,1198.15
2023-07-19,46.85,5332,46.85,84356213,2.13035912762E9,249811.59
2023-07-20,46.12,1110,46.8,84357323,2.13041031679E9,51189.17
2023-07-21,46.24,770,46.98,84358093,2.13044591857E9,35601.78
2023-07-22,,,,84358093,2.13044591857E9,
2023-07-23,,,,84358093,2.13044591857E9,
2023-07-24,46.7,1071,46.97,84359164,2.13049593741E9,50018.84
2023-07-25,46.8,16722,46.82,84375886,2.13127855426E9,782616.85
2023-07-26,46.56,157,46.82,84376043,2.13128586438E9,7310.12
2023-07-27,46.08,17205,46.79,84393248,2.13207866365E9,792799.27
2023-07-28,46.73,116,46.82,84393364,2.1320840843E9,5420.65
2023-07-29,,,,84393364,2.1320840843E9,
2023-07-30,,,,84393364,2.1320840843E9,
2023-07-31,46.77,5184,46.8,84398548,2.13232656078E9,242476.48
2023-08-01,46.45,8479,46,84407027,2.13272039319E9,393832.41
2023-08-02,46.6,1016,46.6,84408043,2.13276774011E9,47346.92
2023-08-03,45.53,1007,46.8,84409050,2.13281358434E9,45844.23
2023-08-04,46.33,765,46.75,84409815,2.13284902724E9,35442.9
2023-08-05,,,,84409815,2.13284902724E9,
2023-08-06,,,,84409815,2.13284902724E9,
2023-08-07,46.05,3252,46.35,84413067,2.1329987715E9,149744.26
2023-08-08,46.17,1794,46.59,84414861,2.13308160447E9,82832.97
2023-08-09,46.7,605,46.7,84415466,2.13310985671E9,28252.24
2023-08-10,46.82,1021,46.82,84416487,2.13315766503E9,47808.32
2023-08-11,47.5,5,47.5,84416492,2.13315790253E9,237.5
2023-08-12,,,,84416492,2.13315790253E9,
2023-08-13,,,,84416492,2.13315790253E9,
2023-08-14,46.14,3649,46.64,84420141,2.13332628062E9,168378.09
2023-08-15,45.39,5372,46.43,84425513,2.13357013943E9,243858.81
2023-08-16,46.1,2567,46.58,84428080,2.13368848775E9,118348.32
数据来源：Wind
