国家,美国,美国,美国,美国
指标名称,期货收盘价(连续):NYMEX天然气,期货收盘价(活跃合约):NYMEX轻质原油,期货结算价(活跃合约):NYMEX轻质原油,期货收盘价(连续):NYMEX轻质原油
频率,日,日,日,日
单位,美元/百万英热单位,美元/桶,美元/桶,美元/桶
指标ID,S0069682,S0180896,S0180938,S0147004
时间区间,1990-04-03:2026-01-12,1988-03-31:2026-01-12,1988-03-31:2026-01-12,1986-07-01:2026-01-12
来源,NYMEX,NYMEX,NYMEX,NYMEX
1986-07-01,,,,12.38
1986-07-02,,,,11.99
1986-07-07,,,,11.19
1986-07-08,,,,11.22
1986-07-09,,,,10.77
1986-07-10,,,,11.25
1986-07-11,,,,11.13
1986-07-14,,,,11.04
1986-07-15,,,,12.11
1986-07-16,,,,12.61
1986-07-17,,,,12.4
1986-07-18,,,,12.86
1986-07-21,,,,13.09
1986-07-22,,,,11.07
1986-07-23,,,,11.07
1986-07-24,,,,11.07
1986-07-25,,,,10.9
1986-07-28,,,,11.07
1986-07-29,,,,11.41
1986-07-30,,,,11.73
1986-07-31,,,,11.15
1986-08-01,,,,11.55
1986-08-04,,,,13.29
1986-08-05,,,,15.02
1986-08-06,,,,14.97
1986-08-07,,,,15.32
1986-08-08,,,,14.83
1986-08-11,,,,14.91
1986-08-12,,,,15.35
1986-08-13,,,,15.28
1986-08-14,,,,15.42
1986-08-15,,,,15.82
1986-08-18,,,,15.61
1986-08-19,,,,14.87
1986-08-20,,,,15.26
1986-08-21,,,,15.26
1986-08-22,,,,15.26
1986-08-25,,,,15.51
1986-08-26,,,,15.83
1986-08-27,,,,15.79
1986-08-28,,,,15.81
1986-08-29,,,,15.9
1986-09-02,,,,16.46
1986-09-03,,,,16.13
1986-09-04,,,,16.21
1986-09-05,,,,16.37
1986-09-08,,,,15.62
1986-09-09,,,,15.27
1986-09-10,,,,14.88
1986-09-11,,,,14.99
1986-09-12,,,,15.06
1986-09-15,,,,14.34
1986-09-16,,,,13.97
1986-09-17,,,,14
1986-09-18,,,,14.56
1986-09-19,,,,14.48
1986-09-22,,,,13.97
1986-09-23,,,,13.97
1986-09-24,,,,13.97
1986-09-25,,,,13.97
1986-09-26,,,,14.43
1986-09-29,,,,14.89
1986-09-30,,,,14.77
1986-10-01,,,,15.16
1986-10-02,,,,15.36
1986-10-03,,,,14.87
1986-10-06,,,,14.82
1986-10-07,,,,15.4
1986-10-08,,,,15.41
1986-10-09,,,,15.1
1986-10-10,,,,14.93
1986-10-13,,,,14.37
1986-10-14,,,,14.6
1986-10-15,,,,14.85
1986-10-16,,,,14.53
1986-10-17,,,,14.8
1986-10-20,,,,15.13
1986-10-21,,,,15.19
1986-10-22,,,,15.19
1986-10-23,,,,15.19
1986-10-24,,,,15.02
1986-10-27,,,,14.41
1986-10-28,,,,14.13
1986-10-29,,,,13.73
1986-10-30,,,,15.04
1986-10-31,,,,15.27
1986-11-03,,,,14.71
1986-11-04,,,,14.96
1986-11-05,,,,14.96
1986-11-06,,,,15.08
1986-11-07,,,,15.17
1986-11-10,,,,15.34
1986-11-11,,,,15.41
1986-11-12,,,,15.35
1986-11-13,,,,15.51
1986-11-14,,,,15.64
1986-11-17,,,,15.62
1986-11-18,,,,15.59
1986-11-19,,,,15.48
1986-11-20,,,,15.08
1986-11-21,,,,15.08
1986-11-24,,,,15.08
1986-11-25,,,,14.95
1986-11-26,,,,15
1986-12-01,,,,15.31
1986-12-02,,,,15.19
1986-12-03,,,,15.12
1986-12-04,,,,15.2
1986-12-05,,,,15.13
1986-12-08,,,,15.03
1986-12-09,,,,15
1986-12-10,,,,15.13
1986-12-11,,,,15.5
1986-12-12,,,,16.1
1986-12-15,,,,16.36
1986-12-16,,,,16.1
1986-12-17,,,,15.86
1986-12-18,,,,16.06
1986-12-19,,,,16.21
1986-12-22,,,,16.21
1986-12-23,,,,16.21
1986-12-24,,,,16.21
1986-12-29,,,,17.65
1986-12-30,,,,17.65
1986-12-31,,,,17.94
1987-01-02,,,,18.13
1987-01-05,,,,17.95
1987-01-06,,,,18.22
1987-01-07,,,,18.25
1987-01-08,,,,18.57
1987-01-09,,,,18.77
1987-01-12,,,,19.01
1987-01-13,,,,18.89
1987-01-14,,,,19.13
1987-01-15,,,,19.14
1987-01-16,,,,19.1
1987-01-19,,,,18.7
1987-01-20,,,,18.72
1987-01-21,,,,18.72
1987-01-22,,,,18.72
1987-01-23,,,,18.76
1987-01-26,,,,18.64
1987-01-27,,,,18.47
1987-01-28,,,,18.58
1987-01-29,,,,18.66
1987-01-30,,,,18.75
1987-02-02,,,,18.54
1987-02-03,,,,18.36
1987-02-04,,,,18.26
1987-02-05,,,,18.58
1987-02-06,,,,18.44
1987-02-09,,,,18.34
1987-02-10,,,,18.45
1987-02-11,,,,18.06
1987-02-12,,,,17.98
1987-02-13,,,,17.85
1987-02-17,,,,17.79
1987-02-18,,,,17.4
1987-02-19,,,,17.44
1987-02-20,,,,17.77
1987-02-23,,,,17.77
1987-02-24,,,,17.77
1987-02-25,,,,17.77
1987-02-26,,,,16.78
1987-02-27,,,,16.6
1987-03-02,,,,16.39
1987-03-03,,,,17.35
1987-03-04,,,,17.51
1987-03-05,,,,17.75
1987-03-06,,,,18.13
1987-03-09,,,,18.04
1987-03-10,,,,18.12
1987-03-11,,,,18.35
1987-03-12,,,,18.39
1987-03-13,,,,18.36
1987-03-16,,,,18.64
1987-03-17,,,,18.87
1987-03-18,,,,18.69
1987-03-19,,,,18.6
1987-03-20,,,,18.67
1987-03-23,,,,18.27
1987-03-24,,,,18.71
1987-03-25,,,,18.47
1987-03-26,,,,18.63
1987-03-27,,,,18.62
1987-03-30,,,,18.69
1987-03-31,,,,18.83
1987-04-01,,,,18.78
1987-04-02,,,,18.91
1987-04-03,,,,18.7
1987-04-06,,,,18.67
1987-04-07,,,,18.84
1987-04-08,,,,18.65
1987-04-09,,,,18.59
1987-04-10,,,,18.11
1987-04-13,,,,18.01
1987-04-14,,,,17.98
1987-04-15,,,,18.47
1987-04-16,,,,18.64
1987-04-20,,,,18.65
1987-04-21,,,,19.03
1987-04-22,,,,19.03
1987-04-23,,,,19.03
1987-04-24,,,,19.03
1987-04-27,,,,18.83
1987-04-28,,,,18.84
1987-04-29,,,,18.6
1987-04-30,,,,18.73
1987-05-01,,,,18.83
1987-05-04,,,,18.92
1987-05-05,,,,19.05
1987-05-06,,,,19.23
1987-05-07,,,,19.13
1987-05-08,,,,19.26
1987-05-11,,,,19.41
1987-05-12,,,,19.27
1987-05-13,,,,19.41
1987-05-14,,,,19.56
1987-05-15,,,,19.8
1987-05-18,,,,19.89
1987-05-19,,,,19.87
1987-05-20,,,,19.87
1987-05-21,,,,19.87
1987-05-22,,,,19.35
1987-05-26,,,,19.42
1987-05-27,,,,19.37
1987-05-28,,,,19.26
1987-05-29,,,,19.38
1987-06-01,,,,19.56
1987-06-02,,,,19.69
1987-06-03,,,,19.86
1987-06-04,,,,19.81
1987-06-05,,,,19.79
1987-06-08,,,,19.9
1987-06-09,,,,19.82
1987-06-10,,,,19.82
1987-06-11,,,,19.85
1987-06-12,,,,19.91
1987-06-15,,,,20.06
1987-06-16,,,,20.27
1987-06-17,,,,20.39
1987-06-18,,,,20.52
1987-06-19,,,,20.66
1987-06-22,,,,20.48
1987-06-23,,,,20.48
1987-06-24,,,,20.48
1987-06-25,,,,19.64
1987-06-26,,,,20.24
1987-06-29,,,,20.35
1987-06-30,,,,20.29
1987-07-01,,,,20.48
1987-07-02,,,,20.61
1987-07-06,,,,20.93
1987-07-07,,,,20.74
1987-07-08,,,,20.88
1987-07-09,,,,21.23
1987-07-10,,,,21.33
1987-07-13,,,,21.4
1987-07-14,,,,21.58
1987-07-15,,,,22.15
1987-07-16,,,,22.34
1987-07-17,,,,22.39
1987-07-20,,,,22.2
1987-07-21,,,,21.7
1987-07-22,,,,21.7
1987-07-23,,,,21.7
1987-07-24,,,,20.57
1987-07-27,,,,20.49
1987-07-28,,,,21.32
1987-07-29,,,,21.44
1987-07-30,,,,21.36
1987-07-31,,,,21.37
1987-08-03,,,,22.16
1987-08-04,,,,21.97
1987-08-05,,,,21.29
1987-08-06,,,,21.14
1987-08-07,,,,20.99
1987-08-10,,,,20.73
1987-08-11,,,,20.99
1987-08-12,,,,20.99
1987-08-13,,,,20.77
1987-08-14,,,,20.57
1987-08-17,,,,19.83
1987-08-18,,,,19.9
1987-08-19,,,,19.63
1987-08-20,,,,19.42
1987-08-21,,,,19.42
1987-08-24,,,,18.6
1987-08-25,,,,18.64
1987-08-26,,,,19.46
1987-08-27,,,,19.64
1987-08-28,,,,19.39
1987-08-31,,,,19.73
1987-09-01,,,,19.63
1987-09-02,,,,19.64
1987-09-03,,,,19.5
1987-09-04,,,,19.32
1987-09-08,,,,18.94
1987-09-09,,,,19.38
1987-09-10,,,,19.67
1987-09-11,,,,19.4
1987-09-14,,,,19.61
1987-09-15,,,,19.7
1987-09-16,,,,19.73
1987-09-17,,,,19.56
1987-09-18,,,,19.55
1987-09-21,,,,19.73
1987-09-22,,,,19.25
1987-09-23,,,,19.25
1987-09-24,,,,19.25
1987-09-25,,,,19.46
1987-09-28,,,,19.45
1987-09-29,,,,19.54
1987-09-30,,,,19.59
1987-10-01,,,,19.62
1987-10-02,,,,19.86
1987-10-05,,,,19.82
1987-10-06,,,,19.44
1987-10-07,,,,19.66
1987-10-08,,,,19.59
1987-10-09,,,,19.7
1987-10-12,,,,19.65
1987-10-13,,,,19.7
1987-10-14,,,,19.77
1987-10-15,,,,19.75
1987-10-16,,,,20.22
1987-10-19,,,,19.8
1987-10-20,,,,19.87
1987-10-21,,,,19.87
1987-10-22,,,,19.87
1987-10-23,,,,20.16
1987-10-26,,,,19.99
1987-10-27,,,,20.12
1987-10-28,,,,20.08
1987-10-29,,,,19.97
1987-10-30,,,,19.96
1987-11-02,,,,19.62
1987-11-03,,,,19.49
1987-11-04,,,,19.07
1987-11-05,,,,18.98
1987-11-06,,,,18.8
1987-11-09,,,,18.63
1987-11-10,,,,18.94
1987-11-11,,,,18.9
1987-11-12,,,,18.91
1987-11-13,,,,18.93
1987-11-16,,,,18.65
1987-11-17,,,,18.4
1987-11-18,,,,18.64
1987-11-19,,,,18.57
1987-11-20,,,,18.93
1987-11-23,,,,18.93
1987-11-24,,,,18.93
1987-11-25,,,,18.62
1987-11-30,,,,18.51
1987-12-01,,,,18.46
1987-12-02,,,,18.56
1987-12-03,,,,18.87
1987-12-04,,,,18.74
1987-12-07,,,,18.25
1987-12-08,,,,18.08
1987-12-09,,,,18.55
1987-12-10,,,,18.51
1987-12-11,,,,18.31
1987-12-14,,,,17.44
1987-12-15,,,,16.63
1987-12-16,,,,15.96
1987-12-17,,,,15.84
1987-12-18,,,,15.58
1987-12-21,,,,15.4
1987-12-22,,,,16.61
1987-12-23,,,,16.64
1987-12-24,,,,16.52
1987-12-28,,,,16.42
1987-12-29,,,,16.93
1987-12-30,,,,16.89
1987-12-31,,,,16.7
1988-01-04,,,,17.69
1988-01-05,,,,17.85
1988-01-06,,,,17.82
1988-01-07,,,,17.39
1988-01-08,,,,17.31
1988-01-11,,,,16.75
1988-01-12,,,,16.63
1988-01-13,,,,16.59
1988-01-14,,,,17.21
1988-01-15,,,,16.95
1988-01-19,,,,17.28
1988-01-20,,,,17.42
1988-01-21,,,,17.18
1988-01-22,,,,17.01
1988-01-25,,,,17.09
1988-01-26,,,,17.04
1988-01-27,,,,16.71
1988-01-28,,,,16.96
1988-01-29,,,,16.94
1988-02-01,,,,16.82
1988-02-02,,,,16.94
1988-02-03,,,,17.14
1988-02-04,,,,17.14
1988-02-05,,,,17.28
1988-02-08,,,,17.66
1988-02-09,,,,17.42
1988-02-10,,,,17.13
1988-02-11,,,,17.11
1988-02-12,,,,16.75
1988-02-16,,,,16.67
1988-02-17,,,,16.61
1988-02-18,,,,16.45
1988-02-19,,,,16.66
1988-02-22,,,,16.48
1988-02-23,,,,16.6
1988-02-24,,,,16.46
1988-02-25,,,,15.92
1988-02-26,,,,15.78
1988-02-29,,,,16.01
1988-03-01,,,,15.72
1988-03-02,,,,15.67
1988-03-03,,,,15.5
1988-03-04,,,,15.59
1988-03-07,,,,15.37
1988-03-08,,,,15.45
1988-03-09,,,,15.49
1988-03-10,,,,16
1988-03-11,,,,16.29
1988-03-14,,,,15.59
1988-03-15,,,,15.68
1988-03-16,,,,16
1988-03-17,,,,16.28
1988-03-18,,,,16.58
1988-03-21,,,,16.49
1988-03-22,,,,16.09
1988-03-23,,,,16.86
1988-03-24,,,,16.96
1988-03-25,,,,17.03
1988-03-28,,,,17.1
1988-03-29,,,,16.98
1988-03-30,,,,17.08
1988-03-31,,17.08,17.08,17.08
1988-04-04,,17.01,17.01,17.01
1988-04-05,,16.79,16.79,16.79
1988-04-06,,16.81,16.81,16.81
1988-04-07,,17.06,17.06,17.06
1988-04-08,,16.88,16.88,16.88
1988-04-11,,17.74,17.74,17.89
1988-04-12,,17.95,17.95,18.09
1988-04-13,,17.98,17.98,18.12
1988-04-14,,18.21,18.21,18.3
1988-04-15,,18.29,18.29,18.37
1988-04-18,,18.55,18.55,18.52
1988-04-19,,18.14,18.14,18.14
1988-04-20,,17.98,17.98,17.98
1988-04-21,,18.36,18.36,18.36
1988-04-22,,18.3,18.3,18.3
1988-04-25,,18.4,18.4,18.4
1988-04-26,,18.6,18.6,18.6
1988-04-27,,18.27,18.27,18.27
1988-04-28,,17.98,17.98,17.98
1988-04-29,,17.99,17.99,17.99
1988-05-02,,17.14,17.14,17.14
1988-05-03,,17.37,17.37,17.37
1988-05-04,,17.2,17.2,17.2
1988-05-05,,17.39,17.39,17.39
1988-05-06,,17.74,17.74,17.74
1988-05-09,,17.63,17.63,17.54
1988-05-10,,17.61,17.61,17.46
1988-05-11,,17.64,17.64,17.49
1988-05-12,,17.62,17.62,17.48
1988-05-13,,17.66,17.66,17.49
1988-05-16,,17.87,17.87,17.66
1988-05-17,,17.9,17.9,17.76
1988-05-18,,17.63,17.63,17.43
1988-05-19,,17.7,17.7,17.45
1988-05-20,,17.7,17.7,17.17
1988-05-23,,17.35,17.35,17.35
1988-05-24,,17.4,17.4,17.4
1988-05-25,,17.37,17.37,17.37
1988-05-26,,17.54,17.54,17.54
1988-05-27,,17.43,17.43,17.43
1988-05-31,,17.51,17.51,17.51
1988-06-01,,17.58,17.58,17.58
1988-06-02,,17.65,17.65,17.65
1988-06-03,,17.68,17.68,17.5
1988-06-06,,17.37,17.37,17.26
1988-06-07,,17.45,17.45,17.37
1988-06-08,,17.4,17.4,17.33
1988-06-09,,17.12,17.12,17.07
1988-06-10,,16.81,16.81,16.73
1988-06-13,,16.57,16.57,16.43
1988-06-14,,16.93,16.93,16.83
1988-06-15,,16.62,16.62,16.53
1988-06-16,,16.78,16.78,16.66
1988-06-17,,16.57,16.57,16.45
1988-06-20,,16.27,16.27,16
1988-06-21,,16.36,16.36,15.89
1988-06-22,,16.44,16.44,16.44
1988-06-23,,16.37,16.37,16.37
1988-06-24,,16.01,16.01,16.01
1988-06-27,,15.86,15.86,15.86
1988-06-28,,15.78,15.78,15.78
1988-06-29,,15.43,15.43,15.43
1988-06-30,,15.16,15.16,15.16
1988-07-01,,14.94,14.94,14.94
1988-07-05,,15.3,15.3,15.09
1988-07-06,,15.36,15.36,15.36
1988-07-07,,15.98,15.98,15.83
1988-07-08,,15.63,15.63,15.46
1988-07-11,,14.93,14.93,14.78
1988-07-12,,14.86,14.86,14.72
1988-07-13,,14.61,14.61,14.44
1988-07-14,,14.94,14.94,14.76
1988-07-15,,14.97,14.97,14.86
1988-07-18,,15.89,15.89,15.7
1988-07-19,,15.63,15.63,15.23
1988-07-20,,16.05,16.05,15.66
1988-07-21,,16.39,16.39,16.39
1988-07-22,,16.38,16.38,16.38
1988-07-25,,16.05,16.05,16.05
1988-07-26,,15.96,15.96,15.96
1988-07-27,,16.16,16.16,16.16
1988-07-28,,16.15,16.15,16.15
1988-07-29,,16.31,16.31,16.31
1988-08-01,,16.08,16.08,16.08
1988-08-02,,15.61,15.61,15.61
1988-08-03,,15.26,15.26,15.26
1988-08-04,,15.03,15.03,15.03
1988-08-05,,15.49,15.49,15.26
1988-08-08,,16.06,16.06,15.87
1988-08-09,,15.86,15.86,15.68
1988-08-10,,15.86,15.86,15.71
1988-08-11,,15.93,15.93,15.76
1988-08-12,,15.67,15.67,15.52
1988-08-15,,15.81,15.81,15.61
1988-08-16,,15.7,15.7,15.49
1988-08-17,,15.66,15.66,15.47
1988-08-18,,15.71,15.71,15.57
1988-08-19,,15.85,15.85,15.73
1988-08-22,,15.91,15.91,15.76
1988-08-23,,15.7,15.7,15.7
1988-08-24,,15.68,15.68,15.68
1988-08-25,,15.31,15.31,15.31
1988-08-26,,15.34,15.34,15.34
1988-08-29,,15.22,15.22,15.22
1988-08-30,,15.27,15.27,15.27
1988-08-31,,15.18,15.18,15.18
1988-09-01,,15.08,15.08,15.08
1988-09-02,,14.79,14.79,14.79
1988-09-06,,14.24,14.24,14.24
1988-09-07,,14.16,14.16,14.16
1988-09-08,,14.45,14.45,14.48
1988-09-09,,14.05,14.05,14.18
1988-09-12,,14.31,14.31,14.49
1988-09-13,,14.43,14.43,14.56
1988-09-14,,15.14,15.14,15.4
1988-09-15,,14.69,14.69,14.9
1988-09-16,,14.36,14.36,14.57
1988-09-19,,14.38,14.38,14.73
1988-09-20,,14.37,14.37,15.04
1988-09-21,,14.56,14.56,14.56
1988-09-22,,14.65,14.65,14.65
1988-09-23,,14.18,14.18,14.18
1988-09-26,,14.2,14.2,14.2
1988-09-27,,14.14,14.14,14.14
1988-09-28,,14.11,14.11,14.11
1988-09-29,,13.63,13.63,13.92
1988-09-30,,13.02,13.02,13.37
1988-10-03,,12.74,12.74,13.06
1988-10-04,,12.87,12.87,13.07
1988-10-05,,12.46,12.46,12.6
1988-10-06,,12.37,12.37,12.66
1988-10-07,,12.65,12.65,12.94
1988-10-10,,13.29,13.29,13.6
1988-10-11,,13.2,13.2,13.55
1988-10-12,,13.74,13.74,14.11
1988-10-13,,13.8,13.8,14.21
1988-10-14,,14.44,14.44,14.92
1988-10-17,,14.67,14.67,15.21
1988-10-18,,14.04,14.04,14.61
1988-10-19,,14.82,14.82,15.4
1988-10-20,,14.46,14.46,14.6
1988-10-21,,14.37,14.37,14.37
1988-10-24,,13.17,13.17,13.17
1988-10-25,,13.26,13.26,13.26
1988-10-26,,13.41,13.41,13.41
1988-10-27,,13.68,13.68,13.68
1988-10-28,,13.85,13.85,13.85
1988-10-31,,13.58,13.58,13.58
1988-11-01,,13.44,13.44,13.44
1988-11-02,,13.68,13.68,13.75
1988-11-03,,13.75,13.75,13.9
1988-11-04,,13.8,13.8,14.04
1988-11-07,,13.91,13.91,14.06
1988-11-08,,13.77,13.77,13.8
1988-11-09,,13.86,13.86,13.86
1988-11-10,,13.95,13.95,13.98
1988-11-11,,13.87,13.87,13.95
1988-11-14,,14.14,14.14,14.27
1988-11-15,,13.79,13.79,13.9
1988-11-16,,13.55,13.55,13.67
1988-11-17,,12.86,12.86,13.29
1988-11-18,,12.91,12.91,13.6
1988-11-21,,12.98,12.98,12.77
1988-11-22,,13.86,13.86,13.86
1988-11-23,,13.97,13.97,13.97
1988-11-28,,15.03,15.03,15.03
1988-11-29,,14.92,14.92,14.92
1988-11-30,,15.32,15.32,15.32
1988-12-01,,15.61,15.61,15.61
1988-12-02,,15.64,15.64,15.64
1988-12-05,,15.34,15.34,15.34
1988-12-06,,15.13,15.13,15.46
1988-12-07,,15.46,15.46,15.74
1988-12-08,,15.2,15.2,15.44
1988-12-09,,15.6,15.6,15.84
1988-12-12,,15.72,15.72,16.06
1988-12-13,,15.5,15.5,16
1988-12-14,,15.89,15.89,16.37
1988-12-15,,15.74,15.74,16.35
1988-12-16,,16.05,16.05,16.72
1988-12-19,,15.82,15.82,16.31
1988-12-20,,16.15,16.15,17.73
1988-12-21,,16.3,16.3,16.3
1988-12-22,,16.49,16.49,16.49
1988-12-23,,16.61,16.61,16.61
1988-12-27,,16.95,16.95,16.95
1988-12-28,,16.97,16.97,16.97
1988-12-29,,16.77,16.77,16.77
1988-12-30,,17.24,17.24,17.24
1989-01-03,,,,17.36
1989-01-04,,17.08,17.08,17.08
1989-01-05,,17.42,17.42,17.42
1989-01-06,,17.55,17.55,17.55
1989-01-09,,17.72,17.72,17.72
1989-01-10,,17.03,17.03,17.69
1989-01-11,,17.39,17.39,18.14
1989-01-12,,17.48,17.48,18.17
1989-01-13,,17.68,17.68,18.48
1989-01-16,,17.95,17.95,18.88
1989-01-17,,18.08,18.08,18.95
1989-01-18,,18.71,18.71,19.26
1989-01-19,,18.71,18.71,19.28
1989-01-20,,18.39,18.39,18.86
1989-01-23,,17.39,17.39,17.39
1989-01-24,,17.54,17.54,17.54
1989-01-25,,18.12,18.12,18.12
1989-01-26,,17.72,17.72,17.72
1989-01-27,,17.74,17.74,17.74
1989-01-30,,17.29,17.29,17.29
1989-01-31,,17.03,17.03,17.03
1989-02-01,,17.51,17.51,17.51
1989-02-02,,17.73,17.73,17.73
1989-02-03,,17.53,17.53,17.53
1989-02-06,,17.38,17.38,17.38
1989-02-07,,17.7,17.7,17.7
1989-02-08,,17.49,17.49,17.49
1989-02-09,,16.92,16.92,17.39
1989-02-10,,16.57,16.57,17.11
1989-02-13,,17,17,17.59
1989-02-14,,16.81,16.81,17.42
1989-02-15,,17.47,17.47,18.25
1989-02-16,,17.6,17.6,18.33
1989-02-17,,17.73,17.73,18.56
1989-02-21,,,,18.59
1989-02-22,,17.84,17.84,17.84
1989-02-23,,17.83,17.83,17.83
1989-02-24,,18.07,18.07,18.07
1989-02-27,,18.14,18.14,18.14
1989-02-28,,18.15,18.15,18.15
1989-03-01,,18.28,18.28,18.28
1989-03-02,,18.72,18.72,18.72
1989-03-03,,18.56,18.56,18.56
1989-03-06,,18.67,18.67,18.67
1989-03-07,,18.3,18.3,18.3
1989-03-08,,18.54,18.54,18.54
1989-03-09,,18.52,18.52,18.52
1989-03-10,,18.5,18.5,18.5
1989-03-13,,19.03,19.03,19.03
1989-03-14,,18.8,18.8,19.29
1989-03-15,,19.19,19.19,19.77
1989-03-16,,19.24,19.24,19.84
1989-03-17,,19.48,19.48,20.33
1989-03-20,,19.34,19.34,19.51
1989-03-21,,20.05,20.05,20.05
1989-03-22,,20.04,20.04,20.04
1989-03-23,,20.15,20.15,20.15
1989-03-27,,,,20.53
1989-03-28,,19.91,19.91,19.91
1989-03-29,,20.2,20.2,20.2
1989-03-30,,20.81,20.81,20.81
1989-03-31,,20.19,20.19,20.19
1989-04-03,,19.95,19.95,19.95
1989-04-04,,20.42,20.42,20.42
1989-04-05,,19.99,19.99,19.99
1989-04-06,,19.8,19.8,19.8
1989-04-07,,20.02,20.02,20.02
1989-04-10,,20.59,20.59,20.59
1989-04-11,,20.63,20.63,20.63
1989-04-12,,20.64,20.64,20.64
1989-04-13,,19.38,19.38,20.29
1989-04-14,,19.86,19.86,20.69
1989-04-17,,20.29,20.29,21.22
1989-04-18,,20.34,20.34,21.51
1989-04-19,,20.81,20.81,22.61
1989-04-20,,21.28,21.28,23.3
1989-04-21,,21.32,21.32,21.32
1989-04-24,,20.61,20.61,20.61
1989-04-25,,21.41,21.41,21.41
1989-04-26,,21.19,21.19,21.19
1989-04-27,,20.92,20.92,20.92
1989-04-28,,20.42,20.42,20.42
1989-05-01,,20.66,20.66,20.66
1989-05-02,,19.8,19.8,19.8
1989-05-03,,20.1,20.1,20.1
1989-05-04,,20.58,20.58,20.58
1989-05-05,,20.02,20.02,20.02
1989-05-08,,19.44,19.44,19.44
1989-05-09,,19.76,19.76,19.76
1989-05-10,,19.52,19.52,19.52
1989-05-11,,18.83,18.83,20.06
1989-05-12,,18.82,18.82,20.09
1989-05-15,,18.99,18.99,20.51
1989-05-16,,19.18,19.18,20.7
1989-05-17,,18.68,18.68,20.13
1989-05-18,,18.8,18.8,20.2
1989-05-19,,18.74,18.74,20.6
1989-05-22,,18.61,18.61,20.93
1989-05-23,,19.04,19.04,19.04
1989-05-24,,19.66,19.66,19.66
1989-05-25,,19.48,19.48,19.48
1989-05-26,,19.52,19.52,19.52
1989-05-30,,19.95,19.95,19.95
1989-05-31,,19.9,19.9,19.9
1989-06-01,,19.81,19.81,19.81
1989-06-02,,20.14,20.14,20.14
1989-06-05,,20.52,20.52,20.52
1989-06-06,,20.46,20.46,20.46
1989-06-07,,19.67,19.67,19.67
1989-06-08,,20,20,20
1989-06-09,,18.85,18.85,19.88
1989-06-12,,18.25,18.25,19.26
1989-06-13,,18.18,18.18,19.34
1989-06-14,,18.7,18.7,20.23
1989-06-15,,18.96,18.96,20.57
1989-06-16,,18.58,18.58,19.95
1989-06-19,,18.96,18.96,20.86
1989-06-20,,18.88,18.88,19.53
1989-06-21,,19.31,19.31,19.31
1989-06-22,,19.3,19.3,19.3
1989-06-23,,19.71,19.71,19.71
1989-06-26,,20.25,20.25,20.25
1989-06-27,,20.48,20.48,20.48
1989-06-28,,20.03,20.03,20.03
1989-06-29,,20.26,20.26,20.26
1989-06-30,,20.27,20.27,20.27
1989-07-03,,20.27,20.27,20.27
1989-07-05,,20.79,20.79,20.79
1989-07-06,,20.3,20.3,20.3
1989-07-07,,20.75,20.75,20.75
1989-07-10,,20.36,20.36,20.36
1989-07-11,,20.53,20.53,20.53
1989-07-12,,20.15,20.15,20.15
1989-07-13,,19.64,19.64,20.35
1989-07-14,,19.57,19.57,20.32
1989-07-17,,19.92,19.92,20.45
1989-07-18,,19.72,19.72,20.34
1989-07-19,,19.55,19.55,19.85
1989-07-20,,19.68,19.68,19.9
1989-07-21,,19.51,19.51,19.51
1989-07-24,,18.74,18.74,18.74
1989-07-25,,18.54,18.54,18.54
1989-07-26,,18.3,18.3,18.3
1989-07-27,,18.12,18.12,18.12
1989-07-28,,17.93,17.93,17.93
1989-07-31,,18.31,18.31,18.31
1989-08-01,,18.03,18.03,18.03
1989-08-02,,18.28,18.28,18.28
1989-08-03,,18.21,18.21,18.21
1989-08-04,,18.03,18.03,18.03
1989-08-07,,17.64,17.64,17.91
1989-08-08,,17.85,17.85,18.12
1989-08-09,,17.97,17.97,18.21
1989-08-10,,18.29,18.29,18.59
1989-08-11,,18.18,18.18,18.48
1989-08-14,,18.22,18.22,18.58
1989-08-15,,18.29,18.29,18.68
1989-08-16,,18.49,18.49,18.97
1989-08-17,,18.39,18.39,18.68
1989-08-18,,18.43,18.43,18.8
1989-08-21,,18.64,18.64,19.08
1989-08-22,,18.69,18.69,19.08
1989-08-23,,18.8,18.8,18.8
1989-08-24,,18.61,18.61,18.61
1989-08-25,,18.51,18.51,18.51
1989-08-28,,18.64,18.64,18.64
1989-08-29,,18.64,18.64,18.64
1989-08-30,,18.83,18.83,18.83
1989-08-31,,18.83,18.83,18.83
1989-09-01,,18.85,18.85,18.85
1989-09-05,,19.05,19.05,19.05
1989-09-06,,19.28,19.28,19.28
1989-09-07,,19.41,19.41,19.41
1989-09-08,,19.75,19.75,19.75
1989-09-11,,19.76,19.76,19.76
1989-09-12,,19.7,19.7,19.7
1989-09-13,,19.86,19.86,19.86
1989-09-14,,19.34,19.34,19.72
1989-09-15,,19.6,19.6,19.96
1989-09-18,,19.6,19.6,19.88
1989-09-19,,19.39,19.39,19.56
1989-09-20,,19.68,19.68,19.64
1989-09-21,,19.62,19.62,19.62
1989-09-22,,19.28,19.28,19.28
1989-09-25,,19.46,19.46,19.46
1989-09-26,,19.53,19.53,19.53
1989-09-27,,19.59,19.59,19.59
1989-09-28,,19.86,19.86,19.86
1989-09-29,,20.13,20.13,20.13
1989-10-02,,20.13,20.13,20.13
1989-10-03,,20.13,20.13,20.13
1989-10-04,,20.15,20.15,20.15
