国家,美国,美国,美国,美国
指标名称,期货收盘价(连续):NYMEX天然气,期货收盘价(活跃合约):NYMEX轻质原油,期货结算价(活跃合约):NYMEX轻质原油,期货收盘价(连续):NYMEX轻质原油
频率,日,日,日,日
单位,美元/百万英热单位,美元/桶,美元/桶,美元/桶
指标ID,S0069682,S0180896,S0180938,S0147004
时间区间,1990-04-03:2026-01-12,1988-03-31:2026-01-12,1988-03-31:2026-01-12,1986-07-01:2026-01-12
来源,NYMEX,NYMEX,NYMEX,NYMEX
1998-04-15,2.521,15.82,15.82,15.46
1998-04-16,2.479,16.24,16.24,15.9
1998-04-17,2.475,15.91,15.91,15.46
1998-04-20,2.469,15.91,15.91,15.41
1998-04-21,2.561,15.98,15.98,15.45
1998-04-22,2.398,15.54,15.54,17.08
1998-04-23,2.328,15.19,15.19,15.19
1998-04-24,2.342,15.09,15.09,15.09
1998-04-27,2.266,15.32,15.32,15.32
1998-04-28,2.262,15.74,15.74,15.74
1998-04-29,2.298,15.32,15.32,15.32
1998-04-30,2.221,15.39,15.39,15.39
1998-05-01,2.202,16.13,16.13,16.13
1998-05-04,2.257,15.95,15.95,15.95
1998-05-05,2.215,15.47,15.47,15.47
1998-05-06,2.135,15.37,15.37,15.37
1998-05-07,2.159,15.24,15.24,15.24
1998-05-08,2.167,15.13,15.13,15.13
1998-05-11,2.215,15.17,15.17,15.17
1998-05-12,2.256,15.24,15.24,15.24
1998-05-13,2.204,14.95,14.95,14.95
1998-05-14,2.2,15.08,15.08,15.08
1998-05-15,2.178,14.47,14.47,14.47
1998-05-18,2.134,15.11,15.11,14.07
1998-05-19,2.149,15.01,15.01,12.96
1998-05-20,2.169,14.18,14.18,17.01
1998-05-21,2.067,14.63,14.63,17.15
1998-05-22,2.094,14.78,14.78,17.13
1998-05-26,2.095,14.82,14.82,14.82
1998-05-27,2.017,14.99,14.99,14.99
1998-05-28,2.071,14.85,14.85,14.85
1998-05-29,2.17,15.2,15.2,15.2
1998-06-01,2.191,14.96,14.96,14.96
1998-06-02,2.156,14.84,14.84,14.84
1998-06-03,2.106,14.81,14.81,14.81
1998-06-04,2.02,15.12,15.12,15.12
1998-06-05,2.027,15.07,15.07,15.07
1998-06-08,1.976,14.55,14.55,14.55
1998-06-09,1.938,13.85,13.85,13.85
1998-06-10,1.93,13.48,13.48,13.48
1998-06-11,1.97,12.75,12.75,12.75
1998-06-12,2.035,12.59,12.59,12.59
1998-06-15,2.1,13.03,13.03,11.56
1998-06-16,1.989,13.23,13.23,11.98
1998-06-17,2.174,13.69,13.69,12.6
1998-06-18,2.144,13.13,13.13,11.77
1998-06-19,2.284,13.17,13.17,11.84
1998-06-22,2.362,13.65,13.65,13.43
1998-06-23,2.391,14.52,14.52,17.2
1998-06-24,2.336,14.6,14.6,14.6
1998-06-25,2.364,14.03,14.03,14.03
1998-06-26,2.358,14.13,14.13,14.13
1998-06-29,2.389,14.07,14.07,14.07
1998-06-30,2.469,14.18,14.18,14.18
1998-07-01,2.45,14.37,14.37,14.37
1998-07-02,2.439,14.5,14.5,14.5
1998-07-06,2.365,13.92,13.92,13.92
1998-07-07,2.365,13.62,13.62,13.62
1998-07-08,2.366,13.85,13.85,13.85
1998-07-09,2.349,13.88,13.88,13.88
1998-07-10,2.309,13.87,13.87,13.87
1998-07-13,2.249,13.91,13.91,13.91
1998-07-14,2.266,14.55,14.55,14.55
1998-07-15,2.231,14.87,14.87,14.87
1998-07-16,2.132,14.73,14.73,14.52
1998-07-17,2.165,14.3,14.3,13.98
1998-07-20,2.095,13.63,13.63,13.34
1998-07-21,1.951,14.04,14.04,13.79
1998-07-22,1.934,14.16,14.16,16.43
1998-07-23,1.948,13.88,13.88,13.88
1998-07-24,2.031,13.87,13.87,13.87
1998-07-27,1.965,14.22,14.22,14.22
1998-07-28,1.952,14.27,14.27,14.27
1998-07-29,1.942,14.09,14.09,14.09
1998-07-30,1.906,14.21,14.21,14.21
1998-07-31,1.844,14.21,14.21,14.21
1998-08-03,1.869,13.7,13.7,13.7
1998-08-04,1.895,13.75,13.75,13.75
1998-08-05,1.873,13.68,13.68,13.68
1998-08-06,1.831,13.76,13.76,13.76
1998-08-07,1.833,13.8,13.8,13.8
1998-08-10,1.895,13.05,13.05,13.05
1998-08-11,1.812,12.76,12.76,12.76
1998-08-12,1.819,12.71,12.71,12.71
1998-08-13,1.817,13.21,13.21,13.21
1998-08-14,1.877,13.35,13.35,13.35
1998-08-17,2.041,13.2,13.2,13.2
1998-08-18,1.983,13.2,13.2,12.92
1998-08-19,1.917,13.36,13.36,13.16
1998-08-20,1.953,13.8,13.8,13.54
1998-08-21,1.947,13.37,13.37,15.62
1998-08-24,1.926,13.64,13.64,13.64
1998-08-25,1.828,13.77,13.77,13.77
1998-08-26,1.762,13.58,13.58,13.58
1998-08-27,1.672,13.23,13.23,13.23
1998-08-28,1.664,13.5,13.5,13.5
1998-08-31,1.752,13.34,13.34,13.34
1998-09-01,1.786,13.73,13.73,13.73
1998-09-02,1.652,13.67,13.67,13.67
1998-09-03,1.712,14.67,14.67,14.67
1998-09-04,1.783,14.59,14.59,14.59
1998-09-08,1.874,14.29,14.29,14.29
1998-09-09,1.833,14.12,14.12,14.12
1998-09-10,1.958,14.67,14.67,14.67
1998-09-11,1.878,14.34,14.34,14.34
1998-09-14,1.945,14.42,14.42,14.42
1998-09-15,2.123,14.57,14.57,14.57
1998-09-16,2.241,14.83,14.83,14.53
1998-09-17,2.138,15.09,15.09,14.86
1998-09-18,2.26,15.62,15.62,15.49
1998-09-21,2.187,15.67,15.67,15.49
1998-09-22,2.186,15.84,15.84,15.67
1998-09-23,2.131,15.81,15.81,16.91
1998-09-24,2.179,15.98,15.98,15.98
1998-09-25,2.181,15.75,15.75,15.75
1998-09-28,2.031,15.64,15.64,15.64
1998-09-29,2.347,15.98,15.98,15.98
1998-09-30,2.433,16.14,16.14,16.14
1998-10-01,2.414,15.43,15.43,15.43
1998-10-02,2.432,15.64,15.64,15.64
1998-10-05,2.393,15.39,15.39,15.39
1998-10-06,2.346,15.5,15.5,15.5
1998-10-07,2.393,15.06,15.06,15.06
1998-10-08,2.254,14.42,14.42,14.42
1998-10-09,2.191,14.58,14.58,14.58
1998-10-12,2.089,,,14.44
1998-10-13,2.084,14.23,14.23,14.23
1998-10-14,2.041,14.23,14.23,14.05
1998-10-15,2.095,14.24,14.24,14.05
1998-10-16,2.109,14.33,14.33,14.15
1998-10-19,2.143,13.53,13.53,13.35
1998-10-20,2.202,13.52,13.52,13.43
1998-10-21,2.18,14.08,14.08,15.93
1998-10-22,2.176,13.97,13.97,13.97
1998-10-23,2.164,14.05,14.05,14.05
1998-10-26,2.298,14.23,14.23,14.23
1998-10-27,2.108,14.13,14.13,14.13
1998-10-28,1.972,14.29,14.29,14.29
1998-10-29,2.348,14.24,14.24,14.24
1998-10-30,2.275,14.42,14.42,14.42
1998-11-02,2.387,14.36,14.36,14.36
1998-11-03,2.436,14.2,14.2,14.2
1998-11-04,2.395,14.14,14.14,14.14
1998-11-05,2.553,13.97,13.97,13.97
1998-11-06,2.553,13.87,13.87,13.87
1998-11-09,2.442,13.38,13.38,13.38
1998-11-10,2.478,13.52,13.52,13.52
1998-11-11,2.432,,,13.55
1998-11-12,2.394,13.84,13.84,13.84
1998-11-13,2.459,13.57,13.57,13.57
1998-11-16,2.305,12.82,12.82,12.82
1998-11-17,2.279,12.78,12.78,12.45
1998-11-18,2.204,12.76,12.76,12.14
1998-11-19,2.213,12.74,12.74,12.15
1998-11-20,2.163,12.89,12.89,12.14
1998-11-23,2.097,12.45,12.45,15.35
1998-11-24,2.149,12.12,12.12,12.12
1998-11-25,2.196,11.86,11.86,11.86
1998-11-30,1.976,,,11.22
1998-12-01,1.958,11.13,11.13,11.13
1998-12-02,1.886,13.05,13.05,11.24
1998-12-03,1.959,11.19,11.19,11.19
1998-12-04,1.978,11.17,11.17,11.17
1998-12-07,2.101,11.47,11.47,11.47
1998-12-08,1.913,11.3,11.3,11.3
1998-12-09,1.847,11.16,11.16,11.16
1998-12-10,1.84,10.72,10.72,10.72
1998-12-11,1.858,10.79,10.79,10.79
1998-12-14,1.952,11.29,11.29,11.29
1998-12-15,1.952,11.55,11.55,11.55
1998-12-16,1.99,12.38,12.38,12.38
1998-12-17,2.064,11.37,11.37,11.03
1998-12-18,2.074,11.26,11.26,10.95
1998-12-21,1.947,11.02,11.02,10.81
1998-12-22,1.925,11.12,11.12,13.67
1998-12-23,1.906,11.33,11.33,11.33
1998-12-24,1.881,11.23,11.23,11.23
1998-12-28,1.788,11.46,11.46,11.46
1998-12-29,1.765,11.72,11.72,11.72
1998-12-30,1.886,11.75,11.75,11.75
1998-12-31,1.945,12.05,12.05,12.05
1999-01-04,2.071,12.34,12.34,12.34
1999-01-05,1.975,11.99,11.99,11.99
1999-01-06,1.931,12.8,12.8,12.8
1999-01-07,1.836,13.09,13.09,13.09
1999-01-08,1.83,13.07,13.07,13.07
1999-01-11,1.779,13.44,13.44,13.44
1999-01-12,1.821,12.89,12.89,12.89
1999-01-13,1.77,12.31,12.31,12.31
1999-01-14,1.809,12.22,12.22,12.15
1999-01-15,1.796,12.2,12.2,12.11
1999-01-19,1.817,12.19,12.19,12.08
1999-01-20,1.827,11.87,11.87,11.81
1999-01-21,1.892,12.46,12.46,12.46
1999-01-22,1.778,12.69,12.69,12.69
1999-01-25,1.714,12.44,12.44,12.44
1999-01-26,1.714,12.06,12.06,12.06
1999-01-27,1.81,12.32,12.32,12.32
1999-01-28,1.86,12.45,12.45,12.45
1999-01-29,1.777,12.75,12.75,12.75
1999-02-01,1.744,12.37,12.37,12.37
1999-02-02,1.818,12.3,12.3,12.3
1999-02-03,1.765,12.38,12.38,12.38
1999-02-04,1.829,12.02,12.02,12.02
1999-02-05,1.8,11.8,11.8,11.8
1999-02-08,1.818,11.67,11.67,11.67
1999-02-09,1.838,11.68,11.68,11.68
1999-02-10,1.775,11.75,11.75,11.75
1999-02-11,1.837,11.85,11.85,11.85
1999-02-12,1.807,11.88,11.88,11.88
1999-02-16,1.795,11.37,11.37,11.37
1999-02-17,1.776,11.63,11.63,11.53
1999-02-18,1.746,12.17,12.17,12.04
1999-02-19,1.745,11.9,11.9,11.76
1999-02-22,1.704,12.07,12.07,11.96
1999-02-23,1.71,12.48,12.48,13.6
1999-02-24,1.666,12.61,12.61,12.61
1999-02-25,1.659,12.68,12.68,12.68
1999-02-26,1.628,12.27,12.27,12.27
1999-03-01,1.701,12.24,12.24,12.24
1999-03-02,1.696,12.51,12.51,12.51
1999-03-03,1.723,12.93,12.93,12.93
1999-03-04,1.762,13.35,13.35,13.35
1999-03-05,1.853,13.3,13.3,13.3
1999-03-08,1.859,13.63,13.63,13.63
1999-03-09,1.928,13.85,13.85,13.85
1999-03-10,1.941,14.69,14.69,14.69
1999-03-11,1.82,14.31,14.31,14.31
1999-03-12,1.759,14.49,14.49,14.49
1999-03-15,1.717,14.5,14.5,14.45
1999-03-16,1.717,14.54,14.54,14.46
1999-03-17,1.748,15.15,15.15,15.05
1999-03-18,1.687,15.1,15.1,15
1999-03-19,1.699,15.36,15.36,15.24
1999-03-22,1.769,15.74,15.74,15.5
1999-03-23,1.754,15.51,15.51,15.17
1999-03-24,1.759,15.34,15.34,15.34
1999-03-25,1.835,15.67,15.67,15.67
1999-03-26,1.854,16.17,16.17,16.17
1999-03-29,1.852,16.44,16.44,16.44
1999-03-30,1.978,16.8,16.8,16.8
1999-03-31,2.013,16.76,16.76,16.76
1999-04-01,2.038,16.64,16.64,16.64
1999-04-05,2.03,16.95,16.95,16.95
1999-04-06,2.013,16.81,16.81,16.81
1999-04-07,2.024,16.03,16.03,16.03
1999-04-08,2.069,15.83,15.83,15.83
1999-04-09,2.096,16.57,16.57,16.57
1999-04-12,2.128,16.4,16.4,16.4
1999-04-13,2.136,16.72,16.72,16.72
1999-04-14,2.096,16.47,16.47,16.47
1999-04-15,2.137,16.89,16.89,16.87
1999-04-16,2.124,17.34,17.34,17.33
1999-04-19,2.169,17.63,17.63,17.8
1999-04-20,2.144,17.48,17.48,17.78
1999-04-21,2.174,17.92,17.92,17.92
1999-04-22,2.225,18.18,18.18,18.18
1999-04-23,2.226,17.94,17.94,17.94
1999-04-26,2.299,17.66,17.66,17.66
1999-04-27,2.331,17.81,17.81,17.81
1999-04-28,2.348,18.45,18.45,18.45
1999-04-29,2.339,18.53,18.53,18.53
1999-04-30,2.253,18.66,18.66,18.66
1999-05-03,2.311,18.85,18.85,18.85
1999-05-04,2.359,18.92,18.92,18.92
1999-05-05,2.359,18.98,18.98,18.98
1999-05-06,2.295,18.32,18.32,18.32
1999-05-07,2.273,18.22,18.22,18.22
1999-05-10,2.302,18.5,18.5,18.5
1999-05-11,2.236,18.06,18.06,18.06
1999-05-12,2.191,17.57,17.57,17.57
1999-05-13,2.282,18.03,18.03,18.03
1999-05-14,2.288,18.04,18.04,18.04
1999-05-17,2.343,17.94,17.94,17.94
1999-05-18,2.262,17.05,17.05,17.11
1999-05-19,2.254,16.89,16.89,16.88
1999-05-20,2.218,17.07,17.07,17.03
1999-05-21,2.225,17.41,17.41,17.41
1999-05-24,2.176,17.06,17.06,17.06
1999-05-25,2.2,17.14,17.14,17.14
1999-05-26,2.226,17.35,17.35,17.35
1999-05-27,2.282,17.17,17.17,17.17
1999-05-28,2.358,16.84,16.84,16.84
1999-06-01,2.343,16.34,16.34,16.34
1999-06-02,2.407,16.65,16.65,16.65
1999-06-03,2.397,16.74,16.74,16.74
1999-06-04,2.437,17.32,17.32,17.32
1999-06-07,2.442,17.86,17.86,17.86
1999-06-08,2.393,17.66,17.66,17.66
1999-06-09,2.46,17.99,17.99,17.99
1999-06-10,2.355,17.85,17.85,17.85
1999-06-11,2.378,18.43,18.43,18.43
1999-06-14,2.372,18.33,18.33,18.33
1999-06-15,2.367,18.55,18.55,18.55
1999-06-16,2.327,17.94,17.94,17.94
1999-06-17,2.285,18.41,18.41,18.19
1999-06-18,2.308,18.18,18.18,17.99
1999-06-21,2.237,17.91,17.91,17.7
1999-06-22,2.238,17.75,17.75,17.61
1999-06-23,2.264,18.45,18.45,18.45
1999-06-24,2.295,18.29,18.29,18.29
1999-06-25,2.258,18.39,18.39,18.39
1999-06-28,2.262,18.23,18.23,18.23
1999-06-29,2.4,18.44,18.44,18.44
1999-06-30,2.394,19.29,19.29,19.29
1999-07-01,2.309,19.39,19.39,19.39
1999-07-02,2.287,19.69,19.69,19.69
1999-07-06,2.191,19.78,19.78,19.78
1999-07-07,2.141,19.77,19.77,19.77
1999-07-08,2.162,19.71,19.71,19.71
1999-07-09,2.163,19.94,19.94,19.94
1999-07-12,2.144,19.91,19.91,19.91
1999-07-13,2.176,20.15,20.15,20.15
1999-07-14,2.146,19.92,19.92,19.92
1999-07-15,2.179,20.16,20.16,20.16
1999-07-16,2.187,20.72,20.72,20.62
1999-07-19,2.207,20.65,20.65,20.44
1999-07-20,2.198,19.75,19.75,19.37
1999-07-21,2.253,19.65,19.65,19.65
1999-07-22,2.395,19.94,19.94,19.94
1999-07-23,2.528,20.63,20.63,20.63
1999-07-26,2.542,20.52,20.52,20.52
1999-07-27,2.574,20.38,20.38,20.38
1999-07-28,2.601,20.54,20.54,20.54
1999-07-29,2.569,20.97,20.97,20.97
1999-07-30,2.543,20.53,20.53,20.53
1999-08-02,2.575,20.45,20.45,20.45
1999-08-03,2.598,20.3,20.3,20.3
1999-08-04,2.642,20.44,20.44,20.44
1999-08-05,2.647,20.56,20.56,20.56
1999-08-06,2.698,20.88,20.88,20.88
1999-08-09,2.721,21.27,21.27,21.27
1999-08-10,2.748,21.3,21.3,21.3
1999-08-11,2.704,21.52,21.52,21.52
1999-08-12,2.723,21.48,21.48,21.48
1999-08-13,2.745,21.67,21.67,21.67
1999-08-16,2.7,21.36,21.36,21.36
1999-08-17,2.708,21.91,21.91,21.74
1999-08-18,2.792,21.73,21.73,21.52
1999-08-19,2.898,21.97,21.97,21.77
1999-08-20,2.938,21.88,21.88,21.65
1999-08-23,3.064,21.84,21.84,21.84
1999-08-24,3.059,21.47,21.47,21.47
1999-08-25,3.03,20.58,20.58,20.58
1999-08-26,2.948,20.95,20.95,20.95
1999-08-27,2.912,21.27,21.27,21.27
1999-08-30,2.969,22.01,22.01,22.01
1999-08-31,2.825,22.11,22.11,22.11
1999-09-01,2.737,21.99,21.99,21.99
1999-09-02,2.471,21.49,21.49,21.49
1999-09-03,2.561,22,22,22
1999-09-07,2.677,22.61,22.61,22.61
1999-09-08,2.612,22.66,22.66,22.66
1999-09-09,2.851,23.2,23.2,23.2
1999-09-10,2.801,23.55,23.55,23.55
1999-09-13,2.781,24.21,24.21,24.21
1999-09-14,2.636,23.86,23.86,23.86
1999-09-15,2.628,24.13,24.13,24.13
1999-09-16,2.546,24.09,24.09,24.51
1999-09-17,2.608,24.18,24.18,24.72
1999-09-20,2.519,23.85,23.85,24.29
1999-09-21,2.427,23.94,23.94,24.46
1999-09-22,2.426,24.12,24.12,24.12
1999-09-23,2.697,24.87,24.87,24.87
1999-09-24,2.63,24.76,24.76,24.76
1999-09-27,2.632,24.61,24.61,24.61
1999-09-28,2.56,24.33,24.33,24.33
1999-09-29,2.824,24.69,24.69,24.69
1999-09-30,2.744,24.51,24.51,24.51
1999-10-01,2.793,24.54,24.54,24.54
1999-10-04,2.625,23.76,23.76,23.76
1999-10-05,2.586,23.45,23.45,23.45
1999-10-06,2.601,23.27,23.27,23.27
1999-10-07,2.642,22.45,22.45,22.45
1999-10-08,2.692,20.9,20.9,20.9
1999-10-11,2.825,21.27,21.27,21.27
1999-10-12,2.927,22.3,22.3,22.3
1999-10-13,2.97,23,23,23.06
1999-10-14,2.834,22.4,22.4,22.45
1999-10-15,2.975,22.82,22.82,22.82
1999-10-18,2.92,22.71,22.71,22.53
1999-10-19,3.007,22.34,22.34,22.22
1999-10-20,2.978,22.48,22.48,22.2
1999-10-21,3.064,22.61,22.61,22.61
1999-10-22,3.072,23.45,23.45,23.45
1999-10-25,3.016,23.35,23.35,23.35
1999-10-26,3.011,23.19,23.19,23.19
1999-10-27,3.092,22.92,22.92,22.92
1999-10-28,2.965,21.68,21.68,21.68
1999-10-29,2.961,21.75,21.75,21.75
1999-11-01,2.914,22.51,22.51,22.51
1999-11-02,2.837,22.39,22.39,22.39
1999-11-03,2.873,22.56,22.56,22.56
1999-11-04,2.826,23.14,23.14,23.14
1999-11-05,2.884,23,23,23
1999-11-08,2.665,23.27,23.27,23.27
1999-11-09,2.643,24.03,24.03,24.03
1999-11-10,2.657,24.47,24.47,24.47
1999-11-11,2.522,24.33,24.33,24.33
1999-11-12,2.649,24.91,24.91,24.91
1999-11-15,2.524,25.05,25.05,25.13
1999-11-16,2.451,25.44,25.44,25.7
1999-11-17,2.456,26,26,26.6
1999-11-18,2.496,25.33,25.33,25.8
1999-11-19,2.434,26.14,26.14,26.56
1999-11-22,2.197,27.07,27.07,27.07
1999-11-23,2.189,26.44,26.44,26.44
1999-11-24,2.12,26.87,26.87,26.87
1999-11-29,2.352,,,25.96
1999-11-30,2.304,24.59,24.59,24.59
1999-12-01,2.393,25,25,25
1999-12-02,2.461,25.82,25.82,25.82
1999-12-03,2.331,25.81,25.81,25.81
1999-12-06,2.224,26.66,26.66,26.66
1999-12-07,2.271,26.22,26.22,26.22
1999-12-08,2.288,26.54,26.54,26.54
1999-12-09,2.285,26.15,26.15,26.15
1999-12-10,2.446,25.23,25.23,25.23
1999-12-13,2.509,25.38,25.38,25.38
1999-12-14,2.585,25.73,25.73,25.73
1999-12-15,2.486,25.83,25.83,26.36
1999-12-16,2.636,26.42,26.42,26.83
1999-12-17,2.655,26.52,26.52,26.74
1999-12-20,2.629,26.34,26.34,26.54
1999-12-21,2.522,26.26,26.26,26.26
1999-12-22,2.444,25.5,25.5,25.5
1999-12-23,2.399,25.87,25.87,25.87
1999-12-27,2.271,26.33,26.33,26.33
1999-12-28,2.344,26.82,26.82,26.82
1999-12-29,2.394,26.47,26.47,26.47
1999-12-30,2.329,25.6,25.6,25.6
2000-01-04,2.176,,,25.55
2000-01-05,2.168,24.91,24.91,24.91
2000-01-06,2.196,24.78,24.78,24.78
2000-01-07,2.173,24.22,24.22,24.22
2000-01-10,2.216,24.67,24.67,24.67
2000-01-11,2.26,25.77,25.77,25.77
2000-01-12,2.244,26.28,26.28,26.28
2000-01-13,2.252,26.69,26.69,26.69
2000-01-14,2.322,28.02,28.02,28.02
2000-01-18,2.383,27.8,27.8,28.85
2000-01-19,2.417,27.88,27.88,29.54
2000-01-20,2.559,27.97,27.97,29.66
2000-01-21,2.485,28.2,28.2,28.2
2000-01-24,2.528,27.83,27.83,27.83
2000-01-25,2.616,28.28,28.28,28.28
2000-01-26,2.523,27.84,27.84,27.84
2000-01-27,2.61,27.32,27.32,27.32
2000-01-28,2.532,27.22,27.22,27.22
2000-01-31,2.662,27.64,27.64,27.64
2000-02-01,2.699,28.22,28.22,28.22
2000-02-02,2.759,27.55,27.55,27.55
2000-02-03,2.659,28.03,28.03,28.03
2000-02-04,2.742,28.82,28.82,28.82
2000-02-07,2.562,28.45,28.45,28.45
2000-02-08,2.495,28.02,28.02,28.02
2000-02-09,2.54,28.77,28.77,28.77
2000-02-10,2.592,29.43,29.43,29.43
2000-02-11,2.57,29.44,29.44,29.44
2000-02-14,2.541,30.25,30.25,30.25
2000-02-15,2.618,30.06,30.06,30.06
2000-02-16,2.564,29.33,29.33,30.05
2000-02-17,2.667,28.55,28.55,29.46
2000-02-18,2.633,28.45,28.45,29.51
2000-02-22,2.515,28.92,28.92,29.62
2000-02-23,2.53,29.39,29.39,29.39
2000-02-24,2.549,29.97,29.97,29.97
2000-02-25,2.603,30.35,30.35,30.35
2000-02-28,2.686,30.13,30.13,30.13
2000-02-29,2.761,30.43,30.43,30.43
2000-03-01,2.815,31.77,31.77,31.77
2000-03-02,2.783,31.69,31.69,31.69
2000-03-03,2.825,31.51,31.51,31.51
2000-03-06,2.85,32.18,32.18,32.18
2000-03-07,2.799,34.13,34.13,34.13
2000-03-08,2.71,31.26,31.26,31.26
2000-03-09,2.786,31.69,31.69,31.69
2000-03-10,2.774,31.76,31.76,31.76
2000-03-13,2.86,32.02,32.02,32.02
2000-03-14,2.809,31.69,31.69,31.69
2000-03-15,2.866,30.72,30.72,30.72
2000-03-16,2.851,29.28,29.28,31.09
2000-03-17,2.785,29.08,29.08,30.91
2000-03-20,2.714,27.55,27.55,29.43
2000-03-21,2.751,27.81,27.81,28
2000-03-22,2.794,27.46,27.46,27.46
2000-03-23,2.847,27.31,27.31,27.31
2000-03-24,2.836,28.02,28.02,28.02
2000-03-27,2.914,27.79,27.79,27.79
2000-03-28,2.963,27.09,27.09,27.09
2000-03-29,2.9,26.45,26.45,26.45
2000-03-30,2.873,26.7,26.7,26.7
2000-03-31,2.945,26.9,26.9,26.9
2000-04-03,2.889,26.43,26.43,26.43
2000-04-04,2.822,25.45,25.45,25.45
2000-04-05,2.888,25.83,25.83,25.83
2000-04-06,2.956,25.69,25.69,25.69
2000-04-07,2.971,25.04,25.04,25.04
2000-04-10,2.971,23.85,23.85,23.85
2000-04-11,2.949,24.14,24.14,24.14
2000-04-12,3.021,25.41,25.41,25.41
2000-04-13,3.087,25.38,25.38,25.38
2000-04-14,3.078,24.33,24.33,25.57
2000-04-17,3.158,24.57,24.57,25.89
2000-04-18,3.098,24.83,24.83,26.11
2000-04-19,3.055,25.8,25.8,27.35
2000-04-20,3.073,25.88,25.88,25.88
2000-04-24,3.137,26.04,26.04,26.04
2000-04-25,3.11,25.33,25.33,25.33
2000-04-26,3.089,24.65,24.65,24.65
2000-04-27,3.055,25.42,25.42,25.42
2000-04-28,3.141,25.74,25.74,25.74
2000-05-01,3.216,25.87,25.87,25.87
2000-05-02,3.217,26.89,26.89,26.89
2000-05-03,3.126,26.75,26.75,26.75
2000-05-04,3.107,26.98,26.98,26.98
2000-05-05,3.025,27.29,27.29,27.29
2000-05-08,3.17,28.09,28.09,28.09
2000-05-09,3.183,28.65,28.65,28.65
2000-05-10,3.317,28.1,28.1,28.1
2000-05-11,3.352,29.11,29.11,29.11
2000-05-12,3.354,29.39,29.39,29.62
2000-05-15,3.396,29.73,29.73,29.92
2000-05-16,3.448,29.65,29.65,29.73
2000-05-17,3.689,29.44,29.44,29.32
2000-05-18,3.71,30.22,30.22,30.33
2000-05-19,3.825,29.85,29.85,29.89
2000-05-22,3.747,28.73,28.73,28.61
2000-05-23,3.814,28.78,28.78,28.78
2000-05-24,4.073,29.93,29.93,29.93
2000-05-25,4.236,30.51,30.51,30.51
2000-05-26,4.406,30,30,30
2000-05-30,4.354,30.35,30.35,30.35
2000-05-31,4.356,29.01,29.01,29.01
2000-06-01,4.064,30.14,30.14,30.14
2000-06-02,4.043,30.35,30.35,30.35
2000-06-05,4.398,29.7,29.7,29.7
2000-06-06,4.294,29.75,29.75,29.75
2000-06-07,3.945,29.95,29.95,29.95
2000-06-08,4.133,29.78,29.78,29.78
2000-06-09,4.16,30.2,30.2,30.2
2000-06-12,4.212,31.74,31.74,31.74
2000-06-13,4.158,32.56,32.56,32.56
2000-06-14,4.256,32.85,32.85,32.85
2000-06-15,4.463,30.95,30.95,32.95
2000-06-16,4.488,30.02,30.02,32.33
2000-06-19,4.063,29.64,29.64,31.69
2000-06-20,4.107,30.65,30.65,33.05
2000-06-21,4.378,31.37,31.37,31.37
2000-06-22,4.551,32.19,32.19,32.19
2000-06-23,4.448,32.25,32.25,32.25
2000-06-26,4.56,31.63,31.63,31.63
2000-06-27,4.686,32.06,32.06,32.06
2000-06-28,4.369,31.9,31.9,31.9
2000-06-29,4.423,32.72,32.72,32.72
2000-06-30,4.476,32.5,32.5,32.5
2000-07-05,4.109,,,30.67
2000-07-06,4.066,29.99,29.99,29.99
2000-07-07,4.262,30.28,30.28,30.28
2000-07-10,4.228,29.69,29.69,29.69
2000-07-11,4.257,29.7,29.7,29.7
2000-07-12,4.031,30.32,30.32,30.32
2000-07-13,4.166,31.47,31.47,31.47
2000-07-14,4.15,30.43,30.43,31.4
2000-07-17,4.002,29.76,29.76,30.83
2000-07-18,4.044,30.64,30.64,31.94
2000-07-19,3.884,30.35,30.35,31.42
2000-07-20,3.86,29.77,29.77,30.93
2000-07-21,3.834,28.56,28.56,28.56
2000-07-24,3.715,28.02,28.02,28.02
2000-07-25,3.66,27.95,27.95,27.95
2000-07-26,3.763,27.81,27.81,27.81
2000-07-27,3.82,28.02,28.02,28.02
2000-07-28,3.845,28.18,28.18,28.18
2000-07-31,3.774,27.43,27.43,27.43
2000-08-01,3.987,27.79,27.79,27.79
2000-08-02,4.214,28.26,28.26,28.26
2000-08-03,4.25,28.66,28.66,28.66
2000-08-04,4.296,29.96,29.96,29.96
2000-08-07,4.348,28.91,28.91,28.91
2000-08-08,4.409,29.12,29.12,29.12
2000-08-09,4.419,30.35,30.35,30.35
2000-08-10,4.468,31.34,31.34,31.34
2000-08-11,4.475,31.02,31.02,31.02
2000-08-14,4.318,31.94,31.94,31.94
2000-08-15,4.234,31.67,31.67,31.67
2000-08-16,4.413,30.98,30.98,31.8
2000-08-17,4.406,31.33,31.33,31.94
2000-08-18,4.436,31.56,31.56,31.99
2000-08-21,4.747,31.98,31.98,32.47
2000-08-22,4.52,31.22,31.22,31.22
2000-08-23,4.605,32.02,32.02,32.02
2000-08-24,4.54,31.63,31.63,31.63
2000-08-25,4.628,32.03,32.03,32.03
2000-08-28,4.685,32.87,32.87,32.87
2000-08-29,4.618,32.74,32.74,32.74
2000-08-30,4.801,33.32,33.32,33.32
2000-08-31,4.782,33.12,33.12,33.12
2000-09-01,4.835,33.38,33.38,33.38
2000-09-05,4.95,33.83,33.83,33.83
