国家,中国,中国,中国,中国,中国,中国,中国,中国,中国,中国,中国,中国,中国,中国,中国,中国
指标名称,沪深300指数,沪深300指数,滚动市盈率(TTM):沪深300指数,市盈率:沪深300指数,沪深300指数:换手率,静态市盈率:沪深300指数,沪深300:成交金额,市净率:沪深300指数,中国:沪深300:资金净主动买入额,期货收盘价(活跃合约):沪深300指数期货,沪深300指数:涨跌幅,沪深300:成交量,期货收盘价(连续):沪深300指数期货,期货成交量:沪深300指数期货,期货持仓量:沪深300指数期货,沪深300指数:涨跌点数
频率,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日,日
单位,点,点,倍,倍,%,倍,亿元,倍,亿元,点,%,亿股,点,手,手,点
指标ID,M0020209,M0020209,M0342074,M0330172,M0331172,M0342073,M0020213,M0342075,M0062054,M0066367,M0020215,M0020212,M0061651,M0086454,M0086456,M0020214
时间区间,2002-01-04:2026-01-13,2002-01-04:2026-01-13,2005-04-08:2026-01-13,2011-07-14:2026-01-12,2005-04-08:2026-01-13,2005-04-08:2026-01-13,2005-01-04:2026-01-13,2005-04-08:2026-01-13,2008-08-19:2026-01-13,2010-04-16:2026-01-13,2002-01-07:2026-01-13,2005-01-04:2026-01-13,2010-04-16:2026-01-13,2006-10-30:2026-01-13,2006-10-30:2026-01-13,2002-01-07:2026-01-13
来源,上海证券交易所,上海证券交易所,Wind,中证指数公司,Wind,Wind,上海证券交易所,Wind,Wind,中国金融期货交易所,上海证券交易所,上海证券交易所,中国金融期货交易所,中国金融期货交易所,中国金融期货交易所,上海证券交易所
2002-01-04,1316.455,1316.455,,,,,,,,,,,,,,
2002-01-07,1302.084,1302.084,,,,,,,,,-1.091644,,,,,-14.371
2002-01-08,1292.714,1292.714,,,,,,,,,-0.719616,,,,,-9.37
2002-01-09,1272.645,1272.645,,,,,,,,,-1.55247,,,,,-20.069
2002-01-10,1281.261,1281.261,,,,,,,,,0.677015,,,,,8.616
2002-01-11,1249.814,1249.814,,,,,,,,,-2.454379,,,,,-31.447
2002-01-14,1205.146,1205.146,,,,,,,,,-3.573972,,,,,-44.668
2002-01-15,1186.433,1186.433,,,,,,,,,-1.552758,,,,,-18.713
2002-01-16,1201.877,1201.877,,,,,,,,,1.301717,,,,,15.444
2002-01-17,1152.148,1152.148,,,,,,,,,-4.137611,,,,,-49.729
2002-01-18,1149.483,1149.483,,,,,,,,,-0.231307,,,,,-2.665
2002-01-21,1108.61,1108.61,,,,,,,,,-3.555772,,,,,-40.873
2002-01-22,1109.994,1109.994,,,,,,,,,0.124841,,,,,1.384
2002-01-23,1183.154,1183.154,,,,,,,,,6.591027,,,,,73.16
2002-01-24,1189.583,1189.583,,,,,,,,,0.543378,,,,,6.429
2002-01-25,1189.428,1189.428,,,,,,,,,-0.01303,,,,,-0.155
2002-01-28,1112.835,1112.835,,,,,,,,,-6.439482,,,,,-76.593
2002-01-29,1140.377,1140.377,,,,,,,,,2.47494,,,,,27.542
2002-01-30,1145.855,1145.855,,,,,,,,,0.480367,,,,,5.478
2002-01-31,1221.76,1221.76,,,,,,,,,6.624311,,,,,75.905
2002-02-01,1215.743,1215.743,,,,,,,,,-0.492486,,,,,-6.017
2002-02-04,1236.969,1236.969,,,,,,,,,1.745928,,,,,21.226
2002-02-05,1246.842,1246.842,,,,,,,,,0.798161,,,,,9.873
2002-02-06,1216.788,1216.788,,,,,,,,,-2.41041,,,,,-30.054
2002-02-07,1241.023,1241.023,,,,,,,,,1.991719,,,,,24.235
2002-02-08,1235.092,1235.092,,,,,,,,,-0.477912,,,,,-5.931
2002-02-25,1254.611,1254.611,,,,,,,,,1.580368,,,,,19.519
2002-02-26,1253.121,1253.121,,,,,,,,,-0.118762,,,,,-1.49
2002-02-27,1255.997,1255.997,,,,,,,,,0.229507,,,,,2.876
2002-02-28,1244.603,1244.603,,,,,,,,,-0.907168,,,,,-11.394
2002-03-01,1227.229,1227.229,,,,,,,,,-1.395947,,,,,-17.374
2002-03-04,1245.867,1245.867,,,,,,,,,1.518706,,,,,18.638
2002-03-05,1275.614,1275.614,,,,,,,,,2.387655,,,,,29.747
2002-03-06,1288.444,1288.444,,,,,,,,,1.00579,,,,,12.83
2002-03-07,1328.388,1328.388,,,,,,,,,3.100174,,,,,39.944
2002-03-08,1351.854,1351.854,,,,,,,,,1.766502,,,,,23.466
2002-03-11,1377.037,1377.037,,,,,,,,,1.862849,,,,,25.183
2002-03-12,1362.404,1362.404,,,,,,,,,-1.062644,,,,,-14.633
2002-03-13,1343.138,1343.138,,,,,,,,,-1.414118,,,,,-19.266
2002-03-14,1376.329,1376.329,,,,,,,,,2.471153,,,,,33.191
2002-03-15,1338.702,1338.702,,,,,,,,,-2.733867,,,,,-37.627
2002-03-18,1341.907,1341.907,,,,,,,,,0.239411,,,,,3.205
2002-03-19,1368.378,1368.378,,,,,,,,,1.97264,,,,,26.471
2002-03-20,1382.417,1382.417,,,,,,,,,1.025959,,,,,14.039
2002-03-21,1385.79,1385.79,,,,,,,,,0.243993,,,,,3.373
2002-03-22,1369.901,1369.901,,,,,,,,,-1.146566,,,,,-15.889
2002-03-25,1373.012,1373.012,,,,,,,,,0.227097,,,,,3.111
2002-03-26,1350.009,1350.009,,,,,,,,,-1.675368,,,,,-23.003
2002-03-27,1354.098,1354.098,,,,,,,,,0.302887,,,,,4.089
2002-03-28,1352.533,1352.533,,,,,,,,,-0.115575,,,,,-1.565
2002-03-29,1313.466,1313.466,,,,,,,,,-2.888432,,,,,-39.067
2002-04-01,1317.579,1317.579,,,,,,,,,0.313141,,,,,4.113
2002-04-02,1296.574,1296.574,,,,,,,,,-1.594212,,,,,-21.005
2002-04-03,1302.248,1302.248,,,,,,,,,0.437615,,,,,5.674
2002-04-04,1337.728,1337.728,,,,,,,,,2.724519,,,,,35.48
2002-04-05,1332.201,1332.201,,,,,,,,,-0.413163,,,,,-5.527
2002-04-08,1333.705,1333.705,,,,,,,,,0.112896,,,,,1.504
2002-04-09,1357.742,1357.742,,,,,,,,,1.802273,,,,,24.037
2002-04-10,1366.716,1366.716,,,,,,,,,0.66095,,,,,8.974
2002-04-11,1344.734,1344.734,,,,,,,,,-1.608381,,,,,-21.982
2002-04-12,1350.689,1350.689,,,,,,,,,0.442839,,,,,5.955
2002-04-15,1344.581,1344.581,,,,,,,,,-0.452214,,,,,-6.108
2002-04-16,1341.502,1341.502,,,,,,,,,-0.228993,,,,,-3.079
2002-04-17,1341.766,1341.766,,,,,,,,,0.019679,,,,,0.264
2002-04-18,1326.546,1326.546,,,,,,,,,-1.134326,,,,,-15.22
2002-04-19,1330.642,1330.642,,,,,,,,,0.308772,,,,,4.096
2002-04-22,1324.867,1324.867,,,,,,,,,-0.434001,,,,,-5.775
2002-04-23,1318.661,1318.661,,,,,,,,,-0.468424,,,,,-6.206
2002-04-24,1309.727,1309.727,,,,,,,,,-0.677505,,,,,-8.934
2002-04-25,1312.483,1312.483,,,,,,,,,0.210426,,,,,2.756
2002-04-26,1331.714,1331.714,,,,,,,,,1.465238,,,,,19.231
2002-04-29,1349.785,1349.785,,,,,,,,,1.356973,,,,,18.071
2002-04-30,1353.607,1353.607,,,,,,,,,0.283156,,,,,3.822
2002-05-08,1342.292,1342.292,,,,,,,,,-0.835915,,,,,-11.315
2002-05-09,1344.783,1344.783,,,,,,,,,0.185578,,,,,2.491
2002-05-10,1335.451,1335.451,,,,,,,,,-0.693941,,,,,-9.332
2002-05-13,1319.814,1319.814,,,,,,,,,-1.170915,,,,,-15.637
2002-05-14,1311.68,1311.68,,,,,,,,,-0.616299,,,,,-8.134
2002-05-15,1300.119,1300.119,,,,,,,,,-0.881389,,,,,-11.561
2002-05-16,1261.522,1261.522,,,,,,,,,-2.968728,,,,,-38.597
2002-05-17,1277.235,1277.235,,,,,,,,,1.245559,,,,,15.713
2002-05-20,1258.829,1258.829,,,,,,,,,-1.441082,,,,,-18.406
2002-05-21,1298.878,1298.878,,,,,,,,,3.181449,,,,,40.049
2002-05-22,1280.16,1280.16,,,,,,,,,-1.44109,,,,,-18.718
2002-05-23,1284.836,1284.836,,,,,,,,,0.365267,,,,,4.676
2002-05-24,1265.966,1265.966,,,,,,,,,-1.46867,,,,,-18.87
2002-05-27,1270.336,1270.336,,,,,,,,,0.345191,,,,,4.37
2002-05-28,1270.382,1270.382,,,,,,,,,0.003621,,,,,0.046
2002-05-29,1246.019,1246.019,,,,,,,,,-1.91777,,,,,-24.363
2002-05-30,1245.886,1245.886,,,,,,,,,-0.010674,,,,,-0.133
2002-05-31,1238.577,1238.577,,,,,,,,,-0.586651,,,,,-7.309
2002-06-03,1213.388,1213.388,,,,,,,,,-2.033705,,,,,-25.189
2002-06-04,1219.523,1219.523,,,,,,,,,0.505609,,,,,6.135
2002-06-05,1196.623,1196.623,,,,,,,,,-1.877783,,,,,-22.9
2002-06-06,1245.613,1245.613,,,,,,,,,4.094021,,,,,48.99
2002-06-07,1252.514,1252.514,,,,,,,,,0.554024,,,,,6.901
2002-06-10,1243.743,1243.743,,,,,,,,,-0.700272,,,,,-8.771
2002-06-11,1252.851,1252.851,,,,,,,,,0.732306,,,,,9.108
2002-06-12,1246.843,1246.843,,,,,,,,,-0.479546,,,,,-6.008
2002-06-13,1235.572,1235.572,,,,,,,,,-0.903963,,,,,-11.271
2002-06-14,1222.119,1222.119,,,,,,,,,-1.088807,,,,,-13.453
2002-06-17,1224.654,1224.654,,,,,,,,,0.207427,,,,,2.535
2002-06-18,1248.837,1248.837,,,,,,,,,1.97468,,,,,24.183
2002-06-19,1236.049,1236.049,,,,,,,,,-1.023993,,,,,-12.788
2002-06-20,1245.081,1245.081,,,,,,,,,0.730715,,,,,9.032
2002-06-21,1288.522,1288.522,,,,,,,,,3.48901,,,,,43.441
2002-06-24,1409.505,1409.505,,,,,,,,,9.389285,,,,,120.983
2002-06-25,1409.226,1409.226,,,,,,,,,-0.019794,,,,,-0.279
2002-06-26,1417.307,1417.307,,,,,,,,,0.573435,,,,,8.081
2002-06-27,1422.512,1422.512,,,,,,,,,0.367246,,,,,5.205
2002-06-28,1431.175,1431.175,,,,,,,,,0.608993,,,,,8.663
2002-07-01,1415.33,1415.33,,,,,,,,,-1.107132,,,,,-15.845
2002-07-02,1425.814,1425.814,,,,,,,,,0.740746,,,,,10.484
2002-07-03,1427.39,1427.39,,,,,,,,,0.110533,,,,,1.576
2002-07-04,1412.617,1412.617,,,,,,,,,-1.034966,,,,,-14.773
2002-07-05,1415.403,1415.403,,,,,,,,,0.197223,,,,,2.786
2002-07-08,1423.696,1423.696,,,,,,,,,0.585911,,,,,8.293
2002-07-09,1419.471,1419.471,,,,,,,,,-0.296763,,,,,-4.225
2002-07-10,1392.901,1392.901,,,,,,,,,-1.871824,,,,,-26.57
2002-07-11,1390.929,1390.929,,,,,,,,,-0.141575,,,,,-1.972
2002-07-12,1389.45,1389.45,,,,,,,,,-0.106332,,,,,-1.479
2002-07-15,1379.38,1379.38,,,,,,,,,-0.724747,,,,,-10.07
2002-07-16,1382.412,1382.412,,,,,,,,,0.219809,,,,,3.032
2002-07-17,1393.022,1393.022,,,,,,,,,0.767499,,,,,10.61
2002-07-18,1397.411,1397.411,,,,,,,,,0.31507,,,,,4.389
2002-07-19,1403.253,1403.253,,,,,,,,,0.418059,,,,,5.842
2002-07-22,1380.282,1380.282,,,,,,,,,-1.636982,,,,,-22.971
2002-07-23,1375.613,1375.613,,,,,,,,,-0.338264,,,,,-4.669
2002-07-24,1372.892,1372.892,,,,,,,,,-0.197803,,,,,-2.721
2002-07-25,1364.996,1364.996,,,,,,,,,-0.575136,,,,,-7.896
2002-07-26,1361.409,1361.409,,,,,,,,,-0.262785,,,,,-3.587
2002-07-29,1368.797,1368.797,,,,,,,,,0.542673,,,,,7.388
2002-07-30,1371.909,1371.909,,,,,,,,,0.227353,,,,,3.112
2002-07-31,1358.16,1358.16,,,,,,,,,-1.00218,,,,,-13.749
2002-08-01,1355.303,1355.303,,,,,,,,,-0.210358,,,,,-2.857
2002-08-02,1359.993,1359.993,,,,,,,,,0.346048,,,,,4.69
2002-08-05,1353.479,1353.479,,,,,,,,,-0.478973,,,,,-6.514
2002-08-06,1368.994,1368.994,,,,,,,,,1.146305,,,,,15.515
2002-08-07,1366.795,1366.795,,,,,,,,,-0.160629,,,,,-2.199
2002-08-08,1359.677,1359.677,,,,,,,,,-0.52078,,,,,-7.118
2002-08-09,1350.311,1350.311,,,,,,,,,-0.68884,,,,,-9.366
2002-08-12,1340.216,1340.216,,,,,,,,,-0.747606,,,,,-10.095
2002-08-13,1342.357,1342.357,,,,,,,,,0.15975,,,,,2.141
2002-08-14,1351.507,1351.507,,,,,,,,,0.681637,,,,,9.15
2002-08-15,1340.968,1340.968,,,,,,,,,-0.779796,,,,,-10.539
2002-08-16,1349.622,1349.622,,,,,,,,,0.645355,,,,,8.654
2002-08-19,1347.16,1347.16,,,,,,,,,-0.182421,,,,,-2.462
2002-08-20,1370.046,1370.046,,,,,,,,,1.698833,,,,,22.886
2002-08-21,1370.957,1370.957,,,,,,,,,0.066494,,,,,0.911
2002-08-22,1381.549,1381.549,,,,,,,,,0.772599,,,,,10.592
2002-08-23,1379.419,1379.419,,,,,,,,,-0.154175,,,,,-2.13
2002-08-26,1366.181,1366.181,,,,,,,,,-0.959679,,,,,-13.238
2002-08-27,1369.76,1369.76,,,,,,,,,0.261971,,,,,3.579
2002-08-28,1368.397,1368.397,,,,,,,,,-0.099506,,,,,-1.363
2002-08-29,1362.67,1362.67,,,,,,,,,-0.418519,,,,,-5.727
2002-08-30,1361.298,1361.298,,,,,,,,,-0.100685,,,,,-1.372
2002-09-02,1362.152,1362.152,,,,,,,,,0.062734,,,,,0.854
2002-09-03,1366.71,1366.71,,,,,,,,,0.334618,,,,,4.558
2002-09-04,1358.78,1358.78,,,,,,,,,-0.580226,,,,,-7.93
2002-09-05,1341.468,1341.468,,,,,,,,,-1.274084,,,,,-17.312
2002-09-06,1334.343,1334.343,,,,,,,,,-0.531135,,,,,-7.125
2002-09-09,1323.132,1323.132,,,,,,,,,-0.840189,,,,,-11.211
2002-09-10,1324.21,1324.21,,,,,,,,,0.081473,,,,,1.078
2002-09-11,1319.034,1319.034,,,,,,,,,-0.390875,,,,,-5.176
2002-09-12,1322.232,1322.232,,,,,,,,,0.24245,,,,,3.198
2002-09-13,1321.809,1321.809,,,,,,,,,-0.031991,,,,,-0.423
2002-09-16,1302.617,1302.617,,,,,,,,,-1.45195,,,,,-19.192
2002-09-17,1304.376,1304.376,,,,,,,,,0.135036,,,,,1.759
2002-09-18,1295.561,1295.561,,,,,,,,,-0.675802,,,,,-8.815
2002-09-19,1319.817,1319.817,,,,,,,,,1.872239,,,,,24.256
2002-09-20,1305.747,1305.747,,,,,,,,,-1.066057,,,,,-14.07
2002-09-23,1304.924,1304.924,,,,,,,,,-0.063029,,,,,-0.823
2002-09-24,1299.185,1299.185,,,,,,,,,-0.439796,,,,,-5.739
2002-09-25,1299.523,1299.523,,,,,,,,,0.026016,,,,,0.338
2002-09-26,1291.378,1291.378,,,,,,,,,-0.626768,,,,,-8.145
2002-09-27,1285.652,1285.652,,,,,,,,,-0.443402,,,,,-5.726
2002-10-08,1272.939,1272.939,,,,,,,,,-0.988837,,,,,-12.713
2002-10-09,1247.533,1247.533,,,,,,,,,-1.995854,,,,,-25.406
2002-10-10,1241.552,1241.552,,,,,,,,,-0.479426,,,,,-5.981
2002-10-11,1237.14,1237.14,,,,,,,,,-0.355362,,,,,-4.412
2002-10-14,1243.744,1243.744,,,,,,,,,0.533812,,,,,6.604
2002-10-15,1238.967,1238.967,,,,,,,,,-0.384082,,,,,-4.777
2002-10-16,1247.72,1247.72,,,,,,,,,0.706476,,,,,8.753
2002-10-17,1228.263,1228.263,,,,,,,,,-1.559404,,,,,-19.457
2002-10-18,1233.668,1233.668,,,,,,,,,0.440052,,,,,5.405
2002-10-21,1237.362,1237.362,,,,,,,,,0.299432,,,,,3.694
2002-10-22,1254.739,1254.739,,,,,,,,,1.404359,,,,,17.377
2002-10-23,1255.635,1255.635,,,,,,,,,0.071409,,,,,0.896
2002-10-24,1244.559,1244.559,,,,,,,,,-0.882103,,,,,-11.076
2002-10-25,1233.578,1233.578,,,,,,,,,-0.882321,,,,,-10.981
2002-10-28,1219.425,1219.425,,,,,,,,,-1.147313,,,,,-14.153
2002-10-29,1226.775,1226.775,,,,,,,,,0.602743,,,,,7.35
2002-10-30,1225.94,1225.94,,,,,,,,,-0.068065,,,,,-0.835
2002-10-31,1225.338,1225.338,,,,,,,,,-0.049105,,,,,-0.602
2002-11-01,1227.849,1227.849,,,,,,,,,0.204923,,,,,2.511
2002-11-04,1246.804,1246.804,,,,,,,,,1.543757,,,,,18.955
2002-11-05,1265.73,1265.73,,,,,,,,,1.517961,,,,,18.926
2002-11-06,1260.054,1260.054,,,,,,,,,-0.448437,,,,,-5.676
2002-11-07,1259.87,1259.87,,,,,,,,,-0.014603,,,,,-0.184
2002-11-08,1232.945,1232.945,,,,,,,,,-2.137125,,,,,-26.925
2002-11-11,1218.356,1218.356,,,,,,,,,-1.183264,,,,,-14.589
2002-11-12,1200.92,1200.92,,,,,,,,,-1.431109,,,,,-17.436
2002-11-13,1206.419,1206.419,,,,,,,,,0.457899,,,,,5.499
2002-11-14,1183.635,1183.635,,,,,,,,,-1.888564,,,,,-22.784
2002-11-15,1186.923,1186.923,,,,,,,,,0.277788,,,,,3.288
2002-11-18,1174.825,1174.825,,,,,,,,,-1.019274,,,,,-12.098
2002-11-19,1182.636,1182.636,,,,,,,,,0.664865,,,,,7.811
2002-11-20,1154.898,1154.898,,,,,,,,,-2.345439,,,,,-27.738
2002-11-21,1125.38,1125.38,,,,,,,,,-2.555897,,,,,-29.518
2002-11-22,1128.072,1128.072,,,,,,,,,0.239208,,,,,2.692
2002-11-25,1133.17,1133.17,,,,,,,,,0.451922,,,,,5.098
2002-11-26,1111.053,1111.053,,,,,,,,,-1.951781,,,,,-22.117
2002-11-27,1118.964,1118.964,,,,,,,,,0.712027,,,,,7.911
2002-11-28,1150.585,1150.585,,,,,,,,,2.825918,,,,,31.621
2002-11-29,1164.618,1164.618,,,,,,,,,1.21964,,,,,14.033
2002-12-02,1132.929,1132.929,,,,,,,,,-2.720978,,,,,-31.689
2002-12-03,1144.629,1144.629,,,,,,,,,1.032721,,,,,11.7
2002-12-04,1147.535,1147.535,,,,,,,,,0.253881,,,,,2.906
2002-12-05,1139.751,1139.751,,,,,,,,,-0.678324,,,,,-7.784
2002-12-06,1139.803,1139.803,,,,,,,,,0.004562,,,,,0.052
2002-12-09,1136.246,1136.246,,,,,,,,,-0.312071,,,,,-3.557
2002-12-10,1122.907,1122.907,,,,,,,,,-1.173954,,,,,-13.339
2002-12-11,1117.437,1117.437,,,,,,,,,-0.487129,,,,,-5.47
2002-12-12,1122.229,1122.229,,,,,,,,,0.428838,,,,,4.792
2002-12-13,1132.079,1132.079,,,,,,,,,0.877717,,,,,9.85
2002-12-16,1141.523,1141.523,,,,,,,,,0.834217,,,,,9.444
2002-12-17,1148.599,1148.599,,,,,,,,,0.619874,,,,,7.076
2002-12-18,1143.941,1143.941,,,,,,,,,-0.405538,,,,,-4.658
2002-12-19,1145.069,1145.069,,,,,,,,,0.098606,,,,,1.128
2002-12-20,1157.337,1157.337,,,,,,,,,1.071376,,,,,12.268
2002-12-23,1159.43,1159.43,,,,,,,,,0.180846,,,,,2.093
2002-12-24,1159.06,1159.06,,,,,,,,,-0.031912,,,,,-0.37
2002-12-25,1151.16,1151.16,,,,,,,,,-0.681587,,,,,-7.9
2002-12-26,1119.359,1119.359,,,,,,,,,-2.762518,,,,,-31.801
2002-12-27,1120.276,1120.276,,,,,,,,,0.081922,,,,,0.917
2002-12-30,1108.94,1108.94,,,,,,,,,-1.011894,,,,,-11.336
2002-12-31,1103.641,1103.641,,,,,,,,,-0.477844,,,,,-5.299
2003-01-02,1074.984,1074.984,,,,,,,,,-2.596587,,,,,-28.657
2003-01-03,1073.524,1073.524,,,,,,,,,-0.135816,,,,,-1.46
2003-01-06,1084.884,1084.884,,,,,,,,,1.058197,,,,,11.36
2003-01-07,1081.622,1081.622,,,,,,,,,-0.300677,,,,,-3.262
2003-01-08,1111.832,1111.832,,,,,,,,,2.793028,,,,,30.21
2003-01-09,1132.17,1132.17,,,,,,,,,1.829233,,,,,20.338
2003-01-10,1121.576,1121.576,,,,,,,,,-0.935725,,,,,-10.594
2003-01-13,1124.33,1124.33,,,,,,,,,0.245547,,,,,2.754
2003-01-14,1185.865,1185.865,,,,,,,,,5.473037,,,,,61.535
2003-01-15,1177.971,1177.971,,,,,,,,,-0.665674,,,,,-7.894
2003-01-16,1196.386,1196.386,,,,,,,,,1.563281,,,,,18.415
2003-01-17,1190.895,1190.895,,,,,,,,,-0.458966,,,,,-5.491
2003-01-20,1194.722,1194.722,,,,,,,,,0.321355,,,,,3.827
2003-01-21,1172.131,1172.131,,,,,,,,,-1.8909,,,,,-22.591
2003-01-22,1174.567,1174.567,,,,,,,,,0.207827,,,,,2.436
2003-01-23,1167.635,1167.635,,,,,,,,,-0.590175,,,,,-6.932
2003-01-24,1187.694,1187.694,,,,,,,,,1.717917,,,,,20.059
2003-01-27,1203.319,1203.319,,,,,,,,,1.315575,,,,,15.625
2003-01-28,1206.859,1206.859,,,,,,,,,0.294186,,,,,3.54
2003-01-29,1207.597,1207.597,,,,,,,,,0.06115,,,,,0.738
2003-02-10,1190.459,1190.459,,,,,,,,,-1.419182,,,,,-17.138
2003-02-11,1201.294,1201.294,,,,,,,,,0.910153,,,,,10.835
2003-02-12,1214.804,1214.804,,,,,,,,,1.124621,,,,,13.51
2003-02-13,1208.841,1208.841,,,,,,,,,-0.490861,,,,,-5.963
2003-02-14,1213.699,1213.699,,,,,,,,,0.401873,,,,,4.858
2003-02-17,1204.697,1204.697,,,,,,,,,-0.7417,,,,,-9.002
2003-02-18,1204.936,1204.936,,,,,,,,,0.019839,,,,,0.239
2003-02-19,1216.578,1216.578,,,,,,,,,0.966192,,,,,11.642
2003-02-20,1215.151,1215.151,,,,,,,,,-0.117296,,,,,-1.427
2003-02-21,1191.628,1191.628,,,,,,,,,-1.935809,,,,,-23.523
2003-02-24,1192.994,1192.994,,,,,,,,,0.114633,,,,,1.366
2003-02-25,1214.853,1214.853,,,,,,,,,1.832281,,,,,21.859
2003-02-26,1214.396,1214.396,,,,,,,,,-0.037618,,,,,-0.457
2003-02-27,1215.457,1215.457,,,,,,,,,0.087369,,,,,1.061
2003-02-28,1213.862,1213.862,,,,,,,,,-0.131226,,,,,-1.595
2003-03-03,1223.408,1223.408,,,,,,,,,0.786416,,,,,9.546
2003-03-04,1222.38,1222.38,,,,,,,,,-0.084028,,,,,-1.028
2003-03-05,1217.888,1217.888,,,,,,,,,-0.36748,,,,,-4.492
2003-03-06,1202.44,1202.44,,,,,,,,,-1.268425,,,,,-15.448
2003-03-07,1198.744,1198.744,,,,,,,,,-0.307375,,,,,-3.696
2003-03-10,1178.153,1178.153,,,,,,,,,-1.717715,,,,,-20.591
2003-03-11,1177.802,1177.802,,,,,,,,,-0.029792,,,,,-0.351
2003-03-12,1182.417,1182.417,,,,,,,,,0.391832,,,,,4.615
2003-03-13,1175.157,1175.157,,,,,,,,,-0.613997,,,,,-7.26
2003-03-14,1177.61,1177.61,,,,,,,,,0.208738,,,,,2.453
2003-03-17,1179.234,1179.234,,,,,,,,,0.137906,,,,,1.624
2003-03-18,1173.789,1173.789,,,,,,,,,-0.46174,,,,,-5.445
2003-03-19,1180.228,1180.228,,,,,,,,,0.548565,,,,,6.439
2003-03-20,1175.861,1175.861,,,,,,,,,-0.370013,,,,,-4.367
2003-03-21,1185.422,1185.422,,,,,,,,,0.813106,,,,,9.561
2003-03-24,1187.641,1187.641,,,,,,,,,0.187191,,,,,2.219
2003-03-25,1176.095,1176.095,,,,,,,,,-0.972179,,,,,-11.546
2003-03-26,1171.199,1171.199,,,,,,,,,-0.416293,,,,,-4.896
2003-03-27,1201.371,1201.371,,,,,,,,,2.576163,,,,,30.172
2003-03-28,1199.264,1199.264,,,,,,,,,-0.175383,,,,,-2.107
2003-03-31,1215.168,1215.168,,,,,,,,,1.326147,,,,,15.904
2003-04-01,1223.559,1223.559,,,,,,,,,0.690522,,,,,8.391
2003-04-02,1222.971,1222.971,,,,,,,,,-0.048057,,,,,-0.588
2003-04-03,1215.34,1215.34,,,,,,,,,-0.623972,,,,,-7.631
2003-04-04,1223.558,1223.558,,,,,,,,,0.676189,,,,,8.218
2003-04-07,1217.924,1217.924,,,,,,,,,-0.46046,,,,,-5.634
2003-04-08,1221.567,1221.567,,,,,,,,,0.299116,,,,,3.643
2003-04-09,1243.057,1243.057,,,,,,,,,1.759216,,,,,21.49
2003-04-10,1255.237,1255.237,,,,,,,,,0.979842,,,,,12.18
2003-04-11,1274.998,1274.998,,,,,,,,,1.574284,,,,,19.761
2003-04-14,1306.513,1306.513,,,,,,,,,2.471769,,,,,31.515
2003-04-15,1317.288,1317.288,,,,,,,,,0.824714,,,,,10.775
2003-04-16,1304.1,1304.1,,,,,,,,,-1.001148,,,,,-13.188
2003-04-17,1307.715,1307.715,,,,,,,,,0.277203,,,,,3.615
2003-04-18,1300.411,1300.411,,,,,,,,,-0.558531,,,,,-7.304
2003-04-21,1274.61,1274.61,,,,,,,,,-1.984065,,,,,-25.801
2003-04-22,1274.685,1274.685,,,,,,,,,0.005884,,,,,0.075
2003-04-23,1254.131,1254.131,,,,,,,,,-1.612477,,,,,-20.554
2003-04-24,1218.685,1218.685,,,,,,,,,-2.82634,,,,,-35.446
2003-04-25,1205.381,1205.381,,,,,,,,,-1.091668,,,,,-13.304
2003-04-28,1250.681,1250.681,,,,,,,,,3.758148,,,,,45.3
2003-04-29,1231.565,1231.565,,,,,,,,,-1.528447,,,,,-19.116
2003-04-30,1239.952,1239.952,,,,,,,,,0.681003,,,,,8.387
2003-05-12,1251.309,1251.309,,,,,,,,,0.915923,,,,,11.357
2003-05-13,1216.426,1216.426,,,,,,,,,-2.787721,,,,,-34.883
2003-05-14,1243.103,1243.103,,,,,,,,,2.193064,,,,,26.677
2003-05-15,1273.37,1273.37,,,,,,,,,2.434794,,,,,30.267
2003-05-16,1274.258,1274.258,,,,,,,,,0.069736,,,,,0.888
2003-05-19,1275.861,1275.861,,,,,,,,,0.125799,,,,,1.603
2003-05-20,1261.327,1261.327,,,,,,,,,-1.139152,,,,,-14.534
2003-05-21,1259.015,1259.015,,,,,,,,,-0.183299,,,,,-2.312
2003-05-22,1270.432,1270.432,,,,,,,,,0.90682,,,,,11.417
2003-05-23,1283.668,1283.668,,,,,,,,,1.04185,,,,,13.236
2003-05-26,1292.69,1292.69,,,,,,,,,0.70283,,,,,9.022
2003-05-27,1293.681,1293.681,,,,,,,,,0.076662,,,,,0.991
2003-05-28,1277.692,1277.692,,,,,,,,,-1.235931,,,,,-15.989
2003-05-29,1294.772,1294.772,,,,,,,,,1.336785,,,,,17.08
2003-05-30,1300.865,1300.865,,,,,,,,,0.470585,,,,,6.093
2003-06-02,1300.486,1300.486,,,,,,,,,-0.029134,,,,,-0.379
2003-06-03,1285.652,1285.652,,,,,,,,,-1.140651,,,,,-14.834
2003-06-04,1296.444,1296.444,,,,,,,,,0.839418,,,,,10.792
2003-06-05,1279.539,1279.539,,,,,,,,,-1.303951,,,,,-16.905
2003-06-06,1262.064,1262.064,,,,,,,,,-1.365726,,,,,-17.475
2003-06-09,1249.165,1249.165,,,,,,,,,-1.022056,,,,,-12.899
2003-06-10,1255.928,1255.928,,,,,,,,,0.541402,,,,,6.763
2003-06-11,1278.265,1278.265,,,,,,,,,1.778526,,,,,22.337
